SA1_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
40203117501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,3,0,0,8,0,0,0,0,4,3,5,0,0,6,6,6,0,0,12,7,8,0,0,11,0,9,0,0,13,4,10,3,0,20,9,3,0,0,15,3,4,0,0,11,3,4,0,0,9,7,18,0,0,30,0,3,0,0,13,0,0,0,0,0,53,76,21,4,160
40203117502,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,7,7,0,0,0,6,7,0,3,0,12,4,6,0,0,15,3,4,0,0,13,0,3,3,0,9,10,15,0,0,23,0,9,0,0,13,4,0,0,0,12,0,7,0,0,10,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,53,58,26,4,140
40203117503,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,4,0,7,4,0,0,0,4,3,0,0,0,6,0,0,0,0,0,5,0,0,0,11,5,7,0,0,11,7,11,0,0,8,3,3,0,0,12,0,3,0,0,3,0,12,0,0,15,0,6,0,0,6,0,0,0,0,0,36,47,16,0,97
40203117504,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,11,0,36
40203117505,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,3,4,0,0,0,6,4,0,0,0,4,5,0,0,0,5,15,6,4,0,19,0,4,0,4,11,0,5,0,0,16,4,3,0,0,7,7,14,0,0,16,0,0,4,0,6,0,0,0,0,0,52,50,14,3,118
40203117506,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,3,0,4,0,0,6,0,0,0,0,0,7,12,0,0,13,0,10,0,0,10,0,0,0,0,4,0,5,0,0,4,0,8,0,0,8,0,8,0,0,10,0,0,0,0,0,26,46,4,0,74
40203117507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,4,6,0,0,0,4,3,5,5,0,10,0,4,0,0,4,3,4,0,0,10,3,11,0,0,17,3,6,0,0,6,0,9,4,0,4,0,6,0,0,8,0,12,0,0,19,3,0,0,0,3,0,0,0,0,0,27,60,13,0,100
40203117508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,8,3,3,3,0,11,0,6,0,3,13,7,5,0,0,14,5,4,0,0,12,0,4,4,0,6,0,4,0,0,12,8,0,0,0,11,3,9,0,0,9,0,3,0,0,9,0,5,0,0,5,4,7,0,0,11,0,3,0,0,3,0,0,0,0,3,40,59,28,3,122
40203117509,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,5,12,3,4,0,0,13,0,6,3,0,13,0,9,0,4,18,5,5,0,0,3,7,4,0,0,12,6,17,0,0,18,5,3,3,0,12,4,6,0,0,10,4,0,0,0,4,0,0,0,0,3,0,4,0,0,9,0,0,0,0,5,39,65,23,9,138
40203117510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,0,5,0,0,3,0,3,0,0,3,0,4,5,0,0,0,10,6,3,0,0,8,0,3,5,0,11,4,7,4,0,15,4,7,0,0,12,0,13,0,0,14,0,4,0,0,7,0,3,0,0,8,0,7,0,0,7,0,0,0,0,0,36,50,17,0,105
40203117511,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,7,0,13,5,0,4,0,8,0,0,9,0,8,4,6,0,0,13,0,0,5,0,7,4,6,4,0,10,7,11,3,0,26,4,11,0,0,13,5,8,0,0,16,4,8,0,0,11,0,11,0,0,13,0,5,0,0,5,0,0,0,0,0,48,73,29,0,154
40203117512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,3,8,0,0,0,8,0,3,0,0,5,3,0,0,0,3,5,12,0,0,17,0,10,0,0,12,5,8,0,0,11,4,6,0,0,8,0,22,0,0,26,0,3,3,0,4,0,3,0,0,3,44,70,3,0,118
40203117513,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,6,0,4,3,0,5,0,6,5,0,7,5,0,0,0,7,0,4,0,0,4,9,10,3,0,23,3,3,0,0,7,4,9,0,0,15,0,7,0,0,10,3,3,0,0,3,0,0,5,0,5,0,0,0,0,0,45,47,15,0,112
40203117514,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,5,6,0,9,0,4,0,0,5,0,9,0,0,10,0,8,0,0,9,3,19,3,0,25,0,9,0,0,11,0,4,0,0,0,0,3,0,0,3,4,5,0,0,8,5,0,0,0,5,0,0,0,0,0,20,68,19,3,115
40203117515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40203117516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,9,3,0,0,10,0,4,0,0,3,0,4,0,0,7,7,14,0,0,20,0,5,0,0,11,0,7,0,0,7,0,3,0,0,3,5,11,0,0,14,0,3,0,0,7,0,0,0,0,0,31,67,8,0,101
40203117517,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,7,0,5,0,6,0,0,0,0,9,6,4,0,0,8,0,7,3,0,4,0,5,0,0,0,11,16,0,0,21,4,6,0,0,14,3,9,0,0,11,4,0,0,0,8,5,21,3,0,25,0,0,0,0,0,0,0,0,0,0,36,64,16,0,122
40203117518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,5,0,10,3,0,0,0,8,7,3,3,0,13,3,8,3,0,12,5,12,0,0,16,10,20,3,0,30,4,14,4,0,22,3,18,3,0,25,0,6,0,0,6,0,15,0,0,17,0,3,3,0,5,4,0,0,0,4,53,92,23,0,167
40203117519,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,5,0,8,0,5,3,0,14,4,11,5,0,20,0,7,0,0,16,0,8,0,0,15,7,8,0,0,10,10,16,0,0,27,0,10,0,0,15,4,6,0,0,10,0,5,0,0,3,0,10,0,0,9,0,7,0,0,7,0,4,0,0,3,47,100,24,9,178
40203117520,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,6,7,0,0,0,7,4,0,4,0,6,0,3,0,0,9,0,7,4,0,7,0,9,0,0,15,0,5,0,0,4,6,18,0,0,24,5,7,0,0,11,6,3,0,0,7,0,0,0,0,4,0,6,0,0,6,0,6,5,0,9,0,0,0,0,0,35,62,16,0,114
40203117521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,3,0,0,7,0,0,0,0,3,4,5,0,0,3,4,0,0,0,9,3,8,0,0,10,0,9,0,0,13,0,0,0,0,3,0,12,0,0,19,0,0,0,0,4,0,0,0,0,0,25,44,13,0,76
40203117522,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,6,7,0,0,0,10,3,6,0,4,9,0,4,0,0,9,3,5,0,0,5,5,4,0,0,11,3,3,3,0,8,6,8,0,0,13,6,10,0,0,16,3,4,0,0,6,3,11,0,0,13,6,4,0,0,4,0,0,0,0,3,54,54,12,3,132
40203117523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,0,0,0,5,0,0,0,0,0,8,0,0,0,4,0,0,0,0,5,0,0,0,0,0,6,5,5,0,21,3,3,0,0,9,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,12,0,64
40203117524,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,9,5,3,0,0,11,0,0,4,0,4,6,4,0,0,6,0,0,0,0,0,5,4,3,0,13,4,4,3,0,16,5,5,0,0,12,5,7,3,0,12,0,5,0,0,7,0,6,0,0,5,5,3,0,0,9,0,0,0,0,0,42,46,16,5,109
40203117525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,4,0,0,0,4,0,0,0,0,0,0,4,0,0,5,5,3,4,0,9,0,3,0,0,7,4,6,3,0,10,6,10,5,0,17,8,7,0,0,14,3,4,0,0,13,0,3,0,0,7,6,23,0,0,33,0,0,0,0,7,0,0,0,0,0,44,75,19,0,136
40203117526,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,4,0,0,4,0,7,4,0,3,0,5,3,6,0,0,9,3,5,5,0,11,5,6,0,0,15,6,15,9,5,24,8,11,4,0,21,7,6,0,0,8,3,0,0,0,10,4,15,0,0,19,0,3,0,0,11,0,0,0,0,0,52,64,26,11,150
40203117527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,9,0,0,0,0,0,5,4,5,0,13,8,0,3,0,10,0,3,10,0,13,3,13,5,0,19,3,11,0,0,15,4,5,5,4,13,11,23,0,0,32,5,3,0,0,7,4,3,0,0,3,0,5,0,0,3,0,0,0,0,3,3,0,5,0,13,0,0,0,0,3,42,69,44,3,159
40203117528,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,8,0,0,7,0,8,4,0,0,0,4,3,0,0,0,8,0,0,3,0,8,6,5,4,0,9,0,4,3,0,8,3,0,0,0,6,12,7,0,0,26,6,14,0,0,29,5,10,3,0,21,5,3,0,0,11,12,16,0,0,29,0,9,3,0,9,0,0,0,0,0,73,86,26,6,184
40203117529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40203117530,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,6,15,6,0,0,22,15,3,3,0,22,11,4,0,0,11,10,4,0,0,14,4,0,0,0,8,3,0,5,0,9,7,4,3,0,16,3,0,0,0,10,3,6,0,0,9,0,6,0,0,7,3,11,0,0,17,3,6,0,0,9,0,0,0,0,0,84,41,15,5,153
40203117531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,12,3,0,0,10,6,5,3,0,16,0,4,0,0,13,5,4,0,0,7,5,12,0,0,17,0,0,0,0,4,6,7,0,0,17,4,9,0,0,16,0,4,0,0,4,0,5,0,0,5,3,5,0,0,6,0,0,0,0,3,0,0,0,0,0,50,65,18,0,132
40203117532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,3,0,0,7,3,5,0,0,8,0,0,0,0,5,4,4,0,0,10,3,8,0,0,8,6,5,0,0,11,6,3,0,0,9,4,6,0,0,12,0,0,0,0,3,0,0,0,0,0,35,38,5,0,81
40203117533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,3,8,0,0,7,0,0,0,0,8,0,3,5,0,8,4,13,3,0,18,4,7,0,0,11,0,12,0,0,12,0,6,0,0,5,3,12,0,0,20,0,3,0,0,3,0,0,0,0,0,26,62,18,0,105
40203117534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,7,0,0,0,0,5,3,0,4,0,3,4,0,6,0,8,0,0,0,0,3,4,3,0,3,15,8,4,0,0,9,7,0,0,0,8,0,5,0,0,5,0,5,0,0,3,0,0,0,0,4,0,0,0,0,0,32,25,13,4,77
40203117535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,3,0,6,0,0,0,0,0,0,0,4,0,4,5,3,0,0,7,0,4,3,0,4,9,7,5,0,20,8,5,0,0,14,5,8,0,0,10,0,4,0,0,9,4,10,0,0,19,0,5,3,0,4,0,0,0,0,0,40,48,19,5,112
40203117536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,6,4,0,0,0,4,3,3,8,0,12,7,0,5,0,8,0,0,4,0,9,0,5,0,0,8,8,3,0,0,14,5,8,0,0,11,3,3,0,0,7,3,6,0,0,6,6,12,0,0,17,0,7,0,0,12,0,0,0,0,0,32,55,27,0,118
40203117537,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,3,0,4,0,3,4,5,4,0,9,7,0,0,0,4,8,0,0,0,11,12,12,5,0,29,15,7,0,0,18,10,0,3,0,13,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,64,35,12,3,114
40203117538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,6,5,0,0,12,5,0,0,3,11,7,3,0,0,14,8,0,0,0,8,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,34,24,11,3,67
40203117539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,11,0,3,0,11,0,0,0,0,9,8,6,5,0,16,5,5,3,0,16,4,8,0,0,15,0,4,0,0,8,3,4,0,0,14,8,6,0,0,13,0,6,4,0,12,0,7,0,0,10,0,6,0,0,6,0,3,0,0,4,0,0,0,0,0,48,59,27,0,133
40203117540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,6,0,4,3,0,0,0,4,5,0,0,0,3,0,7,5,0,12,0,10,6,0,12,0,10,0,0,10,6,14,0,0,18,5,9,0,0,12,3,12,0,0,9,0,0,0,0,0,0,5,0,0,5,0,0,0,0,6,0,0,0,0,0,31,70,20,7,126
40203117541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,3,0,0,0,5,0,5,0,0,4,0,5,0,0,5,0,3,0,0,0,11,5,0,0,20,6,16,0,0,21,0,5,0,0,7,5,5,0,0,6,0,4,0,0,12,0,10,0,0,9,0,0,0,0,0,34,64,5,0,106
40203117601,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,9,9,3,0,0,9,3,3,0,0,13,10,9,5,0,19,6,11,3,0,18,4,4,0,0,8,9,15,4,0,23,3,7,0,0,18,0,7,0,0,9,0,6,0,0,6,6,13,0,0,10,4,0,0,0,9,0,0,0,0,0,56,83,24,4,167
40203117602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,5,0,7,0,5,0,0,3,0,3,9,0,3,0,12,6,3,10,0,15,3,4,5,0,11,5,6,0,0,20,0,5,3,0,8,0,5,3,0,7,3,8,0,0,17,4,9,0,0,13,0,5,0,0,12,0,0,0,0,0,0,4,0,0,6,5,7,0,0,12,0,0,0,0,0,55,63,32,3,154
40203117603,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,5,12,3,10,0,19,6,0,0,0,9,3,3,3,0,12,9,6,0,0,10,5,8,7,0,12,9,7,0,0,16,8,19,3,0,23,3,9,0,0,13,0,6,0,0,4,0,0,0,0,8,5,3,0,0,7,7,0,0,0,6,0,0,0,0,0,61,64,28,5,155
40203117604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,0,6,0,11,15,0,0,0,18,9,3,0,0,16,12,4,3,0,20,3,10,3,0,14,8,0,0,0,12,4,12,4,0,22,4,9,4,0,18,3,6,0,0,8,3,7,0,0,8,0,4,0,0,8,0,12,3,0,15,0,0,0,0,0,79,60,27,0,164
40203117605,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,5,7,0,0,0,6,5,0,3,0,12,9,3,4,0,12,4,3,0,0,9,4,3,5,0,10,3,7,0,0,9,6,15,4,0,21,5,9,6,0,14,3,4,0,0,12,0,0,0,0,6,4,0,0,0,10,0,3,0,0,7,0,0,0,0,0,53,52,24,6,138
40203117606,4,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,0,0,0,15,6,0,3,0,8,4,6,3,0,11,5,0,3,0,13,4,6,5,0,16,3,3,3,0,12,3,18,3,0,21,6,9,0,0,13,0,4,0,0,10,0,4,0,0,3,4,4,0,0,8,6,11,7,0,16,0,0,0,0,0,59,71,32,0,160
40203117607,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,0,0,0,9,3,0,6,0,9,10,4,0,0,12,4,3,3,0,10,12,8,3,0,20,8,7,0,0,16,9,16,4,0,29,6,6,5,0,21,3,8,0,0,10,0,6,0,0,11,0,8,0,0,12,5,5,0,0,9,0,0,0,0,0,63,63,35,4,166
40203117608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,15,9,3,0,0,12,11,0,0,0,10,5,3,3,0,11,4,3,0,0,5,3,0,0,0,7,5,6,4,0,16,4,7,0,0,18,0,0,0,0,0,0,5,0,0,6,0,6,0,0,3,0,0,0,0,7,0,0,0,0,0,52,31,22,0,101
40203117609,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,3,9,5,0,0,0,9,7,6,0,0,11,3,3,0,0,10,4,3,0,3,11,0,6,0,0,15,3,4,0,0,8,0,9,0,0,6,0,0,0,0,5,0,0,0,0,5,0,6,0,0,5,0,0,0,0,0,33,48,11,3,97
40203117610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,7,0,0,8,0,0,0,0,4,0,0,4,0,5,0,5,0,0,5,3,0,0,0,10,4,4,0,0,12,3,4,0,0,14,0,3,0,0,7,0,0,0,0,6,0,3,3,0,6,3,3,0,0,6,0,0,0,0,0,26,39,26,0,90
40203117611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,4,0,10,0,0,0,0,4,0,4,0,0,10,5,5,3,0,13,0,0,0,0,0,0,4,4,0,11,4,11,0,0,21,3,5,0,0,14,4,0,0,0,9,0,0,0,0,0,0,7,0,0,8,0,3,0,0,10,0,0,0,0,0,35,51,21,7,116
40203117612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,9,5,3,0,15,10,0,6,0,11,6,6,9,0,15,12,0,9,0,17,3,3,0,0,8,3,6,0,0,8,7,8,5,0,21,0,10,0,0,12,4,3,3,0,12,5,4,0,0,3,5,4,0,0,8,0,3,0,0,6,0,0,0,0,0,66,54,34,4,156
40203117613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,4,0,0,11,6,0,5,0,11,4,0,0,0,8,5,9,7,0,14,3,7,5,0,13,5,4,0,0,8,0,8,0,0,7,6,6,0,0,12,0,5,0,0,11,3,6,0,0,9,0,5,0,0,5,0,0,0,0,6,0,0,0,0,0,43,48,22,3,114
40203117614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,4,0,0,5,0,3,0,3,0,0,8,0,0,0,0,5,0,0,0,0,3,0,5,0,4,14,5,0,0,0,5,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,12,26,11,3,56
40203117615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,10,0,4,4,0,7,0,0,4,0,9,6,10,0,0,14,4,7,0,0,8,3,6,0,0,14,11,11,0,0,22,10,10,0,0,13,4,0,0,0,3,4,3,0,0,4,0,5,0,0,5,0,5,0,0,5,0,0,0,0,0,37,67,19,0,123
40203117616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,0,0,3,4,0,0,0,6,0,4,0,0,4,3,3,0,0,9,0,4,0,0,3,0,8,0,0,13,0,4,0,0,8,0,9,0,0,9,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,36,7,4,67
40203117617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,11,4,0,3,0,9,3,6,0,0,9,3,6,0,0,8,0,9,0,0,10,3,3,0,0,13,3,14,4,0,22,3,8,4,0,10,5,3,0,0,6,0,8,0,0,9,0,7,0,0,9,0,0,0,0,11,3,0,0,0,4,44,56,28,3,129
40203117618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,7,3,0,3,0,5,5,0,0,0,8,3,8,4,0,14,3,5,3,0,5,4,3,0,0,8,4,7,0,0,16,0,10,0,0,15,3,4,0,0,8,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,35,50,17,4,96
40203117619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,4,0,4,0,9,3,0,3,0,5,4,0,0,0,4,0,8,6,0,11,0,3,4,0,8,0,4,0,0,4,3,4,3,0,11,0,0,4,0,5,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,26,20,0,75
