SUA_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
2018,735,902,2204,1919,1897,1554,329,25,0,9566,375,224,563,483,561,1227,2052,1354,628,7463,89,104,231,208,158,189,150,165,139,1439,1198,1233,3000,2616,2607,2968,2538,1539,765,18460,201,855,2651,2286,2321,1675,277,17,3,10283,896,660,1203,1201,1067,1042,371,48,0,6499,96,71,261,160,152,204,75,11,0,1029,20,52,71,54,64,37,27,4,0,329,1215,1637,4189,3703,3602,2958,746,72,3,18132,66,122,193,132,135,114,19,0,0,765,143,55,96,60,59,63,17,0,4,501,208,179,291,190,195,169,36,0,4,1270,1423,1818,4477,3893,3801,3127,780,79,4,19403,849,426,826,796,980,2082,3809,2490,987,13243,166,193,459,402,359,372,311,313,232,2805,2434,2440,5760,5089,5134,5586,4902,2879,1221,35452
2019,369,394,952,894,1016,847,208,15,0,4688,172,93,176,223,206,422,1023,862,431,3591,33,30,68,50,64,62,59,83,77,524,578,516,1192,1158,1285,1329,1284,959,509,8806,120,406,1126,1082,1184,873,167,13,3,4986,456,274,538,584,592,601,251,30,3,3328,69,29,118,64,57,98,43,8,0,479,17,22,22,26,18,21,7,0,0,135,666,728,1811,1755,1854,1596,471,46,8,8934,13,17,31,26,26,27,4,0,0,157,56,21,29,14,21,19,5,0,0,163,69,43,56,45,51,49,5,0,0,316,738,766,1870,1795,1907,1643,476,52,3,9254,396,155,281,332,368,728,1799,1523,664,6237,58,55,130,102,112,109,129,139,128,959,1188,980,2282,2229,2388,2478,2399,1714,795,16453
2020,672,925,2277,1936,2077,1721,421,51,7,10078,464,149,533,478,447,999,2011,1365,584,7033,58,50,175,144,128,132,127,118,49,977,1189,1121,2988,2554,2656,2851,2559,1534,636,18089,238,919,2871,2408,2448,1842,398,55,6,11191,797,657,1219,1222,1268,1258,519,103,13,7048,89,99,287,161,144,225,69,15,0,1092,21,47,86,71,61,44,27,12,6,360,1145,1723,4462,3860,3922,3370,1012,185,25,19700,40,70,96,47,77,68,11,0,0,414,123,47,61,44,46,52,11,0,0,387,159,116,165,101,122,126,17,5,0,804,1310,1834,4629,3958,4042,3494,1032,186,25,20500,948,280,748,685,725,1573,3674,2557,931,12110,108,106,309,290,282,248,257,206,87,1899,2362,2216,5681,4929,5047,5318,4958,2949,1045,34506
2021,715,757,1835,1796,1922,1643,338,32,0,9036,288,134,340,307,356,745,1725,1179,566,5641,57,38,118,119,107,103,122,115,116,891,1055,931,2292,2228,2383,2497,2179,1329,681,15570,306,817,2315,2017,2238,1683,269,28,0,9674,867,534,1069,1219,1167,1206,459,67,3,6588,101,72,235,162,131,188,71,8,0,972,18,24,76,41,31,31,19,12,0,259,1299,1444,3694,3443,3578,3106,823,112,3,17499,8,45,50,53,47,43,4,0,0,262,89,37,34,46,38,45,6,0,0,299,101,83,82,97,90,94,8,0,0,559,1403,1531,3778,3536,3665,3204,827,109,3,18054,598,221,530,472,602,1219,3085,2074,898,9714,129,101,234,270,216,201,205,193,168,1720,2129,1851,4543,4287,4493,4622,4121,2376,1073,29490
3000,10739,11428,27758,30869,35530,30951,8496,1342,134,157248,7487,3537,9026,8133,9609,20794,33284,18474,6159,116498,1893,1951,4582,4166,4546,4521,3622,2418,1036,28745,20122,16913,41370,43166,49692,56267,45399,22238,7334,302494,5751,14400,35394,38613,45896,37981,10167,1763,125,190091,11843,6329,14408,16947,18164,19832,8362,1653,189,97731,1260,1153,3511,2805,3342,4044,1335,212,39,17693,726,822,1616,1400,1627,1304,652,373,81,8608,19574,22708,54935,59764,69032,63159,20516,4000,434,314121,1091,1406,2074,1747,2093,2001,287,16,6,10715,1403,677,1008,838,948,1270,329,30,3,6502,2496,2085,3085,2580,3042,3267,612,36,11,17215,22071,24787,58024,62350,72079,66423,21130,4042,442,331341,16028,6288,14178,13347,17136,36999,67321,37883,10857,220051,3997,4332,10506,9721,10717,10580,8107,4969,1853,64787,42095,35413,82708,85421,99933,114001,96555,46900,13151,616182
3001,271,481,1093,857,732,504,125,10,0,4085,73,34,138,115,105,248,355,135,34,1223,30,76,210,117,100,102,42,24,6,706,366,589,1437,1090,930,856,528,171,29,6011,141,546,1348,1119,988,619,160,18,0,4930,276,254,583,470,407,365,149,22,0,2527,14,39,113,68,60,54,17,4,0,369,14,20,35,32,21,17,3,0,0,138,440,857,2078,1695,1474,1056,328,41,0,7967,10,16,61,21,43,32,4,0,0,194,28,13,33,20,23,25,6,3,0,148,45,26,95,49,65,59,14,3,0,342,486,884,2177,1738,1536,1109,337,42,0,8313,143,48,197,170,201,450,729,315,51,2300,64,176,456,281,261,223,133,44,4,1638,697,1103,2826,2190,1991,1778,1199,405,51,12251
3002,43052,66463,145491,141617,128236,82896,17634,1503,115,627006,28567,14391,31094,30411,28965,47544,84836,54096,22281,342188,2962,4282,9807,7715,5928,4603,4232,3927,3616,47065,74582,85130,186392,179745,163125,135039,106703,59526,26016,1016262,10454,55864,180470,186836,173296,103504,17364,1143,55,728989,46267,50921,74020,72392,60503,48272,18534,2650,149,373712,11524,13104,22111,16185,13268,12142,3809,375,42,92566,1149,2594,5478,3831,2798,1717,502,184,65,18316,69396,122487,282075,279247,249863,165647,40209,4353,306,1213582,3106,6518,9676,6899,6392,4793,627,25,5,38040,10687,5525,5290,3852,2995,2906,858,69,14,32189,13790,12042,14962,10750,9383,7697,1487,88,21,70233,83188,134529,297042,289998,259247,173347,41695,4445,333,1283818,63358,27608,48556,45133,46051,78363,152876,99248,35868,597053,6110,8985,20465,16280,13062,9944,8454,6927,5315,95549,152657,171126,366059,351411,318363,261654,203018,110618,41514,1976418
3003,1259,1466,3116,3091,3340,2776,625,81,3,15755,635,365,820,790,950,2151,4328,3155,1252,14457,97,105,261,206,226,223,253,295,133,1804,1988,1932,4197,4094,4513,5152,5210,3532,1396,32018,483,1537,3714,3687,4080,3083,556,59,0,17195,1538,965,1706,1763,1791,1776,682,110,14,10349,67,103,310,205,241,298,60,10,0,1283,49,62,168,107,89,53,22,22,3,578,2140,2665,5890,5764,6195,5210,1329,199,15,29407,141,198,261,183,204,201,23,0,0,1208,255,113,148,104,111,132,37,4,0,904,400,310,409,289,316,332,54,4,0,2112,2536,2972,6305,6051,6515,5541,1386,196,15,31521,1447,599,1266,1248,1602,3689,8052,6015,2080,25997,200,202,547,452,511,504,495,508,241,3670,4186,3779,8114,7748,8631,9736,9930,6723,2337,61189
3004,2768,3009,7864,8636,8975,6259,1517,134,11,39172,1503,781,1682,1693,1612,2736,5112,2950,1098,19167,342,468,1148,894,763,637,498,380,224,5343,4610,4254,10689,11219,11352,9627,7132,3463,1337,63679,794,2939,9075,10065,11064,7268,1362,99,3,42674,3437,2237,4490,4934,4781,4011,1639,230,15,25776,216,276,852,716,646,691,221,26,0,3649,96,152,326,232,197,136,44,10,0,1191,4544,5607,14746,15941,16688,12113,3264,368,32,73295,187,357,551,428,511,437,50,0,0,2526,587,220,290,276,256,261,82,6,0,1991,772,578,842,709,770,702,132,10,0,4524,5318,6181,15589,16656,17461,12814,3398,378,28,77812,3362,1361,2479,2582,2806,4934,9905,5706,1839,34972,746,1000,2410,1913,1777,1441,1129,720,373,11504,9428,8537,20478,21147,22038,19190,14428,6799,2244,124294
3005,297,359,841,893,659,469,84,12,0,3611,109,70,189,151,115,156,197,97,26,1109,24,34,87,74,55,39,28,21,18,387,429,465,1117,1121,840,670,301,126,47,5108,159,494,1189,1216,1072,704,128,13,0,4968,406,178,401,455,289,240,85,23,0,2076,25,21,98,63,45,58,14,0,0,315,14,16,38,39,25,13,5,0,0,144,599,710,1725,1764,1425,1012,225,39,0,7505,14,26,33,19,28,21,0,0,0,144,29,17,22,18,12,11,4,0,0,114,45,41,56,35,38,34,5,0,0,257,647,750,1779,1804,1468,1052,230,39,0,7761,236,102,229,197,152,239,355,181,49,1741,58,95,228,216,148,145,60,38,35,1027,944,947,2239,2217,1763,1437,646,254,79,10530
3006,934,962,2227,2291,2340,1483,261,24,0,10522,477,225,692,621,648,1073,1345,757,255,6098,71,73,198,172,172,120,90,70,58,1026,1483,1260,3113,3083,3161,2678,1695,851,314,17646,365,1142,2925,3058,3276,2147,315,20,0,13253,1040,555,1145,1211,1132,892,274,38,0,6276,55,74,272,199,197,233,33,4,0,1059,27,50,101,79,55,38,6,0,0,354,1484,1818,4454,4546,4660,3310,629,53,0,20948,119,162,209,186,169,159,19,0,0,1026,244,76,104,96,82,81,18,0,0,692,360,235,309,279,249,238,39,0,0,1722,1848,2055,4761,4822,4905,3553,666,55,0,22672,1007,342,899,844,979,1783,2637,1403,445,10334,151,157,409,413,412,339,205,128,76,2294,3003,2553,6074,6080,6301,5672,3516,1585,520,35298
3007,12075,16894,37302,37765,37089,26720,7056,669,50,175623,6590,3263,7426,7692,8192,14628,28961,19827,7842,104422,962,1440,3444,2770,2459,2138,1989,1979,1776,18959,19631,21596,48171,48221,47737,43486,38005,22476,9674,299006,2750,12983,40536,44336,44803,28462,5839,442,13,180163,13744,13323,22089,22538,20779,18084,7945,1206,90,119798,3055,3455,6291,4665,4155,3855,1364,181,20,27051,377,784,1724,1258,989,670,195,72,35,6106,19928,30543,70639,72798,70727,51075,15342,1907,157,333117,792,1410,2188,1679,1886,1631,241,12,0,9838,2484,1275,1444,1166,973,1194,380,52,4,8947,3274,2685,3631,2838,2856,2826,612,61,6,18791,23202,33227,74267,75640,73584,53903,15956,1966,164,351910,14658,6179,11388,11338,13197,24225,52111,37176,13130,183397,1972,2803,7032,5686,5192,4324,3966,3555,2692,37223,39832,42213,92682,92660,91977,82452,72033,42694,15985,572532
3008,420,427,848,908,1007,777,160,17,3,4577,254,133,318,359,378,673,1264,913,428,4728,40,31,71,64,70,48,80,66,39,503,714,589,1239,1339,1450,1500,1504,992,477,9798,146,466,1004,987,1141,765,147,13,0,4682,513,283,563,583,604,573,178,23,0,3324,29,42,98,61,81,86,24,3,0,433,25,31,51,42,30,19,9,0,3,200,718,823,1726,1677,1854,1442,352,44,8,8638,40,54,67,41,43,54,5,0,0,305,78,31,52,35,31,36,3,0,0,273,118,86,124,72,77,88,13,0,0,574,835,909,1849,1748,1926,1527,362,44,8,9217,569,208,468,550,621,1155,2277,1608,677,8129,81,66,179,137,143,120,142,108,69,1039,1484,1184,2489,2434,2688,2806,2783,1759,754,18388
3009,893,782,1868,2245,2639,2148,473,40,3,11086,534,218,584,603,769,2166,4515,2914,982,13283,68,54,144,144,191,217,280,342,204,1652,1496,1054,2588,2996,3601,4531,5266,3293,1190,26027,286,742,2001,2395,2820,1989,326,26,0,10576,1008,608,1173,1340,1419,1515,516,54,4,7630,66,58,178,163,207,233,88,3,0,998,32,37,70,86,70,68,12,7,7,392,1393,1438,3424,3988,4515,3797,940,86,12,19593,115,132,173,130,184,194,28,7,0,953,230,71,97,86,101,136,39,0,0,763,338,202,275,217,284,328,62,4,0,1715,1735,1638,3696,4207,4800,4130,1003,93,12,21313,1114,392,875,968,1422,3694,8475,5709,1682,24337,139,142,310,319,398,398,554,587,317,3175,2986,2179,4889,5498,6614,8222,10036,6389,2010,48828
3010,205,264,486,438,434,355,92,6,0,2271,108,73,166,123,140,225,533,328,172,1866,22,15,45,36,31,36,36,24,27,272,335,349,694,593,609,616,658,357,204,4409,93,298,658,548,521,422,79,5,0,2625,222,147,322,259,235,238,90,12,0,1519,12,22,44,39,30,40,23,0,0,214,11,8,18,26,18,8,5,0,0,89,342,477,1041,863,809,705,191,22,0,4444,17,22,30,17,13,14,3,0,0,122,30,19,17,11,16,6,0,0,0,96,48,39,43,26,29,26,4,3,0,218,392,511,1085,894,837,726,188,26,0,4666,214,111,226,185,233,399,936,616,279,3199,54,35,96,70,67,72,81,59,36,575,661,663,1412,1150,1135,1190,1204,702,315,8440
3011,1651,1961,4396,4550,4410,3145,705,56,3,20882,677,357,956,822,748,1678,2619,1827,822,10506,158,253,537,414,378,300,215,215,140,2615,2489,2572,5883,5786,5527,5124,3549,2101,961,33997,781,2591,5924,6134,6221,4363,810,46,0,26878,1964,1033,2100,2354,2011,1812,687,82,3,12044,86,132,470,327,305,366,91,7,0,1786,49,82,227,136,113,89,34,16,0,745,2886,3841,8712,8952,8644,6630,1628,150,10,41452,125,142,241,181,143,152,24,0,0,1013,252,99,126,99,75,98,26,0,0,780,372,239,365,286,225,258,53,0,0,1796,3261,4081,9076,9232,8867,6885,1678,154,9,43243,1515,584,1245,1145,1188,2690,4945,3278,1309,17907,315,514,1210,1114,1024,898,503,412,236,6231,5093,5179,11535,11493,11083,10470,7125,3843,1552,67384
3012,418,416,829,973,1160,1036,208,21,0,5053,269,175,318,323,430,917,1800,1099,445,5782,40,41,81,91,86,97,118,111,56,726,726,633,1232,1385,1674,2053,2126,1224,509,11558,160,421,953,1056,1331,1020,154,18,0,5107,462,311,489,597,673,693,220,24,0,3470,39,37,86,66,75,122,32,0,0,460,19,22,44,26,33,30,8,6,4,196,677,791,1573,1748,2116,1865,421,54,7,9243,89,110,121,104,107,104,6,0,0,645,92,46,60,48,35,69,14,0,0,351,177,150,176,152,142,170,24,3,0,1002,855,947,1754,1895,2256,2037,443,54,7,10240,620,380,788,764,849,1735,3520,2117,727,11488,100,96,183,187,186,200,216,198,96,1467,1576,1423,2716,2847,3279,3975,4181,2369,825,23197
3013,308,475,1205,1001,812,558,129,13,0,4499,183,120,317,198,169,221,260,173,45,1690,49,63,144,127,99,72,38,33,17,646,538,660,1672,1321,1083,842,425,224,65,6831,200,700,1856,1495,1318,965,171,13,0,6721,339,162,365,368,220,213,93,21,0,1773,25,40,140,73,67,75,22,0,0,449,23,24,76,47,42,16,0,0,6,236,590,926,2427,1985,1648,1270,286,36,6,9178,30,39,69,45,56,32,4,0,0,268,46,16,29,27,12,11,8,0,0,145,77,49,94,69,65,38,14,0,0,407,667,976,2527,2050,1711,1308,299,41,6,9589,394,197,414,291,272,384,518,367,84,2920,109,153,341,282,237,183,90,64,26,1479,1170,1320,3284,2625,2222,1878,907,465,114,13992
3014,1521,1952,4202,3985,3738,2845,602,46,6,18902,843,420,996,793,772,1594,2611,1994,852,10884,151,192,341,316,277,211,180,211,169,2050,2515,2570,5536,5091,4784,4651,3401,2257,1033,31837,679,2118,5401,5232,4932,3602,607,29,6,22604,1842,1318,2035,2028,1694,1629,578,78,10,11204,123,138,484,314,300,345,76,0,3,1788,57,83,211,125,97,75,20,13,0,689,2701,3664,8122,7699,7032,5656,1275,118,15,36282,134,197,303,223,185,163,21,0,0,1223,268,136,148,121,100,103,14,0,0,890,404,333,452,343,279,262,33,0,0,2114,3105,3988,8572,8041,7310,5925,1310,119,19,38394,1813,784,1742,1444,1414,2687,5055,3534,1396,19873,328,409,845,859,730,566,410,376,270,4777,5248,5190,11158,10341,9457,9174,6774,4028,1683,63041
3015,7402,7714,16764,19597,21808,16514,3765,302,18,93887,3130,1295,3352,3911,4317,9850,19817,13203,5084,63968,483,531,1241,1222,1184,1172,1084,1025,963,8903,11017,9539,21357,24733,27306,27537,24665,14530,6065,166753,1922,6490,18167,21728,24949,15998,2892,207,3,92366,8230,5928,9982,12452,12851,12068,4623,609,35,66772,2179,1569,3076,2609,2773,2857,828,98,4,15998,217,360,758,614,547,335,108,41,15,2996,12548,14353,31983,37398,41119,31261,8447,959,64,178125,397,502,843,644,803,735,95,5,0,4032,1261,454,563,499,539,650,220,15,5,4212,1661,961,1398,1148,1343,1384,319,24,7,8250,14206,15309,33382,38539,42466,32645,8767,988,73,186366,7195,2390,4954,5651,6902,16383,36092,24810,8716,113087,973,1077,2587,2648,2672,2365,2152,1822,1443,17738,22369,18780,40917,46836,52035,51398,47013,27618,10225,317195
3016,2836,3593,7504,7064,7025,5273,1280,135,14,34722,1696,747,1775,1549,1503,2887,6004,4451,2004,22620,171,243,450,364,313,329,332,349,241,2786,4706,4580,9732,8974,8841,8488,7619,4943,2261,60134,1034,3815,9455,8829,9193,6479,1162,96,8,40071,3454,2548,4079,4113,3400,3121,1386,234,22,22349,228,232,812,445,430,508,170,23,3,2849,63,138,229,154,114,86,45,16,10,851,4782,6733,14574,13547,13129,10197,2762,369,37,66126,200,323,449,308,283,218,21,8,0,1813,581,243,282,209,180,178,61,3,0,1736,782,564,731,520,460,395,83,12,0,3548,5557,7296,15310,14068,13590,10591,2845,379,43,69676,3648,1275,2561,2332,2475,4677,10616,7904,3153,38644,379,490,1004,775,758,700,668,574,370,5719,9586,9068,18880,17178,16826,15961,14126,8861,3564,114043
3017,3850,5208,9999,9614,9224,6583,1498,122,6,46113,1958,1142,2108,1753,1771,3163,5539,3648,1394,22486,365,490,957,787,687,491,369,292,212,4650,6178,6848,13068,12157,11683,10233,7407,4059,1611,73250,1309,5940,13490,12581,12430,8276,1430,86,0,55547,4540,3636,4841,4448,4035,3689,1464,184,8,26836,283,412,1123,686,661,718,197,13,4,4090,109,229,391,273,192,120,41,14,0,1368,6241,10216,19845,17985,17320,12807,3132,287,11,87845,259,416,620,467,468,336,39,0,0,2607,724,312,331,239,214,208,76,8,0,2111,986,730,957,705,684,546,109,8,0,4718,7229,10944,20798,18690,18006,13354,3242,293,11,92559,4167,2015,3450,3048,3225,5535,10500,6660,2169,40765,815,1572,2307,1851,1618,1179,799,542,328,11016,12203,14528,26559,23596,22846,20069,14540,7493,2506,144347
3018,283,299,622,580,702,649,159,15,0,3310,140,87,195,146,194,372,822,650,245,2854,16,23,58,47,66,67,73,74,47,469,441,405,872,774,959,1088,1050,733,294,6633,142,365,785,675,806,754,141,17,0,3687,344,197,394,329,375,405,192,35,3,2276,24,25,66,41,46,60,26,3,0,298,12,7,27,22,21,12,10,4,5,116,519,597,1272,1067,1255,1232,373,54,6,6376,20,38,40,37,40,25,4,0,0,212,48,21,37,12,23,16,9,0,0,164,70,59,75,52,66,43,9,0,0,377,582,656,1351,1120,1317,1275,381,54,6,6747,291,146,260,231,310,640,1513,1173,393,4954,53,62,122,90,133,133,134,134,72,926,931,854,1729,1436,1765,2051,2027,1366,465,12634
3019,405,397,881,1017,1102,917,180,13,0,4909,152,62,159,165,177,510,928,619,267,3039,19,36,82,57,62,80,48,51,31,471,576,491,1116,1242,1342,1508,1151,689,298,8423,183,456,1088,1257,1443,1037,187,12,0,5670,525,241,417,549,514,542,189,31,0,3012,28,26,150,83,79,118,33,0,0,522,12,13,52,28,25,19,8,0,0,166,742,741,1705,1923,2067,1721,415,47,3,9365,20,28,35,35,43,55,9,0,0,236,76,21,14,28,21,45,5,0,0,211,103,49,45,64,67,103,15,0,0,447,842,791,1755,1985,2135,1823,427,47,3,9813,392,97,220,226,283,860,1769,1174,426,5458,53,78,210,203,228,239,105,92,51,1238,1289,965,2190,2410,2646,2926,2302,1310,480,16510
4000,3765,4186,9719,11245,13543,12797,3711,571,52,59593,2586,1003,2762,2484,2952,6935,13722,8497,3430,44372,443,353,943,897,1141,1247,1255,863,511,7647,6794,5540,13424,14628,17628,20978,18687,9928,3995,111605,1791,5070,12242,13687,16786,14599,4034,589,37,68827,4526,3014,5961,7219,8143,9691,4270,910,78,43810,345,338,1192,912,1025,1454,599,120,12,5990,268,235,454,391,502,459,247,124,30,2705,6932,8657,19845,22203,26464,26195,9146,1737,160,121338,251,436,661,481,640,663,68,4,0,3207,461,222,340,291,338,500,124,5,5,2291,708,653,1000,773,977,1167,196,10,4,5494,7639,9315,20852,22975,27442,27363,9341,1747,162,126841,5730,1872,4257,4211,5486,12692,27170,16489,5805,83709,955,816,2065,2031,2537,2788,2638,1734,831,16389,14322,12004,27167,29212,35468,42841,39144,19968,6809,226935
4001,21047,34580,75643,73415,68985,52557,12155,1040,100,339527,15267,7858,17020,16214,15726,30529,58838,40820,20473,222744,1162,1552,3630,3019,2605,2430,2535,2529,1830,21289,37476,43992,96288,92653,87317,85517,73529,44388,22406,583562,4441,27200,93378,92562,89224,61335,10868,707,41,379737,27445,33028,46645,45538,39640,36392,14199,2073,149,245110,1743,2585,7475,5308,3910,4762,1464,195,22,27469,507,1152,2398,1699,1317,924,346,140,50,8524,34143,63966,149896,145110,134089,103410,26870,3106,261,660848,1262,3328,5136,3764,3577,2711,346,16,4,20142,5302,3385,3130,2367,1913,1889,490,45,9,18533,6560,6716,8268,6127,5496,4597,836,63,14,38674,40700,70677,158161,151236,139588,108010,27703,3170,279,699519,33960,15983,26123,24621,26599,51782,105801,73080,32886,390836,2413,3358,7813,6700,5907,5294,4860,4338,2852,43535,77073,90022,192093,182556,172090,165080,138364,80593,36015,1133898
4002,627,629,1404,1382,1520,1271,261,27,4,7120,267,127,351,286,335,644,1367,979,421,4770,41,45,89,87,83,79,94,99,84,705,928,798,1844,1760,1936,1996,1727,1101,512,12595,264,683,1672,1612,1922,1494,295,16,0,7960,758,417,886,893,849,859,307,48,6,5022,47,41,149,86,92,122,35,5,0,582,26,32,65,34,33,31,15,0,0,246,1096,1178,2771,2625,2897,2503,653,71,12,13803,34,68,84,51,59,50,7,0,0,350,76,40,53,37,34,39,5,0,0,290,114,107,132,88,90,94,12,0,0,639,1206,1288,2904,2719,2990,2587,669,75,13,14445,584,218,492,448,536,1097,2499,1749,690,8309,77,99,192,166,175,152,181,168,120,1332,1868,1600,3586,3341,3699,3837,3342,1988,824,24089
4003,273,371,784,644,770,716,143,13,0,3723,181,115,270,240,255,484,904,713,322,3478,30,31,57,51,64,56,58,50,29,431,490,517,1110,941,1085,1258,1108,775,348,7628,106,347,908,824,909,739,147,5,0,3990,331,293,472,388,450,494,163,28,0,2624,10,25,91,42,36,61,24,0,0,301,15,14,41,24,32,20,8,3,0,160,468,686,1513,1273,1429,1318,347,40,0,7070,28,54,79,57,59,40,3,0,0,323,37,34,28,25,36,31,4,0,0,195,66,86,110,85,97,68,10,0,0,521,533,769,1620,1356,1530,1384,354,40,0,7588,415,223,562,567,529,877,1669,1343,516,6703,57,64,132,121,127,121,113,94,54,891,1012,1056,2315,2040,2191,2389,2132,1475,570,15178
4004,199,230,665,539,597,513,94,10,0,2848,114,89,204,163,172,296,525,352,143,2048,36,24,66,62,68,58,35,32,15,389,349,339,934,766,836,863,651,392,158,5294,84,246,833,637,743,605,107,11,0,3270,249,155,368,297,258,332,105,7,0,1763,16,27,80,41,53,69,21,0,0,305,13,11,26,12,27,14,3,6,0,112,361,439,1303,984,1079,1026,231,21,0,5450,20,35,47,39,39,50,3,0,0,232,28,21,23,16,28,22,4,0,0,148,50,58,71,60,67,69,8,0,0,379,408,493,1376,1043,1144,1089,246,21,0,5830,289,200,559,443,360,553,1005,685,226,4318,68,66,152,147,141,130,75,64,19,844,764,752,2087,1628,1645,1772,1324,771,248,10995
4005,262,326,755,783,820,647,152,28,0,3769,167,76,181,133,162,385,748,463,238,2550,32,28,55,61,52,63,58,39,23,407,465,429,986,980,1035,1094,952,531,265,6723,111,349,820,837,925,683,111,14,0,3847,359,210,507,577,520,511,185,21,3,2898,20,22,117,68,89,88,38,7,0,452,24,18,36,21,27,26,7,8,0,163,515,599,1482,1508,1555,1308,340,51,6,7358,11,22,45,28,36,35,0,0,0,184,36,20,22,14,10,31,12,0,0,140,49,38,64,43,44,68,12,0,0,329,564,643,1546,1547,1605,1376,354,51,6,7690,314,147,302,256,342,666,1390,897,392,4704,64,61,122,138,146,128,109,81,41,886,945,846,1967,1949,2095,2170,1851,1022,434,13282
