SUA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
4002,19,70,913,5375,2489,309,57,107,9334,4,91,632,644,38,4,4,33,1443,0,0,16,21,0,0,0,0,36,4,93,646,665,41,4,4,33,1484,8,140,589,157,7,0,5,19,919,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,140,600,157,7,0,5,19,934,0,7,4,7,3,0,0,0,21,4,4,7,3,3,0,0,15,32,34,302,2172,6210,2541,311,61,175,11808
4003,6,75,728,3587,1566,166,47,96,6263,0,125,297,304,19,3,0,30,786,0,10,6,0,0,0,0,0,16,3,141,302,304,19,6,0,30,806,0,8,26,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,5,0,0,0,0,33,5,26,4,0,4,0,0,0,44,5,5,15,8,3,0,0,3,32,21,243,1069,3902,1593,172,49,129,7177
4004,4,37,378,2464,902,106,16,68,3986,4,35,104,352,25,13,13,17,554,0,0,4,12,13,4,0,0,31,4,34,107,362,32,15,13,21,588,3,75,183,73,7,0,0,13,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,183,74,7,0,0,13,361,7,18,3,5,3,0,0,3,42,0,3,4,7,4,0,0,0,25,22,159,679,2917,952,129,26,104,4993
4005,11,93,598,3021,1275,162,26,62,5239,0,39,165,301,17,0,0,20,553,0,0,7,67,21,0,0,0,97,0,39,178,370,33,0,0,24,653,0,66,230,31,0,0,0,11,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,11,0,64,231,34,4,0,0,12,352,0,12,3,6,0,0,0,19,41,0,5,3,3,3,0,0,4,16,15,210,1016,3439,1320,165,30,119,6302
4006,4,55,583,3010,1020,115,16,84,4885,0,108,213,415,24,10,3,33,808,0,0,0,5,10,0,0,0,15,0,108,213,422,33,10,3,33,818,0,35,59,11,0,0,0,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,59,9,0,0,0,4,106,0,11,5,3,0,0,0,0,18,0,0,4,9,4,0,0,0,18,4,207,863,3450,1051,129,20,126,5847
4007,22,117,1826,6124,2676,335,54,138,11288,4,85,543,203,4,0,0,15,854,0,9,39,89,19,4,0,0,161,4,86,582,298,28,4,0,20,1012,4,65,100,21,0,0,0,5,194,0,0,10,12,0,0,0,0,21,0,0,7,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,118,39,3,0,0,6,236,5,46,28,10,4,0,0,4,95,0,6,16,20,8,0,0,0,50,35,321,2563,6486,2715,342,54,163,12684
4008,3,25,425,3008,1263,181,33,57,4998,13,75,668,2401,168,33,30,106,3494,0,0,8,0,0,0,0,0,7,13,75,672,2401,174,33,30,106,3497,3,66,177,79,5,0,4,12,351,0,6,30,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,16,3,80,213,86,7,0,4,12,408,4,13,4,7,3,0,0,0,28,0,5,5,9,3,3,0,0,28,25,194,1314,5514,1451,210,69,176,8952
5000,331,2092,10244,36863,27701,4434,1239,1573,84481,16,570,1572,834,186,21,15,134,3340,0,55,132,133,51,13,0,12,403,20,623,1710,961,234,31,17,148,3742,11,187,294,161,28,4,7,40,735,0,5,15,12,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,13,5,3,0,0,3,39,12,204,321,179,32,3,8,47,809,290,692,358,265,179,34,28,227,2075,37,144,162,196,148,44,62,115,905,689,3747,12800,38467,28290,4551,1358,2112,92016
5001,15,143,1199,5623,4313,531,134,149,12112,8,243,426,224,18,0,0,35,962,0,15,46,28,11,0,0,5,101,6,263,474,252,29,0,0,35,1061,0,27,4,14,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,3,0,0,0,21,0,26,16,14,6,0,0,0,64,13,77,68,26,4,0,0,3,191,0,8,0,7,9,0,0,0,28,35,515,1760,5927,4350,535,135,197,13451
5002,16,104,293,1524,1266,154,29,87,3469,18,102,199,101,24,0,0,26,472,9,30,110,62,9,0,0,0,222,34,137,309,165,29,0,0,27,695,0,15,75,17,4,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,78,21,4,0,0,3,124,31,88,22,14,12,6,0,6,182,11,28,13,7,4,0,0,8,63,85,370,710,1736,1318,162,31,127,4532
5003,12,97,987,8541,12935,1258,192,278,24294,8,328,1098,1147,86,0,7,98,2775,0,15,89,280,47,3,0,5,438,8,342,1187,1432,131,6,7,98,3206,4,132,211,93,0,0,0,13,450,0,10,64,26,0,0,0,0,104,0,0,12,3,0,0,0,0,15,0,0,10,20,0,0,0,0,32,5,3,0,0,0,0,0,0,9,3,142,296,136,7,0,0,12,610,16,119,71,21,3,0,0,26,241,0,8,4,12,12,0,0,7,50,44,712,2547,10141,13085,1262,197,421,28400
5004,20,157,801,4711,6515,710,129,160,13208,4,131,445,451,99,9,4,27,1166,0,23,27,93,55,12,0,7,205,4,151,466,541,155,16,4,35,1366,0,0,22,8,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,10,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,6,7,7,0,0,0,31,0,11,40,16,9,0,0,0,74,19,80,113,29,16,0,0,13,268,0,3,9,7,3,0,0,7,36,44,404,1429,5304,6697,727,137,219,14957
5005,5,67,266,1782,1365,206,42,47,3778,5,64,184,89,15,4,0,12,373,0,0,17,13,3,0,0,0,40,5,65,200,102,22,3,0,12,413,0,36,35,8,0,0,0,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,36,39,10,0,0,0,5,95,12,25,10,3,0,0,0,4,60,0,8,8,12,9,4,0,0,40,23,201,523,1906,1401,218,47,69,4379
5006,16,108,778,4867,5427,605,112,156,12062,3,111,662,394,31,0,0,27,1225,0,8,86,99,84,13,0,0,295,5,116,743,492,109,19,4,27,1516,0,60,85,48,6,0,0,8,198,0,4,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,12,0,69,99,44,6,0,0,8,227,25,80,27,17,7,0,0,3,159,0,25,15,8,3,0,0,3,55,46,400,1660,5425,5552,627,113,196,14020
5007,9,103,517,3429,3280,514,95,157,8106,3,207,514,553,41,0,0,43,1369,0,9,39,103,41,4,0,3,202,3,215,553,656,80,4,0,50,1569,0,42,61,6,3,0,0,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,42,61,13,3,0,0,3,125,25,90,12,12,4,4,0,0,148,0,4,0,0,7,0,0,0,18,39,465,1150,4116,3376,522,101,216,9975
5008,0,35,127,1498,2085,182,28,64,4015,0,33,252,198,32,4,0,18,534,0,34,36,62,4,0,0,4,142,0,61,285,266,36,4,0,21,676,4,50,26,13,0,0,0,3,91,0,32,0,0,0,0,0,0,30,0,7,28,10,0,0,0,0,40,0,61,65,5,0,0,0,0,137,0,0,0,0,0,0,0,0,0,4,147,111,29,0,0,0,4,298,8,27,11,0,8,0,0,4,60,0,4,0,5,0,0,0,8,13,19,275,540,1790,2126,182,29,98,5062
5009,421,3533,28493,218039,294790,41565,7118,6207,600165,119,5584,26432,41372,3918,336,142,1433,79334,79,2165,9094,15571,3247,335,108,377,30977,199,7750,35532,56945,7162,672,254,1804,110312,120,4091,10886,3125,243,24,35,370,18894,194,4028,8062,1794,74,6,8,211,14370,222,4971,8220,2403,92,4,10,194,16121,128,2201,5201,1595,60,3,6,97,9300,16,205,257,116,107,42,36,19,797,677,15496,32627,9034,573,81,90,896,59481,198,873,853,216,103,27,14,133,2409,20,104,159,199,133,22,19,138,798,1517,27762,97659,284430,302768,42369,7502,9170,773166
5010,7,117,202,1602,1222,117,17,57,3347,0,107,184,275,56,4,0,19,642,0,15,54,122,49,6,0,5,249,0,122,228,395,102,4,0,25,883,0,75,134,45,0,0,5,4,258,0,23,79,11,0,0,0,0,116,0,24,33,17,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,241,76,0,0,3,5,453,5,31,9,9,0,3,0,3,65,0,11,4,0,0,0,5,0,18,15,403,691,2084,1324,133,25,92,4766
6000,353,2038,10613,32476,12006,2275,641,951,61349,15,415,704,162,33,9,6,51,1389,0,16,40,53,15,5,4,0,139,15,428,742,215,48,17,6,54,1528,16,144,449,111,13,0,7,22,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,20,16,154,456,112,12,3,7,22,769,88,198,110,95,26,11,12,91,620,8,25,29,48,26,4,10,16,173,473,2843,11949,32948,12109,2306,672,1128,64438
6001,12,146,1684,6156,1839,313,68,142,10349,4,247,464,61,0,4,0,34,815,5,20,113,21,0,4,0,5,170,8,269,578,86,0,6,0,33,979,8,27,28,4,0,0,0,0,69,17,21,5,0,0,0,0,0,43,0,12,19,11,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,68,49,18,6,0,0,4,156,9,30,9,15,0,0,0,7,68,0,0,3,0,0,0,0,0,15,44,503,2325,6278,1851,321,73,181,11572
6002,13,150,1767,6907,2052,346,69,147,11453,9,296,722,132,7,5,0,45,1206,3,18,116,10,6,0,0,4,154,7,315,837,138,12,6,0,48,1361,0,0,17,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,3,19,4,0,0,0,0,34,17,50,24,11,0,0,0,10,118,0,0,9,0,3,0,0,0,20,43,521,2653,7070,2066,351,75,205,12982
6003,108,1076,11508,39343,16067,3646,790,786,73318,30,825,1721,393,63,12,4,79,3134,10,291,1357,672,119,24,5,26,2508,44,1113,3083,1063,186,38,12,104,5637,90,1642,3117,734,129,28,14,137,5890,49,325,510,115,22,7,3,16,1030,16,124,372,68,3,0,0,14,593,0,0,22,6,0,0,0,0,31,0,59,39,24,15,5,0,0,144,152,2158,4049,942,165,42,13,169,7689,42,106,92,74,17,3,0,12,347,9,38,59,39,23,0,10,13,193,349,4486,18792,41461,16463,3734,828,1085,87197
6004,38,400,4406,16349,6572,1238,247,370,29618,8,455,1366,296,38,10,0,193,2359,0,58,313,377,140,42,9,8,940,7,510,1673,674,173,45,8,201,3301,16,695,1565,251,39,10,3,59,2638,0,25,69,6,4,0,0,3,112,7,13,10,0,0,0,0,0,31,0,0,6,9,0,0,0,0,9,0,43,38,21,7,0,0,0,112,19,776,1689,281,51,17,4,72,2904,0,39,56,20,11,0,0,7,142,3,18,14,14,7,0,3,4,68,83,1739,7845,17345,6814,1299,264,646,36036
6005,4,49,746,3248,1143,164,32,78,5465,0,148,350,41,3,0,0,19,569,0,0,20,0,0,0,0,0,21,0,157,368,41,5,0,0,19,590,0,4,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,6,15,0,0,0,0,0,26,11,52,14,11,0,0,0,6,97,0,5,0,3,0,0,0,0,9,17,264,1150,3302,1148,164,36,106,6188
7000,133,853,2704,7644,2840,574,258,360,15375,28,413,651,189,49,3,6,64,1399,3,41,86,49,3,0,0,6,178,35,453,733,237,46,3,6,70,1582,12,172,173,41,6,3,0,26,426,0,0,0,0,0,0,0,0,5,0,4,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,12,179,189,41,6,0,0,23,448,160,244,64,56,34,3,3,72,634,33,101,74,68,27,12,9,53,382,359,1830,3763,8054,2958,598,278,578,18416
7001,28,122,334,3105,1645,303,71,101,5709,9,266,909,399,34,3,3,32,1647,5,101,525,180,8,0,0,26,840,13,364,1432,576,41,7,5,54,2482,45,133,126,34,7,0,0,4,345,3,8,10,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,150,136,34,3,0,0,6,375,40,83,22,8,6,0,0,12,175,17,50,37,7,7,0,4,17,151,144,768,1963,3727,1702,305,80,197,8891
7002,75,335,1010,13068,9017,1812,436,382,26134,14,335,1467,766,49,3,0,67,2714,9,98,1201,734,107,4,6,33,2192,23,439,2665,1505,154,4,0,102,4898,18,499,2261,1031,96,8,4,110,4033,45,293,1178,361,5,0,0,43,1919,14,308,1838,1005,24,0,6,49,3253,38,461,1071,935,44,5,0,31,2592,0,15,0,0,0,0,0,0,25,122,1579,6350,3334,177,11,12,227,11820,87,170,27,28,12,4,3,35,369,7,45,32,10,10,4,0,27,135,318,2571,10082,17942,9372,1838,458,780,43351
8000,0,7,29,96,110,34,15,4,294,0,3,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,17,38,96,115,34,14,4,320
8001,75,850,4450,46671,49340,10779,1917,939,115027,29,955,5707,7603,773,55,18,168,15315,40,1248,4958,8456,1663,103,25,124,16618,73,2201,10664,16061,2442,159,43,292,31931,78,1968,3162,1202,152,9,7,93,6671,82,2615,4511,910,82,0,3,85,8289,68,4944,6813,1563,71,4,0,112,13575,49,2459,3020,678,21,0,0,53,6283,14,167,171,76,25,7,3,3,467,293,12152,17675,4426,346,22,17,350,35279,12,64,78,21,8,3,0,3,194,12,56,63,41,30,6,0,12,226,458,15318,32933,67230,52173,10963,1982,1605,182655
9000,0,75,260,546,266,51,14,50,1259,0,3,43,37,3,4,0,3,95,0,0,4,6,0,0,0,0,14,0,7,49,40,3,4,0,3,106,0,32,29,14,0,0,0,3,78,0,0,13,25,3,0,0,0,51,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,42,49,42,7,0,0,5,141,0,0,0,3,0,0,0,0,5,0,8,5,5,0,0,0,7,23,4,130,354,640,275,59,17,65,1533
