SUA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
5010,77,138,213,423,448,870,0,0,0,94,102,192,0,0,0,1319,1291,2611,19,22,41,28,29,57,41,57,100,33,38,70,20,15,35,3,0,5,36,26,67,73,108,183,52,44,99,0,3,8,30,47,74,88,85,179,221,229,449,6,7,12,2479,2564,5043,114,97,205,259,225,483,3,0,10,10,11,16,13,15,24,29,21,43,49,39,86,3596,3086,6683,23,9,32,10,6,15,3631,3100,6726,1424,1111,2535,8028,7271,15298
6000,368,567,937,12806,14116,26923,0,0,0,885,933,1822,181,201,378,9078,9961,19044,75,103,176,140,145,284,392,494,887,262,267,525,146,183,329,5,4,8,311,350,659,497,539,1039,1250,1230,2478,153,196,352,208,244,454,2199,2751,4951,2014,2150,4168,95,94,186,30693,33969,64669,348,235,576,268,132,404,37,50,89,11,16,29,52,36,89,217,405,626,282,462,744,43215,38929,82149,256,215,472,133,203,341,43611,39356,82962,7902,7057,14956,83513,81820,165335
6001,72,124,199,1421,1863,3285,0,0,0,287,373,658,81,94,176,1442,1830,3271,5,0,8,19,20,40,49,66,112,29,43,72,32,56,89,3,3,4,63,77,134,171,210,379,92,126,219,25,45,67,39,48,87,435,687,1120,349,399,748,0,7,9,4537,5941,10481,116,112,228,72,62,132,6,0,5,0,0,0,37,15,50,29,58,86,72,72,138,7340,7165,14504,37,19,62,19,13,37,7398,7198,14602,1031,1019,2042,13293,14534,27826
6002,109,152,260,1728,2277,4003,0,0,0,341,364,704,89,86,173,1606,2113,3722,50,73,125,27,34,66,82,99,181,43,55,95,16,19,39,0,0,0,71,84,152,141,188,327,214,264,478,32,44,69,33,39,63,451,672,1123,404,531,937,5,9,16,5328,6949,12280,193,141,331,88,44,130,12,12,18,0,0,0,52,38,87,35,70,112,86,110,196,8310,7959,16268,50,38,87,27,31,51,8386,8025,16411,1083,1013,2098,15277,16446,31721
6003,1317,1739,3061,13693,17767,31457,0,0,0,717,815,1529,137,121,256,14533,17678,32208,95,138,234,864,898,1762,224,329,557,210,230,443,205,258,467,102,111,211,287,364,651,847,998,1848,1212,1483,2691,123,173,296,169,213,378,1521,2501,4024,2197,2557,4756,129,180,313,37263,46822,84087,3600,2884,6489,1768,1313,3083,96,96,197,9,4,13,888,652,1536,343,478,825,1242,1140,2376,57245,55134,112378,448,335,784,129,245,370,57823,55710,113528,7227,6607,13841,110339,116314,226653
6004,505,580,1081,5493,7188,12681,0,0,3,672,760,1428,89,105,193,5013,5969,10988,98,107,201,117,127,243,184,230,411,78,104,185,69,93,157,35,26,61,286,327,610,419,504,927,929,1070,1997,85,140,222,58,70,125,991,1536,2522,1329,1591,2916,70,81,147,16008,20013,36018,1103,928,2035,670,508,1177,34,39,70,0,0,3,248,180,431,219,267,485,464,447,915,22226,21460,43690,170,121,289,50,78,130,22448,21661,44108,2890,2657,5544,44118,46833,90953
6005,25,51,73,891,1140,2031,0,0,0,176,208,384,13,16,32,809,1007,1817,14,25,45,10,9,15,32,38,70,3,10,17,10,14,18,0,0,0,17,29,47,128,157,288,177,200,375,23,38,60,25,24,45,294,406,701,213,247,464,0,4,4,2837,3574,6408,34,27,58,6,5,17,0,0,0,0,0,6,7,7,12,10,20,26,16,27,45,3698,3647,7344,17,12,28,0,10,13,3715,3671,7392,578,509,1083,7214,7869,15086
7000,248,390,641,2713,2842,5551,0,0,0,1574,1664,3245,0,0,0,5436,5774,11207,19,14,32,109,79,184,46,65,113,53,37,89,1632,1874,3508,3,3,10,653,682,1337,488,541,1027,276,220,496,29,30,60,154,154,316,2483,2676,5161,1846,1950,3791,17,17,33,17528,18626,36151,227,181,406,135,92,229,18,12,25,1695,1612,3314,44,28,70,50,84,134,1784,1732,3514,13550,12013,25563,61,48,111,73,100,173,13689,12155,25841,7138,5515,12650,40773,38703,79475
7001,155,226,378,622,709,1334,0,0,0,298,335,635,5,4,8,2087,2323,4417,15,20,40,40,32,71,17,23,45,85,95,183,489,690,1184,16,18,32,59,75,134,213,272,484,137,124,270,12,21,33,58,89,154,299,434,733,400,433,829,21,27,45,4900,5726,10626,350,281,628,146,112,263,16,24,41,14,18,33,205,171,373,50,54,104,268,246,512,5562,5441,11004,49,25,73,24,25,50,5631,5494,11124,1136,1201,2337,12598,13309,25912
7002,1563,2296,3860,3322,3724,7043,0,0,0,749,866,1614,0,0,0,11088,12495,23581,51,60,113,2132,2011,4143,148,200,352,124,155,280,296,361,654,80,73,155,344,386,726,685,867,1548,527,533,1063,47,65,117,154,197,351,1185,1564,2740,1276,1493,2765,53,45,95,22266,25094,47359,2776,2430,5198,1619,1235,2853,48,43,90,36,60,91,506,448,959,214,273,485,761,779,1542,27012,24988,51995,199,130,326,70,133,206,27279,25254,52532,7855,5933,13783,64159,63059,127215
8000,5,9,20,74,89,156,0,0,0,0,8,9,0,0,0,156,154,306,0,0,0,0,4,8,0,0,0,0,0,0,3,3,5,0,0,0,10,8,19,4,9,11,18,9,27,6,0,6,0,0,0,12,17,23,16,21,41,0,0,0,288,323,614,6,7,16,6,9,18,0,0,0,0,0,0,4,3,7,10,3,11,9,9,15,396,354,748,0,3,3,6,4,6,402,357,765,147,76,228,869,794,1666
8001,5722,7353,13071,18630,22808,41434,4,6,11,1975,2193,4168,105,126,237,45106,51266,96378,112,131,243,3855,4113,7967,348,478,819,384,395,782,942,1220,2164,440,451,889,1261,1407,2673,2097,2446,4546,3134,3698,6831,270,306,577,373,439,811,3666,4993,8658,5369,6256,11629,155,175,329,88232,102902,191137,11355,10313,21670,8083,7191,15282,427,489,914,20,40,64,2615,2271,4886,787,1047,1834,3425,3354,6780,108586,101965,210550,1366,1002,2374,346,533,872,110298,103497,213795,14880,13000,27876,242424,248096,490517
9000,137,132,268,276,306,578,0,0,0,15,30,46,0,0,0,191,210,396,0,0,0,3,0,3,5,3,9,0,0,0,0,3,3,0,0,0,0,3,3,12,15,27,17,29,43,0,3,3,21,18,41,82,105,185,34,45,79,0,3,3,663,771,1428,10,6,12,408,362,769,3,0,3,4,7,14,0,4,5,4,8,17,10,19,31,672,614,1294,6,7,9,9,3,9,689,624,1303,613,361,975,2520,2268,4788
