SUA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
5009,11465,11464,22931,17871,13832,31707,145,76,217,31,15,48,2023,1688,3716,347257,304387,651649,20364,26025,46390,5324,180,5508,2539,254,2791,5318,1522,6839,11859,2924,14779,8519,8030,16547,432712,370405,803115,6777,6575,13349,12,7,24,0,4,5,4671,4248,8925,662,920,1587,500,189,688,12624,11947,24571,23,6,32,8,8,15,769,779,1548,490,885,1374,699,400,1105,1984,2079,4067,4490,2216,6707,19102,16248,35346,2158,2555,4709,526,260,790,264,100,365,2944,2917,5872,34895,44864,79753,53350,68992,122342,2442,1675,4111,545448,505102,1050544
5010,3,0,3,51,25,77,3,0,3,0,0,0,9,23,31,3111,2409,5522,233,222,456,53,6,57,44,8,53,24,9,40,56,18,78,92,120,212,3681,2843,6519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,5,5,3,4,9,8,8,12,44,14,57,55,24,75,0,0,0,0,0,0,0,0,0,0,0,0,52,126,180,451,359,809,36,20,59,4275,3369,7643
6000,4,0,8,277,224,503,10,8,12,0,0,0,13,18,30,25253,21368,46621,1430,1523,2953,804,19,830,259,42,301,107,43,154,316,114,428,1398,1249,2653,29876,24609,54488,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,5,5,0,6,12,0,0,0,0,0,0,33,54,91,34,37,78,8,4,13,75,95,172,249,125,371,331,225,559,0,0,3,3,7,12,10,0,12,15,9,20,3417,3766,7180,3179,4723,7902,376,300,674,37190,33637,70824
6001,0,0,0,59,33,89,0,0,0,0,0,4,11,22,38,4231,3948,8178,283,365,646,40,6,47,32,0,33,24,8,30,23,12,33,176,198,368,4874,4589,9465,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,0,5,3,3,9,0,0,4,11,4,23,24,28,55,42,36,80,0,0,0,4,3,7,0,0,8,3,0,10,243,310,552,577,845,1419,40,34,73,5779,5811,11597
6002,0,0,0,63,56,113,0,3,3,0,0,0,20,31,45,5107,4693,9805,321,418,731,65,0,74,30,6,34,33,12,47,44,16,63,195,225,418,5882,5455,11332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,7,0,0,0,4,7,12,50,31,79,57,38,87,0,0,0,0,0,0,3,3,6,3,10,7,303,356,659,637,876,1516,51,27,81,6926,6755,13688
6003,18,9,24,1901,3054,4954,38,46,87,0,4,6,212,216,427,35622,29288,64909,2175,4185,6359,573,16,590,526,54,584,894,403,1296,304,148,450,2553,2931,5487,44817,40355,85174,0,7,5,0,0,0,0,0,0,10,11,20,0,0,7,5,0,3,15,22,32,3,8,11,0,0,0,158,277,437,96,227,327,50,65,116,312,582,892,477,418,895,808,1014,1819,3,5,8,49,75,117,13,8,25,64,88,155,4210,4718,8928,4799,8066,12864,247,250,490,54947,54490,109439
6004,3,0,5,233,350,589,0,0,0,3,0,7,87,121,201,15786,13413,29192,957,1471,2426,159,3,166,149,13,166,179,52,228,138,70,204,832,867,1702,18531,16363,34890,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,3,0,3,5,6,13,0,0,0,0,0,0,10,14,25,22,49,72,8,14,18,39,74,116,134,112,245,183,191,374,0,0,3,11,18,33,13,8,14,26,26,54,1107,1502,2609,1699,3047,4741,104,81,188,21651,21206,42858
6005,0,0,0,18,9,25,3,3,9,0,0,0,4,3,9,2285,2191,4472,137,137,274,41,0,41,16,0,20,14,9,20,37,10,46,65,93,162,2620,2456,5067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,5,22,16,40,30,19,48,0,0,0,0,0,0,0,0,0,0,0,0,181,227,407,272,463,738,27,25,55,3124,3188,6317
7000,0,7,5,257,166,426,8,3,13,0,0,0,13,5,25,6811,5867,12677,833,1088,1922,176,15,192,112,35,147,218,130,347,310,146,455,2207,2612,4819,10944,10081,21024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,8,18,8,11,24,14,4,21,38,26,59,169,130,299,211,152,363,0,0,0,12,10,22,11,12,28,28,19,49,605,740,1337,871,999,1864,304,237,540,12954,12222,25174
7001,0,0,3,151,53,201,0,4,4,5,0,6,26,33,60,4635,4423,9059,373,671,1043,65,3,70,111,28,137,300,246,549,49,30,82,299,362,662,6022,5854,11878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,0,14,0,0,0,0,3,5,18,0,23,80,66,146,94,68,167,0,0,0,5,3,11,4,7,9,9,9,16,168,264,435,469,678,1151,40,39,79,6804,6925,13726
7002,9,0,7,691,948,1635,18,7,24,3,0,10,130,151,281,24442,21655,46092,1457,2676,4129,276,19,295,696,144,840,756,504,1260,568,212,776,1379,1260,2635,30418,27574,57996,0,5,5,0,0,0,0,0,0,7,9,15,3,0,6,0,0,4,10,16,26,0,0,0,0,0,0,48,45,82,33,96,130,21,25,52,104,159,268,327,224,553,445,405,845,5,0,5,27,37,67,20,12,34,55,49,101,1109,1667,2777,2546,3528,6074,194,145,337,34765,33365,68133
8000,0,0,0,9,6,8,0,0,0,0,0,0,0,0,5,232,210,447,20,11,33,10,0,11,0,0,0,7,0,4,3,4,9,31,22,56,303,259,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,59,65,123,33,62,93,4,0,7,400,388,792
8001,64,43,113,4097,5153,9251,28,9,33,1028,1246,2282,288,329,614,86711,74246,160954,4571,9008,13574,1107,35,1142,1745,198,1950,3556,1756,5308,804,343,1148,5236,5094,10327,109244,97447,206694,16,16,33,0,0,0,0,0,0,21,26,44,0,6,5,3,0,3,39,51,92,0,0,0,641,740,1381,260,328,589,160,470,636,160,152,312,1226,1688,2914,1437,1108,2546,2708,2846,5550,10,12,18,175,246,423,81,38,115,266,289,557,13511,15268,28774,9997,16462,26462,384,279,659,136108,132591,268700
9000,0,0,0,21,23,53,12,8,23,0,0,0,0,0,0,678,662,1341,29,68,95,77,10,88,56,14,70,17,9,25,11,10,16,78,75,154,984,881,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,28,0,0,0,6,0,3,0,0,0,0,0,0,14,20,32,18,18,30,36,37,65,0,0,0,4,9,12,5,0,5,8,9,16,50,72,122,63,103,161,8,12,20,1149,1107,2251
