UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL315012,17,151,85,1854,9,2110,0,17,3,272,3,302,8,0,8,20,0,38,4,0,0,6,0,14,23,10,11,44,0,81,199,104,79,1356,7,1747,22,0,9,3,0,31,0,0,0,8,0,11,17,17,7,229,0,279,0,6,0,3,0,9,0,0,0,3,0,4,5,0,0,0,0,9,49,18,16,306,0,394,7,0,9,46,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,11,38,4,3,7,0,57,30,6,14,8,0,53,6,0,0,9,0,11,0,0,0,5,0,5,8,0,0,0,0,8,79,21,22,346,6,475,0,0,0,0,0,0,21,3,3,0,0,25,8,0,0,3,0,15,0,0,0,0,0,0,5,0,0,0,0,5,12,0,3,3,0,23,73,23,16,88,0,192,9,6,0,63,215,300,479,230,168,3285,241,4396
UCL315013,12,45,39,776,7,880,0,0,0,144,0,149,12,0,0,3,0,14,0,0,0,0,0,3,18,3,3,4,0,28,57,35,28,589,6,711,6,0,0,5,0,15,4,0,0,5,0,8,6,4,6,131,0,145,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,10,7,4,3,184,0,201,3,3,0,28,0,33,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,5,8,0,17,3,3,4,3,0,11,0,0,0,0,0,4,0,0,0,3,0,6,0,0,0,0,0,0,21,13,4,155,3,196,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,15,5,7,12,0,44,3,0,0,16,122,140,137,76,67,1429,139,1839
UCL315014,3,34,18,342,13,413,0,5,0,93,0,98,3,0,0,0,0,10,0,0,0,0,5,3,7,5,0,6,0,17,111,22,23,341,7,508,32,0,4,0,0,39,3,0,0,0,0,3,20,0,4,49,0,71,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,16,21,5,4,104,4,135,8,4,0,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,6,100,0,140,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,3,26,3,3,52,5,96,0,0,0,3,101,104,241,58,42,773,129,1245
UCL315015,16,103,79,646,0,841,0,8,5,91,0,104,4,0,0,0,0,3,8,6,0,4,0,8,13,4,3,14,0,35,232,113,69,603,5,1028,3,0,0,3,0,9,4,0,0,3,0,7,16,16,17,92,0,140,0,4,0,0,0,11,3,0,0,0,0,3,8,0,0,0,0,8,64,16,8,123,0,215,4,4,3,21,0,35,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,5,0,8,19,6,6,3,0,39,12,0,0,0,0,16,6,0,0,0,0,5,11,0,0,0,0,6,67,23,16,141,0,243,6,0,0,0,0,6,0,5,0,0,0,9,3,6,0,0,0,7,0,4,0,0,0,4,0,0,0,0,0,0,7,0,0,4,0,10,47,18,13,34,0,109,4,4,0,27,69,99,428,189,123,1277,79,2107
UCL315016,19,134,120,1059,5,1341,0,0,7,154,0,163,9,0,4,7,0,23,3,3,0,5,0,13,28,7,6,14,0,56,284,118,107,877,3,1395,15,0,0,0,0,15,9,0,0,6,0,11,34,16,11,142,0,202,0,0,0,8,0,9,4,0,0,0,0,12,8,4,0,0,0,12,49,23,14,200,0,292,14,18,5,74,0,107,7,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,10,31,7,4,0,0,37,49,21,6,7,0,84,4,0,3,4,0,19,17,0,0,0,0,16,0,7,0,0,0,8,89,24,24,216,0,347,0,0,0,0,0,0,8,0,0,0,0,6,12,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,10,0,19,98,21,33,67,0,205,12,0,0,20,94,132,604,250,201,1988,107,3148
UCL315017,15,34,43,929,13,1031,0,4,4,331,5,346,22,0,0,10,0,30,0,0,0,0,0,0,4,0,0,9,0,19,67,34,35,636,13,780,20,0,12,0,0,32,0,0,0,3,0,3,9,6,4,109,0,124,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,5,13,251,4,279,0,3,0,18,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,4,0,3,0,14,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,6,5,177,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,109,0,0,0,0,109,0,0,0,3,0,3,55,9,3,35,4,112,11,0,0,25,293,330,310,65,72,1774,326,2551
UCL315018,0,0,0,15,0,15,0,0,7,1136,10,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,52,0,0,0,4,30,34,6,0,7,1145,39,1194
UCL315019,10,45,27,441,10,542,0,4,0,55,0,58,3,0,0,0,0,6,0,0,0,0,0,4,5,0,0,0,0,4,83,51,33,346,16,523,15,0,0,0,0,17,7,0,0,0,0,12,11,4,4,80,0,97,0,0,0,5,0,5,0,0,0,0,0,0,6,0,0,4,0,8,20,7,3,97,5,130,8,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,29,6,0,0,0,30,20,8,3,89,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,5,49,3,3,13,0,73,0,0,0,13,150,172,237,74,49,815,185,1361
UCL315020,6,62,44,875,5,994,5,0,0,70,0,75,10,0,0,14,0,29,0,0,0,0,0,0,7,3,0,6,0,23,62,39,35,654,10,801,37,0,4,11,0,54,0,0,0,3,0,8,4,9,3,111,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,7,215,3,246,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,12,0,7,0,0,19,6,3,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,7,8,149,0,177,0,0,0,0,0,0,6,0,0,0,0,9,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,5,40,13,5,29,4,86,0,0,0,25,156,180,197,85,69,1554,180,2079
UCL315021,0,44,24,497,11,575,4,6,3,84,0,100,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,8,0,13,70,26,30,356,14,493,31,0,5,0,0,33,0,0,0,4,0,4,9,4,8,83,0,105,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,9,4,13,157,0,183,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,6,9,0,0,4,0,12,0,5,0,0,0,4,0,0,0,0,0,0,17,6,6,107,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,25,11,0,17,0,59,0,0,0,11,68,82,155,69,46,923,94,1299
UCL315022,8,28,65,791,18,913,0,11,8,640,16,668,25,0,0,33,0,67,0,0,0,0,0,0,8,0,0,0,0,13,70,32,42,595,11,747,21,0,0,0,0,25,0,0,0,0,0,8,12,5,0,56,0,79,0,0,0,3,0,10,0,0,0,0,0,8,13,0,0,0,0,14,26,10,16,217,3,263,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,32,13,0,3,0,0,19,0,0,0,5,0,4,0,0,0,0,0,0,7,0,0,0,0,7,28,4,14,130,0,175,0,0,0,4,0,3,6,0,0,0,0,6,0,0,0,6,0,6,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,3,0,7,47,5,5,50,0,107,7,0,0,41,288,334,270,61,97,1777,323,2524
UCL315023,6,35,25,467,3,539,0,0,0,104,0,111,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,8,0,12,45,21,13,389,5,474,30,0,6,0,0,37,0,0,0,11,0,10,9,0,4,43,0,50,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,8,0,3,82,0,91,0,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,16,16,8,112,0,155,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,4,0,0,0,0,4,5,0,0,0,0,3,3,0,0,16,0,20,35,0,7,19,0,64,5,0,0,13,152,165,162,50,38,895,155,1301
UCL315024,13,59,56,446,7,584,0,12,8,327,10,361,8,0,0,5,0,16,0,0,0,0,0,0,10,0,0,6,0,21,109,41,37,353,4,541,19,0,5,4,0,24,3,0,0,0,0,10,30,7,5,45,0,85,0,0,0,0,0,0,0,0,0,9,0,6,10,0,0,0,0,10,26,15,11,127,4,182,10,0,0,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,13,8,12,0,3,0,26,0,0,0,4,0,4,5,0,0,0,0,3,4,0,0,0,0,4,29,10,8,106,0,157,0,0,0,0,0,0,0,3,5,0,0,7,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,11,70,20,23,48,0,163,6,0,0,8,216,233,283,109,85,1074,240,1797
UCL315025,9,79,50,926,26,1090,0,3,3,120,0,131,3,4,0,3,0,9,3,0,0,0,0,3,38,9,0,6,0,54,279,104,56,821,47,1305,18,0,4,5,0,30,8,0,0,5,0,20,41,11,11,166,3,232,0,0,0,0,0,8,3,0,0,0,0,8,0,3,0,0,0,3,45,9,17,279,5,353,18,4,0,23,0,46,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,20,0,0,3,0,28,16,3,9,0,0,27,9,0,0,0,0,10,9,0,0,0,0,8,0,0,0,0,0,0,57,29,18,205,0,317,7,0,0,0,0,9,8,3,3,0,0,12,8,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,10,0,22,58,7,0,45,3,119,3,6,0,20,176,201,548,162,103,1857,254,2921
UCL315026,20,138,118,1038,70,1389,0,3,0,92,3,105,22,0,0,9,0,29,4,0,0,3,0,8,32,17,6,21,3,79,353,137,119,999,28,1632,6,0,10,0,0,19,13,0,0,4,0,19,34,9,10,166,9,231,3,3,4,7,0,14,0,0,0,0,0,4,23,0,0,3,0,28,67,31,14,320,0,438,20,8,8,42,0,74,3,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,3,0,6,11,0,3,0,0,16,15,8,4,3,0,37,12,0,0,9,0,21,0,0,0,0,0,6,0,0,0,0,0,0,99,38,13,268,4,422,3,0,0,0,0,7,17,0,3,0,3,22,9,0,0,13,0,20,0,0,0,0,0,0,6,0,0,0,0,6,16,3,5,13,0,37,90,33,29,62,4,222,8,0,0,15,159,179,665,262,199,2092,272,3485
UCL315027,9,40,36,537,12,633,0,0,0,34,0,34,8,0,0,6,0,12,0,0,0,0,0,0,11,6,7,9,0,31,126,46,42,555,13,784,7,0,0,0,0,7,8,0,0,3,0,13,21,6,11,172,3,207,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17,11,6,152,0,192,5,4,0,13,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,4,3,0,0,0,0,4,0,0,0,0,0,0,29,6,8,124,4,168,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,39,9,5,24,0,74,5,0,0,26,247,277,233,76,67,1145,281,1808
UCL315028,6,50,60,520,4,639,0,0,0,70,0,71,0,0,0,3,0,6,0,0,0,0,0,0,15,8,4,15,0,34,109,41,34,373,0,556,8,0,0,0,0,9,4,0,0,0,0,5,13,11,9,79,0,104,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,3,15,3,12,83,0,116,9,3,0,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,16,9,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,29,4,6,89,0,128,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,13,18,14,8,21,0,61,5,0,3,12,58,74,196,90,78,913,65,1341
UCL315029,11,102,94,685,3,898,0,0,0,43,0,41,0,0,0,4,0,6,0,3,0,0,0,4,18,13,3,24,0,55,235,99,70,622,3,1035,3,0,6,5,0,12,8,0,5,0,0,18,27,3,9,139,0,175,0,0,0,4,0,3,0,0,0,3,0,8,0,4,0,0,0,7,48,8,12,194,3,268,10,13,0,30,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,4,0,7,12,3,10,0,0,24,5,0,0,9,0,8,0,0,0,0,0,3,0,0,0,0,0,0,59,22,27,233,5,330,0,0,0,0,0,0,8,0,0,0,0,14,5,0,0,0,0,6,0,0,0,0,0,5,6,0,0,0,0,4,4,0,0,6,0,9,50,21,9,36,4,115,6,0,0,7,103,118,391,173,136,1378,111,2193
UCL315030,0,0,0,26,0,32,0,0,0,1230,8,1233,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,32,0,37,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,13,0,17,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,8,0,23,0,0,0,3,47,46,34,7,5,1287,51,1387
UCL315031,20,64,42,795,8,933,0,11,3,179,4,194,3,0,0,8,0,14,0,0,0,3,0,6,7,0,4,7,0,21,102,56,52,667,13,895,49,0,6,0,0,58,6,0,0,0,0,9,9,10,9,104,5,141,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,3,22,15,6,187,4,228,11,5,0,46,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,39,14,3,0,0,58,17,20,0,0,0,39,6,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,29,7,12,155,6,207,0,0,0,0,0,0,7,0,0,0,0,7,13,4,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,3,82,9,8,61,0,163,4,6,7,25,583,617,340,118,92,1574,615,2738
UCL315032,12,146,93,1700,19,1969,0,21,6,280,7,315,7,3,0,15,0,23,0,0,0,0,0,4,27,16,5,15,0,65,252,148,106,1491,20,2015,23,0,7,0,0,28,16,4,0,11,0,31,49,17,13,261,0,340,0,0,0,15,0,15,0,0,0,5,0,3,8,4,0,0,0,12,61,20,22,464,8,572,11,8,3,54,0,85,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,8,5,0,12,0,14,28,10,0,3,0,47,30,11,0,4,0,53,5,3,0,4,0,16,4,0,0,5,0,9,0,0,0,0,0,0,83,27,29,421,4,564,4,0,0,0,0,4,14,0,0,6,0,18,3,6,0,3,0,9,0,0,0,0,0,0,3,0,0,0,0,3,24,6,0,24,0,56,62,25,15,146,5,248,8,0,4,30,375,411,564,276,182,3428,422,4860
UCL315033,3,47,39,407,5,504,0,0,4,34,7,47,3,0,0,3,0,3,0,0,0,0,0,0,15,0,0,0,0,16,140,47,45,321,6,562,8,0,8,0,0,15,3,0,0,3,0,7,14,6,3,76,0,104,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,0,9,15,3,10,108,0,142,6,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,4,0,0,0,13,3,3,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,31,8,21,89,0,152,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,24,0,7,7,0,45,5,0,0,17,44,63,245,79,77,766,68,1230
UCL315034,7,54,44,293,0,404,0,3,0,15,0,14,4,0,0,3,0,6,0,0,0,0,0,0,19,6,3,5,0,36,160,50,45,263,5,520,3,0,0,0,0,3,3,0,4,3,0,10,17,7,3,40,0,71,0,0,0,0,0,6,0,0,0,3,0,4,0,0,0,0,0,6,29,8,5,78,0,123,9,3,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,12,5,9,0,0,26,4,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,35,21,11,89,0,151,3,0,0,0,0,3,7,3,3,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,11,43,15,4,21,0,83,0,3,0,6,71,80,278,107,69,587,74,1119
UCL315035,18,115,113,1110,3,1359,3,17,6,180,0,211,11,0,0,6,0,19,0,0,0,0,0,3,24,8,8,19,0,62,235,109,119,952,7,1422,9,0,4,0,0,21,0,3,0,13,0,16,18,16,9,222,4,268,3,0,0,6,0,11,4,0,0,6,0,13,6,0,0,0,0,9,45,23,14,230,6,311,8,0,6,42,0,58,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,25,0,32,23,3,0,0,0,29,20,15,11,10,0,55,0,0,0,7,0,14,3,0,0,3,0,9,14,8,0,0,0,21,70,27,13,229,0,349,0,0,0,0,0,5,14,0,0,4,0,15,3,0,0,3,0,10,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,12,0,21,85,16,21,44,4,164,5,0,0,29,111,151,489,219,188,2170,127,3193
UCL315036,0,35,28,604,5,680,0,5,0,163,3,171,11,0,0,7,0,19,0,0,0,0,0,0,6,3,0,3,0,12,47,42,30,501,6,628,10,0,0,0,0,14,5,0,0,3,0,6,13,8,4,135,0,154,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,8,13,7,5,130,0,154,3,3,0,8,0,14,16,0,0,0,0,16,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,7,18,108,3,157,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,32,3,0,23,0,67,0,0,0,21,210,229,160,70,48,1189,227,1695
UCL315037,20,179,136,1227,11,1576,0,3,4,101,3,114,9,0,4,8,0,23,8,0,0,3,0,7,49,19,11,31,0,109,409,161,131,1161,7,1866,14,0,11,0,0,25,19,0,0,14,0,34,46,17,9,217,0,299,0,0,0,10,0,14,7,0,0,3,0,13,17,6,0,3,0,24,77,31,24,349,0,481,33,12,9,82,0,140,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,15,22,13,6,3,0,39,28,23,12,7,0,65,7,0,4,13,0,24,0,0,0,0,0,0,6,3,0,0,0,12,106,43,29,314,6,493,6,0,0,0,0,5,18,9,0,5,0,33,13,7,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,5,16,8,0,22,0,44,115,28,24,73,0,236,12,0,0,36,137,182,797,332,238,2544,157,4065
UCL315038,9,66,48,797,0,919,0,3,4,72,0,77,4,0,0,3,0,7,3,0,0,0,0,3,6,3,5,15,0,28,67,61,44,653,0,826,7,0,0,0,0,5,5,0,0,7,0,9,12,14,5,236,0,273,3,0,0,3,0,10,0,0,0,0,0,0,6,0,0,4,0,4,16,16,8,208,0,245,9,4,0,35,0,44,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,6,0,0,0,0,10,3,6,4,3,0,11,0,0,0,0,0,0,3,0,0,0,0,3,12,10,14,203,0,244,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,13,21,10,9,31,0,72,3,0,0,23,67,93,156,112,86,1608,72,2030
UCL315039,0,3,0,39,0,43,0,8,0,758,17,785,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5,4,8,47,0,63,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,5,0,0,20,0,22,0,0,0,4,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4,6,0,34,0,0,0,6,88,98,33,24,10,847,110,1022
