UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL315040,8,39,42,319,3,414,0,4,0,28,0,34,40,4,0,5,0,44,0,0,0,0,0,10,20,4,0,9,0,28,136,48,52,321,3,557,32,0,3,0,4,35,15,0,0,4,0,17,19,4,6,41,0,74,0,4,0,11,0,12,3,0,0,0,0,3,8,0,0,0,0,14,36,11,11,100,0,152,61,9,5,21,6,90,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,5,6,0,0,12,12,0,0,0,0,15,17,0,0,0,0,24,9,0,0,0,0,9,3,0,0,0,0,3,7,0,0,0,0,0,35,8,11,69,0,122,0,0,0,0,0,5,5,0,0,0,0,5,57,0,3,0,0,58,4,0,0,0,0,4,10,0,0,0,0,10,7,0,0,0,0,12,160,15,11,28,0,210,5,0,0,3,355,366,563,83,91,644,373,1759
UCL315041,3,21,23,423,16,492,0,0,4,35,0,42,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,5,72,32,18,431,13,562,6,0,0,4,0,7,6,4,0,0,0,5,12,5,0,66,0,76,0,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,11,5,5,107,0,134,8,0,0,25,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,8,0,0,0,0,8,7,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,5,83,5,127,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,5,7,38,0,56,6,0,0,14,147,168,144,56,41,896,169,1306
UCL315042,28,65,50,910,17,1069,4,4,5,144,0,157,8,0,6,7,0,17,3,0,0,0,0,5,11,0,0,5,0,13,95,61,53,756,18,974,28,5,3,0,0,37,0,0,3,5,0,6,26,3,3,149,0,188,20,3,3,12,0,34,3,0,0,0,0,8,8,0,0,0,0,8,15,10,11,208,0,249,125,33,18,232,9,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,4,0,0,3,5,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,20,12,18,232,3,278,0,0,0,0,0,0,4,0,0,0,0,4,6,0,3,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,9,41,8,7,51,0,114,5,0,0,25,200,233,374,139,112,1850,239,2712
UCL315043,5,27,21,384,12,452,0,3,0,50,0,54,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,10,99,36,20,316,9,482,4,0,6,0,0,10,0,0,0,0,0,4,14,7,0,58,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,103,0,127,8,5,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,26,9,3,86,3,132,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,15,9,6,10,0,34,5,0,0,24,31,49,157,64,33,738,53,1042
UCL315044,47,111,88,1155,19,1416,0,8,4,338,13,368,18,0,0,28,0,44,0,0,0,0,0,0,16,4,3,12,0,35,96,91,62,1110,27,1387,53,0,12,0,0,69,4,0,0,3,0,15,28,11,0,90,0,132,4,0,0,9,0,14,8,0,0,11,0,11,3,0,5,3,0,9,21,19,9,345,3,390,392,148,61,582,13,1195,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,7,3,11,4,24,3,6,0,7,0,11,4,0,9,3,0,21,5,0,0,0,0,12,0,0,0,6,0,6,0,0,0,0,0,0,20,20,6,288,3,329,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,17,0,48,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,6,0,11,63,19,19,136,9,241,10,3,4,31,337,378,724,285,169,2744,408,4334
UCL315045,26,130,92,852,4,1103,0,0,0,47,0,48,22,0,0,6,0,37,6,0,0,0,0,8,20,12,8,16,0,46,339,86,91,719,6,1243,19,0,3,3,0,28,9,0,4,6,0,25,21,9,0,107,0,142,6,0,0,3,0,14,10,0,0,4,0,15,10,0,0,0,0,15,70,19,5,185,0,280,29,9,7,30,0,79,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,22,5,0,9,0,36,50,3,0,0,0,58,43,19,9,0,0,70,18,3,0,22,0,33,3,4,0,7,0,16,17,3,0,4,0,19,95,21,15,179,0,316,3,0,0,0,0,4,11,9,0,0,0,18,7,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,22,132,18,16,44,0,218,8,0,3,33,100,148,736,209,164,1637,116,2862
UCL315046,9,61,27,556,11,670,0,3,0,56,0,60,26,0,0,4,0,31,0,0,0,0,0,0,3,0,0,6,0,13,117,42,37,521,21,740,509,0,9,0,8,529,0,0,0,3,0,8,8,5,6,114,5,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,8,120,0,158,3,4,0,14,0,20,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,9,3,9,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,32,5,8,102,0,153,0,0,0,0,0,0,5,0,0,0,0,4,18,0,0,3,0,21,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,17,78,14,4,13,0,108,26,0,0,29,246,301,798,93,58,1115,292,2351
UCL315047,3,65,41,784,9,901,0,0,4,143,0,148,0,0,0,4,0,3,0,0,0,0,0,0,11,3,4,10,0,23,84,49,47,643,0,824,8,0,5,0,0,12,0,0,0,0,0,0,7,3,10,192,0,219,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,8,9,13,209,0,241,9,3,0,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,4,0,4,0,0,8,5,5,5,0,0,9,0,0,0,0,0,4,0,0,0,5,0,7,0,0,0,0,0,0,13,12,13,203,0,238,0,0,0,0,0,0,7,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,8,40,3,7,24,0,74,3,0,0,8,94,110,159,95,84,1563,106,2012
UCL315048,13,47,37,501,9,602,0,6,3,84,0,90,14,5,0,3,0,23,4,0,0,0,0,5,17,3,4,9,0,26,220,53,33,431,14,748,8,0,0,0,0,11,4,0,3,13,0,19,24,4,3,52,0,88,4,0,0,0,0,4,10,0,0,3,0,12,4,0,0,0,0,4,53,8,9,144,0,208,12,0,0,14,0,28,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,6,0,0,0,3,7,11,3,3,0,0,19,14,4,5,0,0,18,6,0,0,4,0,8,5,0,0,0,0,5,3,0,0,5,0,12,42,9,3,119,3,180,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,17,68,11,12,22,5,111,3,0,6,8,102,110,396,96,66,965,121,1649
UCL315049,22,91,86,484,9,688,0,7,5,244,7,266,9,0,0,11,0,23,3,0,0,0,0,7,48,9,8,9,0,73,273,81,73,474,13,909,3,0,0,0,0,7,21,0,0,4,0,27,80,18,15,47,8,170,5,3,0,5,0,9,3,0,0,5,0,11,6,0,0,0,0,14,80,23,14,183,7,304,25,9,9,41,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,0,0,0,0,7,17,3,8,0,0,24,10,0,4,0,0,15,0,0,0,5,0,4,0,0,0,0,0,0,75,20,13,152,0,270,5,0,0,0,0,5,5,0,6,0,0,16,11,0,0,0,0,11,0,0,0,0,0,6,3,0,0,0,0,3,9,3,0,15,0,23,140,25,44,49,4,259,5,9,0,3,273,289,645,182,163,1162,303,2456
UCL315050,23,129,115,1345,25,1638,0,12,6,246,6,277,24,0,0,9,3,39,4,0,0,0,0,6,25,5,4,15,0,52,237,135,99,1116,26,1612,19,3,13,3,0,33,6,5,3,8,0,20,39,11,12,361,7,435,3,6,0,3,0,13,7,3,0,0,0,12,12,0,0,3,0,16,43,22,12,314,0,392,6,7,0,29,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,11,10,4,3,0,26,15,6,11,13,0,43,7,0,0,9,0,18,3,6,0,3,0,11,0,0,0,3,0,4,63,26,24,236,4,354,4,0,0,11,0,15,0,0,5,0,0,7,12,3,0,6,0,19,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,9,0,22,81,16,26,72,3,213,7,0,0,32,280,322,507,232,193,2702,343,3976
UCL315051,30,188,187,1472,16,1887,4,11,5,124,4,148,15,3,0,16,0,35,3,0,0,0,0,11,37,15,7,32,0,86,455,173,157,1331,13,2128,25,6,20,3,0,53,12,0,0,14,0,34,75,22,12,222,0,337,8,5,0,9,0,23,9,0,3,0,0,11,18,0,0,0,0,25,95,38,34,383,4,545,32,21,4,54,0,111,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,0,5,0,18,29,0,7,0,0,38,47,15,22,13,0,92,9,6,0,8,0,23,5,5,0,0,0,8,4,0,4,0,0,8,112,37,32,313,0,500,3,0,0,0,0,9,18,0,3,0,0,24,5,3,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,12,0,29,149,32,25,73,3,286,15,0,3,35,150,211,908,337,313,2886,186,4635
UCL315052,27,195,116,1042,9,1387,6,6,9,80,6,105,32,0,3,18,0,50,5,0,0,4,0,9,39,18,4,14,0,77,404,140,110,903,17,1565,24,3,11,0,0,38,14,4,0,4,0,23,37,21,12,173,0,242,0,0,3,9,0,11,3,0,0,6,0,5,11,0,0,4,0,14,66,26,27,216,0,333,15,17,5,28,0,74,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,9,9,3,7,0,22,35,14,0,3,0,52,55,17,14,8,0,89,6,3,0,7,0,20,0,0,0,3,0,9,21,3,0,0,0,17,93,25,25,239,0,379,4,0,3,3,0,14,21,4,0,0,0,23,4,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,18,159,40,34,47,4,284,19,0,0,15,163,198,857,315,221,1961,195,3542
UCL315053,8,51,50,979,20,1097,0,4,4,163,5,168,11,0,0,6,0,17,3,0,0,0,0,4,6,3,0,4,0,13,92,49,55,811,22,1032,15,0,3,0,0,22,0,0,5,0,0,5,12,3,5,139,0,166,0,0,0,3,0,6,0,0,0,0,0,0,11,0,0,0,0,11,17,8,7,284,6,322,4,3,4,28,0,39,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,4,3,0,0,37,14,5,7,4,0,32,0,0,4,0,0,8,4,0,0,8,0,8,0,0,0,0,0,0,29,14,18,195,3,251,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,10,0,11,75,8,8,55,0,145,4,0,0,26,334,367,260,94,98,1900,378,2738
UCL315054,22,130,103,1340,29,1621,0,10,10,212,9,247,9,0,3,6,0,24,3,0,0,4,0,9,32,7,3,32,0,80,232,109,93,1066,17,1515,11,0,7,0,0,19,10,0,0,7,0,15,40,21,12,366,0,438,0,0,0,4,0,5,0,0,0,0,0,0,9,3,3,3,0,18,57,20,25,272,0,383,15,9,0,45,0,72,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,7,0,9,0,31,23,7,5,3,4,37,19,12,4,7,0,41,3,3,0,4,0,13,8,0,0,6,0,16,4,0,4,0,0,9,67,29,26,285,4,403,7,0,0,0,0,10,0,0,0,0,0,0,3,0,0,5,0,8,3,0,0,0,0,10,8,0,0,0,0,8,16,0,4,19,0,37,69,23,13,60,4,173,5,0,3,45,254,313,513,235,185,2635,315,3873
UCL315055,23,120,74,703,25,948,0,10,3,99,3,118,12,0,0,8,0,22,13,0,0,0,0,16,42,8,6,4,0,63,435,122,77,779,38,1453,19,0,3,0,0,25,20,3,0,12,0,36,52,15,8,103,9,184,4,3,3,3,0,16,4,0,0,0,0,9,5,0,0,3,0,6,116,25,16,290,5,455,21,6,0,28,0,62,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,6,16,4,5,3,0,25,33,9,3,0,4,53,18,5,5,0,0,30,4,4,0,3,0,12,4,0,0,0,0,9,115,34,31,227,3,415,0,0,0,0,0,3,16,5,0,0,0,17,5,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,4,7,0,0,0,15,127,32,19,52,8,234,8,0,0,12,231,263,872,238,149,1634,305,3193
UCL315056,8,83,50,548,14,699,0,4,0,85,5,92,3,0,0,0,0,9,0,3,0,0,0,4,17,6,0,6,0,30,112,71,31,415,4,629,4,0,0,0,0,4,4,0,0,4,0,9,30,3,8,55,0,98,0,0,0,0,0,0,0,0,0,7,0,3,5,0,0,0,0,5,14,23,5,186,7,231,14,7,0,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,0,0,19,6,8,6,0,0,26,3,3,0,0,0,7,0,0,0,7,0,7,0,0,0,0,0,0,38,22,5,135,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,18,66,14,20,39,3,134,10,0,0,17,141,171,270,138,78,1055,166,1707
UCL315057,20,112,95,704,8,946,0,3,8,42,0,53,20,3,7,9,0,31,3,0,0,4,0,16,33,3,6,13,0,57,372,111,92,870,17,1461,3,0,0,0,0,7,16,6,5,9,0,38,61,11,13,138,0,230,3,0,0,4,0,9,8,0,0,0,0,12,25,0,0,0,0,27,71,26,20,349,3,467,18,8,7,25,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,6,0,0,3,0,6,24,9,3,0,0,39,8,6,4,6,0,26,8,0,0,0,0,11,0,0,0,0,0,0,90,25,28,307,9,459,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,11,0,0,0,0,13,19,0,0,0,0,24,22,6,4,14,0,48,125,18,30,68,0,242,7,0,0,14,125,140,760,202,174,1687,150,2976
UCL315058,11,98,97,1509,0,1721,0,3,0,140,0,151,0,0,0,14,0,13,0,0,0,0,0,0,13,3,7,21,0,46,154,87,79,1101,0,1424,10,0,3,0,0,16,5,6,0,10,0,19,11,10,9,167,0,199,0,0,0,6,0,9,0,0,0,9,0,11,4,0,0,0,0,11,28,16,19,326,0,385,15,10,0,118,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,12,110,0,140,21,9,3,6,0,39,3,3,6,12,0,27,6,0,0,4,0,7,0,0,0,0,0,4,0,0,0,0,0,4,33,21,7,259,0,327,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,10,3,0,11,0,23,34,21,27,127,0,205,0,0,0,42,262,308,278,182,157,2727,270,3615
UCL315059,12,68,67,469,4,611,0,4,0,37,0,39,0,0,4,4,0,12,0,0,0,0,0,0,3,7,0,3,0,17,168,49,58,379,9,665,3,3,5,0,0,19,8,0,0,0,0,16,20,8,5,64,0,98,0,0,0,5,0,3,6,4,0,0,0,7,9,0,0,0,0,8,30,11,7,112,0,158,9,7,3,23,0,42,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,3,0,6,5,0,0,0,0,5,12,0,5,5,0,30,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,39,11,14,108,0,169,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,5,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,53,12,16,10,0,102,4,0,0,13,100,114,321,107,112,877,113,1533
UCL315060,4,85,69,1003,3,1169,0,3,0,88,0,91,0,0,0,0,0,0,4,0,0,3,0,9,11,8,6,30,0,50,108,68,56,749,10,992,14,6,3,6,0,20,3,0,0,5,0,7,18,16,9,257,0,294,0,0,0,3,0,3,6,0,0,0,0,5,3,0,0,3,0,6,14,18,14,203,0,252,0,0,0,22,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,4,9,0,0,0,0,15,10,15,0,7,0,26,4,0,0,11,0,12,0,0,0,0,0,0,3,0,0,0,0,3,26,17,7,208,0,262,0,0,0,0,0,0,16,5,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,13,0,22,50,16,13,22,0,103,0,0,0,28,43,75,237,149,113,1834,53,2392
UCL315061,4,37,38,502,4,584,0,7,3,89,0,96,15,0,0,3,0,20,0,0,0,0,0,3,9,0,0,7,0,14,58,28,18,399,7,517,10,0,4,0,0,12,0,0,0,3,0,3,13,3,0,62,0,80,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,6,4,112,0,135,4,0,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,25,4,0,3,4,39,6,7,0,0,0,17,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,106,0,130,0,0,0,0,0,0,29,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,12,35,4,104,0,0,0,12,622,642,203,59,58,930,637,1884
UCL315062,4,32,22,490,9,552,0,0,0,115,9,121,3,0,0,0,0,5,0,0,0,0,0,3,5,0,0,5,0,11,30,21,10,402,15,477,33,0,6,3,0,43,4,0,0,0,0,5,6,0,0,72,0,83,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,19,7,3,6,110,0,133,3,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,92,0,109,0,0,0,0,0,0,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,11,22,0,0,21,0,49,0,0,0,12,180,190,147,48,34,917,207,1349
UCL315063,3,26,21,496,9,553,0,0,0,70,0,66,19,0,0,0,0,19,0,0,0,0,0,0,7,4,0,5,0,14,36,12,14,389,0,455,80,0,0,4,0,83,5,0,0,5,0,13,3,0,0,98,7,108,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,7,4,3,97,3,116,3,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,102,7,131,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,74,3,0,17,0,97,0,0,0,18,108,131,252,39,29,926,124,1371
UCL315064,0,34,37,632,10,709,0,3,3,62,0,64,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,17,48,37,20,416,8,524,5,4,8,0,0,13,3,0,0,0,0,9,12,12,4,78,0,101,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,10,0,3,88,0,101,3,3,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,23,4,0,0,0,0,10,3,6,0,0,0,13,3,0,0,3,0,7,7,0,0,5,0,7,4,0,0,0,0,4,20,8,3,82,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,25,0,8,28,0,64,9,4,0,28,235,272,127,72,48,1052,259,1554
UCL315065,5,17,13,355,13,406,0,0,0,30,7,33,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,6,0,15,36,27,15,357,17,445,20,0,0,0,3,19,4,0,0,0,0,3,6,3,6,107,4,124,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,3,3,4,84,4,103,0,4,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,0,0,10,7,4,99,0,120,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,4,18,0,36,0,0,0,11,69,82,104,44,30,744,104,1021
UCL315066,13,145,123,1010,9,1294,0,5,0,72,3,77,14,3,0,7,0,29,5,0,0,3,0,5,36,6,3,18,0,61,383,125,112,811,17,1444,8,0,0,0,0,8,10,0,0,7,0,13,34,18,11,150,0,216,4,4,0,8,0,12,6,0,0,3,0,14,0,0,0,4,0,8,70,24,20,240,0,351,21,16,11,47,0,92,3,0,4,0,0,4,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,7,14,5,3,5,0,26,27,17,11,3,0,55,5,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,86,33,12,224,0,353,0,0,0,0,0,0,18,3,0,0,0,22,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,27,73,21,23,26,6,146,4,3,0,32,223,261,643,257,195,1847,248,3191
UCL315067,9,77,48,715,8,862,0,0,3,86,0,93,5,0,0,6,0,14,0,3,0,0,0,4,30,3,5,4,0,43,192,75,52,737,15,1067,15,0,0,0,0,12,7,0,0,7,0,11,31,12,6,112,6,169,0,0,0,4,0,4,5,0,0,0,0,8,0,0,0,0,0,0,33,5,11,201,4,253,10,5,4,29,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,14,9,0,0,4,0,16,10,7,5,3,0,27,6,7,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,52,9,17,168,0,241,0,0,0,0,0,0,9,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,8,4,0,0,0,12,66,14,11,25,3,114,10,0,8,18,121,148,418,135,94,1500,145,2293
