UCL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
UCL302001,1953,563,4660,2690,1888,1624,665,1567,179,15790,22,31,19,34,26,38,14,45,16,249,384,469,357,328,341,202,206,257,122,2675,627,519,911,637,581,529,382,601,1182,5966,28607,55816,32407,28218,23761,15302,7493,13021,3855,208472
UCL302002,881,217,2109,1174,739,736,233,623,70,6780,4,16,16,24,9,33,9,28,4,134,186,265,175,189,160,116,91,129,43,1363,254,229,396,305,229,214,133,231,438,2432,12905,27357,15046,13124,10478,6191,2899,5586,1486,95065
UCL303001,478,112,1209,725,406,415,187,429,37,4003,5,9,4,9,4,5,3,12,0,60,94,114,114,132,86,52,57,44,34,718,117,126,210,219,116,128,93,200,258,1474,5967,14337,8437,8133,5618,3025,1964,3104,792,51376
UCL303002,232,44,697,422,260,251,73,261,18,2268,0,3,6,14,0,13,0,11,0,57,47,70,46,69,44,38,53,49,23,443,57,59,103,113,70,60,58,129,132,781,3581,10238,5134,5387,3833,1893,1280,2373,456,34184
UCL303003,398,95,1006,764,377,362,181,384,40,3596,8,8,12,11,10,20,4,21,0,100,117,119,120,161,93,38,80,68,26,815,110,120,246,234,141,108,130,185,258,1532,6167,15942,9353,9246,6237,2653,2656,2955,836,56039
UCL311001,102,14,283,165,75,115,35,160,9,955,0,0,5,0,0,7,0,10,0,21,15,18,18,26,17,13,17,35,14,180,33,27,66,62,37,32,39,116,77,496,1163,2864,2146,2333,1292,777,622,1323,212,12732
UCL311002,120,20,311,228,90,114,39,112,11,1038,0,0,5,0,0,4,0,0,0,7,20,30,36,34,12,14,20,30,3,199,25,23,68,82,20,46,26,57,73,417,1287,3568,2053,2711,1343,782,468,911,219,13348
UCL311003,163,35,471,245,181,185,161,152,15,1607,0,7,8,0,0,6,5,8,0,34,40,46,80,42,28,18,75,26,17,367,69,41,172,66,64,47,112,95,133,799,2554,6193,6083,3078,2641,1235,1966,1386,461,25591
UCL311004,135,33,350,217,132,127,80,137,7,1213,5,9,3,6,3,17,0,11,0,57,22,32,36,48,30,9,46,32,7,266,30,37,96,72,43,35,70,107,91,575,1676,4994,3528,2952,2055,826,1012,1209,284,18529
UCL312001,43,10,80,51,37,33,7,36,0,292,0,0,0,0,6,0,0,0,0,5,8,6,9,10,16,3,7,7,3,59,13,13,27,18,9,18,9,31,14,152,512,890,668,631,456,268,177,319,61,3984
UCL312002,70,21,170,104,54,67,69,81,3,644,0,0,0,0,0,0,0,0,0,10,7,26,55,21,25,3,63,31,14,241,28,17,70,24,35,16,62,57,68,367,925,2281,2646,1249,1015,536,960,759,234,10599
UCL312003,19,6,93,73,29,54,17,59,4,362,0,0,0,0,0,0,0,0,0,3,3,5,9,10,0,8,9,12,3,64,9,10,15,28,13,21,16,43,20,176,369,844,708,986,534,318,237,427,73,4500
UCL312004,51,12,160,87,48,46,19,68,8,488,0,0,0,4,0,4,0,0,0,8,10,19,9,10,15,7,5,7,4,85,18,11,36,35,19,21,14,35,40,213,608,1458,1230,1115,702,389,275,617,116,6516
UCL313001,59,14,122,67,37,48,26,49,0,412,0,0,0,0,0,0,3,0,0,0,11,6,4,8,3,5,11,10,0,66,8,8,31,10,9,9,15,16,20,133,532,647,763,541,326,235,239,345,51,3675
UCL313002,35,8,66,39,18,18,8,17,6,214,0,0,0,0,0,0,0,0,0,0,6,4,12,3,8,0,5,4,0,44,5,8,12,13,6,4,9,8,14,80,519,1230,491,529,382,163,107,180,47,3650
UCL313003,26,3,61,44,34,25,7,25,0,235,0,0,0,0,0,0,0,0,0,7,7,7,10,0,6,3,11,7,0,43,9,4,24,15,16,10,16,14,10,116,405,693,753,449,410,223,195,282,31,3448
UCL313004,31,9,61,50,36,37,41,36,0,314,0,0,0,0,0,4,0,0,0,8,12,4,10,4,0,4,13,3,4,67,21,13,41,15,11,10,33,33,19,192,544,971,1071,433,468,267,562,306,81,4706
UCL313005,15,7,71,37,34,31,18,31,5,243,0,3,0,0,0,0,0,3,0,6,4,0,9,9,4,0,14,3,4,54,8,6,27,8,13,5,26,19,30,135,238,537,639,520,325,174,320,213,65,3034
UCL313006,43,6,123,69,23,64,19,82,0,431,0,0,0,0,0,0,0,0,0,0,8,10,4,9,6,5,15,12,5,72,16,4,31,18,16,18,25,34,27,190,398,920,844,812,508,342,281,508,72,4677
UCL313007,16,4,40,32,27,27,5,13,0,171,0,0,0,0,0,0,0,0,0,0,10,9,4,13,10,6,4,4,3,50,3,13,7,18,8,5,4,4,8,62,477,1110,562,459,452,179,114,125,45,3522
UCL313008,19,3,43,32,15,16,15,46,0,196,0,0,0,0,0,0,0,0,0,0,5,3,9,6,7,4,5,6,0,37,7,0,22,10,3,13,4,16,14,79,274,592,479,460,264,151,134,311,41,2701
UCL313009,22,13,91,39,40,22,55,29,5,300,0,0,3,0,0,3,0,0,0,9,5,11,12,12,12,0,19,0,0,70,15,22,54,34,17,7,61,29,40,279,459,1433,1470,636,587,203,588,233,117,5720
UCL313010,47,10,86,55,21,37,14,39,4,304,0,0,0,0,0,0,0,0,0,9,6,4,3,6,4,3,9,8,8,41,16,6,23,11,7,5,12,37,19,128,344,680,543,552,318,233,229,406,62,3369
UCL313011,18,5,68,35,39,24,17,27,0,233,0,0,0,0,3,0,0,0,0,3,7,3,5,5,7,0,8,3,0,39,5,4,5,6,12,7,10,20,17,90,241,420,484,462,360,189,197,246,51,2644
UCL313012,47,14,125,101,54,36,36,36,4,453,0,0,0,0,0,0,0,0,0,3,12,13,11,20,14,3,11,6,0,93,17,12,40,16,16,7,27,23,32,201,660,1534,1215,818,587,248,414,271,86,5836
UCL314001,17,0,34,26,14,10,11,19,9,133,0,0,0,0,0,0,0,0,0,5,0,0,5,9,6,0,5,4,0,19,0,11,15,16,8,9,6,14,19,104,194,440,299,326,195,102,94,188,46,1881
UCL314002,10,3,39,29,14,18,5,14,3,132,0,0,0,0,0,0,0,0,0,3,0,4,6,7,3,0,4,8,0,35,8,5,9,5,3,7,11,34,9,102,239,415,439,282,190,104,136,272,27,2098
UCL314003,15,8,31,19,21,13,9,23,0,139,0,0,0,0,0,0,0,0,0,3,0,3,6,4,3,0,7,4,3,29,8,0,15,11,3,5,8,10,21,86,158,289,317,320,195,112,143,183,36,1761
UCL314004,16,0,38,28,13,14,7,13,0,131,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,4,3,0,26,4,4,11,10,7,6,3,10,3,63,148,384,361,281,190,108,100,145,20,1738
UCL314005,11,6,29,14,18,7,19,21,0,121,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,9,0,0,19,4,4,11,7,3,7,17,26,10,84,134,332,412,160,180,59,183,137,38,1635
UCL314006,17,3,35,31,19,19,24,38,0,187,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,14,8,0,41,8,6,8,10,0,6,16,37,8,106,228,393,430,348,233,99,264,326,37,2355
UCL314007,13,7,32,20,6,6,10,12,5,121,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,3,0,4,23,7,4,11,12,7,4,17,16,11,88,165,512,308,269,135,85,126,124,40,1759
UCL314008,22,0,39,9,10,11,10,25,0,135,0,0,0,0,0,0,0,5,0,4,0,6,6,0,4,0,10,8,0,35,8,8,19,3,9,8,12,15,10,90,205,344,411,158,202,73,139,218,30,1784
UCL314009,14,5,37,21,31,19,16,18,8,156,0,0,0,0,0,0,0,0,0,4,4,3,10,5,0,0,0,0,0,35,3,4,12,10,9,4,13,7,20,87,253,345,492,362,336,137,178,160,56,2323
UCL314010,18,5,32,22,4,10,10,57,0,151,0,0,0,0,0,0,0,10,0,15,16,0,0,3,9,0,0,25,0,53,11,4,6,10,3,0,9,38,22,100,197,244,206,194,122,89,95,588,54,1783
UCL314011,14,3,35,24,12,14,4,13,5,122,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,5,0,3,24,12,3,9,10,4,4,7,16,10,71,218,348,277,204,171,82,99,106,24,1524
UCL314012,8,0,35,19,16,11,3,11,0,113,0,0,0,0,0,0,0,0,0,0,4,0,4,9,5,4,0,3,0,25,5,4,14,6,7,3,0,3,8,50,198,348,422,291,227,97,92,117,29,1819
UCL314013,16,0,35,12,9,9,9,20,0,112,0,0,0,0,0,0,0,6,0,3,3,6,0,0,0,3,3,15,0,29,6,7,9,14,0,0,4,25,11,84,172,322,240,259,137,89,76,266,30,1602
UCL314014,9,3,29,15,18,13,8,17,0,120,0,0,0,0,0,0,0,0,0,0,3,4,8,3,4,0,0,0,0,27,3,0,11,3,5,5,7,5,20,51,207,285,425,226,235,78,129,106,41,1737
UCL314015,17,4,24,13,8,14,14,19,0,122,0,0,0,0,0,0,0,0,0,4,3,6,3,0,3,0,4,3,0,31,5,5,5,6,7,0,6,8,3,50,194,244,335,276,173,87,141,142,20,1604
UCL314016,12,10,34,22,9,18,5,25,3,140,0,0,0,0,0,0,0,0,0,3,6,0,5,8,0,0,4,10,0,32,15,6,18,15,3,8,11,42,11,117,209,388,332,344,190,99,99,320,46,2020
UCL314017,8,4,51,28,20,17,57,25,7,232,0,0,0,0,0,0,4,5,0,9,0,7,8,3,0,0,17,3,10,49,3,11,23,5,9,7,27,5,29,112,288,522,834,203,267,90,501,141,86,2925
UCL314018,15,4,34,28,41,9,9,5,0,138,0,0,0,0,0,0,0,0,0,0,7,9,7,7,6,3,3,0,0,36,8,3,7,4,12,6,5,5,12,67,430,724,531,302,359,130,89,118,43,2730
UCL314019,21,5,35,12,15,11,5,5,0,110,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,6,0,0,24,8,4,10,7,3,4,0,4,12,45,208,451,281,211,218,101,65,104,35,1668
UCL314020,15,6,38,19,24,18,9,13,0,139,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,10,9,6,31,7,4,15,11,9,10,9,7,15,72,270,493,422,234,288,128,108,149,37,2130
UCL314021,25,7,73,37,20,23,9,17,0,204,0,0,0,0,0,0,0,0,0,0,7,3,9,6,3,4,6,0,0,25,10,6,17,10,8,3,7,13,17,89,254,443,493,403,282,167,148,198,49,2431
UCL314022,22,0,53,9,13,15,4,11,6,134,0,0,0,0,0,0,0,0,0,0,4,9,4,12,9,0,7,4,3,43,13,8,17,5,3,3,0,5,12,69,400,869,423,333,252,141,55,155,37,2663
UCL314023,12,9,39,28,23,16,21,20,0,170,0,0,0,0,0,0,0,0,0,0,6,9,13,4,4,3,20,3,0,61,6,3,20,11,9,5,14,15,23,107,287,740,819,395,319,129,257,181,54,3177
UCL315001,0,0,9,0,0,4,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,5,14,43,69,71,42,27,14,18,23,11,322
UCL315002,7,3,11,8,8,0,4,3,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,14,0,3,5,4,3,4,4,0,0,22,111,232,238,118,119,44,48,43,8,956
UCL315003,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,5,0,0,0,0,15,23,66,72,49,34,6,30,17,0,306
UCL315004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,4,0,0,11,11,16,8,18,8,0,8,0,0,72
UCL315005,0,0,6,5,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,3,13,22,60,48,48,30,10,17,17,8,262
UCL315006,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,4,5,5,4,5,7,0,33,35,98,36,58,34,10,15,24,13,317
UCL315007,4,4,9,6,10,5,10,9,0,45,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,0,4,0,19,4,0,3,4,4,0,3,0,5,29,78,152,136,129,99,51,51,71,11,785
UCL315008,4,0,35,7,12,0,24,18,0,101,0,0,0,0,0,0,0,0,0,3,4,0,6,0,3,0,11,4,0,28,0,0,12,0,4,5,31,9,13,86,90,191,379,97,113,33,303,91,32,1329
UCL315009,4,0,12,8,8,8,6,7,0,53,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,8,0,3,7,5,0,3,0,3,3,26,67,148,90,84,59,27,27,75,15,586
UCL315010,4,5,16,8,5,11,0,11,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,9,3,0,5,0,0,0,28,65,142,113,117,65,40,31,69,4,660
UCL315011,0,4,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,22,41,26,27,17,3,12,18,8,172
UCL315012,5,0,25,6,8,6,13,11,0,74,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,9,8,0,38,3,0,3,0,3,0,12,9,4,41,97,159,352,124,109,49,133,87,22,1134
UCL315013,3,0,14,16,4,13,0,5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,16,0,0,7,5,3,9,5,0,0,28,45,98,117,92,77,47,41,46,7,571
UCL315014,8,0,5,3,0,5,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,4,3,16,23,35,40,43,22,28,10,22,7,242
UCL315015,8,0,12,10,3,3,4,0,0,44,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12,3,0,6,3,5,0,0,0,4,19,77,126,176,103,101,27,52,41,10,707
UCL315016,5,0,15,13,13,3,3,11,0,61,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,12,4,0,11,3,6,5,0,5,5,31,132,170,246,152,125,44,66,74,19,1031
UCL315017,5,0,16,3,7,4,0,7,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,8,5,3,4,15,7,47,68,193,101,124,71,22,19,58,9,662
UCL315018,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,7,18,4,38,12,0,8,16,0,99
UCL315019,3,0,8,0,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,0,28,26,43,34,47,18,21,8,45,9,253
UCL315020,0,0,19,8,5,0,9,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,9,3,3,0,7,8,3,36,59,122,149,54,67,23,104,45,13,630
UCL315021,4,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,11,20,44,50,60,18,9,11,40,7,257
UCL315022,4,0,24,6,11,0,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,3,4,15,8,17,67,78,131,166,76,81,19,83,38,23,695
UCL315023,0,0,11,6,0,3,3,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,12,0,27,15,42,66,41,37,11,42,28,9,284
UCL315024,4,4,9,8,3,6,5,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,0,0,3,8,0,25,63,160,46,82,49,24,17,38,6,486
UCL315025,3,0,7,8,3,9,7,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,3,3,5,0,26,40,55,68,66,38,30,38,41,3,379
UCL315026,16,0,40,10,15,11,5,13,0,112,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,17,3,0,5,5,0,0,3,0,0,23,118,204,198,158,141,69,44,77,14,1019
UCL315027,0,0,4,0,3,3,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7,0,0,0,3,0,0,0,3,3,17,27,55,47,59,30,10,19,47,5,299
UCL315028,5,0,9,5,4,0,9,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,0,0,3,21,32,57,92,86,53,17,34,41,10,417
UCL315029,0,4,14,0,6,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,7,3,9,4,6,0,0,0,27,0,0,3,4,0,0,0,0,3,14,128,217,144,104,96,46,31,40,9,811
UCL315030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,13,22,53,8,31,6,0,0,9,6,135
UCL315031,3,3,10,0,12,0,25,14,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,3,0,4,0,0,0,27,3,4,48,47,97,196,45,58,17,202,55,20,727
UCL315032,3,3,28,9,4,10,7,9,0,76,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,6,4,0,21,6,0,4,7,0,5,3,8,3,33,110,241,227,186,126,64,100,64,16,1145
UCL315033,0,0,10,4,3,5,0,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,4,0,0,0,6,23,37,32,63,33,17,13,31,4,248
UCL315034,6,0,16,10,0,0,4,5,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,4,4,0,0,0,0,0,9,42,110,78,53,46,24,16,25,5,405
UCL315035,6,0,26,6,12,5,6,13,0,76,0,0,0,0,0,0,0,0,0,3,8,0,5,0,0,0,3,3,0,25,3,0,7,5,0,0,4,3,7,33,90,162,187,178,125,44,71,69,16,942
UCL315036,4,0,12,3,0,0,5,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5,0,11,0,0,3,0,0,3,0,3,3,20,38,62,54,66,39,13,17,72,5,364
UCL315037,0,0,28,15,6,7,4,10,0,78,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,4,6,4,0,24,5,7,4,0,3,3,4,8,3,39,158,275,259,175,164,73,79,113,19,1310
UCL315038,9,0,12,9,6,0,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,6,0,0,4,0,4,0,0,10,80,178,189,99,107,34,34,40,5,763
UCL315039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,18,36,11,27,4,0,6,3,0,104
UCL315040,17,0,93,59,10,11,0,16,3,212,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,15,3,0,4,4,0,0,0,10,0,22,128,88,202,206,45,41,29,149,15,906
UCL315041,0,0,11,0,3,0,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,3,4,3,3,0,22,27,63,113,20,33,15,46,20,15,350
UCL315042,3,0,10,6,4,5,3,7,0,41,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,8,0,3,4,3,3,3,6,0,38,67,111,140,110,54,32,55,56,9,635
UCL315043,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,11,15,27,16,36,14,19,4,18,3,156
UCL315044,6,0,25,13,7,9,7,6,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,9,0,3,7,5,5,6,11,8,5,49,78,191,219,158,90,61,86,93,14,992
UCL315045,13,7,23,16,13,0,5,3,0,76,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,8,6,5,10,0,0,0,5,3,14,44,174,183,216,99,132,51,53,70,27,1011
UCL315046,7,0,19,0,4,5,0,16,0,59,0,0,3,0,0,0,0,3,0,9,0,6,0,0,0,0,0,0,0,11,0,0,18,4,0,0,7,23,10,62,41,62,123,64,39,20,25,215,9,610
UCL315047,0,0,5,3,9,3,5,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,12,0,0,9,0,0,0,0,0,6,18,44,84,154,88,89,33,47,52,14,611
UCL315048,4,0,6,0,5,4,10,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,3,0,8,0,3,23,24,48,57,43,47,19,31,22,14,321
UCL315049,11,0,13,15,3,5,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,12,8,4,3,3,6,5,0,11,7,37,86,217,111,129,74,46,18,41,17,743
UCL315050,3,0,17,8,3,5,0,15,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,3,4,0,11,0,3,5,3,6,31,53,116,109,148,74,59,37,85,7,689
UCL315051,21,5,34,16,15,9,6,14,0,127,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,10,4,0,10,6,4,4,10,8,7,54,146,272,365,230,160,97,90,127,26,1514
UCL315052,0,6,12,13,6,4,6,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,6,5,3,0,5,5,9,34,124,198,235,135,150,57,68,56,27,1049
UCL315053,8,0,23,19,13,7,0,13,5,82,0,0,4,0,0,0,0,0,0,3,0,3,3,3,0,3,0,0,0,13,3,0,5,5,5,0,0,9,9,34,126,230,165,141,135,35,33,68,25,948
UCL315054,6,0,11,9,0,10,5,18,0,59,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,3,0,17,3,0,8,5,5,6,6,4,5,39,63,98,147,150,72,54,69,93,14,769
UCL315055,0,0,19,6,3,0,0,4,0,38,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,8,0,0,0,4,4,0,0,0,4,25,62,125,102,82,50,29,29,41,16,532
UCL315056,0,0,15,6,9,3,4,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,5,0,0,12,44,106,65,60,44,30,31,43,0,424
UCL315057,9,0,21,3,0,8,0,4,0,47,0,0,0,0,0,0,0,0,0,0,6,5,9,4,3,0,0,0,0,17,4,0,4,3,0,0,0,7,7,32,108,261,113,112,59,59,19,56,17,806
UCL315058,6,0,12,12,10,3,7,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,12,0,5,5,4,0,0,6,3,9,38,99,189,391,113,141,36,118,61,29,1167
UCL315059,10,0,9,9,9,7,0,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,9,68,158,70,64,70,43,14,30,0,517
UCL315060,4,0,21,11,13,6,0,7,0,66,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,0,0,0,4,0,0,0,5,11,87,210,190,117,116,47,56,47,15,879
UCL315061,0,3,6,7,5,4,8,0,4,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,8,0,0,24,54,106,119,24,45,6,95,40,5,495
UCL315062,0,0,15,4,0,6,3,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,6,6,16,31,52,79,48,26,19,27,50,9,354
UCL315063,3,0,11,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,51,39,60,44,33,13,26,61,10,329
UCL315064,5,0,10,0,3,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,4,0,0,0,4,0,0,14,25,91,100,38,27,10,44,24,5,359
UCL315065,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,5,3,0,0,0,4,13,20,44,37,38,16,13,15,26,12,219
UCL315066,7,0,13,10,10,10,5,4,0,59,0,0,0,0,0,0,0,0,0,3,0,0,7,9,5,5,3,0,0,26,9,8,11,5,3,3,0,4,0,45,121,296,224,137,146,52,51,71,17,1115
UCL315067,0,0,4,10,0,5,3,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,4,0,4,4,22,50,110,61,96,43,36,31,43,13,473
UCL315068,7,0,17,10,3,10,0,10,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,11,5,0,4,0,0,0,0,3,5,15,37,72,97,66,40,30,21,44,10,423
UCL315069,0,0,5,3,4,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,15,15,54,55,69,37,17,41,34,6,330
UCL315070,0,0,11,4,0,5,7,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,3,0,3,11,23,90,110,35,43,15,78,25,9,426
UCL315071,0,0,7,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,6,37,76,65,33,35,19,25,16,3,324
UCL315072,6,0,5,5,0,6,0,3,0,24,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,11,7,20,38,35,32,29,14,11,12,93,7,264
UCL315073,0,0,7,4,0,5,3,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,3,3,0,0,7,0,22,38,83,58,91,28,10,16,29,9,366
UCL315074,4,0,10,3,0,7,0,10,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,6,22,44,133,90,94,54,25,31,57,9,542
