UCL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL421012,0,8,3,5,0,23,0,0,0,11,16,0,22,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,4,7,0,22,16,77,3,120
UCL421013,5,19,11,7,0,50,3,4,15,16,19,0,53,0,0,0,0,0,0,0,0,0,7,0,11,0,19,0,0,3,3,8,0,7,16,19,87,77,169,4,375
UCL421014,5,15,11,8,0,38,0,0,7,10,14,0,35,0,0,0,4,0,0,0,0,0,0,0,11,0,13,0,0,0,0,9,0,4,11,7,54,49,115,6,239
UCL421015,0,0,0,3,3,10,0,0,0,4,9,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,6,5,5,10,14,72,9,116
UCL421016,4,5,4,4,0,25,6,0,11,6,9,0,33,0,0,0,0,3,0,9,0,0,0,0,11,3,14,0,0,3,0,3,0,12,21,14,57,33,88,9,209
UCL421017,0,9,4,3,0,22,5,0,5,8,12,3,36,0,0,0,0,5,0,0,0,0,0,0,12,0,13,0,0,0,0,7,3,7,7,4,21,33,103,9,177
UCL421018,0,15,0,6,0,29,0,3,16,4,19,0,40,0,0,0,0,0,0,3,0,0,0,4,8,0,11,0,0,4,0,7,0,11,3,3,52,22,204,20,308
UCL421019,3,16,7,12,0,30,0,0,6,6,4,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,4,0,3,3,3,29,28,76,9,149
UCL421020,0,12,0,4,0,14,0,0,0,8,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,70,3,139
UCL421021,3,13,0,0,0,17,0,4,5,5,5,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,10,21,16,66,5,121
UCL421022,9,23,4,3,0,47,8,9,33,21,12,0,82,0,0,0,0,3,0,8,0,0,0,0,7,0,13,0,3,0,0,8,6,21,24,25,96,67,149,12,365
UCL421023,0,8,3,6,3,28,3,0,9,4,16,4,40,0,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,5,0,5,10,0,28,24,131,18,208
UCL421024,0,6,11,11,0,31,4,0,9,12,13,0,39,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,4,0,3,0,12,11,5,25,36,94,7,178
UCL421025,0,7,9,0,0,19,0,0,9,8,23,0,45,0,0,0,0,3,0,4,0,0,0,0,11,0,9,0,0,0,0,5,0,8,4,0,24,31,111,8,184
UCL421026,3,8,0,4,0,17,0,0,6,9,7,4,23,0,0,0,0,0,0,0,0,0,0,4,5,0,14,0,0,0,3,0,0,6,9,7,18,25,78,12,139
UCL421027,0,7,5,0,0,20,0,0,6,10,9,0,31,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,7,0,7,3,10,31,28,84,6,156
UCL421028,0,19,13,0,0,30,3,0,8,8,5,0,31,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,5,0,0,5,12,9,47,37,92,4,207
UCL421029,4,14,0,10,0,26,0,0,6,10,17,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,3,4,3,23,16,88,5,135
UCL421030,0,8,0,0,0,13,0,0,11,9,4,0,27,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,3,0,10,9,0,33,22,83,9,149
UCL421031,0,8,0,4,0,16,4,3,0,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,6,3,7,17,20,101,10,165
UCL421032,0,0,0,4,0,4,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,7,5,0,38,17,69,6,134
UCL421033,4,11,0,7,0,22,0,0,0,4,5,3,13,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,0,3,7,4,21,5,12,12,53
UCL421034,0,15,4,11,0,37,0,3,23,9,15,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,11,8,12,60,40,138,17,273
UCL421035,0,4,9,6,0,15,3,3,8,7,15,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,6,32,28,60,8,142
UCL421036,4,18,3,14,0,43,4,0,8,12,23,4,53,0,0,0,0,0,0,3,0,0,0,0,13,0,13,0,0,0,5,15,0,18,10,13,52,66,227,5,365
UCL421037,0,22,0,5,0,34,0,3,15,7,9,0,41,0,0,0,0,0,0,6,0,0,0,0,11,3,22,0,0,3,0,7,0,8,6,5,53,36,132,16,249
UCL421038,5,22,3,7,0,45,12,10,28,8,10,4,74,0,0,4,0,0,0,3,0,0,4,0,4,0,12,0,0,0,0,4,0,5,44,23,134,46,95,6,357
UCL421039,0,5,5,4,0,14,0,0,8,12,14,0,35,0,0,0,0,5,0,5,0,0,0,0,12,0,12,0,0,0,0,3,0,5,3,3,30,32,112,7,199
UCL421040,6,11,4,4,0,22,0,0,10,7,7,0,27,0,0,0,0,3,0,10,0,0,0,0,12,0,14,0,0,0,0,4,0,4,8,8,45,31,126,0,211
UCL421041,0,17,7,7,0,30,0,0,3,6,9,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,0,21,20,82,0,134
UCL421042,0,9,7,0,0,14,0,0,6,8,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,23,32,90,5,156
UCL421043,0,12,0,4,0,20,0,0,4,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,3,0,5,5,0,20,12,69,5,108
UCL422001,0,0,0,0,0,8,0,0,4,6,8,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,6,11,49,4,65
UCL422002,0,6,5,6,0,22,0,0,4,0,5,0,13,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,6,15,8,23,10,55
UCL422003,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,11,7,28,0,56
UCL422004,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,39,0,56
UCL422005,0,0,0,3,0,8,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,31,4,51
UCL422006,6,7,4,4,0,23,0,0,8,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,11,14,31,23,49,3,121
UCL422007,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,3,38
UCL422008,0,3,3,0,0,6,0,0,7,6,3,4,22,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,3,0,0,23,19,66,13,118
UCL422009,0,3,0,3,0,9,0,0,6,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,35,3,64
UCL422010,0,7,6,0,0,17,3,0,10,5,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,26,22,44,6,111
UCL422011,0,0,0,0,0,4,0,0,4,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,26,0,34
UCL422012,5,6,0,0,0,13,5,3,4,7,18,0,31,0,0,0,0,4,0,4,0,0,0,0,11,0,10,0,0,0,0,7,0,10,8,3,21,15,85,6,136
UCL422013,0,9,0,6,0,15,0,0,14,7,9,0,30,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,3,4,32,25,53,3,127
UCL422014,0,0,0,0,0,10,0,0,8,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,10,8,18,12,25,0,77
UCL422015,0,0,0,0,0,10,3,0,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,7,49,3,80
UCL422016,0,0,0,0,0,3,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,8,24,7,42
UCL422017,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,21,0,36
UCL422018,0,0,0,3,0,4,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,17,6,33
UCL422019,0,0,0,0,0,9,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,13,8,47,10,73
UCL422020,0,11,0,7,0,21,0,0,7,4,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30,15,39,4,89
UCL422021,3,6,3,0,0,18,0,0,4,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,19,23,32,4,88
UCL422022,0,3,6,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,7,0,28
UCL422023,0,0,0,5,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,33,4,51
UCL422024,0,4,0,3,0,10,0,0,0,0,4,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,28
UCL422025,0,0,0,7,0,3,0,0,4,3,5,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,4,10,8,48,5,65
UCL422026,0,3,4,3,3,12,0,0,15,10,4,0,34,0,0,0,0,3,0,3,0,0,0,0,9,0,6,0,0,0,0,0,0,0,8,3,27,23,90,5,161
UCL422027,0,5,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,18,3,34
UCL422028,0,0,0,5,0,7,0,0,4,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,5,38,5,60
UCL422029,0,14,0,0,0,17,0,0,5,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,4,14,0,41
UCL422030,0,3,0,0,0,6,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,4,27,4,48
UCL422031,0,0,0,0,0,4,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,0,5,28,8,43
UCL422032,0,8,0,3,0,16,0,4,3,8,5,0,19,0,0,3,5,0,0,4,0,0,0,0,5,0,5,0,0,4,0,0,0,7,7,10,24,21,58,3,113
UCL422033,3,4,0,3,0,13,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,55,7,86
UCL422034,0,8,4,4,0,16,0,4,9,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,4,4,4,22,11,55,4,98
UCL422035,4,4,0,0,0,8,0,0,0,3,14,0,23,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,4,0,0,4,8,8,24,72,4,113
UCL422036,0,0,0,0,0,3,0,0,0,4,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,36,3,46
UCL422037,0,4,0,5,0,11,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,30,5,63
UCL422038,0,3,0,4,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,28,3,45
UCL422039,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,31,6,48
UCL422040,0,3,0,6,0,14,0,0,3,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,4,18,17,52,0,93
UCL422041,0,4,0,0,0,10,0,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,13,14,48,5,75
UCL422042,0,0,0,0,0,0,0,6,0,6,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,6,34,6,58
UCL422043,0,9,4,4,0,10,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,12,0,35
UCL422044,0,8,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,23,8,54
UCL422045,0,3,0,0,0,15,4,0,0,3,4,0,15,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,19,13,56,3,104
UCL422046,0,0,0,4,0,3,0,0,0,6,10,7,15,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,4,0,6,3,5,14,8,56,13,94
UCL422047,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,23,3,36
UCL422048,0,0,0,0,0,5,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,32,0,50
UCL422049,0,0,5,0,0,5,0,0,5,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,10,7,44,3,73
UCL422050,0,3,0,3,0,9,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,28,5,47
UCL422051,0,8,5,3,0,15,0,0,3,5,16,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,22,13,67,5,116
UCL422052,0,4,3,0,0,10,0,0,0,5,5,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,4,0,0,10,18,56,12,94
UCL422053,0,7,0,0,0,10,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,0,24
UCL422054,0,4,0,0,0,3,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6,4,3,36,7,51
UCL422055,0,6,0,6,0,5,0,0,0,5,5,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,0,3,0,0,7,8,52,3,73
UCL422056,0,4,0,0,0,13,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,29,7,37,7,90
UCL422057,0,6,3,3,0,14,0,0,6,6,7,0,20,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,3,0,5,5,0,20,18,86,4,131
UCL422058,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,39
UCL422059,3,4,4,4,0,17,0,0,8,9,0,4,22,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,7,4,8,23,20,55,5,111
UCL422060,4,3,0,0,0,12,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,4,12,7,12,0,42
UCL422061,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,41,0,62
UCL422062,0,7,0,0,0,13,0,0,0,0,3,0,8,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,4,0,3,0,0,8,9,44,0,65
UCL422063,0,6,0,0,0,6,0,0,0,0,3,12,22,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,3,0,10,24,39
UCL431001,428,1981,640,959,90,4617,491,425,2049,1294,1972,189,6427,31,17,119,79,180,30,463,29,23,155,177,1407,42,1841,54,34,202,181,621,260,1348,2159,1533,9882,7017,21291,1982,43869
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL499994,3,10,3,6,0,31,8,5,30,20,23,3,82,0,0,0,0,0,0,3,0,0,0,6,9,0,12,0,0,0,0,10,5,19,45,16,135,69,209,29,489
UCL501001,9981,32199,9057,13073,1560,79482,16370,7444,50383,20292,25134,3505,123130,996,408,4099,2030,3529,360,11419,1468,617,5063,4951,16673,882,29645,2823,627,7896,4340,10928,3898,30508,81356,33568,240616,115276,237069,24631,732509
UCL511001,344,1014,334,703,47,2627,334,202,1485,689,1460,119,4287,0,5,38,33,107,9,199,37,21,106,138,736,21,1058,18,10,88,86,426,127,758,1011,824,4911,3356,12470,811,23383
UCL512001,146,418,160,255,12,1097,169,100,670,384,654,59,2039,13,0,18,34,50,3,116,14,12,40,68,304,14,449,4,6,28,34,128,34,236,450,364,1944,1530,4524,306,9119
UCL512002,123,375,127,222,10,928,105,92,479,250,458,45,1417,0,0,14,9,53,4,82,8,11,36,39,258,5,354,5,3,29,31,120,35,227,306,334,1694,1270,4123,290,8022
UCL512003,137,504,171,359,27,1302,157,114,640,347,557,57,1876,3,4,18,10,33,6,66,11,8,34,69,341,15,475,7,3,25,42,160,43,285,418,369,1903,1472,4958,336,9461
UCL512004,102,383,89,211,18,898,124,68,394,207,257,36,1088,0,0,13,18,32,0,70,6,4,24,53,391,13,492,9,5,30,34,196,55,333,560,278,1911,1199,5053,370,9374
UCL513001,91,294,93,162,20,736,139,98,430,205,239,51,1157,9,4,24,18,27,3,78,8,7,31,35,118,3,206,11,5,50,21,95,56,237,387,285,1489,871,1964,260,5254
UCL513002,54,161,56,85,8,384,19,21,124,65,138,11,384,0,0,3,0,6,5,16,0,0,4,26,150,3,184,0,0,20,11,58,19,110,82,108,546,411,1538,146,2835
UCL513003,79,282,71,129,9,643,66,50,207,84,106,15,533,0,0,11,11,20,6,50,6,3,32,34,163,7,251,22,9,42,36,178,30,319,332,230,1328,891,3241,215,6246
UCL513004,51,214,44,109,10,459,47,37,219,98,144,18,557,0,4,5,8,9,0,25,7,0,15,22,117,8,182,5,4,25,11,105,44,194,199,143,970,749,2834,204,5107
UCL513005,40,106,40,94,9,317,15,25,145,127,174,19,513,5,0,3,6,20,0,37,4,0,15,34,110,0,156,3,4,13,16,58,25,114,102,104,518,600,1686,136,3150
UCL514001,18,51,21,74,10,178,8,6,45,41,113,4,213,0,0,0,0,11,0,9,0,0,3,14,64,0,78,0,0,3,8,39,5,48,20,34,159,175,1129,55,1563
UCL514002,35,108,21,42,6,236,33,26,135,65,51,9,315,0,0,13,19,9,3,43,0,0,12,15,57,3,91,0,0,28,23,42,9,116,129,99,747,474,1030,94,2578
UCL514003,33,132,25,67,3,297,39,31,122,61,67,4,322,0,0,11,9,17,0,37,3,3,17,11,70,4,105,9,4,18,18,41,15,101,149,111,769,442,1106,90,2667
UCL514004,28,62,20,43,4,183,27,12,84,53,93,9,279,0,0,0,0,4,0,11,0,0,4,3,62,5,82,0,0,3,3,30,11,48,82,62,265,197,817,77,1500
UCL515001,6,11,3,9,0,23,5,3,0,12,11,0,40,0,0,0,0,0,0,9,0,0,0,0,4,0,7,0,0,3,3,5,0,11,15,11,45,54,123,14,258
UCL515002,10,30,8,13,4,62,4,4,16,12,24,0,65,0,0,0,0,5,0,6,0,0,0,6,6,0,12,0,0,0,0,5,0,8,13,17,74,63,236,11,414
UCL515003,6,36,14,21,0,76,4,6,37,25,37,0,111,0,0,3,4,0,0,11,0,0,6,0,22,0,25,3,0,0,0,7,3,13,22,25,132,107,307,27,620
UCL515004,7,14,5,19,0,45,3,0,21,14,38,0,78,0,0,0,0,3,0,3,0,0,0,6,33,0,36,0,0,3,7,13,0,28,17,14,108,74,416,7,643
UCL515005,12,23,11,23,0,71,3,7,22,23,62,5,120,0,0,0,0,3,0,8,0,0,3,4,28,0,38,0,0,0,0,12,6,21,12,29,91,92,377,29,622
UCL515006,11,51,14,33,0,122,12,16,51,21,57,9,163,0,0,0,4,0,0,9,0,0,3,3,29,0,43,0,0,3,6,12,12,38,44,40,212,138,519,65,1013
UCL515007,18,57,7,20,0,100,7,6,45,16,16,3,96,0,0,4,0,0,0,5,0,0,7,6,11,0,31,0,0,6,5,8,4,24,34,38,259,107,301,21,769
UCL515008,6,18,5,11,0,42,0,3,11,5,3,0,26,0,0,5,0,0,0,5,0,0,0,0,6,0,11,0,0,7,3,8,0,16,17,18,97,72,290,19,512
UCL515009,25,50,18,26,4,130,17,12,41,25,33,9,140,0,0,5,0,4,0,15,0,0,3,7,13,3,28,4,0,4,0,5,3,19,62,59,203,131,310,32,793
UCL515010,16,43,5,21,0,103,21,8,59,19,51,6,160,0,0,9,0,3,0,17,0,0,5,6,19,0,32,0,0,3,0,12,8,26,43,39,171,93,304,28,682
UCL515011,7,21,9,16,0,61,0,10,22,17,47,5,102,0,0,0,0,4,0,5,4,0,4,0,21,0,25,0,0,3,0,10,3,18,14,24,119,113,359,30,666
UCL515012,8,49,21,30,5,110,7,11,55,37,44,6,155,0,0,3,0,4,0,3,0,0,0,7,21,0,33,0,0,4,3,12,0,24,29,24,169,134,420,26,800
UCL515013,15,44,7,18,5,90,10,3,26,13,23,5,83,3,0,3,3,10,0,19,0,0,0,3,26,0,33,7,0,16,5,38,7,69,55,30,269,161,537,53,1112
UCL515014,13,33,4,16,4,76,7,6,27,4,16,0,66,0,0,0,0,5,5,5,0,0,0,5,3,0,5,0,0,0,0,0,0,3,31,15,80,29,91,11,262
UCL515015,9,19,12,16,0,57,4,10,23,15,28,0,76,0,0,0,0,5,0,8,0,0,3,0,20,0,29,0,0,4,3,12,3,23,21,18,172,99,347,53,704
UCL515016,8,26,0,9,0,47,0,0,13,10,16,3,48,0,0,0,5,0,0,10,0,0,0,0,13,0,13,0,0,7,4,17,0,23,14,12,83,76,230,24,435
UCL515017,5,11,0,12,0,33,3,0,6,0,11,4,25,5,0,0,0,3,0,5,0,0,0,4,10,0,13,0,0,0,0,11,5,16,7,12,44,43,162,26,291
UCL515018,0,12,3,11,0,42,3,0,6,3,4,5,21,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,7,5,17,9,8,44,37,248,28,374
UCL515019,17,38,10,30,0,110,8,7,46,30,35,5,130,0,0,0,0,0,0,5,0,0,0,5,39,0,46,0,0,0,0,19,11,34,31,27,144,87,431,59,776
UCL515020,17,88,29,36,13,202,29,29,120,48,55,19,300,0,0,3,0,10,0,10,3,0,9,4,44,3,65,0,0,7,7,30,26,69,106,67,416,204,546,89,1436
UCL515021,7,33,6,22,0,78,12,7,29,15,25,4,98,0,0,0,0,7,0,9,0,0,0,4,13,0,23,0,0,0,0,8,3,19,27,24,130,84,271,22,552
UCL515022,13,56,18,37,4,130,8,6,49,31,70,7,172,0,0,0,5,4,0,15,0,0,0,3,49,0,59,0,0,4,0,24,3,33,26,29,171,146,612,38,1021
UCL515023,11,35,5,24,0,77,0,8,28,18,23,3,82,0,0,3,0,4,0,5,3,0,0,0,39,0,41,0,0,0,0,7,0,11,29,20,102,72,334,29,582
UCL515024,9,19,0,19,0,58,4,0,9,6,17,0,45,0,0,0,0,0,0,3,0,0,5,0,20,0,26,0,0,0,0,0,0,9,16,15,57,38,206,17,343
UCL515025,0,18,8,24,0,63,3,5,9,21,25,0,63,0,0,0,0,0,0,3,0,0,0,0,14,0,14,0,0,3,0,7,5,11,12,8,69,70,235,13,407
UCL515026,3,26,15,17,0,65,4,6,36,28,37,3,113,0,0,0,3,7,0,5,0,0,5,8,29,0,38,0,0,5,6,16,3,31,12,15,113,105,434,25,708
UCL515027,21,55,17,33,3,151,15,9,92,36,76,10,229,0,0,3,0,4,0,7,0,0,5,13,44,0,64,0,0,0,4,19,9,34,37,38,241,150,481,56,1005
UCL515028,10,61,15,22,7,122,14,9,38,24,37,3,126,0,0,0,4,5,0,8,0,3,8,9,39,3,63,0,0,5,0,26,7,39,55,37,274,205,886,55,1519
UCL515029,8,6,7,6,0,28,0,4,7,3,3,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,11,12,7,49,64,246,12,392
UCL515030,14,31,9,34,8,93,9,0,33,33,56,6,128,0,0,0,0,11,0,9,0,0,3,0,29,0,40,0,0,3,3,14,6,26,22,27,115,116,523,37,846
UCL515031,11,31,9,19,3,72,4,3,25,18,23,4,79,0,0,0,0,0,0,0,0,0,0,4,13,0,19,0,0,3,4,17,5,25,14,22,106,103,349,39,632
UCL515032,4,15,3,20,0,49,0,5,15,3,21,6,41,0,0,0,0,5,0,5,0,0,0,0,26,0,33,0,0,0,4,12,8,31,9,20,81,70,296,25,484
UCL515033,11,74,17,26,0,132,4,6,26,15,15,0,69,0,0,0,0,3,0,8,0,0,3,3,19,0,24,0,0,4,6,13,3,27,40,25,196,142,599,33,1031
UCL515034,8,31,14,21,0,75,6,14,24,29,33,9,114,0,0,0,5,3,0,9,0,0,6,6,17,0,27,0,0,4,4,15,0,25,17,20,120,139,421,28,755
UCL515035,0,13,3,9,0,31,0,4,14,4,14,3,41,0,0,0,0,0,0,0,0,0,0,0,15,0,19,0,0,3,0,7,3,12,5,6,65,29,145,11,257
UCL515036,3,8,11,16,0,47,0,0,21,5,35,3,71,0,0,0,0,0,0,6,0,0,0,3,13,0,16,0,0,0,0,5,9,15,5,6,59,71,325,31,505
UCL515037,6,22,9,20,3,53,6,10,18,4,18,0,56,0,0,0,0,0,0,3,0,0,0,0,7,0,12,0,0,0,0,8,4,17,12,18,97,78,436,29,672
UCL515038,7,31,6,14,0,73,8,3,21,20,31,3,93,0,0,0,0,0,0,5,0,0,0,0,18,0,21,0,0,0,4,13,6,23,23,19,104,84,263,27,513
