UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL422030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,60,0,3,7,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,42,29,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,12,0,0,0,52,47,95
UCL422031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,78,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,53,53,101
UCL422032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,49,104,5,0,5,3,0,3,0,0,0,0,0,0,4,0,4,3,0,3,65,48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,5,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,8,11,17,11,4,13,4,0,4,86,69,158
UCL422033,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,49,41,93,0,3,5,0,0,0,0,0,0,3,0,7,0,0,0,4,0,4,59,52,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,10,0,0,0,72,61,133
UCL422034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,67,139,8,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,87,69,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,8,14,0,0,0,96,82,179
UCL422035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,68,145,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,81,77,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,11,16,29,0,0,0,105,98,202
UCL422036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,34,93,5,0,8,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,67,39,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,10,3,0,5,79,53,129
UCL422037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,74,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,3,51,49,96
UCL422038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,67,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,35,37,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,3,10,16,0,0,0,50,46,97
UCL422039,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,35,13,50,0,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,46,16,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,3,6,3,0,57,22,77
UCL422040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,71,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,45,41,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,8,22,30,0,0,0,54,72,126
UCL422041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,31,74,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,6,6,50,38,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,5,6,19,0,0,0,66,51,118
UCL422042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,24,69,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,6,8,14,0,0,0,61,39,102
UCL422043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,8,0,0,0,29,37,63
UCL422044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,38,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,8,0,0,0,47,44,90
UCL422045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,100,4,3,3,3,0,3,0,0,0,4,0,4,0,0,0,8,8,16,71,56,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,20,9,13,19,0,0,0,87,82,172
UCL422046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,53,97,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,55,56,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,15,9,6,12,0,0,3,68,76,143
UCL422047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,54,0,6,5,0,0,0,0,0,0,0,0,3,0,0,0,4,3,6,38,33,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,5,0,0,4,42,37,80
UCL422048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,64,4,8,6,4,0,4,0,0,0,0,0,0,0,0,0,3,0,5,42,37,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,43,45,89
UCL422049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,79,9,4,10,4,0,4,0,0,0,0,0,0,0,0,0,0,5,6,54,38,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,5,7,20,0,0,0,71,57,131
UCL422050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,23,55,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,39,31,72
UCL422051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,63,122,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,67,69,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,15,19,34,3,0,3,90,92,179
UCL422052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,82,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,4,8,50,44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,17,15,23,35,0,0,3,71,76,151
UCL422053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,19,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,10,0,0,0,29,21,50
UCL422054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,72,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,37,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,10,13,0,0,0,45,49,94
UCL422055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,36,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,71,34,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,13,3,0,3,83,46,130
UCL422056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,37,101,5,7,11,5,0,5,0,0,0,0,0,0,0,0,0,6,9,12,76,49,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,6,6,0,0,0,83,61,145
UCL422057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,71,163,4,4,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,6,103,76,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,6,18,22,0,0,0,115,99,216
UCL422058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,31,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,37,24,60
UCL422059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,63,115,6,3,12,0,0,0,0,0,0,0,0,0,6,0,10,3,4,4,74,76,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,8,8,20,0,0,0,90,89,180
UCL422060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,43,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,26,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,0,0,0,32,31,67
UCL422061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,7,27,50,29,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,4,0,0,0,57,36,88
UCL422062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,85,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,43,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,6,9,0,0,0,50,54,108
UCL422063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,26,21,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,13,32,34,59
UCL431001,17,14,37,325,134,459,15,3,17,3,3,4,9,13,28,23613,19817,43425,1160,1234,2395,813,33,849,205,25,234,84,17,102,605,148,757,2224,1259,3482,29079,22706,51784,0,0,9,0,0,0,0,0,0,25,25,52,0,0,0,0,0,0,22,31,56,0,0,0,0,0,0,49,59,110,12,14,30,8,4,12,72,83,151,297,149,446,390,259,650,11,6,17,6,3,11,31,11,38,40,22,59,6319,5790,12108,2629,4141,6773,422,329,753,38884,33245,72129
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
UCL499994,0,5,6,16,11,30,0,0,0,0,0,0,0,3,4,221,115,333,29,30,53,6,0,6,0,0,0,0,0,0,13,3,18,23,21,43,308,184,492,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,7,5,5,0,5,3,4,8,0,4,0,0,0,0,0,0,0,0,4,0,29,38,70,63,80,134,10,3,11,419,311,724
UCL501001,11340,11329,22665,17658,13760,31416,137,76,213,31,15,48,2014,1684,3698,339125,297081,636206,19826,25500,45325,4879,159,5040,2480,252,2729,5259,1498,6758,11423,2800,14229,8091,7748,15845,422255,361907,784160,6730,6523,13255,12,7,24,0,4,5,4524,4122,8641,653,910,1563,494,188,688,12419,11751,24171,23,6,32,8,8,15,763,769,1535,483,880,1364,689,397,1084,1962,2068,4025,4342,2174,6517,18727,15991,34718,2125,2513,4636,518,260,776,254,101,356,2900,2873,5769,33855,43357,77216,51613,67213,118823,2365,1625,3993,531710,492968,1024680
UCL511001,10,8,17,460,131,591,0,0,3,0,0,0,34,41,76,12308,11772,24072,1053,1040,2095,158,8,164,62,10,70,154,42,196,298,75,377,262,273,534,14808,13393,28205,0,0,0,0,0,0,0,0,0,10,4,7,4,3,7,0,0,0,14,3,17,0,0,0,0,0,0,171,42,211,19,16,31,26,0,31,210,60,276,214,78,296,441,149,593,4,3,7,22,5,32,13,3,13,36,11,50,480,897,1378,2154,2482,4637,92,43,136,18015,16983,34998
UCL512001,0,0,0,90,20,110,0,0,0,0,0,0,19,13,38,5027,4826,9849,371,429,804,82,3,82,29,0,30,63,14,76,91,17,109,141,133,274,5904,5467,11366,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,6,7,11,0,0,4,6,0,3,11,9,19,54,39,98,70,48,122,0,0,0,4,0,4,4,0,4,4,0,7,211,413,625,691,943,1640,38,24,60,6921,6901,13823
UCL512002,0,4,3,133,31,164,3,0,0,0,0,0,17,7,24,3978,4123,8102,327,346,675,48,0,49,7,0,7,119,46,168,131,27,164,113,120,234,4880,4705,9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,3,4,8,12,0,13,26,13,38,54,17,68,82,27,113,0,0,0,13,0,14,5,0,5,13,3,21,257,466,723,831,928,1762,34,24,55,6101,6154,12258
UCL512003,0,0,0,131,28,163,0,0,0,0,0,0,10,16,27,5120,5167,10285,421,468,887,120,3,121,66,11,79,108,43,156,132,28,158,158,143,303,6270,5913,12185,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,4,0,10,5,5,7,11,6,13,19,8,35,66,38,104,92,52,143,0,0,0,5,0,5,9,0,10,14,3,12,191,361,550,855,929,1781,34,27,61,7456,7279,14735
UCL512004,4,0,4,251,86,333,8,4,14,0,0,0,44,49,94,5870,4791,10663,585,555,1144,114,11,128,54,6,63,66,15,80,71,39,105,217,235,454,7285,5798,13076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,55,10,68,8,0,10,5,0,5,67,16,82,76,52,130,141,73,211,0,0,0,9,0,14,7,0,3,14,3,20,101,266,372,754,668,1425,41,22,65,8334,6828,15164
UCL513001,0,3,3,39,19,57,0,0,0,0,0,0,5,6,15,2144,2385,4525,187,279,463,24,0,27,80,35,122,118,93,208,76,28,103,154,204,354,2827,3053,5877,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,4,5,27,19,49,34,24,60,0,0,0,0,0,0,0,0,0,0,0,0,124,227,344,357,450,802,50,42,87,3389,3794,7176
UCL513002,0,0,4,28,8,35,0,0,0,0,0,0,8,3,9,1780,1488,3271,98,111,209,34,0,34,19,6,31,31,26,62,10,7,22,67,81,148,2082,1735,3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,7,5,11,17,11,34,25,17,44,0,0,0,0,0,0,0,0,0,0,0,0,65,147,216,244,285,530,27,13,40,2443,2199,4639
UCL513003,5,0,4,150,33,180,0,0,0,0,0,0,9,5,21,3473,2768,6241,339,254,592,62,0,61,52,4,54,30,14,49,67,27,90,107,162,270,4294,3257,7553,0,4,4,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,12,5,13,4,3,8,5,0,5,18,8,22,42,18,63,64,33,90,6,0,3,5,0,5,3,4,6,11,4,15,48,182,226,506,440,946,17,13,30,4935,3928,8866
UCL513004,3,0,3,51,25,77,3,0,3,0,0,0,9,23,31,3111,2409,5522,233,222,456,53,6,57,44,8,53,24,9,40,56,18,78,92,120,212,3681,2843,6519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,5,5,3,4,9,8,8,12,44,14,57,55,24,75,0,0,0,0,0,0,0,0,0,0,0,0,52,126,180,451,359,809,36,20,59,4275,3369,7643
UCL513005,24,28,53,60,18,79,0,0,0,0,0,0,3,0,3,1437,1411,2845,120,114,234,38,3,39,11,0,11,9,0,7,112,30,140,32,19,57,1841,1622,3469,27,21,51,0,0,0,0,0,0,42,34,70,3,7,6,0,3,5,71,60,139,0,0,0,0,0,0,6,0,6,0,0,4,0,0,5,6,4,12,34,9,45,117,72,190,14,11,24,5,0,7,0,0,3,16,17,31,100,220,315,387,348,737,12,4,18,2476,2288,4766
UCL514001,3,0,3,43,16,55,0,0,0,0,0,0,0,6,6,907,860,1768,96,83,175,11,0,11,0,0,3,7,4,8,25,8,33,31,28,64,1122,1007,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,4,0,12,11,5,16,20,4,24,0,0,0,3,0,3,0,0,0,3,0,3,11,41,54,218,193,415,5,3,16,1385,1255,2645
UCL514002,0,0,0,32,8,36,0,0,0,0,0,0,0,0,0,1032,1029,2066,70,64,133,10,0,9,3,0,3,28,13,40,65,12,76,38,35,78,1287,1158,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,5,23,0,25,32,0,31,0,0,0,0,0,0,0,0,0,0,0,0,161,271,427,277,284,555,16,21,30,1765,1733,3494
UCL514003,0,0,0,33,3,35,0,0,0,0,0,0,0,0,0,1126,1150,2280,135,83,219,16,0,16,7,0,6,48,19,67,69,19,83,58,84,141,1488,1360,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,4,0,9,28,14,39,35,17,50,0,0,0,0,0,0,0,0,0,0,0,0,118,211,329,297,281,578,14,5,23,1948,1873,3819
UCL514004,0,0,0,10,0,15,0,0,0,0,0,0,5,6,11,927,904,1828,87,98,188,18,0,18,3,0,6,6,0,11,16,3,18,81,62,141,1159,1085,2246,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,24,18,12,32,0,0,0,0,0,4,4,0,6,7,3,5,23,76,103,125,131,258,6,5,13,1339,1316,2652
UCL515001,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,114,117,233,7,14,22,0,0,0,0,0,0,0,0,3,7,0,7,7,10,20,143,144,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,54,28,26,53,0,6,6,198,209,402
UCL515002,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,213,216,434,19,10,23,0,0,0,0,0,0,0,0,0,11,6,18,5,0,3,260,237,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,24,40,44,35,78,0,0,0,324,299,627
