UCL_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL122112,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6
UCL122113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122114,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,9
UCL122115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,10,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,12
UCL122117,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,13
UCL122118,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,6,3,0,0,0,0,16
UCL122119,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
UCL122120,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,18
UCL122121,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,4,0,0,12,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,3,6,3,4,0,0,18
UCL122122,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
UCL122123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,6,8,4,0,0,0,0,15
UCL122124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3
UCL122125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,5
UCL122126,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
UCL122127,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,13
UCL122128,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,11
UCL122129,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3
UCL122130,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7
UCL122131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
UCL122132,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,9,3,4,4,0,0,0,22,0,0,0,0,0,0,0,0,9,9,11,5,6,0,0,33
UCL122133,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,9,5,0,0,0,0,15
UCL122134,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,0,0,8
UCL122135,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL122136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,8,5,6,0,0,0,0,23,0,0,0,0,0,0,0,0,8,11,11,0,0,0,0,28
UCL122137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL122138,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,18
UCL122139,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,4,0,0,0,10,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,5,4,8,0,0,14
UCL122140,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,9
UCL122141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
UCL122142,0,9,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,0,13
UCL122143,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,8,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,11
UCL122144,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,7,7,0,4,0,18,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,6,7,10,10,0,4,0,29
UCL122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3
UCL122146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7
UCL122147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13
UCL122148,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL122149,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,3,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,23
UCL122150,5,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,0,16,3,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,9,6,0,9,3,0,0,26
UCL122151,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,4,0,0,11
UCL122152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9
UCL122153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
UCL122154,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,8
UCL122155,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,23
UCL122156,3,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,5,3,7,0,0,25
UCL122157,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,17
UCL122158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,4,6,0,4,4,0,0,12
UCL131001,614,1137,916,691,678,160,60,4262,169,156,111,74,102,25,11,654,45,67,56,22,38,3,3,237,1230,2295,2013,1497,1767,457,186,9446,48,79,62,40,41,10,3,283,81,93,70,41,36,4,0,325,126,174,136,76,74,15,3,604,1358,2468,2148,1577,1844,472,191,10055,1433,1445,869,589,566,93,43,5036,59,68,69,44,21,5,3,265,2843,3976,3086,2209,2434,570,233,15351
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL201001,5208,10595,7807,5824,7858,4210,2275,43779,1022,1082,709,536,780,420,258,4815,304,481,302,253,323,166,85,1917,10731,22351,17654,13709,20002,11490,6439,102374,425,844,582,473,618,376,222,3534,657,1328,704,515,643,317,181,4342,1077,2173,1285,987,1265,688,400,7880,11813,24522,18935,14696,21265,12176,6838,110248,11142,13006,7718,5707,7125,3992,2563,51249,384,481,285,223,155,71,59,1664,23339,38005,26940,20629,28546,16249,9453,163164
UCL203001,269,563,364,259,293,71,31,1849,59,57,26,26,30,9,3,203,14,22,13,5,0,0,0,58,453,909,685,525,671,174,89,3500,22,28,25,19,43,5,5,145,35,56,35,16,18,6,0,167,59,84,65,37,60,8,3,315,512,989,747,559,726,184,93,3811,560,552,320,225,213,60,15,1939,6,15,15,14,3,0,0,54,1080,1550,1083,793,946,240,112,5806
UCL203002,273,511,352,239,272,67,18,1731,63,58,30,11,22,5,3,196,12,26,13,5,4,3,0,71,462,895,688,502,601,180,63,3399,17,39,16,15,8,4,0,99,18,35,28,21,20,0,0,120,33,75,40,32,29,6,0,219,501,969,730,543,634,186,66,3621,540,558,281,217,200,42,20,1857,16,20,10,6,6,3,0,66,1052,1549,1028,763,839,227,90,5542
UCL203003,323,706,467,337,416,131,60,2449,65,61,46,35,39,15,6,268,20,27,16,5,16,3,5,93,594,1259,888,711,976,375,181,4997,18,34,27,22,33,8,3,145,43,87,50,21,22,4,0,234,56,121,79,45,53,15,4,376,653,1374,965,757,1035,391,187,5368,642,701,408,305,318,137,64,2566,27,21,3,3,8,0,0,66,1318,2100,1382,1070,1358,533,253,8000
UCL211001,118,212,135,88,115,22,8,701,16,19,9,5,6,6,0,56,4,10,10,6,0,0,0,34,186,398,280,184,249,67,23,1391,8,16,3,4,9,3,0,46,14,17,12,6,4,4,0,57,21,34,15,8,11,9,0,99,211,432,292,190,262,78,26,1491,228,260,149,91,113,22,3,864,0,3,3,9,8,0,0,19,437,698,451,290,382,98,31,2377
UCL211002,179,319,195,130,182,47,24,1063,44,42,20,16,17,5,4,143,26,27,16,8,12,3,8,92,383,642,431,292,404,130,73,2345,27,48,39,31,32,8,3,183,57,83,33,35,28,7,0,252,85,132,66,62,59,19,8,433,475,773,498,349,461,147,80,2774,708,666,345,218,214,66,35,2245,12,12,11,9,0,5,0,45,1191,1454,856,571,675,214,113,5069
UCL212001,31,89,75,40,57,17,10,317,7,4,5,5,0,0,0,37,3,4,0,0,0,0,0,11,73,184,161,110,122,52,26,724,6,7,6,3,0,0,0,26,11,10,5,0,4,0,0,29,19,15,10,7,4,0,0,58,90,201,171,115,127,52,26,778,108,113,73,33,41,13,7,403,0,0,0,0,3,0,0,3,195,315,244,152,176,70,35,1182
UCL212002,19,68,38,30,39,3,5,203,9,6,0,8,3,0,0,31,0,5,0,4,0,0,0,5,41,127,83,64,85,16,11,418,4,3,3,3,3,0,0,17,6,4,6,0,3,0,0,15,6,4,5,7,6,0,0,37,51,129,93,74,93,16,11,455,86,71,43,23,28,3,0,257,5,3,5,0,0,0,0,10,142,205,141,97,120,16,9,722
UCL212003,98,163,123,85,92,31,4,589,23,21,7,0,10,0,0,65,6,12,13,10,7,0,0,43,177,327,251,189,241,61,18,1255,11,14,8,0,3,0,0,33,13,17,14,3,3,0,0,56,24,31,18,4,13,0,0,92,201,359,273,192,252,61,15,1354,231,258,134,82,57,21,9,783,10,12,3,5,9,0,0,34,435,620,404,279,314,87,22,2167
UCL212004,24,82,57,49,69,19,5,303,0,8,4,6,7,0,0,18,0,0,0,0,0,0,0,3,44,131,120,92,126,42,13,566,0,4,4,3,4,0,0,11,0,8,4,0,0,0,0,17,0,6,9,7,4,0,0,26,43,139,128,95,132,41,13,591,23,43,35,18,18,7,0,149,8,4,0,0,0,0,0,9,77,184,160,117,148,51,15,753
UCL212005,121,247,152,100,108,35,13,770,22,29,10,5,12,0,6,86,7,13,14,8,6,3,0,53,209,435,288,216,258,78,27,1511,10,17,17,9,13,6,0,63,27,28,20,6,9,3,0,89,33,35,29,23,18,10,3,150,242,465,324,232,278,89,31,1667,314,346,182,113,122,21,9,1114,5,6,18,0,3,0,0,39,561,823,520,353,408,113,38,2817
UCL212006,66,139,102,66,83,28,16,497,13,12,11,9,4,3,0,59,6,0,8,0,0,0,0,22,140,286,222,145,230,90,54,1170,3,9,3,3,3,4,0,25,11,18,4,5,0,0,0,32,12,21,13,5,4,4,0,63,160,303,228,151,232,99,56,1227,100,140,76,45,63,13,10,440,4,5,0,0,0,0,0,5,255,451,305,193,301,110,63,1681
UCL212007,30,63,48,31,35,14,8,230,3,6,4,0,0,0,0,20,0,0,0,0,0,0,0,5,48,121,122,77,114,35,18,525,0,3,3,4,0,4,0,16,0,5,0,0,0,0,0,6,0,10,3,4,0,4,0,23,53,126,122,80,117,33,22,552,22,25,25,11,18,5,0,113,0,0,0,3,0,0,0,4,73,157,149,94,133,44,15,666
UCL212008,99,129,86,55,67,17,5,461,13,11,11,0,4,0,0,34,0,9,5,0,5,0,0,22,134,236,197,110,144,47,18,892,6,7,10,4,8,3,0,46,7,13,5,4,4,0,0,36,16,20,15,9,14,3,0,83,150,260,215,120,160,46,19,970,150,135,48,47,43,15,3,438,3,7,3,0,0,0,0,17,309,401,266,167,207,59,22,1425
UCL212009,88,175,136,87,106,21,10,610,25,13,4,0,0,0,0,48,4,0,5,4,0,0,0,16,138,278,225,152,194,47,7,1041,3,11,0,0,8,0,0,26,4,11,9,3,7,0,0,28,7,16,14,5,7,0,0,57,146,296,240,155,203,47,13,1099,106,126,73,36,42,14,4,398,7,3,0,0,0,0,0,7,256,431,306,195,245,61,13,1504
UCL213001,45,65,35,39,40,8,4,228,9,3,3,4,5,0,0,30,5,4,0,0,0,0,0,5,72,109,68,74,89,18,9,428,4,6,4,3,0,0,0,17,5,4,0,0,4,0,0,18,7,13,3,5,4,0,0,35,76,119,74,81,90,20,9,458,88,102,44,39,32,6,0,317,0,7,3,5,0,0,0,13,169,224,125,119,121,22,4,788
