UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL321032,7,4,3,0,0,0,8,5,0,0,0,0,0,7,0,0,0,0,0,0,4,5,0,0,0,0,0,6,0,0,0,0,0,0,8,8,0,0,0,0,0,14,4,6,5,0,0,0,7,0,9,7,3,0,0,20,7,4,0,0,6,0,17,6,4,4,0,0,0,17,7,14,3,0,0,0,26,5,14,4,0,0,0,31,0,11,5,0,0,0,14,3,9,3,0,0,0,16,5,13,7,0,0,0,23,13,21,8,0,3,0,46,0,7,0,0,0,0,9,0,0,0,0,0,0,6,9,10,7,3,0,0,27,82,126,51,16,14,0,295
UCL321033,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,6,5,5,5,0,0,0,11,4,7,0,5,4,0,22,6,25,0,0,0,0,33,5,16,3,0,0,0,20,0,3,0,0,0,0,8,3,6,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,4,3,0,8,47,74,15,8,4,0,158
UCL321034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,4,0,0,0,0,8,6,0,3,0,0,0,7,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,16,4,8,0,0,44
UCL321035,3,0,3,0,0,0,9,5,0,0,0,4,0,4,5,4,0,0,4,0,11,8,3,3,0,0,0,10,5,4,3,0,5,0,21,16,6,6,8,0,0,31,9,11,7,0,3,0,28,22,16,7,4,0,0,45,10,11,7,3,0,0,34,14,12,8,5,0,0,36,8,10,5,4,0,0,20,4,4,3,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,17,101,81,51,22,21,7,281
UCL321036,6,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,0,15,0,0,3,0,5,0,14,0,4,0,0,0,0,8,9,9,0,0,0,0,13,3,9,4,0,0,0,15,10,24,7,0,0,0,39,4,11,0,0,0,0,17,6,3,0,0,0,0,11,0,5,5,0,0,0,10,5,0,3,0,0,0,8,0,0,4,0,0,0,7,0,3,0,0,0,0,3,6,3,3,0,0,0,21,52,89,36,10,7,0,198
UCL321037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,6,0,0,0,0,12,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,6,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,9,3,0,0,55
UCL321038,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,10,4,0,3,6,0,0,10,3,6,0,0,0,0,6,5,5,0,0,0,0,5,4,6,0,0,0,0,8,4,0,0,0,0,0,9,0,3,0,0,0,0,5,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,5,43,25,10,8,4,0,86
UCL321039,3,0,0,0,0,0,5,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,4,0,0,0,0,8,0,3,0,0,0,0,5,8,3,7,0,0,0,9,4,0,0,0,0,0,15,0,0,0,4,0,0,9,3,0,7,0,0,0,16,5,3,0,0,0,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,10,9,3,0,0,0,0,17,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,5,0,0,0,5,56,35,24,3,6,0,124
UCL321040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,3,0,0,0,0,9,3,3,0,0,0,0,8,4,0,0,0,0,0,5,4,0,0,0,0,0,6,3,8,0,0,0,0,16,0,4,0,0,0,0,3,0,3,0,0,5,0,16,7,5,0,0,0,0,5,0,0,0,0,0,0,0,3,7,0,0,0,0,14,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5,50,38,11,0,3,0,105
UCL321041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,13,3,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,8,6,4,3,0,41
UCL321042,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,0,3,0,0,0,9,0,9,0,0,0,0,13,4,5,5,0,0,0,17,3,7,0,0,0,0,10,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,21,32,19,5,6,0,80
UCL321043,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,0,0,0,0,0,6,7,0,0,0,0,0,7,4,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,6,0,0,0,0,6,7,4,3,0,0,0,13,0,4,0,0,0,0,0,0,5,0,0,0,0,7,9,5,0,0,0,0,18,8,5,5,0,0,0,19,3,0,0,0,0,0,3,0,0,4,0,0,0,3,0,5,6,0,0,0,6,31,42,21,9,8,0,108
UCL321044,7,0,0,0,0,0,5,0,0,4,0,0,0,4,7,5,0,0,0,0,11,3,0,3,0,0,0,16,7,5,0,0,4,0,21,14,8,6,3,5,0,33,14,11,6,0,0,0,37,5,6,4,0,0,0,15,5,6,0,3,0,0,17,5,6,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,16,97,39,21,12,17,0,186
UCL321045,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,5,3,0,5,0,0,0,7,4,0,0,0,0,0,7,5,5,0,0,4,0,9,4,3,4,0,4,0,12,13,14,0,0,0,0,34,0,8,6,0,0,0,16,8,25,3,4,0,0,41,10,8,0,0,0,0,27,3,0,0,0,0,0,10,5,14,0,0,0,0,26,3,10,0,0,0,0,14,0,4,0,0,0,0,3,0,0,0,0,0,0,3,4,5,4,0,0,0,10,73,110,24,7,9,0,228
UCL321046,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,0,9,0,4,0,0,0,0,6,0,8,4,0,0,0,12,0,4,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,18,19,0,0,0,68
UCL321047,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,8,0,0,0,0,10,4,6,0,9,5,0,16,9,6,0,4,0,0,19,0,5,5,3,0,0,17,4,0,0,0,0,0,10,0,6,0,0,0,0,6,6,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,10,13,7,0,93
UCL321048,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,5,0,25
UCL321049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,3,0,3,0,0,0,9,4,9,0,0,0,0,16,8,9,0,0,0,0,23,5,3,6,0,0,0,9,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,30,42,16,3,0,0,90
UCL321050,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,8,7,0,0,7,0,15,8,6,0,0,0,0,15,8,4,4,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,23,5,8,9,6,76
UCL321051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,3,7,3,0,0,0,0,7,0,4,3,0,0,0,14,4,3,0,0,0,0,7,3,0,0,0,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,11,24,14,7,3,9,0,67
UCL321052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL321053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11
UCL321054,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,10,0,0,0,0,0,10,5,0,0,0,0,0,5,0,3,0,5,0,0,7,5,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,4,7,3,0,58
UCL321055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,4,0,0,4,0,6,0,4,0,0,10,0,0,0,3,0,0,6,5,7,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,5,6,0,0,54
UCL321056,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,5,3,7,0,0,0,0,11,3,8,0,5,0,0,17,6,4,0,0,0,0,9,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,20,27,0,6,6,0,56
UCL321057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,6,0,0,0,10,6,3,0,0,0,0,7,3,4,0,0,0,0,6,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,3,0,3,0,39
UCL321058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,4,9,4,0,0,0,14,5,12,0,0,6,0,24,5,4,0,0,0,0,14,3,10,0,0,0,0,11,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,11,26,45,14,8,10,0,108
UCL321059,0,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,3,0,0,0,9,0,0,0,0,0,0,6,0,8,0,0,0,0,5,4,0,3,0,0,0,9,0,5,0,0,0,0,7,3,6,3,0,0,0,14,5,6,0,0,0,0,9,5,4,6,0,0,0,20,0,4,3,0,0,0,10,0,5,3,0,0,0,10,3,13,7,0,0,0,23,0,8,4,0,0,0,14,4,3,3,0,0,0,13,0,3,0,0,0,0,3,3,0,0,0,0,0,5,38,82,34,10,6,5,175
UCL321060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,4,0,0,0,0,8,10,4,0,0,0,0,11,0,8,0,0,0,0,10,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,18,10,3,0,4,59
UCL321061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,6,5,0,0,0,0,0,4,0,5,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,3,5,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,4,4,3,0,49
UCL321062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321063,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,5,3,3,0,5,0,0,10,0,0,3,0,0,0,8,0,6,0,0,0,0,8,5,0,3,0,0,0,8,3,5,0,3,0,0,12,0,3,0,0,0,0,4,0,5,0,0,0,0,7,0,0,7,0,0,0,5,0,8,0,0,0,0,14,3,4,0,0,0,0,6,7,0,0,0,0,0,8,5,0,3,0,3,0,19,43,42,29,8,3,0,126
UCL321064,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,18,6,6,0,3,0,41
UCL321065,4,0,0,0,0,0,7,3,0,0,0,0,0,4,4,0,0,0,0,0,10,7,0,0,0,0,0,5,4,0,0,0,0,0,7,5,4,0,0,0,0,11,3,6,0,0,0,0,20,12,15,7,4,3,0,43,8,10,4,0,0,0,27,4,8,0,0,0,0,18,4,5,3,0,5,0,11,4,11,0,0,0,0,13,0,5,5,0,0,0,7,0,0,3,0,0,0,3,3,3,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,11,73,66,30,14,15,0,195
UCL321066,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,9,0,5,0,34
UCL321067,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
UCL321068,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,0,0,0,0,0,7,4,0,0,0,0,0,5,0,4,0,0,5,0,15,4,8,0,0,0,0,8,13,12,0,3,5,0,27,7,10,0,0,0,0,12,5,4,3,3,0,0,19,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,8,0,0,0,0,8,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,10,50,60,17,12,10,0,148
UCL321069,3,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,5,0,0,0,0,6,0,6,0,0,4,0,3,7,4,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,32,20,9,5,9,0,70
UCL321070,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,0,10,0,6,4,5,0,0,11,0,0,0,0,0,0,8,6,11,0,0,6,0,13,3,5,0,0,0,0,9,0,8,0,0,0,0,7,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,8,37,43,12,8,4,3,105
UCL321071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,3,3,0,0,0,0,10,3,7,3,0,0,0,11,9,5,3,0,0,0,14,0,9,0,0,0,0,11,3,4,0,0,0,0,7,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,7,29,35,12,7,4,0,86
UCL321072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,3,0,0,0,0,9,3,3,0,0,4,0,12,0,12,4,3,0,0,21,8,20,0,0,0,0,29,11,10,4,0,0,0,25,9,5,0,0,0,0,12,5,8,3,0,0,0,13,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,13,56,76,21,3,5,0,167
UCL321073,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,3,4,0,0,0,0,7,0,3,0,0,0,0,7,5,3,0,0,0,0,9,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,18,10,3,0,0,65
