UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL322136,27,11,9,0,13,12,0,3,24,4,15,217,8,301,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,4,0,0,0,3,0,0,6,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,0,11,9,0,0,0,4,5,0,0,0,0,5,24,0,46,0,0,0,0,0,0,0,0,0,0,0,0,18,19,34,15,5,0,14,13,0,5,29,3,15,243,35,365,13,5,0,0
UCL322137,14,13,4,4,17,6,0,8,18,0,18,106,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,9,4,0,0,0,3,5,0,0,0,0,0,0,10,13,22,12,4,4,20,8,3,8,18,3,15,105,12,189,4,8,0,0
UCL322138,30,34,7,0,9,17,5,10,20,0,18,88,15,191,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,4,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,4,11,19,35,39,8,0,16,21,5,9,28,3,15,96,27,222,4,8,0,0
UCL322139,6,13,0,0,23,8,0,0,6,0,11,197,11,255,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,4,10,13,7,13,0,0,23,8,0,0,5,0,11,210,23,283,0,5,0,0
UCL331001,37092,31296,12202,1473,16173,16083,3176,8307,31257,3383,28079,217483,16911,354830,1504,991,535,61,687,709,138,396,997,157,982,7332,624,12518,3044,1286,1048,153,1142,1348,254,759,1503,327,1744,8181,539,16285,868,310,349,68,334,440,78,237,395,148,602,3366,181,5860,453,124,154,58,319,285,68,83,166,73,283,1444,120,2772,48,22,10,8,30,37,3,10,23,8,26,268,22,425,275,222,91,12,231,120,22,39,150,33,262,3072,243,4318,44,33,23,3,30,26,10,7,45,9,80,1101,45,1372,60,29,22,4,86,42,9,7,36,4,65,764,37,1058,312,181,110,11,106,122,35,69,223,14,255,1952,93,3009,317,221,125,13,143,159,23,67,287,36,308,2648,129,3978,6915,3414,2475,401,3122,3279,644,1681,3819,801,4605,30130,2030,51594,1109,531,344,74,483,529,129,272,533,133,451,3141,36357,42146,45116,35241,15014,1950,19779,19898,3949,10264,35614,4318,33132,250753,55296,448574,15937,17282,5343,149
UCL379997,0,0,0,0,0,0,0,0,0,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,23,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,4,0,0,42,133,183,0,0,0,0
UCL399994,1068,904,296,34,456,463,87,301,1631,112,1052,4227,1043,9019,74,49,31,0,40,44,3,24,81,5,60,341,76,681,106,60,32,5,43,41,5,30,77,9,77,416,37,764,29,7,3,0,16,10,5,0,14,0,25,275,25,367,12,4,0,0,6,4,8,5,14,0,11,119,12,167,0,0,0,0,0,0,0,0,0,0,5,33,9,48,9,0,3,0,7,6,0,0,12,4,5,137,11,181,3,4,0,0,0,0,0,0,4,0,0,165,9,183,0,0,0,0,3,0,0,0,8,0,0,71,6,82,12,12,7,0,3,5,3,4,22,0,15,206,10,269,11,17,3,0,5,3,0,3,11,4,11,88,5,142,252,155,84,7,119,120,25,69,247,25,209,1853,203,2883,19,14,6,3,9,10,0,11,31,5,14,92,2614,2770,1341,1078,390,44,579,591,115,376,1912,143,1281,6171,3862,14670,187,273,46,0
UCL401001,77360,87817,25390,6687,39981,33891,6832,15232,98769,7690,79858,502872,30570,840784,1246,1098,467,93,842,582,123,268,1169,138,1149,6590,396,11428,16389,7557,5190,1810,7910,7712,1339,3836,8809,1704,9666,36272,2521,80081,3467,1208,1252,569,1785,1973,339,764,1527,477,2081,8386,501,17591,9853,2326,2784,2111,6640,5595,1049,1411,4120,1433,5659,20092,1378,44880,1132,625,249,105,1082,582,181,151,943,134,1314,11928,495,16593,2363,2490,839,241,3337,1198,368,307,1731,344,4030,36746,1301,50248,638,618,359,81,1109,447,118,92,640,128,1654,30329,470,35403,1433,1495,345,139,3321,909,247,186,1396,177,2806,61683,1401,72447,889,844,343,60,558,333,68,126,1046,90,1054,9438,304,13403,651,706,261,64,678,313,95,115,770,79,1085,12575,469,16485,38055,18973,12098,5267,27262,19646,3924,7256,22142,4710,30495,234046,9229,358559,1879,894,499,322,1062,940,185,463,1070,271,930,4226,36822,45673,117295,107685,37988,12277,68308,54475,10938,22944,121988,12666,111284,741145,76619,1245011,31393,52921,10630,179
UCL412001,2385,2770,703,203,1273,962,200,508,3090,214,2389,12764,848,22767,22,16,8,0,18,7,3,3,33,0,27,127,12,227,741,321,238,94,369,371,55,171,345,78,366,1136,101,2946,65,26,20,15,49,47,14,19,38,15,45,141,15,350,59,18,16,15,47,29,5,0,16,4,27,122,13,260,0,0,0,0,0,3,0,0,3,0,0,51,3,65,19,21,6,0,21,5,0,3,19,0,24,203,9,283,5,8,0,3,3,5,0,0,6,0,10,78,6,99,6,9,0,0,8,6,0,0,7,0,7,69,5,104,11,3,3,4,11,6,0,0,19,0,13,108,4,158,5,3,5,0,12,6,0,0,9,0,19,131,3,187,934,424,303,119,529,477,81,204,485,106,539,2161,165,4672,78,38,22,14,44,41,4,26,43,5,28,88,864,1119,3405,3236,1031,342,1845,1479,279,733,3618,325,2954,15015,1877,28562,999,1541,284,0
UCL412002,1486,1922,499,109,738,650,116,269,2081,164,1629,10408,555,17259,18,20,10,0,10,11,3,5,15,3,23,126,7,209,276,123,101,26,117,110,19,51,165,24,191,777,24,1525,84,28,34,12,41,33,7,21,33,8,32,139,11,333,22,7,3,5,16,9,8,4,18,3,19,90,8,167,0,0,0,0,10,0,0,0,6,0,0,49,0,59,14,21,0,5,20,9,0,0,12,5,18,249,7,327,8,9,0,0,3,3,0,0,4,0,7,100,0,123,9,4,0,0,26,3,0,0,3,0,9,202,4,259,16,22,4,0,13,8,0,0,24,0,21,137,5,220,14,22,5,0,7,10,0,0,10,4,28,248,11,340,451,255,158,46,266,199,33,83,291,46,359,2127,76,3561,27,21,6,3,12,12,3,3,17,6,7,66,603,732,1966,2197,662,157,1017,867,152,355,2391,216,1994,12600,1231,21554,592,1204,176,3
UCL412003,2331,2552,695,212,1415,1202,239,578,2720,295,2051,12436,871,22161,22,28,7,5,16,10,4,11,23,3,17,131,14,237,195,96,55,21,122,96,21,50,73,17,100,302,27,797,83,16,37,13,56,44,11,27,22,14,45,103,14,310,64,15,17,19,47,50,13,11,31,9,32,94,18,278,5,0,0,0,4,0,0,0,0,0,4,68,0,84,22,25,4,0,42,10,5,7,16,0,49,486,26,648,5,10,0,0,3,0,0,0,8,0,8,83,3,102,9,10,3,0,14,6,0,0,8,0,8,190,5,235,7,0,9,0,6,6,0,0,12,0,9,51,0,81,8,10,4,0,11,10,0,0,10,0,14,227,7,279,399,215,141,61,317,228,52,108,201,37,281,1741,105,3048,61,33,26,9,42,36,4,28,37,9,26,116,1239,1523,2793,2800,864,272,1770,1466,298,708,2956,348,2357,14293,2212,26734,713,1327,219,3
UCL412004,1713,2004,443,110,1119,670,180,437,1914,165,1467,8976,627,15756,18,20,10,0,17,8,3,5,14,0,11,103,9,176,554,211,148,65,309,244,61,171,195,57,233,672,80,1926,81,26,26,13,69,43,11,14,36,4,43,95,3,295,89,17,20,18,73,41,10,19,32,6,43,115,13,314,4,0,0,0,0,0,0,0,0,0,7,33,0,37,16,21,10,0,36,5,0,3,12,6,18,302,12,407,3,3,0,0,0,0,0,0,0,0,6,45,0,56,7,9,6,0,14,7,0,0,7,0,6,209,0,252,6,10,3,0,9,0,6,3,4,6,11,40,0,75,14,12,6,3,21,13,0,6,13,0,23,161,3,230,789,323,220,94,551,366,80,222,312,87,398,1775,129,3755,55,36,15,7,43,32,7,17,30,4,21,95,1126,1368,2557,2366,680,218,1717,1066,266,672,2253,258,1890,10845,1884,20880,680,953,143,7
UCL413001,935,1178,396,58,325,426,64,135,1103,70,1089,8060,398,12567,17,14,8,0,8,4,0,0,16,0,13,92,7,158,236,109,83,17,79,103,20,38,112,25,122,700,40,1362,57,20,19,0,26,23,8,8,21,10,50,190,4,340,27,9,18,0,12,14,3,0,13,0,24,113,3,190,6,0,3,0,0,7,0,0,0,0,0,23,0,37,10,18,0,0,8,8,0,0,12,0,9,86,3,141,9,3,3,0,0,0,0,0,11,0,4,86,0,108,10,12,3,0,0,4,0,0,0,5,10,44,0,68,16,16,4,0,6,7,0,4,15,0,18,129,4,205,16,16,3,0,11,3,0,0,17,0,16,126,0,197,390,214,145,27,144,175,25,60,222,44,267,1599,59,2806,6,0,6,0,6,7,0,4,0,0,0,28,361,416,1334,1388,548,88,469,613,93,202,1328,116,1359,9696,814,15783,511,773,215,0
UCL413002,1778,1596,498,163,1062,790,170,429,1901,198,1402,7146,939,13951,15,22,4,0,21,8,4,15,20,6,12,129,12,223,159,69,45,13,76,66,14,45,83,29,88,164,28,538,35,10,11,9,18,23,0,13,15,7,20,62,10,163,38,9,15,10,32,23,4,9,14,8,12,52,21,173,13,4,0,0,12,3,0,0,4,0,10,43,3,75,28,20,3,0,35,12,3,0,6,0,32,497,42,648,0,0,0,0,4,0,3,0,0,0,7,196,11,223,7,0,3,0,7,0,0,0,6,0,0,143,5,162,0,7,5,0,6,3,0,0,11,0,12,17,4,50,10,8,3,0,7,3,0,0,5,0,9,106,9,143,300,152,96,32,219,142,29,86,156,42,201,1416,156,2396,72,34,12,7,34,21,3,17,39,9,34,105,844,1108,2153,1789,609,196,1319,960,211,532,2091,252,1634,8664,1927,17457,439,667,138,0
UCL413003,1150,1368,325,92,860,509,171,263,1039,104,853,5685,938,10653,11,8,4,0,4,0,0,0,16,0,4,89,9,129,78,32,21,13,43,36,6,17,32,11,36,97,23,285,27,5,13,0,14,14,0,4,13,0,8,47,4,107,19,4,6,3,12,8,0,5,9,0,6,25,3,67,0,0,0,0,0,0,0,0,0,0,0,14,8,21,3,0,0,0,3,0,0,0,3,0,3,147,3,165,0,0,0,0,4,0,0,0,0,0,0,31,0,38,0,0,0,0,6,0,0,0,0,0,4,227,12,252,4,4,0,0,3,0,0,0,3,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,25,9,41,137,58,48,18,90,58,8,31,60,14,59,713,75,1124,28,20,3,0,23,11,8,3,15,0,7,62,879,1007,1317,1437,381,113,967,576,185,297,1119,121,925,6453,1889,12788,350,591,105,3
UCL413004,1080,1203,376,116,638,489,90,266,1095,111,920,7481,521,12136,17,14,8,5,10,6,0,4,12,0,14,70,10,136,85,43,30,11,42,51,13,27,40,9,45,181,10,416,28,5,4,4,20,15,0,11,14,3,11,63,0,144,18,3,16,9,19,26,5,4,8,0,11,69,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,0,18,3,0,4,5,0,17,148,6,200,4,0,0,0,3,0,0,0,0,0,3,29,0,37,5,5,0,0,0,0,0,0,0,0,0,75,8,82,10,5,0,0,8,0,0,3,4,0,5,33,0,46,3,0,3,0,0,0,0,0,3,0,5,36,4,62,166,87,53,28,123,111,18,44,86,20,110,718,40,1266,29,19,3,3,27,24,10,5,14,5,14,103,807,1006,1276,1303,439,146,789,623,117,323,1190,136,1046,8296,1370,14404,361,631,120,3
UCL413005,1689,1346,404,156,1031,689,172,415,1640,150,1051,6263,517,11777,13,11,0,0,10,3,0,0,15,6,6,35,3,82,100,47,27,5,62,65,13,48,62,14,47,100,10,338,25,4,7,0,17,15,3,4,10,5,10,31,6,84,52,17,6,6,39,21,4,10,16,7,21,66,3,163,0,3,0,0,3,0,0,0,3,0,0,16,0,27,12,10,5,0,14,4,7,0,0,5,8,106,4,140,4,0,0,0,3,0,0,0,0,0,0,22,0,23,4,0,0,0,8,0,0,0,7,0,8,88,0,111,7,0,0,0,8,0,0,4,6,0,5,22,0,35,0,0,0,0,3,0,0,0,0,0,0,49,3,69,217,89,42,18,171,118,32,70,121,27,101,529,29,1069,73,24,11,13,31,29,8,13,39,9,20,80,642,860,1983,1458,457,187,1239,836,209,502,1803,181,1168,6876,1194,13708,416,499,77,0
UCL413006,2156,1320,750,214,943,1073,161,411,1696,244,1434,5996,430,12643,24,14,11,0,13,18,0,6,22,3,28,86,9,176,622,202,183,74,260,289,40,134,196,59,312,744,59,2139,88,37,39,12,43,42,3,25,37,5,71,144,15,392,44,5,13,8,20,20,4,13,18,0,27,69,3,164,0,0,0,0,3,3,0,0,0,0,0,10,0,18,9,9,6,0,10,8,0,0,4,8,10,108,0,151,6,4,4,0,0,0,0,0,9,0,6,41,0,61,11,8,0,0,7,6,0,0,4,6,0,53,0,77,12,4,6,0,4,6,0,3,11,0,11,69,6,108,20,9,5,0,12,5,0,8,9,0,5,51,5,93,830,290,267,94,365,399,58,185,304,76,467,1369,92,3366,65,28,22,3,17,32,0,18,28,10,24,77,485,696,3047,1636,1035,311,1331,1508,220,612,2028,333,1925,7436,1009,16709,417,525,149,3
UCL414001,1225,715,390,84,565,609,92,253,903,126,727,3072,197,6489,23,10,5,0,6,12,0,4,12,5,14,51,3,107,349,89,106,38,162,181,16,67,121,39,134,428,31,1168,50,7,24,9,19,26,4,15,26,9,23,93,5,209,19,4,9,0,11,10,4,4,8,7,5,36,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,5,6,3,4,0,3,9,27,4,54,7,0,4,0,0,0,0,0,0,0,0,8,0,21,4,0,0,3,0,0,0,3,5,0,5,23,0,30,12,0,4,0,0,0,0,0,3,0,3,29,0,54,11,4,0,0,0,5,0,7,9,0,7,15,0,34,470,130,155,51,208,241,30,90,184,70,205,721,46,1769,54,18,10,21,19,25,4,13,29,13,29,67,310,500,1750,861,550,161,797,877,122,360,1118,201,960,3857,556,8756,224,275,69,3
UCL414002,315,470,84,8,160,128,29,56,518,15,355,2658,119,4204,3,3,0,0,0,0,0,0,8,0,10,29,3,51,68,27,20,0,17,22,7,10,35,0,34,156,9,322,9,4,4,0,7,12,0,0,7,0,4,51,0,74,7,0,0,0,4,3,0,0,0,4,0,15,0,31,0,0,0,0,0,0,0,0,3,0,4,6,0,10,4,4,4,0,0,0,0,0,0,0,0,40,0,48,0,0,0,0,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,4,0,0,0,0,0,0,19,3,25,3,0,5,0,0,4,0,0,3,0,3,33,0,48,96,45,31,0,37,40,6,10,58,4,57,354,16,634,7,9,4,0,3,0,0,0,8,0,3,32,200,252,418,520,121,11,199,168,36,70,583,25,415,3050,331,5082,184,317,44,0
UCL414003,423,373,114,58,191,193,30,88,363,42,287,2279,129,3770,4,9,0,0,0,3,0,0,0,0,7,143,3,169,22,18,11,5,18,14,0,5,17,3,19,33,3,105,9,0,3,0,6,0,0,0,0,0,0,17,0,28,5,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,7,5,10,0,0,12,3,5,0,4,0,15,277,9,333,0,4,0,0,0,0,0,0,0,0,6,101,0,111,0,3,0,0,5,0,0,0,4,0,7,194,11,224,0,0,0,0,0,0,0,0,0,0,0,12,0,19,3,0,0,0,0,0,0,0,0,0,5,34,0,39,43,46,15,5,44,26,3,10,23,9,61,823,34,1049,10,6,3,5,4,9,0,0,13,0,4,63,308,406,473,428,129,66,236,227,36,96,398,44,355,3164,471,5223,131,201,35,4
UCL414004,674,588,171,52,354,266,46,112,668,66,526,3003,177,5413,4,7,0,0,0,3,0,0,4,0,0,24,3,43,73,39,15,11,36,42,4,15,41,12,46,111,9,304,42,12,19,10,16,19,4,12,20,3,19,35,4,116,10,3,0,0,3,4,0,4,0,0,6,14,0,28,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,3,33,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,11,7,0,0,0,6,0,0,0,0,0,0,23,0,34,0,0,0,0,0,0,0,0,0,0,0,16,0,23,136,66,38,21,65,68,13,28,78,14,72,268,19,605,15,12,7,0,5,10,0,6,5,0,7,24,129,186,822,667,217,76,429,351,56,146,752,83,601,3291,321,6204,188,288,46,0
UCL414005,704,581,206,74,305,311,58,102,692,67,540,2921,186,5321,12,6,5,4,3,7,4,4,8,4,6,18,0,46,107,39,29,14,52,53,12,15,47,12,50,209,20,480,21,5,5,4,14,15,0,3,11,0,12,44,3,100,12,4,9,0,10,5,0,4,7,0,9,14,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,3,0,0,0,0,0,0,41,0,59,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,3,0,0,0,0,0,0,7,0,13,0,0,3,0,0,0,0,0,4,0,3,8,0,19,4,5,0,0,3,6,0,0,10,4,6,25,0,44,164,54,41,25,87,92,18,29,85,25,82,380,30,805,17,8,11,4,10,12,4,3,14,0,3,30,230,309,885,638,259,107,400,406,79,141,786,91,625,3337,449,6429,189,270,58,0
