UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL321068,56,44,16,0,15,14,10,11,62,3,39,396,23,594,5,3,0,0,5,0,0,0,3,0,3,36,3,54,5,8,0,0,0,4,4,4,4,0,3,45,6,70,0,0,0,0,0,0,0,0,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,17,3,0,4,7,4,4,10,0,15,123,10,186,0,0,0,0,0,0,0,0,0,0,0,0,39,38,71,60,17,3,17,20,10,12,74,3,55,521,70,828,23,27,7,0
UCL321069,122,67,43,8,31,45,8,35,86,14,92,358,20,703,7,7,0,0,0,8,0,4,8,0,4,27,0,49,28,14,13,0,4,12,0,3,17,0,8,38,0,96,4,0,6,0,0,3,0,0,0,0,3,19,0,26,0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,0,0,0,0,0,0,0,0,5,0,0,5,0,16,49,24,21,4,8,25,0,10,29,7,26,108,0,231,9,0,4,0,0,4,0,0,0,0,0,6,62,81,173,96,64,13,37,75,8,47,118,18,118,479,87,1014,36,36,8,0
UCL321070,52,66,9,3,26,33,0,18,78,9,57,354,36,592,0,0,0,0,0,0,0,0,4,0,0,9,0,13,4,0,0,0,0,4,0,0,6,0,7,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,0,0,3,8,0,0,6,0,4,28,0,53,0,0,0,0,0,3,0,0,0,0,0,0,45,51,66,70,11,3,28,38,0,17,83,9,65,382,80,696,22,33,4,0
UCL321071,37,28,18,0,24,23,6,7,41,4,29,340,8,505,0,0,6,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,5,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,3,3,4,3,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,6,4,0,0,4,0,0,34,6,59,0,0,0,0,0,0,0,0,0,0,0,3,28,37,36,35,27,3,27,21,6,7,44,4,32,373,49,597,9,19,7,0
UCL321072,65,82,26,5,38,28,12,16,97,8,56,437,14,711,3,4,0,0,0,0,0,0,5,0,4,10,3,23,9,8,3,0,6,0,5,0,4,0,15,7,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,8,0,6,0,5,3,9,0,21,42,7,87,0,0,0,0,9,3,0,4,0,0,0,11,45,60,83,90,36,5,48,33,13,25,112,8,79,485,61,860,24,40,15,0
UCL321073,73,48,28,3,30,15,8,18,68,3,47,413,14,624,0,0,0,0,3,0,0,0,0,0,4,35,0,43,12,4,3,0,5,3,0,3,7,0,5,39,3,70,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,8,16,9,4,0,6,3,0,4,7,0,12,114,0,158,0,0,0,0,0,0,0,0,0,4,0,10,79,96,85,58,29,3,34,22,8,25,69,12,57,535,94,872,20,27,7,0
UCL321074,73,65,20,10,40,61,7,27,77,17,50,397,28,701,6,4,0,0,0,3,0,0,4,0,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,3,7,0,0,7,0,6,21,0,42,0,3,0,0,0,0,0,0,0,0,0,16,76,92,89,70,20,10,47,71,9,32,89,19,52,432,102,835,17,33,5,0
UCL321075,58,93,26,0,28,10,3,5,79,0,92,582,41,907,10,9,0,0,0,5,0,0,0,0,9,49,0,84,15,10,7,0,4,6,0,3,9,0,8,40,3,87,0,0,0,0,0,3,0,3,4,0,0,14,0,23,0,0,6,0,7,0,0,0,0,0,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,5,0,7,0,0,0,0,0,4,0,0,0,0,5,5,0,19,35,26,15,0,15,17,9,4,22,4,23,131,4,249,0,0,5,0,0,0,0,0,3,0,0,3,43,55,92,117,42,3,45,26,10,13,105,9,115,717,89,1209,48,64,20,0
UCL321076,10,25,3,0,61,31,13,0,4,4,30,462,100,704,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,18,0,5,0,0,3,0,0,0,0,0,0,31,118,161,9,22,3,0,65,38,12,0,3,0,28,512,224,883,5,0,0,0
UCL321077,12,16,4,0,21,6,5,10,24,0,13,230,12,329,0,0,0,0,0,0,0,0,0,0,3,17,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,5,4,0,0,3,0,7,29,0,52,0,0,0,0,0,0,0,0,0,0,0,3,236,240,12,24,3,0,23,10,4,11,28,0,19,272,248,618,4,9,0,0
UCL321078,44,33,10,0,18,18,5,13,46,6,36,252,25,419,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,3,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,5,0,0,4,4,0,7,36,0,52,3,0,0,0,0,3,0,0,0,0,0,8,24,32,52,33,11,4,16,18,5,18,49,6,43,293,52,507,24,20,4,0
UCL321079,54,72,14,8,95,47,16,9,47,7,65,760,44,1104,5,0,0,0,0,4,0,0,0,0,0,11,0,18,4,0,0,0,0,0,0,0,4,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,4,0,4,34,0,58,0,3,0,7,3,4,6,4,0,4,4,37,116,164,54,79,17,16,100,55,15,17,50,6,76,836,164,1326,28,38,4,0
UCL321080,170,146,56,0,57,80,16,24,150,16,158,873,716,2126,4,6,0,0,3,0,0,0,3,0,4,22,18,63,11,0,0,0,6,4,0,4,5,0,9,13,13,52,5,0,0,0,0,0,0,0,0,0,0,5,5,16,4,0,0,0,4,5,0,0,3,0,4,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,24,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,3,16,21,14,3,0,15,8,5,4,11,4,23,82,42,199,3,0,0,0,0,0,0,0,0,0,3,4,72,82,196,162,60,0,71,87,15,35,162,18,180,964,828,2413,64,78,20,0
UCL321081,43,30,17,0,17,22,0,9,44,0,35,259,21,427,0,0,0,0,0,0,0,0,0,0,0,15,0,18,14,3,7,0,3,0,0,0,5,0,13,10,0,35,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,4,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,5,17,3,9,5,3,4,5,4,10,3,11,48,3,90,0,0,0,0,0,0,0,0,0,0,0,0,12,13,64,34,21,5,23,25,6,15,58,4,52,312,37,534,17,14,4,0
UCL321082,66,36,28,5,23,28,10,15,46,11,56,295,26,513,4,0,4,0,5,0,0,0,0,0,0,6,0,17,6,5,0,0,3,0,0,0,8,0,5,15,0,28,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,7,0,0,3,8,0,5,39,6,70,0,0,0,0,0,0,0,0,0,0,0,3,21,24,72,43,31,0,32,31,9,14,52,9,57,335,43,603,17,13,8,0
UCL321083,152,134,46,8,79,60,13,34,181,10,147,735,56,1309,10,3,0,0,0,3,0,0,11,0,6,21,0,37,16,9,3,0,10,12,0,4,8,4,12,25,0,66,0,6,0,0,3,0,0,5,0,0,0,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,9,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,9,4,0,0,0,0,0,0,0,0,0,5,8,0,12,38,18,6,0,23,19,6,5,25,5,25,85,5,184,3,0,0,0,0,3,0,0,0,0,0,4,64,75,190,162,62,8,101,76,20,43,205,20,173,828,126,1565,69,72,15,3
UCL321084,68,34,36,3,22,28,8,21,45,6,48,327,21,561,0,0,0,0,0,0,0,0,0,0,0,13,0,13,3,4,3,0,0,0,0,0,3,0,3,32,0,46,0,0,0,0,0,0,0,0,0,0,0,14,0,17,4,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,21,3,0,0,0,0,0,0,0,4,0,4,5,0,11,9,5,0,0,3,4,0,0,7,0,8,96,0,128,4,0,0,0,0,3,0,0,0,0,0,12,71,89,75,41,44,4,27,30,4,18,52,10,58,439,86,780,34,18,17,0
UCL321085,124,38,38,0,41,54,14,31,54,12,65,169,15,444,4,0,3,0,0,4,0,0,0,0,3,7,0,22,11,6,0,0,5,7,0,5,7,0,11,13,3,31,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,6,25,4,5,0,7,18,0,7,12,0,14,29,0,85,0,0,0,0,0,0,0,0,3,0,0,10,35,48,152,40,39,0,53,69,17,38,65,12,75,206,53,576,18,3,3,0
UCL321086,13,14,5,0,50,41,10,3,19,0,15,323,78,517,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,3,62,66,13,16,5,0,52,41,10,3,19,0,15,339,145,606,6,5,5,0
UCL321087,48,41,21,5,16,25,5,3,40,4,46,250,28,449,0,0,0,0,0,0,0,0,0,0,5,6,0,17,8,3,0,0,4,4,0,0,3,0,3,19,0,34,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,3,8,0,12,13,6,8,0,3,8,0,0,6,0,10,68,3,102,0,0,0,0,0,0,0,0,0,0,0,0,41,42,59,53,28,4,23,35,5,3,45,4,57,315,71,600,24,27,9,0
UCL321088,94,47,31,8,46,47,20,27,66,13,70,326,31,610,0,0,0,0,3,0,0,0,0,0,0,4,4,12,6,4,0,0,0,0,0,0,3,0,3,11,0,25,7,0,0,0,0,3,0,0,0,0,4,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,4,0,0,3,4,0,0,9,0,9,39,3,73,5,4,0,0,0,0,3,0,8,0,3,16,69,106,110,60,33,7,53,52,19,27,81,17,80,380,102,786,27,18,4,0
UCL321089,69,31,22,0,29,27,0,30,51,8,42,140,17,325,7,5,0,0,0,7,0,3,0,0,0,7,0,25,7,0,5,0,0,6,4,4,0,0,3,11,0,38,10,0,4,0,0,0,4,4,0,0,3,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,9,0,7,14,8,15,7,6,13,34,0,100,0,0,0,0,0,3,0,0,0,0,0,10,79,96,99,38,35,0,39,44,9,44,60,15,55,183,104,518,17,11,4,0
UCL321090,66,42,26,0,23,45,9,12,54,5,50,374,28,617,3,6,0,0,0,6,0,0,0,0,3,20,0,26,17,11,7,0,7,8,0,3,10,0,5,46,0,91,0,0,0,0,0,0,0,0,0,0,0,13,4,16,0,0,0,0,0,5,0,0,3,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,16,22,12,8,0,12,17,0,7,8,4,15,108,4,181,0,0,0,0,0,0,0,0,0,0,0,5,24,32,87,54,36,4,33,61,9,22,62,7,63,483,57,819,12,15,11,0
UCL321091,64,32,17,0,39,41,14,31,56,9,39,144,21,340,0,0,0,0,4,4,3,0,4,0,0,10,0,25,9,5,3,0,5,3,5,5,3,0,7,10,4,34,3,0,0,0,3,0,0,0,0,0,3,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,7,0,11,7,7,5,7,0,9,42,8,92,3,0,0,0,0,0,0,0,3,0,0,0,78,80,81,43,24,5,53,49,22,40,65,11,54,194,103,518,14,12,3,0
