UCL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL121101,367,1008,5,7,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,1021,35,..,406,1021
UCL121102,358,814,8,18,5,10,16,27,15,32,3,5,0,0,0,0,0,3,20,38,4,12,0,0,0,0,0,3,5,19,0,10,406,902,145,..,556,902
UCL121103,372,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,373,932,38,..,413,932
UCL121104,270,654,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,15,0,0,277,681,31,..,305,681
UCL121105,287,569,0,0,0,0,0,0,21,28,0,0,0,0,0,0,0,0,21,28,0,0,0,0,0,0,0,7,0,7,0,0,314,608,98,..,411,608
UCL121106,409,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,919,62,..,477,919
UCL121107,344,859,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,17,355,884,20,..,377,884
UCL121108,296,767,0,3,3,4,4,11,8,9,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,3,0,317,786,24,..,339,786
UCL121109,168,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,492,10,..,177,492
UCL121110,370,897,27,57,0,4,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,401,962,21,..,419,962
UCL121111,274,601,0,0,0,0,0,0,26,32,0,0,0,0,0,0,0,0,26,32,3,6,0,0,0,0,0,0,3,6,0,0,301,638,51,..,353,638
UCL121112,280,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,734,21,..,299,734
UCL121113,197,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,4,14,0,3,208,457,27,..,235,457
UCL121114,270,713,14,33,19,38,35,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,783,27,..,333,783
UCL121115,265,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,33,41,0,0,0,0,40,56,4,9,311,611,99,..,414,611
UCL121116,293,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,292,929,11,..,304,929
UCL121117,218,544,17,35,3,8,18,38,7,20,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,6,10,5,11,0,0,246,611,21,..,268,611
UCL121118,160,486,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,3,0,3,0,0,168,502,5,..,172,502
UCL121119,308,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,811,19,..,326,811
UCL121120,115,370,12,18,0,0,12,18,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,14,25,142,409,62,..,207,409
UCL121121,183,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,186,482,27,..,211,482
UCL121122,207,609,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,206,616,7,..,218,616
UCL121123,217,541,9,15,9,18,20,30,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,3,7,237,578,25,..,259,578
UCL121124,176,373,8,10,0,9,10,14,0,0,0,0,0,0,0,0,0,4,0,4,10,17,45,65,0,0,0,5,56,81,0,0,242,475,159,..,402,475
UCL121125,318,758,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,16,16,42,56,0,0,0,0,55,73,7,7,378,841,42,..,417,841
UCL121126,203,581,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,211,589,3,..,215,589
UCL121127,214,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,218,664,9,..,227,664
UCL121128,332,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,936,17,..,347,936
UCL122001,81,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,241,0,..,86,241
UCL122002,93,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,191,48,..,144,191
