UCL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL415042,608,662,1271,26,28,50,0,3,6,3,0,5,0,0,0,23,31,56,9,9,13,0,0,0,0,3,4,0,0,0,0,0,0,35,41,81,0,3,7,0,0,0,63,75,133,40,50,94,713,793,1499
UCL415043,1203,1112,2318,22,20,36,10,0,5,0,3,0,0,6,6,180,167,353,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,196,180,373,4,0,4,0,0,0,217,199,413,95,68,165,1524,1375,2895
UCL415044,636,650,1284,6,10,20,0,5,5,0,4,5,5,0,5,120,132,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,134,265,0,5,6,0,0,0,137,151,289,43,37,79,815,836,1651
UCL415045,608,628,1238,62,85,148,4,3,4,3,5,7,3,4,7,35,39,76,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,49,55,103,3,0,4,0,0,3,113,148,257,79,77,157,803,850,1649
UCL415046,1626,1651,3277,70,74,144,6,7,9,7,11,15,6,4,11,163,168,326,6,0,10,0,0,0,11,11,29,0,0,0,0,0,0,197,206,404,0,0,5,4,0,7,279,279,555,199,178,376,2105,2101,4201
UCL415047,978,970,1956,28,29,57,0,0,0,4,0,4,0,0,4,51,65,115,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,61,77,134,0,0,0,0,0,0,85,107,194,39,30,67,1099,1112,2211
UCL415048,989,1022,2010,16,22,37,0,0,3,8,6,11,0,0,5,54,63,116,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,64,79,143,0,0,4,0,0,4,83,100,188,51,33,86,1126,1162,2282
UCL415049,759,838,1601,31,26,54,0,0,0,0,0,4,0,0,6,59,59,117,0,0,0,0,0,0,5,3,10,0,0,0,3,0,4,71,67,138,0,0,0,5,0,3,104,101,200,31,39,74,896,977,1871
UCL421001,470,484,955,26,31,57,0,0,0,4,3,4,4,5,13,24,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,68,0,0,0,0,0,0,61,64,125,43,47,99,575,598,1182
UCL421002,187,207,399,19,11,30,0,0,0,0,0,0,0,0,0,8,21,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,27,41,0,0,0,0,0,0,34,36,71,31,33,63,248,276,528
UCL421003,372,402,779,11,12,23,0,0,0,3,0,3,3,0,4,32,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,64,0,0,0,0,0,0,50,43,89,22,28,49,441,475,919
UCL421004,352,376,728,17,13,29,0,0,4,0,0,0,0,0,0,36,25,62,0,0,0,0,0,3,3,6,6,0,0,0,0,0,0,46,33,74,0,0,0,0,0,3,58,45,108,42,46,85,447,466,915
UCL421005,283,304,585,23,22,44,0,0,3,0,5,3,0,0,0,22,26,48,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,27,33,64,0,0,0,5,5,3,54,65,111,45,34,74,373,404,776
UCL421006,305,296,599,3,3,7,0,0,3,3,4,4,0,0,0,29,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,65,0,4,3,0,0,0,34,39,73,4,9,13,346,340,684
UCL421007,263,258,523,18,19,36,0,0,0,3,0,6,5,3,9,22,19,43,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,31,29,61,0,0,0,0,3,3,50,49,102,22,14,37,339,322,656
UCL421008,384,384,769,34,28,62,0,0,0,0,4,3,3,5,9,20,22,40,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,31,25,56,0,0,0,0,0,0,63,57,123,59,48,107,506,491,1000
UCL421009,302,334,634,20,22,37,0,0,0,0,0,0,0,0,0,12,4,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,8,19,0,3,10,0,0,0,29,30,66,17,27,43,351,389,746
UCL421010,254,264,514,8,8,11,0,0,0,0,0,0,0,0,0,14,28,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,45,0,0,4,5,0,3,33,37,67,21,22,40,307,316,620
UCL421011,231,242,470,8,12,24,0,0,0,0,0,0,4,0,3,15,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,44,0,0,0,0,0,0,30,33,64,32,33,64,295,307,599
UCL421012,233,251,488,10,15,26,0,0,0,0,0,0,0,0,4,13,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,32,0,0,0,0,0,0,26,37,62,38,39,73,293,325,619
UCL421013,427,435,861,10,8,16,0,0,0,0,0,6,0,0,3,17,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,46,0,0,0,0,0,0,29,30,59,56,51,111,511,521,1026
UCL421014,296,326,626,8,5,13,0,0,0,0,0,0,0,0,3,14,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,34,0,0,0,0,0,0,19,26,46,18,20,42,342,372,714
UCL421015,254,242,492,7,6,15,0,0,0,0,0,0,3,3,6,18,24,46,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,60,0,0,0,0,5,5,33,50,79,15,18,36,298,313,613
UCL421016,220,223,442,4,0,6,5,0,6,0,0,0,0,0,0,14,19,31,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,24,25,44,0,0,0,0,0,0,25,27,54,6,6,15,255,260,507
UCL421017,213,213,426,3,5,7,0,0,0,0,0,4,0,0,0,19,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,41,0,0,0,0,0,0,30,27,51,15,9,22,255,248,502
UCL421018,455,464,915,35,37,72,0,0,0,3,4,8,0,0,0,19,18,37,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,24,22,48,0,0,3,0,0,0,56,61,118,41,46,95,553,574,1129
UCL421019,251,234,478,20,28,43,0,0,0,3,0,3,0,0,0,13,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,32,0,0,0,0,0,0,32,34,71,28,23,47,308,293,601
UCL421020,220,220,440,22,17,36,3,4,3,4,0,4,0,0,0,6,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,29,0,0,0,0,0,0,29,33,63,23,29,48,276,286,558
UCL421021,209,199,407,3,11,21,0,0,0,0,3,4,0,0,0,17,26,48,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,25,31,55,0,0,0,0,0,0,28,46,75,21,15,33,262,258,523
UCL421022,414,424,838,10,9,22,0,0,0,0,0,0,0,0,0,28,35,59,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,39,65,0,3,3,0,0,0,36,45,88,20,23,39,468,495,960
UCL421023,359,351,713,3,8,12,0,0,0,0,0,0,0,0,0,20,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,49,0,0,0,4,3,6,29,34,61,60,47,104,450,428,882
UCL421024,309,346,652,13,18,30,0,3,3,5,3,9,4,3,8,13,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,43,0,0,0,4,0,4,35,47,78,60,56,118,402,449,857
UCL421025,329,321,642,14,18,24,0,0,0,5,0,5,0,0,0,37,34,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,74,0,0,0,0,0,0,56,47,105,39,30,76,425,401,821
UCL421026,306,297,601,10,23,34,0,0,0,0,0,0,0,0,0,19,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,42,0,0,0,0,0,0,31,44,75,33,38,74,375,384,752
UCL421027,235,260,494,16,4,18,0,0,0,0,0,0,0,0,0,15,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,35,18,0,18,0,0,0,48,25,71,21,26,45,305,308,611
UCL421028,256,224,480,0,0,3,0,0,0,0,0,0,0,0,0,17,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,33,0,0,0,0,0,0,18,16,33,16,11,24,285,256,540
UCL421029,207,216,420,14,12,25,0,7,9,0,0,5,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,18,0,0,0,0,0,0,23,26,49,16,28,49,247,271,515
UCL421030,244,228,472,13,11,28,0,0,0,0,8,8,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,18,0,0,0,0,0,0,22,23,47,29,22,54,293,274,572
UCL421031,262,266,533,12,10,25,0,0,0,4,4,7,0,0,4,17,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,51,0,0,0,0,0,0,32,44,76,20,21,42,320,330,649
UCL421032,220,222,441,30,22,50,0,0,4,3,10,8,0,0,0,23,13,44,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32,25,60,0,0,0,0,0,0,60,47,106,22,15,37,300,288,587
UCL421033,199,224,421,10,17,29,0,0,0,6,0,6,0,0,0,7,7,18,0,5,7,0,0,0,3,6,5,0,0,0,0,0,0,16,19,37,0,0,0,0,0,0,28,32,63,12,20,31,237,270,506
UCL421034,443,478,922,8,20,26,7,0,7,0,0,0,6,3,4,18,20,39,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,28,33,58,0,0,0,0,0,0,34,51,88,66,61,130,552,589,1140
UCL421035,298,338,633,11,19,32,0,0,3,0,0,0,0,0,0,22,39,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,62,0,0,0,4,0,4,42,64,104,27,31,57,361,427,793
UCL421036,459,414,870,8,11,13,0,0,0,0,0,0,0,0,0,18,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,52,0,0,3,0,0,5,33,44,74,16,13,31,507,469,976
UCL421037,375,345,720,29,37,60,4,4,6,3,5,6,3,6,10,18,22,39,0,6,4,0,0,0,0,0,8,0,0,0,0,0,0,30,40,76,0,0,6,0,0,0,59,82,139,45,46,97,475,477,952
UCL421038,381,423,812,12,5,17,0,6,4,0,0,0,0,0,0,16,22,41,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,31,52,4,3,4,0,0,0,36,34,68,16,20,39,441,487,922
UCL421039,278,253,537,0,0,0,0,0,0,0,0,0,0,3,6,35,37,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,74,0,0,0,0,0,0,38,39,75,25,16,45,343,310,655
UCL421040,270,288,562,11,11,17,0,0,0,0,0,0,0,0,0,17,18,29,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,20,18,37,0,0,3,3,0,3,35,29,67,19,18,31,326,333,655
UCL421041,193,221,408,14,22,33,0,0,0,0,0,0,0,0,0,5,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,0,0,5,0,0,0,22,25,53,25,28,51,241,276,513
UCL421042,315,343,656,25,29,58,0,0,4,0,0,0,0,0,0,15,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,43,0,0,0,0,0,0,47,53,98,21,26,42,376,416,794
UCL421043,261,265,525,19,12,35,3,0,6,0,0,0,0,0,0,17,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33,0,0,0,0,0,0,39,30,62,37,33,69,329,325,652
UCL422001,131,100,232,3,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,10,12,20,10,30,156,114,275
UCL422002,135,169,302,18,19,38,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,8,5,9,0,0,0,0,0,0,9,9,18,0,0,0,0,0,0,26,33,55,19,20,43,175,221,393
UCL422003,105,101,206,5,3,8,0,0,4,0,0,4,0,0,0,8,13,19,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,13,20,33,4,4,8,0,0,0,26,28,47,13,7,27,147,139,280
UCL422004,114,101,217,0,0,3,0,0,0,0,0,0,0,0,0,8,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,0,0,0,0,0,0,10,12,20,17,11,20,141,119,260
UCL422005,81,88,167,4,9,12,3,0,4,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,0,3,3,0,0,0,10,16,24,12,10,25,103,114,214
UCL422006,155,164,315,7,7,15,0,0,4,4,0,4,0,0,0,12,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,22,0,0,0,0,0,0,21,14,37,9,8,13,177,188,363
UCL422007,98,88,181,3,0,3,0,0,0,0,0,0,4,3,4,7,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,25,0,0,0,0,0,0,16,13,29,20,16,36,131,115,247
UCL422008,178,166,342,11,10,29,0,0,0,0,0,0,0,0,0,23,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,43,0,0,0,0,0,0,39,28,69,18,12,28,233,207,439
UCL422009,106,112,210,10,11,21,0,0,0,0,0,0,0,0,0,8,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,22,0,0,0,0,0,0,20,21,41,5,4,12,127,138,265
UCL422010,156,169,328,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,13,8,25,16,16,38,187,198,388
UCL422011,104,82,184,0,0,0,0,6,7,0,0,0,0,0,5,6,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,7,18,0,0,0,0,0,0,11,7,20,10,10,24,129,98,222
UCL422012,200,187,382,0,4,5,0,0,0,0,3,6,0,0,0,22,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,45,0,0,0,5,0,5,25,22,55,24,14,37,253,218,473
UCL422013,132,138,269,5,4,4,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,22,0,0,0,0,0,0,13,10,29,8,7,13,157,156,316
UCL422014,96,93,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,96,91,190
UCL422015,149,133,284,5,8,16,0,0,0,4,4,8,0,4,6,11,17,30,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,25,22,50,0,0,0,0,0,0,31,32,61,17,18,39,203,184,386
UCL422016,85,76,162,0,3,0,0,0,0,3,5,5,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,0,0,0,0,0,0,6,8,15,0,10,13,98,98,189
UCL422017,88,81,163,10,4,11,0,0,0,0,0,0,0,0,0,12,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,25,0,0,0,0,0,0,21,14,33,10,8,23,118,102,222
UCL422018,84,66,152,5,0,7,0,0,0,0,0,0,0,0,0,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,0,0,0,0,0,0,17,6,19,13,4,20,114,85,193
UCL422019,211,164,376,13,17,30,0,0,0,0,0,0,0,0,0,18,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,37,0,0,0,0,0,0,33,32,67,27,31,51,264,229,494
UCL422020,143,139,283,7,10,22,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,0,0,0,15,13,25,13,8,20,173,158,333
UCL422021,88,88,174,10,8,15,3,0,5,0,6,0,0,0,0,3,9,13,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,9,21,0,0,0,0,0,0,22,17,42,13,7,18,116,114,222
UCL422022,135,153,292,5,7,14,0,0,0,0,0,0,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,0,0,0,0,0,0,17,10,26,3,5,13,155,175,329
UCL422023,115,100,213,4,0,3,0,0,0,4,5,10,0,0,0,6,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,25,0,0,0,0,0,0,18,16,35,24,21,42,148,136,284
UCL422024,115,106,222,0,0,3,0,0,0,0,5,10,0,6,3,0,0,4,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,7,16,24,0,0,0,0,0,0,12,21,33,0,4,6,128,130,256
UCL422025,126,133,250,14,15,32,0,0,0,0,0,0,0,0,0,6,14,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,18,29,0,0,0,0,0,0,26,32,56,15,11,27,159,176,335
UCL422026,178,182,357,0,4,9,0,0,0,0,0,0,0,0,0,13,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,32,0,0,0,0,0,0,17,19,34,7,7,16,203,206,408
UCL422027,21,26,49,3,4,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,8,10,16,10,25,48,44,91
UCL422028,114,95,212,0,4,5,0,0,0,0,0,0,0,0,0,10,15,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,16,32,0,0,0,0,0,0,16,17,34,19,21,39,151,143,290
UCL422029,90,107,202,18,24,41,0,0,0,0,0,0,0,0,0,3,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,26,0,0,0,0,0,0,25,43,67,0,8,5,119,161,276
UCL422030,128,122,251,9,10,17,0,0,0,0,0,0,0,0,0,15,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28,0,0,0,0,0,0,18,25,46,13,8,24,163,157,321
UCL422031,121,124,249,0,0,3,7,0,7,0,3,3,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,29,0,0,0,0,0,0,14,14,29,20,22,44,163,167,322
UCL422032,143,129,268,0,0,0,0,0,0,0,0,0,0,0,0,10,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,29,0,0,0,0,0,0,13,15,33,14,5,23,172,151,325
UCL422033,100,84,182,10,15,30,3,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,17,24,34,24,20,46,139,128,270
UCL422034,136,125,259,13,5,14,0,0,0,0,0,0,0,0,0,6,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,17,0,0,0,0,0,0,17,14,34,12,17,29,164,156,320
UCL422035,192,187,383,4,5,3,0,0,0,0,0,0,0,0,0,13,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,31,0,0,0,0,0,0,18,16,35,16,11,26,222,217,439
UCL422036,198,169,372,5,4,3,0,3,3,0,3,7,0,0,0,18,13,31,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,22,22,44,0,0,0,0,0,0,22,27,51,21,10,29,247,204,449
UCL422037,126,109,233,0,0,0,0,0,0,0,0,3,0,0,0,12,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,0,0,0,0,0,0,17,15,29,12,10,26,153,137,283
UCL422038,104,112,217,3,4,13,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,3,0,0,0,14,14,24,5,4,9,124,120,251
UCL422039,101,68,163,6,3,9,0,0,0,0,0,0,0,0,0,10,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,19,0,0,0,0,0,0,15,15,25,20,14,34,133,93,227
UCL422040,95,89,181,14,10,27,0,0,0,0,0,0,0,0,4,5,12,18,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,12,32,0,0,0,0,0,0,30,28,58,12,12,30,134,130,265
UCL422041,146,113,258,3,7,7,0,0,0,0,0,0,0,0,0,10,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,35,0,0,0,0,0,0,17,23,39,8,12,21,176,150,318
UCL422042,120,110,227,4,3,9,0,0,0,0,0,0,0,0,0,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,11,9,26,17,12,25,153,130,278
UCL422043,54,59,120,5,3,8,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,0,0,0,0,0,0,10,7,23,7,5,17,76,79,155
UCL422044,129,113,234,3,6,16,3,0,5,0,0,0,0,0,0,12,10,24,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,10,25,0,0,0,0,0,0,26,15,40,22,22,41,171,147,319
UCL422045,207,199,409,14,8,29,0,0,0,0,0,0,0,0,0,21,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,41,0,0,6,0,0,0,37,33,67,8,6,20,257,240,496
UCL422046,163,174,330,0,3,4,0,0,0,0,0,0,0,0,0,16,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28,0,0,0,0,0,0,18,10,31,16,18,33,188,202,395
UCL422047,68,73,135,3,3,4,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,7,6,14,0,5,7,81,82,162
UCL422048,131,133,258,15,4,21,0,0,0,0,0,5,0,0,0,10,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,32,0,0,0,0,0,0,30,23,59,18,13,35,179,172,351
UCL422049,122,102,226,10,10,21,0,0,0,3,0,3,0,0,0,7,4,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,10,13,0,3,0,0,0,0,22,16,39,11,9,14,158,132,286
UCL422050,82,74,156,3,0,3,0,0,0,0,0,0,0,0,0,8,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,0,0,0,0,0,0,11,14,20,5,4,8,101,88,194
UCL422051,149,158,306,10,6,10,0,0,0,0,0,0,0,0,0,14,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,46,0,0,0,0,0,0,26,24,51,17,17,33,185,204,387
UCL422052,206,189,393,5,11,17,0,0,3,0,0,0,0,0,3,13,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,37,0,0,0,0,0,0,26,31,50,16,15,29,240,234,479
UCL422053,85,73,154,0,0,3,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,4,9,10,56,52,106,142,129,274
UCL422054,93,95,184,3,3,5,0,0,0,3,3,4,0,0,0,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,12,0,0,0,0,0,0,11,11,18,12,8,19,117,112,223
UCL422055,151,118,278,0,0,3,0,0,3,4,0,4,0,0,3,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,18,0,0,0,0,0,0,15,11,27,12,16,25,182,141,325
UCL422056,114,97,211,7,5,11,0,0,0,0,0,6,0,0,3,13,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,40,0,0,0,0,0,0,29,19,50,4,4,9,145,126,275
UCL422057,166,162,330,0,0,0,0,0,0,0,0,0,0,0,0,15,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,29,0,0,0,0,0,0,13,13,32,15,16,33,201,188,390
UCL422058,79,87,162,3,6,3,0,0,0,0,0,0,4,3,3,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,0,0,0,0,0,0,4,12,17,5,3,6,88,100,186
UCL422059,169,196,363,5,8,14,0,3,5,0,0,3,0,0,4,6,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,29,0,0,0,0,0,0,19,29,47,31,34,54,211,250,463
UCL422060,95,85,177,3,0,5,0,0,0,0,0,0,0,0,0,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,0,0,0,0,0,0,7,6,11,11,11,16,111,102,206
UCL422061,45,26,75,3,0,11,4,4,5,0,0,7,0,3,3,10,3,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,17,31,0,0,4,0,0,0,25,22,47,7,8,11,74,58,130
UCL422062,84,101,192,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,0,0,0,3,10,15,0,5,5,90,110,210
UCL422063,127,131,255,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,18,0,0,0,0,0,0,12,12,20,13,7,24,147,153,299
UCL431001,62765,57419,120189,1581,1526,3100,178,135,308,307,281,582,177,165,336,3565,3616,7181,98,106,203,31,21,54,89,98,191,16,9,24,0,0,0,4449,4426,8876,170,162,331,119,68,184,6316,6178,12488,6669,4797,11463,75747,68399,144142
UCL479997,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
UCL499994,369,226,596,148,74,225,36,41,72,42,38,81,66,63,129,499,564,1067,32,32,64,6,6,16,14,13,22,3,8,6,0,0,0,703,765,1467,41,43,86,55,32,84,947,917,1865,538,354,890,1854,1490,3345
