UCL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
UCL515015,61,13,124,375,524,250,236,777,158,2320
UCL515016,10,6,36,238,364,186,135,299,143,1364
UCL515017,7,4,27,159,250,146,127,238,192,1106
UCL515018,4,0,11,188,312,149,133,287,225,1290
UCL515019,42,20,89,534,630,324,245,856,347,2929
UCL515020,9,9,16,616,937,300,192,763,642,3452
UCL515021,10,3,36,251,448,218,156,244,70,1383
UCL515022,67,8,112,635,880,391,349,896,216,3366
UCL515023,32,6,61,364,483,213,197,441,241,1946
UCL515024,20,9,47,198,323,122,99,348,179,1269
UCL515025,21,33,82,258,344,196,176,356,217,1541
UCL515026,8,0,23,327,491,195,216,398,110,1739
UCL515027,46,50,143,614,795,338,239,713,393,3090
UCL515028,0,0,0,628,829,278,247,688,396,3060
UCL515029,0,0,0,182,246,85,76,179,233,1009
UCL515030,33,45,126,508,734,395,383,791,348,3160
UCL515031,27,12,71,366,619,324,300,523,292,2429
UCL515032,7,3,11,222,300,165,144,249,95,1174
UCL515033,0,0,0,393,534,237,182,341,286,1960
UCL515034,9,8,31,371,545,281,263,566,185,2213
UCL515035,19,5,44,217,262,132,114,273,132,1128
UCL515036,23,30,85,310,451,242,267,475,194,1945
UCL515037,0,0,0,239,369,142,105,285,288,1437
UCL515038,40,15,92,324,495,295,277,486,202,2075
UCL521001,0,0,3,92,118,67,57,80,6,428
UCL521002,4,0,6,102,160,104,76,154,67,660
UCL521003,23,9,49,115,193,95,105,184,90,770
UCL521004,0,0,0,176,134,33,15,47,21,423
UCL521005,6,3,10,156,225,108,104,185,87,867
UCL521006,0,0,5,120,198,99,103,131,53,703
UCL521007,10,0,21,75,104,56,60,104,63,458
UCL521008,29,0,39,62,91,40,44,151,57,442
UCL521009,9,9,25,72,102,49,46,126,72,469
UCL521010,5,0,12,118,162,102,80,143,63,664
UCL521011,0,0,0,105,131,69,56,59,17,433
UCL521012,3,0,9,68,118,52,57,135,34,462
UCL521013,3,0,8,163,204,98,77,150,42,729
UCL521014,3,0,4,79,140,61,56,186,125,648
UCL521015,17,6,38,103,151,72,56,111,44,535
UCL521016,4,3,25,96,127,59,83,139,44,541
UCL521017,10,0,19,102,126,44,66,134,85,552
UCL521018,3,0,11,95,121,50,62,88,20,440
UCL521019,0,5,8,106,145,67,70,127,112,625
UCL521020,7,6,8,89,156,78,123,153,47,653
UCL521021,3,0,13,117,184,81,103,154,52,686
UCL521022,0,0,4,142,185,87,49,57,75,592
UCL521023,5,0,12,83,98,59,80,89,43,449
UCL521024,0,3,3,239,193,68,39,448,219,1200
UCL521025,5,0,15,101,165,77,74,134,64,617
UCL521026,0,0,3,123,180,78,76,114,39,607
UCL521027,0,0,4,93,101,57,40,124,220,633
UCL521028,25,10,39,103,140,62,65,243,84,702
UCL521029,20,7,42,131,171,84,71,205,65,723
UCL521030,4,5,25,112,182,80,69,169,72,677
UCL521031,0,0,4,72,107,47,24,123,108,480
UCL521032,0,0,0,135,82,45,42,112,121,533
UCL521033,0,0,9,41,65,23,39,68,224,465
UCL521034,9,0,11,110,185,71,79,163,37,647
UCL521035,7,0,19,81,124,65,54,99,45,470
UCL521036,5,0,3,70,100,51,40,133,92,491
UCL521037,5,0,11,125,199,90,97,212,56,788
UCL521038,22,8,44,85,133,88,114,167,100,695
UCL521039,4,0,19,137,215,119,75,75,53,673
UCL521040,4,0,6,127,155,77,49,77,129,612
UCL521041,0,0,0,88,130,63,46,94,28,446
UCL521042,16,8,29,92,153,63,31,129,55,531
UCL521043,0,0,4,80,141,65,64,50,29,425
UCL521044,11,7,23,92,133,68,85,186,55,611
UCL521045,15,7,34,61,87,51,45,134,122,504
UCL521046,0,0,3,93,154,86,76,96,54,554
UCL521047,8,0,12,70,108,53,40,128,40,440
UCL521048,7,4,34,112,205,118,99,184,82,808
UCL521049,0,0,0,104,140,83,0,37,38,406
UCL521050,14,0,19,113,140,66,59,165,49,593
UCL521051,8,0,10,148,177,89,66,160,66,698
UCL521052,0,4,0,151,128,33,34,97,125,575
UCL522001,0,0,3,67,94,109,32,39,21,358
UCL522002,3,0,9,41,71,56,22,46,15,248
UCL522003,0,0,4,40,48,33,41,30,28,218
UCL522004,0,0,0,164,27,4,0,30,4,228
UCL522005,0,0,0,37,22,21,75,40,21,214
UCL522006,7,0,8,78,112,59,47,49,25,369
UCL522007,0,3,9,40,55,32,24,30,15,191
UCL522008,4,0,4,19,52,23,19,39,14,166
UCL522009,0,0,0,66,82,46,26,67,33,313
UCL522010,5,8,10,69,66,45,30,50,58,313
UCL522011,5,0,9,49,66,38,17,45,48,265
UCL522012,6,4,16,64,91,73,53,97,39,416
UCL522013,3,0,8,59,96,46,46,87,27,359
UCL522014,0,0,0,20,37,30,28,40,13,167
UCL522015,0,0,0,51,71,22,3,51,23,217
UCL522016,0,3,5,33,45,22,24,59,34,221
UCL522017,0,0,5,63,93,51,29,64,31,323
UCL522018,0,0,0,20,27,13,10,34,31,130
UCL522019,0,3,8,23,43,19,9,26,27,155
UCL522020,0,0,0,54,28,22,33,23,18,184
UCL522021,3,0,4,54,73,29,35,78,17,289
UCL522022,0,0,0,29,50,17,24,56,38,205
UCL522023,8,0,9,37,73,43,33,59,27,279
UCL522024,0,4,10,42,77,52,31,25,8,232
UCL522025,8,6,20,68,88,49,28,97,64,391
UCL522026,0,0,10,38,82,51,34,62,17,276
UCL522027,6,0,7,49,58,46,41,80,28,304
UCL522028,0,0,5,11,44,25,17,22,15,137
UCL522029,4,0,3,49,60,31,47,89,11,298
UCL522030,0,0,0,35,59,22,23,30,33,198
UCL522031,0,0,0,24,32,34,75,19,6,187
UCL522032,0,0,0,54,124,27,8,49,24,292
UCL522033,3,0,4,61,75,52,52,97,36,370
UCL522034,0,0,0,22,43,29,0,48,7,146
UCL522035,6,0,10,37,43,22,17,55,19,193
UCL522036,0,0,0,27,53,19,12,50,18,185
UCL522037,4,0,9,36,67,23,23,48,34,234
UCL522038,5,6,9,70,103,58,39,83,24,379
UCL522039,0,0,5,46,82,39,19,110,54,345
UCL522040,0,0,3,33,49,23,31,42,28,204
UCL522041,0,3,8,48,71,28,29,78,51,306
UCL522042,0,0,0,52,69,22,24,55,54,277
UCL522043,0,0,0,100,43,41,29,44,23,283
UCL522044,0,0,0,11,36,18,17,27,22,136
UCL522045,0,0,0,37,24,22,25,10,21,142
UCL522046,6,4,9,19,51,26,16,57,44,210
UCL522047,9,8,18,39,75,32,33,87,97,349
UCL522048,3,4,11,47,59,23,25,57,26,234
UCL522049,7,0,3,35,30,24,14,61,78,248
UCL522050,12,14,36,48,93,29,34,85,60,357
UCL522051,4,0,4,36,52,23,33,46,23,210
UCL522052,0,0,0,20,38,19,17,22,17,124
UCL522053,0,0,0,16,41,30,7,3,21,124
UCL522054,3,4,5,31,32,12,4,35,26,140
UCL522055,0,0,0,31,55,27,23,39,29,198
UCL522056,8,0,8,44,75,36,27,70,33,285
UCL522057,0,0,0,42,32,0,7,42,21,149
UCL522058,8,0,8,36,36,21,31,58,44,228
UCL522059,4,0,6,30,70,27,26,75,58,286
UCL522060,0,0,0,10,26,6,0,5,4,50
UCL522061,4,0,8,40,78,45,51,67,20,308
UCL522062,0,0,0,64,42,3,0,49,10,168
UCL522063,0,0,0,32,47,25,5,15,31,143
UCL522064,0,0,0,90,123,35,8,60,31,344
UCL522065,3,4,5,29,47,27,18,40,42,212
UCL522066,0,3,13,63,79,37,31,58,48,316
UCL522067,0,0,0,32,41,10,0,65,47,200
UCL522068,3,3,5,65,96,45,43,76,45,364
UCL522069,4,0,4,30,54,30,17,86,41,266
UCL522070,0,0,4,48,79,24,47,60,21,277
UCL522071,0,0,0,173,28,4,0,76,13,295
UCL531001,618,172,1649,24533,34068,17355,15033,26461,19615,137066
UCL579997,0,0,0,33,21,10,15,214,222,516
UCL599994,10,23,30,870,963,339,278,1476,3362,7285
UCL603001,2422,454,4881,35221,48501,19870,11997,40903,8636,165131
UCL611001,1177,230,2208,13277,18554,7901,5308,18598,3669,67303
UCL612001,316,48,549,3023,4455,2005,1601,4594,972,16652
UCL612002,341,108,708,3716,5230,2511,1780,6013,1171,20419
UCL613001,248,48,471,1913,2919,1439,1024,2833,670,10800
UCL614001,22,7,43,876,1281,627,382,798,299,4262
UCL614002,80,11,146,851,1149,553,495,1588,382,5013
UCL614003,81,25,179,755,1183,595,508,1219,255,4513
UCL615001,12,5,20,131,216,104,89,278,100,912
UCL615002,12,3,23,178,293,134,130,270,89,1083
UCL615003,26,14,53,192,312,161,99,268,131,1167
UCL615004,9,0,16,144,228,116,84,211,73,856
UCL615005,70,10,108,382,583,284,231,620,127,2241
UCL615006,20,3,26,158,262,143,94,205,64,924
UCL615007,8,0,36,162,283,129,108,194,56,927
UCL615008,49,4,98,561,821,459,399,1133,242,3623
UCL615009,20,0,44,344,545,247,177,460,80,1846
UCL615010,24,5,66,311,480,207,163,399,152,1707
UCL615011,84,13,151,727,907,468,340,1083,194,3719
UCL615012,36,47,128,695,978,487,331,783,176,3444
UCL615013,76,14,133,571,791,398,311,847,202,3119
UCL615014,11,6,41,443,627,294,183,340,68,1946
UCL615015,26,5,60,561,834,362,218,663,127,2764
UCL615016,87,3,116,509,737,398,318,710,151,2810
UCL615017,21,10,49,531,766,320,235,673,88,2621
UCL615018,92,11,139,569,924,478,349,852,173,3344
UCL615019,3,5,10,190,267,146,122,260,104,1092
UCL615020,13,8,28,242,362,154,163,436,125,1482
UCL615021,31,51,98,297,375,187,193,425,173,1650
UCL615022,31,10,64,167,255,140,98,273,107,1046
UCL615023,65,18,115,478,624,339,254,788,224,2703
UCL615024,49,9,65,320,412,195,138,269,70,1411
UCL615025,83,14,133,473,734,317,238,704,140,2613
UCL615026,46,11,72,177,324,185,158,436,113,1394
UCL615027,20,6,42,239,381,205,165,344,62,1392
UCL621001,7,0,3,64,98,62,39,95,29,382
UCL621002,6,0,12,120,209,98,76,165,45,707
UCL621003,7,0,9,113,123,48,41,99,48,472
UCL621004,20,0,34,86,167,82,110,236,38,716
UCL621005,3,0,7,90,123,54,37,91,10,410
UCL621006,0,0,3,113,163,97,38,66,16,488
UCL621007,0,0,6,91,161,78,27,60,25,441
UCL621008,10,0,15,100,144,68,63,145,30,557
UCL621009,20,0,28,95,149,80,49,147,34,561
UCL621010,5,5,17,78,121,67,42,125,35,464
UCL621011,0,0,0,97,126,70,53,94,18,453
UCL621012,0,0,3,148,236,112,39,72,17,627
UCL621013,4,0,9,79,133,85,57,140,37,535
UCL621014,3,5,5,116,167,62,62,98,49,552
UCL621015,12,5,24,156,240,141,101,180,40,863
UCL621016,3,0,4,131,197,108,49,86,11,574
UCL621017,34,3,41,72,113,63,34,156,38,485
UCL621018,19,4,26,99,125,58,37,145,47,507
UCL621019,9,4,22,89,169,87,67,108,49,568
UCL621020,0,0,17,112,164,93,86,217,60,734
UCL621021,4,0,10,180,254,88,91,142,49,811
UCL621022,4,10,25,144,228,132,87,133,71,788
UCL621023,0,0,3,84,143,67,80,170,99,645
UCL621024,6,0,6,81,138,81,66,133,45,546
UCL621025,8,3,18,115,199,89,50,105,37,592
UCL621026,0,0,6,62,131,56,59,97,35,431
UCL621027,5,0,12,91,169,86,102,158,38,636
UCL621028,4,11,21,77,139,79,63,128,52,536
UCL621029,6,0,4,94,173,64,59,103,20,519
UCL621030,44,6,64,101,166,90,75,186,43,658
UCL621031,5,0,14,96,131,80,77,203,30,622
UCL621032,4,0,9,80,131,77,72,154,69,582
UCL622001,0,0,3,26,78,42,37,30,7,223
UCL622002,0,0,0,52,76,42,52,90,12,325
UCL622003,0,0,7,59,74,32,53,76,20,313
UCL622004,0,0,0,41,56,26,12,23,0,156
UCL622005,4,0,8,59,79,47,38,38,5,272
UCL622006,0,5,3,41,63,42,23,63,14,247
UCL622007,0,0,9,47,112,55,60,66,14,350
UCL622008,10,3,10,34,75,42,40,89,28,309
UCL622009,0,0,0,64,100,52,47,65,8,335
UCL622010,45,42,90,46,78,47,20,107,104,396
UCL622011,7,0,9,46,69,25,35,49,6,224
UCL622012,0,0,3,54,65,39,44,59,28,294
UCL622013,0,3,5,55,114,93,43,62,20,388
UCL622014,5,0,5,46,82,46,39,64,26,308
UCL622015,3,0,9,81,89,70,41,46,21,350
UCL622016,0,5,4,45,68,36,30,38,24,239
UCL622017,0,0,3,45,47,22,22,36,10,185
UCL622018,5,0,11,44,80,28,41,78,41,309
UCL622019,4,0,7,72,125,50,32,47,18,336
UCL622020,6,0,8,75,87,53,31,67,19,332
UCL622021,0,0,6,31,75,47,21,68,32,275
UCL622022,0,0,0,77,106,54,50,58,42,390
UCL622023,8,4,18,55,95,59,56,124,38,430
UCL622024,0,0,0,54,79,53,34,37,13,265
UCL622025,0,0,0,28,38,17,21,46,19,157
UCL622026,0,0,3,32,38,21,24,75,19,213
UCL622027,3,0,0,46,84,40,39,56,26,289
UCL631001,468,147,1169,16279,25766,13703,10430,17033,6157,89376
UCL679997,0,0,0,0,0,0,0,13,8,19
UCL699994,0,0,3,216,217,80,47,353,324,1248
UCL703001,371,124,749,20075,26591,9607,6184,24565,10428,97454
UCL712001,91,29,169,4369,5325,1900,1247,5234,1568,19635
UCL714001,20,8,30,913,1055,457,262,1160,766,4610
UCL715001,0,0,3,450,622,185,64,196,96,1615
UCL715002,0,0,0,350,185,72,96,90,70,868
UCL715003,0,0,0,512,903,220,48,140,63,1888
UCL715004,3,0,3,264,44,23,115,359,31,832
UCL715005,0,0,0,210,192,90,104,160,44,788
UCL715006,0,0,0,446,650,251,131,322,591,2393
UCL715007,6,0,11,523,603,282,79,519,262,2275
UCL715008,5,0,7,226,259,200,168,444,110,1410
UCL715009,0,0,0,363,110,23,5,529,109,1128
UCL721001,0,0,0,90,173,61,32,60,90,501
UCL721002,0,0,0,121,205,248,32,73,28,714
UCL721003,0,0,0,102,150,43,115,120,52,572
UCL721004,4,0,3,149,170,9,4,31,34,405
UCL721005,0,0,0,134,104,45,62,182,28,559
UCL721006,0,0,0,196,115,19,0,41,15,403
UCL721007,0,0,8,105,137,74,53,80,25,471
UCL721008,0,0,0,96,133,64,36,113,73,515
UCL721009,0,0,0,129,161,60,36,114,87,592
UCL721010,0,0,0,167,174,9,6,47,15,419
UCL721011,0,0,0,71,120,20,78,128,27,450
UCL721012,0,0,4,96,118,231,56,37,9,545
UCL721013,0,0,0,140,148,52,0,257,24,614
UCL721014,0,0,3,183,105,13,9,94,28,423
UCL721015,0,0,0,127,54,66,115,30,5,390
UCL721016,0,0,0,114,122,91,84,70,34,517
UCL721017,0,0,0,211,136,19,12,107,42,534
UCL721018,0,0,0,142,212,53,16,223,154,799
UCL722001,3,0,3,35,34,12,15,45,50,194
UCL722002,0,0,0,28,92,93,7,25,11,262
UCL722003,0,0,0,100,25,41,3,63,15,252
UCL722004,0,0,0,56,13,3,0,87,8,159
UCL722005,0,0,0,64,33,110,15,52,25,300
UCL722006,0,0,0,46,43,11,10,22,10,138
UCL722007,0,0,0,39,40,33,22,38,18,186
UCL722008,0,0,0,52,38,10,22,16,8,141
UCL722009,0,0,0,113,25,9,28,42,6,219
UCL722010,0,0,0,43,69,16,24,69,82,298
UCL722011,0,0,0,56,31,21,23,9,16,161
UCL722012,0,0,0,35,91,22,18,19,8,187
UCL722013,0,0,0,21,35,9,8,12,11,93
UCL722014,0,0,0,39,49,30,28,41,23,204
UCL722015,0,0,0,21,39,41,50,14,6,175
UCL722016,0,0,0,72,96,55,34,53,40,345
UCL722017,0,0,0,74,33,20,22,45,6,195
UCL722018,0,0,0,56,51,16,0,41,18,177
UCL722019,0,0,6,51,60,0,0,32,4,142
UCL722020,0,0,0,49,79,22,15,77,34,287
UCL722021,0,0,0,143,37,7,13,113,13,320
UCL722022,0,0,0,18,72,42,9,18,35,188
UCL722023,0,0,0,108,47,7,0,43,28,236
UCL722024,0,0,0,100,39,26,35,45,17,260
UCL722025,0,0,0,28,33,11,30,117,14,239
UCL722026,0,0,0,108,41,0,0,17,13,182
UCL722027,0,0,0,29,80,76,6,87,35,317
UCL722028,0,0,0,67,48,21,14,62,50,260
UCL722029,0,0,0,47,61,37,21,64,14,235
UCL722030,0,0,0,20,17,10,62,17,10,138
UCL722031,0,0,0,48,47,29,17,46,34,220
UCL722032,0,0,0,81,13,0,0,39,3,139
UCL722033,0,0,0,106,91,36,18,40,55,346
UCL722034,0,0,0,64,113,47,41,60,45,362
UCL722035,0,0,4,45,79,87,3,55,49,322
UCL722036,0,0,0,86,101,56,14,26,36,318
UCL722037,0,0,0,30,53,30,0,13,20,149
UCL722038,0,0,0,4,37,49,0,10,4,101
UCL722039,0,0,0,127,20,9,0,35,11,195
UCL722040,0,0,0,44,35,11,0,13,10,113
UCL731001,52,16,123,5086,7139,3261,2275,4900,4796,27458
UCL779997,0,0,0,9,14,6,4,47,25,94
UCL799994,4,0,7,480,399,152,120,687,1217,3052
UCL802001,2980,743,7174,85277,122524,46846,24525,73493,17348,370000
UCL822001,0,0,6,59,88,36,20,34,9,251
UCL822002,0,0,0,59,73,36,10,34,14,229
UCL831001,4,0,5,105,118,62,33,116,84,519
UCL879997,0,0,0,0,0,0,0,0,0,0
UCL899994,0,0,4,123,123,39,17,138,126,560
UCL915001,0,0,4,181,236,106,73,268,208,1074
UCL921001,13,0,38,242,450,222,147,247,163,1472
UCL922001,5,0,11,44,38,13,13,160,61,333
UCL922002,0,0,0,19,23,9,14,18,22,98
UCL922003,0,0,0,25,45,14,8,6,29,121
UCL931001,0,0,15,118,170,69,67,108,327,859
UCL979997,0,0,0,0,0,0,0,0,0,0
UCL999994,0,0,0,6,3,0,0,0,8,11
