UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL422047,19,0,0,0,0,0,3,11,0,39,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,4,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
UCL422048,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,4,0,0,3,14,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL422049,5,7,3,0,4,0,0,18,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,14,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,0,0,6,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,4,0,6,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,9
UCL422050,4,0,0,0,0,0,3,6,0,19,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,9,0,8,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422051,5,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,9,0,20,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,3,0,0,22,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,14,3,8,0,20,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
UCL422052,10,0,0,0,0,0,0,8,0,15,0,0,4,0,0,0,0,4,0,13,0,0,4,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,14,5,0,3,6,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,9,0,0,0,0,3,0,0,0,0,4,0,3,0,3,3,0,0,0,0,14,0,3,0,5,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,4
UCL422053,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422054,5,0,3,6,0,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,5,0,7,0,5,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4
UCL422055,0,0,4,0,4,0,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,10,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,10,5,3,0,11,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,4,4
UCL422056,26,0,4,0,3,0,4,6,6,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,12,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,5,4,4,0,15,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,0,0,0,10,0,5,0,4,0,0,0,0,0,13,0,6,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
UCL422057,3,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,8,0,9,0,3,0,12,6,0,42,0,0,4,0,0,0,0,0,0,4,0,0,9,0,0,0,4,3,0,15,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,3,4,0,20,3,0,0,10,0,0,0,3,0,14,7,0,0,0,4,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,8,0,0,0,0,5,0,0,0,0,8,0,3,0,4,0,0,0,0,0,14,0,3,0,8,7,0,0,3,0,27,0,0,0,0,0,0,0,3,0,3,0,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,5,0,7
UCL422058,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422059,12,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,3,0,8,0,0,6,8,0,0,0,10,0,18,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,4,0,0,5,0,0,0,0,17,3,9,3,5,5,0,0,0,0,24,0,11,0,9,5,0,0,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,6
UCL422060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,5,0,0,0,0,0,0,0,7,0,7,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL422061,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,0,3,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,5,4,5,5,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422062,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,5,0,0,3,4,0,7,0,0,0,6,0,0,15,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,15,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,13,0,4,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6
UCL422063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,10,0,4,0,0,0,0,0,11,0,5,0,16,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL431001,11424,284,627,22,774,126,655,3265,143,17310,119,134,374,10,57,0,508,87,17,1307,1135,517,1206,95,488,286,498,1127,58,5413,125,69,260,8,90,22,149,73,27,817,813,105,2520,23,599,57,733,929,91,5857,319,149,215,10,240,382,153,130,23,1606,817,136,373,73,283,2604,147,540,34,5011,780,22,339,960,123,332,35,824,40,3455,369,137,167,35,476,102,1242,166,34,2725,47,107,65,4,45,36,0,11,0,312,112,255,11,5,404,34,8,3,17,853,99,43,27,8,104,265,16,29,8,595,316,1262,391,14,581,28,5,32,26,2671,193,156,286,153,164,23,76,909,13,1975,458,633,255,799,732,9,115,186,52,3237,377,2787,205,1294,541,7,43,79,27,5370,431,2804,205,2777,1018,44,30,318,54,7680,122,199,159,140,51,26,0,100,10,809,212,145,1374,269,265,39,31,167,24,2526,415,174,341,114,211,97,180,346,733,2609
UCL479997,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,3,0,5,0,0,0,3,14,0,30,0,9,3,0,0,0,10,0,0,19,3,6,5,0,7,0,0,12,0,37,0,0,7,0,0,0,0,0,0,11,7,3,28,0,0,0,8,18,0,69,0,0,0,0,0,0,0,4,0,8,3,0,5,0,6,32,8,0,0,54,3,0,7,16,7,8,0,19,0,62,3,0,6,4,4,0,27,9,0,51,0,9,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,11,0,0,0,0,0,11,0,0,0,12,5,25,10,0,9,0,0,0,0,46,4,4,3,4,0,3,4,41,0,62,3,8,3,7,4,0,0,3,0,36,3,17,0,4,4,0,0,0,0,28,3,38,8,33,8,0,0,3,0,99,3,6,0,0,0,0,0,0,0,7,0,0,7,4,4,0,0,4,3,22,3,0,6,0,3,0,3,10,16,42
UCL501001,1807,469,547,20,557,205,465,1930,95,6094,8931,17728,16137,546,5544,209,13513,3449,957,67009,8492,5315,15741,789,5576,2657,7334,7204,614,53721,1821,2727,2034,56,1981,225,1451,813,238,11339,11210,6522,40981,378,9709,1318,6374,12332,1047,89882,5221,3532,3407,93,4042,3518,4226,1666,305,25998,13625,4436,4905,938,4883,48801,4411,9015,451,91461,9739,873,9410,19364,1879,8646,1718,14564,367,66560,4482,3692,2199,1645,9450,1345,20767,2172,508,46273,1355,3160,1582,78,1112,1026,118,314,85,8833,3624,9356,314,192,10424,886,57,96,512,25457,2257,1516,798,143,3040,6173,375,686,205,15190,10661,45310,9587,308,12094,797,825,862,649,81083,3076,4085,3307,2452,3788,498,1225,13346,330,32112,7698,14969,4337,14953,14521,233,783,2561,1099,61143,6983,50051,3035,19422,7342,237,148,3050,400,90677,7733,58570,5658,45691,20465,763,1111,4981,899,145863,2884,3465,1495,6101,1668,877,124,1203,197,18023,3537,3637,16164,7807,3948,615,599,3228,253,39786,5854,6697,7353,2399,5897,2551,4710,5033,7669,48169
UCL511001,108,32,51,0,43,11,81,180,7,509,183,257,983,17,127,6,922,153,46,2696,328,243,982,26,215,112,653,652,38,3249,59,68,270,0,89,3,108,88,23,706,302,153,1719,13,374,45,476,673,37,3792,114,42,105,6,91,126,108,36,5,618,477,92,214,32,194,1985,126,464,11,3595,296,9,246,578,74,375,70,665,17,2334,111,62,102,15,268,32,691,94,13,1389,26,70,30,0,21,53,0,11,0,221,44,134,4,0,233,21,0,0,0,448,41,15,28,4,118,185,21,22,0,433,90,524,254,4,262,22,9,28,5,1194,69,95,97,55,74,8,38,458,10,906,143,312,124,378,515,11,24,166,33,1709,181,1515,104,763,217,7,6,166,3,2964,217,1784,200,1928,760,40,43,176,32,5189,53,51,37,104,39,13,3,29,9,337,90,134,660,228,120,25,30,139,7,1428,94,90,249,53,145,64,150,196,241,1278
UCL512001,194,39,63,3,41,6,61,156,3,573,10,17,103,3,7,0,146,21,4,311,80,26,215,10,56,37,82,234,10,753,18,4,58,0,21,0,31,16,0,155,127,22,684,4,114,12,136,158,5,1270,48,29,41,0,34,79,63,18,6,314,236,32,122,13,85,905,54,212,0,1662,185,7,148,290,52,125,24,307,7,1146,51,26,32,7,83,19,256,29,10,510,18,34,15,0,6,14,0,7,0,88,15,69,5,0,99,13,0,0,0,198,19,11,6,0,47,91,5,11,0,190,45,279,61,3,126,5,0,9,0,521,15,43,50,33,31,0,7,196,0,369,78,152,62,280,151,6,14,91,16,845,83,664,45,309,81,3,0,65,11,1260,115,818,87,906,337,9,7,127,17,2429,20,37,15,59,11,13,0,17,0,168,42,46,278,93,66,15,9,52,9,605,38,26,85,34,46,31,47,66,86,461
UCL512002,111,9,25,5,14,6,27,110,9,317,42,75,304,4,31,3,332,50,9,847,122,40,174,19,46,54,60,105,5,615,10,10,47,0,23,0,25,12,3,123,106,20,695,0,118,28,129,181,19,1296,27,14,11,0,26,36,14,15,3,151,233,38,85,16,80,827,51,153,0,1466,203,9,210,356,86,129,20,374,12,1397,26,24,16,10,77,18,191,17,4,370,13,12,7,0,8,20,0,4,0,65,19,57,0,0,77,9,0,0,0,163,20,15,0,0,53,73,6,11,0,173,23,214,68,8,107,13,5,11,0,444,48,32,56,39,37,6,31,268,5,514,70,110,47,133,97,3,22,39,6,522,77,538,35,267,62,0,0,49,18,1045,72,607,66,644,226,10,8,90,11,1722,16,14,22,43,16,3,0,12,0,131,38,26,247,75,49,8,3,40,7,486,22,30,68,28,39,27,32,52,92,388
UCL512003,123,60,32,0,33,16,24,157,13,452,61,50,335,4,45,0,354,48,16,915,53,11,151,0,44,28,43,43,10,383,13,14,50,0,13,0,28,13,8,149,112,25,698,9,137,17,113,185,20,1320,54,29,68,4,60,65,76,26,0,382,199,38,110,13,88,899,70,220,4,1638,132,3,116,250,40,190,39,319,3,1092,86,79,91,20,149,17,432,65,7,941,13,33,14,0,11,14,0,4,4,94,22,47,5,0,84,12,0,0,3,174,18,9,0,0,40,51,4,7,0,138,37,227,98,4,124,3,15,24,10,545,24,35,53,16,28,4,15,224,0,406,103,151,51,298,187,4,23,73,14,900,105,782,58,393,110,8,0,83,4,1551,131,850,88,821,314,20,29,86,12,2345,12,16,12,34,11,5,0,24,0,119,50,32,308,107,75,9,7,44,0,645,58,38,104,37,63,31,57,77,97,550
UCL512004,8,0,3,0,3,0,3,13,0,27,278,582,1199,19,255,15,1447,201,45,4030,79,55,233,0,65,14,180,35,10,652,18,4,56,0,22,6,47,22,9,175,99,27,494,8,146,5,98,147,8,1030,65,30,146,0,60,50,62,9,9,429,157,24,71,6,61,588,49,147,4,1110,141,7,111,199,37,117,19,225,0,852,68,29,63,14,148,21,434,39,9,822,4,16,11,0,8,16,6,0,0,52,7,21,0,3,56,0,0,0,0,90,17,5,53,4,43,99,16,25,0,272,40,144,206,3,106,0,23,30,6,553,21,31,25,10,41,9,16,179,3,331,73,113,55,309,143,7,12,42,10,769,92,550,38,261,85,0,0,45,7,1075,84,521,53,433,223,6,9,68,15,1409,16,7,12,45,8,9,0,15,5,123,58,26,384,62,83,16,17,54,0,703,44,29,167,33,92,25,89,52,132,658
