UCL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL515023,25,62,125,94,109,96,44,9,0,571,0,0,3,5,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,11,0,4,0,0,0,0,23,11,9,7,9,7,17,4,0,0,75,14,0,7,9,7,3,3,0,0,47,0,0,0,0,3,3,0,0,0,13,4,0,0,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,9,9,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,10,0,0,6,4,7,0,0,0,0,17,6,3,19,19,14,17,0,0,0,85,0,7,17,18,17,30,11,0,0,100,0,0,0,0,0,0,0,0,0,7,3,3,4,10,3,0,0,0,0,21
UCL515024,24,32,64,51,59,80,33,3,0,343,0,8,5,0,6,0,0,5,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,7,0,7,6,7,10,6,6,0,0,40,0,0,3,0,3,6,4,0,0,20,0,0,0,4,0,4,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,0,0,0,0,3,3,0,0,0,9,0,4,7,5,5,8,0,0,0,19,0,3,19,19,15,10,0,0,0,66,0,3,10,14,13,16,7,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8
UCL515025,28,31,60,65,80,71,36,8,0,373,0,0,6,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,3,9,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,5,4,9,7,8,13,0,0,0,42,8,3,3,3,9,4,0,0,0,27,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,6,0,0,0,0,5,0,0,0,0,4,0,4,3,0,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,6,0,4,11,3,10,7,4,0,0,28,0,0,7,14,16,14,0,0,0,52,0,0,9,11,17,19,6,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
UCL515026,34,68,169,110,115,83,24,6,0,602,0,0,0,0,0,0,0,0,0,4,0,0,13,3,0,3,0,0,0,23,0,0,8,0,3,3,0,0,0,22,0,0,3,0,3,0,0,0,0,6,0,0,10,4,3,5,0,0,0,20,0,0,5,0,0,0,0,0,0,4,9,11,18,10,18,5,0,0,0,70,11,4,3,0,4,0,0,0,0,28,0,0,8,3,9,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,8,4,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,5,6,6,0,0,0,0,14,0,4,3,6,6,5,0,0,0,26,0,0,8,8,6,8,0,0,0,26,0,11,23,10,16,9,8,0,0,61,4,14,38,25,25,18,0,0,0,118,0,0,0,3,0,0,0,0,0,5,0,0,5,3,0,4,0,0,0,20
UCL515027,45,76,177,130,152,157,63,9,0,819,0,3,0,3,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,4,0,0,11,0,3,0,4,8,7,0,0,0,13,14,15,15,21,15,15,11,0,0,93,10,4,6,6,13,4,3,0,0,45,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,8,0,5,4,0,0,0,27,0,0,4,0,0,4,0,0,0,7,0,3,3,3,5,4,3,0,0,20,0,0,3,0,6,5,0,0,0,20,3,5,9,14,11,9,3,0,0,50,0,13,17,28,34,33,9,0,0,145,5,17,50,36,45,50,13,3,0,226,0,0,4,0,0,0,0,0,0,9,0,8,4,11,7,6,0,0,0,32
UCL515028,49,89,335,320,266,177,36,0,0,1278,0,0,0,0,0,0,0,0,0,3,4,18,107,91,45,16,0,0,0,284,0,0,5,0,0,0,0,0,0,8,0,0,4,6,0,0,0,0,0,12,0,3,10,0,3,0,0,0,0,18,0,0,0,5,0,0,0,0,0,3,3,7,25,26,14,6,0,0,0,97,15,3,17,10,5,5,0,0,0,58,0,5,4,9,13,3,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,4,0,11,10,3,0,0,0,0,34,0,4,5,10,3,0,0,0,0,20,0,6,19,18,14,4,4,0,0,70,0,8,18,22,10,7,0,0,0,68,0,11,42,29,36,15,0,0,0,128,9,8,48,33,22,14,0,0,0,129,0,3,5,3,0,0,0,0,0,12,4,3,15,9,5,3,0,0,0,37
UCL515029,11,16,87,124,91,70,6,0,0,401,0,0,0,0,0,0,0,0,0,0,0,9,28,30,22,14,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,16,0,0,3,3,3,0,0,0,0,12,0,5,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,7,7,5,6,0,0,0,25,0,0,0,7,0,0,0,0,0,11,0,4,16,8,9,3,0,0,0,35,0,0,10,8,7,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
UCL515030,48,57,123,143,145,151,42,10,0,722,0,3,0,4,6,4,0,0,0,17,0,8,7,7,8,5,0,0,0,34,6,3,7,11,7,11,0,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,3,3,5,9,0,0,0,25,3,0,0,0,3,0,0,0,0,8,21,14,20,7,23,12,0,0,0,95,30,10,6,10,10,10,0,0,0,64,0,0,0,0,5,7,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,6,4,0,0,0,0,0,13,0,0,5,7,6,0,0,0,0,19,4,7,3,0,10,4,0,0,0,29,0,5,0,4,14,10,0,0,0,35,4,3,14,17,25,23,3,0,0,93,8,11,24,31,28,34,8,0,0,146,4,0,11,7,4,7,0,0,0,25,0,0,3,4,4,5,0,0,0,25
UCL515031,37,35,59,97,113,129,59,15,0,544,0,0,0,6,0,5,15,9,0,28,0,3,3,4,8,8,0,0,0,22,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,15,0,0,3,0,0,0,0,0,0,3,14,0,13,13,17,18,8,0,0,89,9,5,8,15,11,13,0,0,0,65,0,0,0,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,5,0,0,11,0,0,3,3,7,4,3,0,0,25,0,0,4,6,6,7,0,0,0,22,0,0,3,5,12,5,0,0,0,25,0,3,6,15,18,23,7,0,0,72,0,7,10,16,39,19,6,0,0,90,0,0,0,3,0,0,0,0,0,3,0,6,6,7,7,0,0,0,0,19
UCL515032,26,33,70,68,124,71,9,0,0,411,0,0,0,5,0,0,0,0,0,10,0,0,7,6,3,3,0,0,0,11,0,0,6,4,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,17,0,0,0,3,0,0,0,0,0,6,9,12,8,3,9,10,0,0,0,49,10,0,0,0,6,5,0,0,0,20,0,5,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,3,8,7,8,4,0,0,0,23,0,0,0,3,0,0,0,0,0,11,0,0,4,3,5,4,0,0,0,22,0,0,3,14,15,17,3,0,0,59,0,5,16,10,13,9,4,0,0,58,0,0,0,0,0,0,0,0,0,5,0,3,3,5,6,4,0,0,0,22
UCL515033,40,45,180,266,167,104,20,3,0,820,0,0,0,0,0,0,0,0,0,0,3,8,41,46,38,11,0,0,0,149,0,0,5,3,0,0,0,0,0,8,0,0,5,0,4,0,0,0,0,11,0,0,3,7,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,9,7,0,12,11,6,5,0,0,0,45,9,0,7,15,4,0,0,0,0,41,0,0,0,8,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,15,6,3,0,0,0,33,0,3,12,16,12,8,5,0,0,52,4,6,44,41,23,11,0,0,0,135,0,0,27,33,13,8,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,21
UCL515034,15,41,140,123,152,122,25,7,0,629,0,0,4,0,0,0,0,0,0,11,0,0,5,5,10,0,0,0,0,20,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,3,0,0,4,0,0,0,13,6,8,8,18,15,7,0,0,0,70,13,3,9,8,5,0,0,0,0,44,0,0,3,3,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,10,0,0,3,0,3,3,0,0,0,12,0,0,12,6,7,5,3,0,0,28,0,5,7,8,6,5,0,0,0,24,0,0,3,3,6,9,0,0,0,18,0,8,10,11,10,12,8,0,0,68,4,9,16,31,29,21,3,0,0,119,0,0,0,4,0,0,0,0,0,9,3,4,14,0,3,4,0,0,0,23
UCL515035,11,13,46,42,40,70,28,0,0,260,5,0,3,0,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,3,0,4,8,5,7,4,0,0,33,6,0,4,4,0,5,0,0,0,17,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,3,0,0,19,0,0,0,11,9,11,0,0,0,31,0,4,14,6,12,18,6,0,0,63,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,15
UCL515036,28,37,84,77,113,117,32,6,0,489,0,0,3,5,0,0,0,0,0,13,0,3,8,11,5,5,0,0,0,30,4,0,8,4,4,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,4,3,15,6,10,0,0,0,44,6,0,0,0,6,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,9,0,5,0,0,0,6,0,0,0,16,0,0,0,12,5,8,5,0,0,27,0,0,8,17,9,7,4,0,0,48,0,8,13,11,27,26,8,0,0,87,0,0,0,0,3,0,0,0,0,12,6,5,7,9,0,0,0,0,0,14
UCL515037,31,27,153,182,107,65,11,0,0,582,0,0,0,0,0,0,0,0,0,0,0,6,38,34,21,11,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,3,4,4,3,4,0,0,0,28,3,0,3,6,4,3,0,0,0,24,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,9,14,6,4,0,0,0,36,0,0,0,13,0,6,0,0,0,24,0,4,19,28,11,3,0,0,0,62,7,0,20,22,22,0,0,0,0,76,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,10
UCL515038,30,20,69,62,85,114,54,8,0,442,0,0,7,6,0,3,8,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,0,0,3,3,0,0,0,4,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,9,9,0,0,11,12,14,0,0,0,50,7,0,4,5,15,11,0,0,0,40,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,8,0,3,4,0,0,0,21,0,0,8,0,5,8,0,0,0,17,0,0,4,10,11,3,4,0,0,28,0,3,10,10,18,15,0,0,0,62,0,5,18,16,25,33,10,5,0,107,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,8,0,0,0,12
UCL521001,14,10,14,29,38,30,9,0,0,144,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,0,12,4,0,0,4,0,3,0,0,0,13,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,6,0,0,3,5,9,3,0,0,0,24,0,0,0,4,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,10
UCL521002,12,9,25,31,37,30,13,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,5,0,4,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,6,0,0,16,0,0,6,0,10,4,3,0,0,26,0,3,0,3,5,4,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,11
UCL521003,5,3,16,25,26,34,22,3,0,136,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,5,0,3,0,0,0,0,5,0,0,0,10,9,6,0,0,0,23,0,0,0,5,9,14,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL521004,0,3,11,11,6,9,0,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,3,8,6,7,3,0,0,0,29,0,0,6,3,3,0,0,0,0,15,0,0,3,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
UCL521005,4,13,46,49,60,65,18,4,0,263,0,0,0,0,0,0,0,0,0,9,0,0,8,15,9,6,0,0,0,41,0,8,6,6,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,0,0,0,14,6,0,6,0,4,7,0,0,0,20,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,10,0,0,4,0,0,8,0,0,0,14,0,0,8,8,5,7,5,0,0,25,0,0,0,3,3,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,7
UCL521006,11,17,24,41,47,52,12,3,0,201,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,8,3,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,4,4,0,0,0,31,8,3,0,0,4,0,0,0,0,15,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,4,0,0,0,7,0,0,3,10,10,18,0,0,0,40,0,0,4,10,10,14,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
UCL521007,6,12,14,15,16,18,12,0,0,91,0,6,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,3,3,6,3,0,0,0,13,0,0,6,6,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521008,0,12,15,11,18,24,9,5,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,6,0,6,0,0,0,12,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,9,0,0,0,8,3,3,0,0,0,18,0,0,0,5,7,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521009,3,9,13,28,19,27,12,6,0,113,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,4,0,0,0,21,0,0,4,6,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10
UCL521010,14,18,30,31,34,25,12,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,4,8,4,0,0,0,18,3,5,0,0,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,7,0,0,3,0,7,7,0,0,0,21,3,4,5,11,12,12,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5
UCL521011,10,11,25,41,42,19,4,0,0,157,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,6,6,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,5,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,17,3,0,0,0,0,0,0,0,0,9,0,0,3,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,0,0,0,8,0,0,0,8,12,4,0,0,0,21,0,0,8,10,8,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,12
