UCL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
UCL315040,29,1500,944,358,2234,1.1,1890,2
UCL315041,43,1600,875,350,2289,0.8,1983,2.5
UCL315042,48,1083,645,225,1532,0.8,1174,2.3
UCL315043,58,997,453,240,1027,0.8,809,2.1
UCL315044,49,1083,597,210,1390,0.7,1008,2.1
UCL315045,42,2167,907,470,2223,0.8,2137,2.7
UCL315046,37,1300,779,342,1602,0.8,1401,2.7
UCL315047,35,1517,786,310,1797,0.8,1636,2.8
UCL315048,53,1300,475,250,1166,0.8,938,2.2
UCL315049,47,1595,631,300,1716,0.9,1317,2.4
UCL315050,44,1083,497,300,1189,0.7,940,2.3
UCL315051,41,1787,715,395,1765,0.8,1604,2.7
UCL315052,41,2167,762,440,2205,0.8,2041,2.9
UCL315053,38,1215,972,200,2167,0.7,1603,2.2
UCL315054,39,1292,549,295,1316,0.7,1154,2.6
UCL315055,62,900,450,260,945,0.7,755,1.9
UCL315056,50,1300,602,250,1416,0.8,1109,2.3
UCL315057,59,1600,607,393,1397,0.7,1092,2.1
UCL315058,31,1904,1027,410,2602,0.8,2416,3.1
UCL315059,40,1874,840,510,2207,0.8,1969,2.8
UCL315060,32,1650,969,400,2288,0.8,2176,3.1
UCL315061,32,1128,1663,54,3220,0.8,2721,2.7
UCL315062,39,878,698,192,1532,0.7,1131,2.1
UCL315063,43,1083,648,240,1487,0.8,1163,2.3
UCL315064,33,1625,787,350,2106,0.8,1898,2.8
UCL315065,54,780,489,170,1148,0.6,829,1.9
UCL315066,40,1950,778,420,2102,0.8,1929,2.8
UCL315067,51,1457,511,310,1153,0.7,980,2.4
UCL315068,43,1300,613,260,1442,0.8,1187,2.4
UCL315069,53,756,461,200,1057,0.8,780,2
UCL315070,33,1020,863,225,2199,0.7,1787,2.4
UCL315071,39,2000,821,400,2164,0.8,1931,2.7
UCL315072,38,1000,743,220,1477,0.8,1218,2.3
UCL315073,47,800,531,220,1234,0.7,962,2.2
UCL315074,52,997,473,220,1153,0.7,860,2.1
UCL315075,57,1470,632,300,1382,0.7,1003,2
UCL315076,41,1213,638,265,1465,0.8,1209,2.5
UCL315077,26,2167,380,125,898,1.2,977,3.7
UCL315078,42,1300,646,280,1652,0.8,1277,2.5
UCL315079,48,1689,675,415,1645,0.8,1333,2.4
UCL315080,44,1580,823,350,1812,0.8,1412,2.1
UCL315081,43,1300,659,260,1602,0.8,1154,2.3
UCL315082,55,1605,603,280,1273,0.7,974,2
UCL315083,45,1733,978,400,2535,0.7,2493,2.9
UCL315084,54,1400,543,350,1347,0.8,1243,2.4
UCL315085,39,1350,635,295,1468,0.8,1231,2.4
UCL315086,59,867,449,260,929,0.8,756,1.9
UCL315087,44,2413,952,710,3158,0.8,3118,3.2
UCL315088,38,1500,663,300,1772,0.8,1412,2.5
UCL315089,36,1275,760,210,1578,0.8,1338,2.4
UCL315090,50,1191,560,250,1335,0.7,953,2.1
UCL315091,30,1408,902,200,2056,1.2,2136,3.2
UCL315092,65,1300,454,260,934,0.7,734,1.8
UCL315093,59,1000,484,265,1102,0.7,885,2.1
UCL315094,53,1300,503,350,1175,0.7,1040,2.3
UCL315095,38,1083,722,250,1510,0.8,1256,2.4
UCL315096,35,1733,929,360,2445,0.8,2164,2.7
UCL315097,33,1631,855,370,2061,0.8,1803,2.9
UCL315098,30,2063,1558,500,3283,1,2976,2.9
UCL315099,33,1842,958,390,2363,0.8,2248,3.2
UCL315100,41,1625,718,240,2017,0.8,1414,2.6
UCL315101,37,1647,934,350,2289,0.8,2123,2.9
UCL315102,54,982,508,230,1259,0.7,932,2.1
UCL315103,48,1517,699,273,1479,0.8,1256,2.2
UCL315104,37,1625,635,325,1625,0.7,1360,2.5
UCL315105,64,1300,482,310,1061,0.7,900,2
UCL315106,29,1517,838,330,1887,0.8,1730,2.8
UCL315107,35,1798,786,369,1821,0.8,1597,2.6
UCL315108,25,1083,335,140,895,1.4,1267,4.7
UCL315109,53,1441,701,290,1562,0.7,1278,2.2
UCL321001,47,953,495,260,1220,0.8,974,2.3
UCL321002,53,1083,540,250,1280,0.7,942,2.1
UCL321003,51,867,492,298,1260,0.8,963,2.3
UCL321004,43,1517,577,280,1638,0.8,1357,2.5
UCL321005,39,1733,870,340,2407,0.8,2141,2.6
UCL321006,27,0,417,125,896,1,885,3.3
UCL321007,35,1820,916,398,2410,0.8,2161,2.8
UCL321008,58,1192,510,273,1138,0.8,936,2
UCL321009,43,1100,865,200,2112,0.7,1422,2.2
UCL321010,34,1300,755,280,1891,0.8,1423,2.6
UCL321011,41,2000,862,300,2490,0.8,2390,3
UCL321012,59,780,447,200,924,0.7,703,1.9
UCL321013,50,1950,669,540,1892,0.7,1704,2.6
UCL321014,34,1700,1023,350,2297,0.8,2144,2.8
UCL321015,52,800,615,157,1416,0.7,1007,2.1
UCL321016,61,867,460,230,935,0.7,746,2
UCL321017,47,2000,971,400,2508,0.7,2392,2.8
UCL321018,41,1700,810,320,1984,0.8,1845,2.8
UCL321019,37,1733,939,390,2224,0.9,2169,3
UCL321020,47,1517,625,340,1562,0.8,1479,2.7
UCL321021,46,1517,689,320,1661,0.8,1442,2.5
UCL321022,40,2167,826,510,2442,0.8,2356,3.3
UCL321023,47,1083,695,230,1769,0.8,1357,2.3
UCL321024,38,1300,608,380,1670,0.8,1653,2.9
UCL321025,59,1348,452,383,1095,0.6,946,2.3
UCL321026,42,1539,766,340,1812,0.8,1555,2.4
UCL321027,42,1662,789,395,1898,0.8,1600,2.6
UCL321028,32,1300,981,220,2225,0.8,1838,2.5
UCL321029,62,1289,546,293,1173,0.7,892,1.9
UCL321030,50,1196,480,250,1205,0.8,1138,2.5
UCL321031,43,1300,622,380,1432,0.9,1237,2.5
UCL321032,45,1980,670,480,1714,0.8,1645,2.9
UCL321033,44,1517,747,300,1717,0.8,1391,2.4
UCL321034,40,609,556,125,1286,0.9,968,2.3
UCL321035,46,1235,480,300,1196,0.8,1078,2.6
UCL321036,36,2011,825,450,2104,0.8,2016,3
UCL321037,47,1539,630,294,1568,0.8,1111,2.3
UCL321038,53,1235,579,290,1360,0.8,1060,2.2
UCL321039,59,1808,657,338,1650,0.7,1431,2.3
UCL321040,46,1733,702,420,1800,0.8,1703,2.6
UCL321041,49,867,487,250,1223,0.8,921,2.1
UCL321042,41,1430,687,358,1839,0.8,1578,2.8
UCL321043,45,2167,801,520,2235,0.8,2333,3.1
UCL321044,57,910,426,280,944,0.9,783,2
UCL321045,38,2000,969,500,2420,0.8,2274,2.9
UCL321046,52,1531,802,350,2170,0.7,2012,2.7
UCL321047,42,1153,545,248,1289,0.8,1094,2.5
UCL321048,50,781,481,180,1162,0.8,796,2.1
UCL321049,36,1218,772,255,1669,0.9,1537,2.6
UCL321050,35,1181,701,315,1506,0.8,1320,2.6
UCL321051,51,1000,490,230,1237,0.7,964,2
UCL321052,28,975,378,120,840,1,817,3.1
UCL321053,28,2875,832,201,1534,1.2,1578,3
UCL321054,57,1127,585,300,1308,0.8,1067,2.1
UCL321055,42,790,750,160,1678,0.8,1287,2.2
UCL321056,48,867,534,200,1242,0.7,846,2
UCL321057,55,800,485,200,1148,0.8,854,2.1
UCL321058,41,1313,611,300,1461,0.8,1170,2.5
UCL321059,43,2167,820,440,2358,0.8,2335,3.1
UCL321060,56,1083,545,243,1296,0.7,912,2.1
UCL321061,56,1410,552,298,1170,0.8,867,2
UCL321062,29,0,341,115,858,1.3,1132,3.7
UCL321063,50,1950,717,478,1842,0.8,1784,2.8
UCL321064,58,1200,558,250,1220,0.8,903,2
UCL321065,47,1311,585,335,1472,0.7,1406,2.7
UCL321066,63,874,433,240,882,0.8,667,1.7
UCL321067,27,0,418,125,949,1.2,1042,3.3
UCL321068,41,1730,810,400,1919,0.8,1525,2.5
UCL321069,58,1519,574,350,1323,0.8,993,2
UCL321070,39,1517,814,300,1961,0.7,1507,2.4
UCL321071,47,1842,823,380,2194,0.8,2018,2.7
UCL321072,35,1517,756,360,2047,0.8,1930,3
UCL321073,47,1364,723,350,1601,0.8,1331,2.1
UCL321074,43,975,565,170,1550,0.7,918,2.2
UCL321075,37,2167,900,590,2282,0.8,2344,3.3
UCL321076,27,0,342,121,924,1.3,788,3.7
UCL321077,37,1246,1092,275,2353,0.7,1922,2.2
UCL321078,50,1700,864,300,2014,0.9,1762,2.5
UCL321079,31,1148,735,170,1713,1.1,1697,3
UCL321080,36,1517,767,345,1959,0.8,1837,2.8
UCL321081,44,1810,622,350,1656,0.8,1604,2.9
UCL321082,47,1595,675,343,1736,0.8,1574,2.7
UCL321083,37,1500,713,360,1754,0.7,1576,2.7
UCL321084,55,1833,753,350,1714,0.7,1368,2.1
UCL321085,66,975,416,250,859,0.8,775,1.9
UCL321086,34,0,347,120,947,1.2,1071,3.4
UCL321087,47,2167,1142,413,2852,0.7,2446,2.6
UCL321088,51,975,491,240,1143,0.8,807,2.1
UCL321089,60,934,436,200,871,1,673,1.8
UCL321090,48,2167,774,605,2325,0.7,1696,2.6
UCL321091,59,867,441,150,922,1,579,1.7
UCL321092,58,1578,531,280,1362,0.8,989,2
UCL321093,49,1300,533,345,1448,0.8,1343,2.7
UCL321094,49,1419,746,330,1863,0.7,1611,2.5
UCL321095,51,1513,719,320,1460,0.8,1279,2.2
UCL321096,42,1127,943,200,2299,0.7,1625,2.2
UCL321097,44,1733,723,300,1942,0.8,1912,3.1
UCL321098,42,2184,742,460,2180,0.8,2340,3.2
UCL321099,41,953,576,180,1237,0.7,929,2.1
UCL321100,42,813,652,163,1656,0.7,1160,2.3
UCL321101,53,867,469,200,1007,0.7,785,2
UCL321102,41,1717,792,400,2134,0.8,2241,3.1
UCL321103,46,1300,588,300,1520,0.8,1379,2.6
UCL321104,29,33,1513,15,3289,0.8,3143,2.9
UCL321105,48,1733,765,360,1831,0.8,1691,2.6
UCL321106,40,1473,653,290,1672,0.7,1159,2.3
UCL321107,57,1517,600,323,1427,0.8,1152,2.1
UCL321108,42,1083,672,255,1568,0.8,1309,2.4
UCL321109,45,849,884,150,2010,0.8,1290,2
UCL321110,54,1736,569,375,1532,0.7,1212,2.4
UCL321111,48,1300,575,318,1236,0.8,951,2.2
UCL321112,23,0,361,120,707,1.2,684,3.3
UCL321113,43,1300,696,280,1625,1,1272,2.4
UCL321114,55,790,442,223,942,0.7,794,2.1
UCL322001,44,1502,967,350,2299,0.8,2131,2.6
UCL322002,51,1083,769,120,1812,0.7,1273,2
UCL322003,59,1300,703,250,1446,1,1199,2.1
UCL322004,58,1733,491,350,1297,0.7,945,2
UCL322005,45,400,736,93,1483,0.7,1213,2.1
UCL322006,63,1400,620,255,1524,0.7,1008,1.6
UCL322007,51,490,563,100,1208,0.7,912,2.1
UCL322008,40,1928,768,400,1854,0.7,1821,2.8
UCL322009,52,600,819,170,1674,0.8,1392,2
UCL322010,61,650,437,260,992,0.9,731,1.8
UCL322011,51,1759,697,430,1778,0.7,1625,2.4
UCL322012,60,1832,607,280,1455,0.7,1012,2
UCL322013,35,1857,806,355,2133,0.8,1902,2.8
UCL322014,49,769,514,200,1100,0.7,793,2
UCL322015,51,1300,575,295,1213,0.9,949,2.2
UCL322016,49,1127,1104,170,2312,0.7,2184,2
UCL322017,25,0,424,130,833,1,1078,3.9
UCL322018,63,1200,457,240,1006,0.8,927,2.1
UCL322019,62,1300,495,310,1083,0.7,918,1.9
UCL322020,39,780,873,138,1600,0.9,1387,2.3
UCL322021,65,1070,477,280,1145,0.7,933,1.8
UCL322022,35,501,922,150,2208,0.9,1204,2.3
UCL322023,58,1625,523,380,1166,0.7,1093,2.3
UCL322024,45,2097,729,433,1731,0.7,1447,2.4
UCL322025,32,314,817,147,2083,1.1,1093,2.7
UCL322026,44,964,667,200,1375,0.7,1091,2.1
UCL322027,50,1083,494,170,1125,0.9,784,2
UCL322028,56,1008,675,255,1542,0.7,1178,2
UCL322029,29,0,557,123,1187,1.2,1277,3.3
UCL322030,53,889,485,290,1180,0.8,935,2.2
UCL322031,58,1200,575,245,1420,0.9,1147,2.1
UCL322032,54,1409,561,220,1187,0.9,933,2.2
UCL322033,21,0,550,150,850,1,739,3.5
UCL322034,47,1300,534,200,1266,0.8,828,2.1
UCL322035,50,800,589,148,1160,0.7,1025,2
UCL322036,59,1517,599,315,1428,0.7,1066,2
UCL322037,48,557,690,120,1458,0.8,1145,2.3
UCL322038,47,780,454,140,921,0.8,772,2.2
UCL322039,47,1170,610,278,1375,0.8,1057,2.2
UCL322040,40,2191,1091,650,3181,0.8,3227,3.2
UCL322041,30,0,401,150,814,0.8,974,3.5
UCL322042,36,1300,915,295,2028,0.9,1674,2.8
UCL322043,42,1668,995,310,2625,0.8,2166,2.6
UCL322044,48,1213,606,170,1875,0.8,1202,2.1
UCL322045,50,1213,605,268,1468,0.8,1086,2.2
UCL322046,30,953,523,288,1208,0.7,1031,2.3
UCL322047,32,3750,1131,48,2499,0.8,1213,1.2
UCL322048,38,921,868,200,1792,0.9,1386,2.2
UCL322049,52,815,646,180,1375,0.7,1071,2
UCL322050,35,1950,1725,32,2899,0.8,2418,2.3
UCL322051,49,1611,779,308,2021,0.7,1708,2.5
UCL322052,44,1000,555,250,1350,0.8,1213,2.5
UCL322053,54,1767,910,270,2250,0.7,1937,2.1
UCL322054,57,1777,612,255,1375,0.7,1125,2
UCL322055,58,988,515,160,1291,0.8,906,2
UCL322056,23,0,453,120,1024,1.1,933,3.4
UCL322057,39,1300,673,283,1726,0.8,1550,2.8
UCL322058,62,1613,545,333,1263,0.7,1062,2
UCL322059,29,0,346,150,819,0.9,885,3.3
UCL322060,51,1127,493,270,1238,0.8,1022,2.2
UCL322061,18,0,503,130,1297,1.3,1362,4.1
UCL322062,44,758,718,150,1474,0.7,1224,2.2
UCL322063,37,650,978,127,1981,0.8,1511,2.2
UCL322064,45,1300,840,245,2089,0.7,1766,2.4
UCL322065,42,1183,542,290,1264,0.9,1078,2.3
UCL322066,63,867,477,268,1152,0.8,872,1.8
UCL322067,55,1168,640,220,1449,0.9,974,1.8
UCL322068,50,1322,612,320,1328,0.8,979,2.2
UCL322069,59,1200,541,240,1125,0.7,893,1.9
UCL322070,54,928,520,205,1235,0.7,900,2
UCL322071,39,0,493,120,1625,1.2,1687,3
UCL322072,45,1300,463,303,1328,0.8,1156,2.7
UCL322073,60,1180,658,210,1268,0.8,1023,2
UCL322074,65,1144,424,220,820,0.8,731,1.7
UCL322075,21,0,351,144,933,1.1,1281,4.3
UCL322076,27,0,365,120,924,1.2,1009,3.6
UCL322077,27,1084,351,150,906,1.1,1262,3.9
UCL322078,47,1248,615,260,1312,0.9,1187,2.5
UCL322079,34,1441,776,358,2111,0.8,1825,2.9
UCL322080,57,1300,509,220,1305,0.8,1021,2.3
UCL322081,52,840,506,223,1162,0.8,963,2
UCL322082,52,1200,577,170,1278,0.7,977,2.1
UCL322083,39,1250,701,250,1625,0.8,1321,2.5
UCL322084,50,1192,474,175,971,0.9,854,2.4
UCL322085,45,1600,785,360,1887,0.8,1645,2.5
UCL322086,46,900,581,170,1375,0.8,1125,2.2
UCL322087,48,1929,896,288,2272,0.8,1771,2.3
UCL322088,53,800,469,200,1083,0.9,933,2.3
UCL322089,45,1083,686,250,1699,0.8,1303,2.3
UCL322090,40,1371,791,320,2028,0.8,2028,3.1
UCL322091,53,1350,615,350,1512,0.8,1312,2.6
UCL322092,24,0,398,125,1024,1.3,942,3.7
UCL322093,55,1636,713,300,1392,0.7,1176,2
UCL322094,57,2000,806,450,1875,0.7,1687,2.3
UCL322095,60,1222,502,215,1170,0.9,780,2
UCL322096,36,1733,902,305,1942,0.8,1866,3.1
UCL322097,58,1385,652,250,1333,0.7,880,1.8
UCL322098,42,1680,851,350,2343,0.7,2279,3
UCL322099,52,577,446,180,885,0.8,762,2
UCL322100,40,867,924,140,2031,0.8,1233,2.2
UCL322101,38,864,900,130,1890,0.8,1591,2.4
UCL322102,25,0,405,115,812,1,922,3.6
UCL322103,49,1767,734,295,2024,0.7,1416,2.3
UCL322104,49,1400,815,320,2019,0.7,1483,2.2
UCL322105,46,716,495,215,1145,0.7,1062,2.3
UCL322106,30,1300,696,120,1312,1.1,1125,2.7
UCL322107,57,2500,680,300,1374,0.8,949,2
UCL322108,50,1083,567,280,1325,0.8,1079,2.3
UCL322109,44,1192,592,350,1571,0.8,1323,2.7
UCL322110,45,867,553,236,1390,0.8,1101,2.3
UCL322111,36,1192,703,250,1447,0.9,1321,2.7
UCL322112,44,1497,612,380,1239,0.8,1230,2.2
UCL322113,34,0,546,123,1097,0.9,985,3
UCL322114,47,780,690,150,1542,0.8,1062,2
UCL322115,49,691,691,144,1341,0.8,1178,2.1
UCL322116,55,1390,612,260,1476,0.8,1386,2.5
UCL322117,64,964,523,175,1187,0.7,850,1.7
UCL322118,41,1024,732,230,1792,0.7,1513,2.3
UCL322119,38,696,1026,150,2031,0.9,1447,2.3
UCL322120,38,953,777,195,1791,0.8,1238,2
UCL322121,58,997,456,250,1044,0.7,803,2.1
UCL322122,61,2000,716,330,1471,0.8,1125,1.9
UCL322123,50,1950,844,310,1625,0.8,1524,2.3
UCL322124,57,1083,644,280,1562,0.8,1263,2
UCL322125,46,1083,466,270,1072,0.8,939,2.5
UCL322126,59,1300,709,200,1937,0.8,1762,2.4
UCL322127,60,1250,526,260,1257,0.8,985,2
UCL322128,20,0,508,125,890,1.3,939,3.9
UCL322129,51,1229,589,300,1375,1,990,2.2
UCL322130,56,741,456,200,1023,0.7,795,2
UCL322131,50,970,637,155,1562,0.7,1111,2.1
UCL322132,33,650,758,160,1408,0.7,1208,2.3
UCL322133,26,0,386,125,1036,1,1125,3.9
UCL322134,63,1138,429,150,900,0.9,758,1.8
UCL322135,29,0,332,70,833,1.2,840,3.2
UCL322136,46,1754,782,465,2600,0.8,2568,3
UCL322137,50,1094,634,225,1517,0.7,1362,2.4
UCL322138,49,650,453,150,1093,0.9,857,2.2
UCL322139,28,0,423,150,955,0.8,949,3.3
UCL331001,46,1712,707,277,1839,0.8,1557,2.7
UCL379997,39,0,1196,0,2750,1,1749,1.5
UCL399994,43,0,471,0,0,0,0,0
UCL401001,39,1552,757,320,1972,0.8,1527,2.4
UCL412001,41,1408,726,290,1843,0.7,1411,2.4
UCL412002,37,1625,824,350,2082,0.7,1690,2.5
UCL412003,41,1127,701,220,1681,0.7,1228,2.3
UCL412004,41,1083,640,180,1677,0.7,1185,2.2
UCL413001,44,2000,1006,415,2715,0.8,2301,2.7
UCL413002,42,1083,590,240,1358,0.7,1059,2.3
UCL413003,38,1083,687,200,1608,0.7,1242,2.3
UCL413004,41,1300,717,240,1667,0.7,1243,2.3
UCL413005,43,951,567,185,1441,0.7,1036,2.2
UCL413006,61,1249,541,290,1224,0.7,963,2
UCL414001,63,1161,526,279,1155,0.7,917,2
UCL414002,36,1495,860,350,2075,0.8,1756,2.6
UCL414003,39,1040,744,230,1646,0.8,1309,2.3
UCL414004,45,1338,687,300,1704,0.7,1294,2.3
UCL414005,47,1465,634,300,1516,0.7,1199,2.4
UCL415001,46,1385,742,250,1839,0.7,1331,2.3
UCL415002,35,1824,888,350,2357,0.8,2242,3.1
UCL415003,47,984,611,229,1443,0.7,1066,2.3
UCL415004,44,1625,798,340,2133,0.8,1719,2.5
UCL415005,50,910,523,198,1318,0.7,890,2
UCL415006,42,1040,610,215,1367,0.7,1039,2.1
UCL415007,39,867,814,220,1752,0.8,1397,2.4
UCL415008,39,1192,772,220,1805,0.8,1369,2.3
UCL415009,45,1295,734,250,1669,0.7,1317,2.2
UCL415010,49,628,501,160,1357,0.7,767,1.8
UCL415011,50,951,531,187,1391,0.7,952,2.2
UCL415012,33,1400,792,330,2001,0.8,1755,2.9
UCL415013,51,1904,751,350,2229,0.8,1632,2.4
UCL415014,49,961,719,215,1629,0.7,1177,2.1
UCL415015,46,1100,586,250,1462,0.7,1104,2.3
UCL415016,49,1083,623,245,1479,0.7,1133,2.2
UCL415017,51,1059,645,210,1475,0.7,1027,2
UCL415018,56,1083,625,200,1411,0.6,1076,2
UCL415019,44,1614,767,355,2088,0.8,1883,2.9
UCL415020,43,1430,746,308,1825,0.8,1466,2.5
UCL415021,47,1040,635,220,1481,0.7,1093,2.2
UCL415022,43,1424,780,300,1963,0.7,1676,2.6
UCL415023,55,867,544,210,1413,0.7,1027,2.2
UCL415024,57,1062,485,218,1122,0.7,786,2
UCL415025,38,1777,850,370,2315,0.9,2230,3.2
UCL415026,55,1517,646,325,1640,0.7,1239,2.2
UCL415027,34,1655,945,350,2230,0.8,1969,2.8
UCL415028,49,1300,724,280,1703,0.7,1300,2.2
UCL415029,49,877,546,175,1377,0.7,956,2.2
UCL415030,60,1252,530,250,1235,0.6,948,2.1
UCL415031,38,1500,743,350,1808,0.8,1685,2.8
UCL415032,61,1235,547,295,1261,0.7,983,2.1
UCL415033,41,1083,806,200,1608,0.7,1346,2.3
UCL415034,47,1000,777,200,1833,0.7,1351,2.2
UCL415035,55,542,455,160,968,0.6,699,1.8
UCL415036,63,1313,498,235,1297,0.6,945,1.9
UCL415037,44,975,603,200,1345,0.7,1018,2.2
UCL415038,55,1213,729,250,1672,0.6,1216,2.1
UCL415039,30,1517,1747,260,3467,0.8,3142,2.7
UCL415040,49,867,506,225,1148,0.7,874,2.1
UCL415041,49,1430,770,300,1943,0.7,1440,2.3
UCL415042,61,1200,615,220,1437,0.7,989,1.9
UCL415043,34,1700,833,300,2066,0.8,1932,2.8
UCL415044,31,1748,984,345,2293,0.8,2139,3
UCL415045,53,971,528,200,1120,0.7,850,2
UCL415046,57,1200,515,250,1152,0.7,907,2.1
UCL415047,39,1445,814,300,1974,0.8,1690,2.6
UCL415048,47,1550,759,330,1972,0.8,1634,2.5
UCL415049,48,1566,700,303,1865,0.7,1384,2.4
UCL421001,62,1083,494,230,1245,0.7,830,1.9
UCL421002,59,1289,676,213,1468,0.7,1116,2.1
UCL421003,42,1517,761,315,2005,0.8,1625,2.6
UCL421004,56,880,499,180,1221,0.7,787,2
UCL421005,52,940,668,170,1455,0.7,1039,2.1
UCL421006,42,1863,846,380,2241,0.8,2257,3
UCL421007,57,1300,710,275,1447,0.7,1258,2
UCL421008,54,1040,667,200,1444,0.7,1141,2.1
UCL421009,46,1083,785,180,1803,0.7,1407,2.3
UCL421010,37,1700,888,323,2241,0.8,1954,2.7
UCL421011,57,867,485,200,1198,0.7,883,1.9
UCL421012,51,650,469,160,1050,0.7,872,2.1
UCL421013,44,1447,824,320,2053,0.8,1891,2.7
UCL421014,47,1432,727,286,1906,0.8,1544,2.5
UCL421015,46,997,561,225,1383,0.8,922,2.3
UCL421016,50,1970,893,373,2609,0.7,2356,2.8
UCL421017,37,1408,881,310,2031,0.8,1786,2.8
UCL421018,45,693,732,180,1687,0.7,1229,2.2
UCL421019,50,852,728,139,1687,0.7,1234,2.1
UCL421020,48,867,643,167,1476,0.7,1254,2.2
UCL421021,49,867,547,200,1333,0.8,909,2.2
UCL421022,47,1500,812,340,2022,0.7,1543,2.3
UCL421023,37,1133,696,290,1786,0.9,1512,2.5
UCL421024,55,867,589,200,1290,0.7,962,2
UCL421025,56,953,488,250,1102,0.7,827,2
UCL421026,59,891,539,200,1275,0.7,911,2
UCL421027,47,1300,612,250,1446,0.8,1125,2.3
UCL421028,46,1700,931,323,2511,0.8,2454,3
UCL421029,55,650,566,168,1431,0.7,970,2.1
UCL421030,46,542,738,164,1786,0.7,1174,1.9
UCL421031,56,1300,727,205,1645,0.7,1218,2.1
UCL421032,43,867,698,225,1433,0.8,1119,2.2
UCL421033,27,0,336,90,765,1.5,1240,4.4
UCL421034,53,867,594,200,1306,0.7,989,2
UCL421035,57,867,502,225,1341,0.7,933,2
UCL421036,38,1603,828,355,2369,0.8,2148,3
UCL421037,47,1083,646,250,1533,0.8,1048,2.1
UCL421038,42,1859,831,369,2363,0.8,2050,2.6
UCL421039,36,1452,762,275,2005,0.8,1711,2.7
UCL421040,45,1799,705,405,1833,0.8,1696,3
UCL421041,47,953,831,163,1921,0.7,1416,2.2
UCL421042,60,1284,490,250,1212,0.7,935,2
UCL421043,56,867,505,200,1301,0.7,811,1.9
UCL422001,37,1083,712,228,1770,0.9,1416,2.8
UCL422002,28,0,284,80,664,1.5,1062,4
UCL422003,63,696,491,200,1166,0.7,831,1.8
UCL422004,57,867,462,150,1213,0.7,705,1.7
UCL422005,57,889,560,200,1262,0.7,900,2.1
UCL422006,56,1192,746,220,1681,0.6,1086,1.9
UCL422007,59,692,493,156,1292,0.7,831,1.8
UCL422008,41,973,645,230,1649,0.7,1260,2.4
UCL422009,64,975,518,186,1292,0.6,1010,1.9
UCL422010,51,1733,964,350,2250,0.7,2025,2.5
UCL422011,62,780,444,150,937,0.7,748,1.9
UCL422012,40,1200,664,288,1676,0.8,1269,2.4
UCL422013,41,1700,918,390,2333,0.8,2104,2.8
UCL422014,50,1537,863,250,2305,0.8,1875,2.4
UCL422015,61,953,477,210,1044,0.7,796,1.8
UCL422016,56,800,598,200,1303,0.8,989,2.2
UCL422017,61,975,537,200,1312,0.6,787,1.9
UCL422018,55,533,438,160,1053,0.6,762,1.9
UCL422019,63,979,441,213,985,0.6,751,1.9
UCL422020,47,1083,656,200,1770,0.8,1097,2.2
UCL422021,51,650,675,151,1767,0.8,1208,2.1
UCL422022,26,0,266,77,729,1.4,1287,4.6
UCL422023,48,650,496,175,1142,0.7,862,2.2
UCL422024,28,0,336,90,732,1.4,1286,4
UCL422025,58,693,432,175,1062,0.6,729,2
UCL422026,35,1733,960,310,2333,0.8,2029,2.8
UCL422027,40,0,900,84,1624,0.6,1625,1.7
UCL422028,55,547,578,150,1375,0.7,985,2.1
UCL422029,27,0,356,78,766,1.5,1286,3.8
UCL422030,54,780,486,182,1125,0.7,692,1.9
UCL422031,52,542,461,145,1091,0.7,942,2.1
UCL422032,42,1376,706,330,1886,0.8,1771,2.8
UCL422033,52,1625,766,250,2041,0.8,1550,2.4
UCL422034,50,1083,810,215,1875,0.7,1609,2.3
UCL422035,36,1322,642,315,1674,0.8,1428,2.8
UCL422036,46,531,485,160,1218,0.7,861,2.2
UCL422037,41,997,564,250,1468,0.7,1125,2.5
UCL422038,49,874,490,220,1292,0.7,866,2.1
UCL422039,56,827,531,210,1263,0.7,1012,1.9
UCL422040,54,1400,701,215,1375,0.7,961,1.9
UCL422041,61,1408,536,210,1300,0.6,1050,2.1
UCL422042,59,867,468,190,1083,0.7,860,1.9
UCL422043,59,1250,604,194,1625,0.6,774,1.7
UCL422044,60,1161,507,205,1055,0.6,854,1.9
UCL422045,66,1015,536,250,1142,0.6,927,1.8
UCL422046,55,782,490,214,1022,0.7,839,2
UCL422047,58,1000,687,340,1478,0.7,1297,2
UCL422048,55,581,492,150,1134,0.6,737,1.9
UCL422049,49,1473,840,245,1965,0.7,1721,2.3
UCL422050,49,780,529,150,1343,0.7,888,2.1
UCL422051,46,1083,671,290,1525,0.7,1025,2.1
UCL422052,64,1105,529,250,1201,0.6,888,1.8
UCL422053,61,650,502,200,1016,0.7,782,1.6
UCL422054,52,900,554,150,1421,0.7,979,2.1
UCL422055,52,767,537,170,1224,0.7,904,2
UCL422056,37,883,775,150,1583,0.7,1210,2.1
UCL422057,43,1083,732,268,1899,0.8,1625,2.7
UCL422058,52,699,504,180,1028,0.8,880,2.1
UCL422059,47,1005,626,200,1515,0.7,1220,2.4
UCL422060,61,704,491,170,1125,0.7,756,1.8
UCL422061,43,0,1275,103,2062,0.6,1829,1.7
UCL422062,35,1354,774,285,1924,0.8,1850,3
UCL422063,28,840,405,90,956,1.5,1107,3.8
