SED_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SED51304,70,29,118,71,84,59,23,26,0,483,0,3,0,0,0,0,0,0,0,9,36,59,20,20,25,17,5,6,6,185,38,52,36,28,40,21,9,15,57,294,2976,6516,1886,1367,1764,706,322,399,210,16148
SED51401,60,7,117,77,55,46,47,57,9,470,0,0,0,3,0,0,0,5,0,9,16,6,16,19,7,9,20,13,0,106,83,13,50,39,32,28,54,43,58,398,1854,1539,1550,1040,852,392,671,726,145,8783
SED51504,65,17,155,95,58,42,21,56,6,510,0,0,0,8,0,0,0,15,0,33,45,65,11,17,36,18,11,16,8,233,44,45,31,31,32,17,11,34,37,282,3476,8401,1399,1521,1712,796,368,909,203,18781
SED51605,127,40,351,175,149,111,60,102,16,1127,4,4,0,5,0,0,0,0,0,18,30,30,58,29,30,12,29,18,5,244,39,39,96,56,45,22,40,54,78,465,2278,5044,3562,2149,2250,873,867,994,269,18293
SED51706,84,14,198,108,87,99,91,106,3,791,0,3,0,4,0,0,0,0,4,11,17,21,37,18,22,4,53,21,4,187,41,36,84,47,33,31,54,69,60,454,1380,2589,3239,1687,1358,637,1097,1022,222,13230
SED51804,63,10,112,65,36,21,4,25,3,334,0,5,0,0,0,0,0,0,0,12,48,85,10,25,19,16,5,0,10,221,40,66,18,29,27,19,5,13,43,248,3714,8730,870,1161,1508,725,173,334,276,17502
SED51902,90,32,280,152,127,73,92,90,11,958,0,5,0,3,0,4,5,0,0,18,16,29,40,30,18,12,43,15,11,209,47,28,99,49,58,24,50,40,99,496,1931,3288,3693,2009,1952,740,1091,868,285,15861
SED52006,96,14,232,149,82,101,72,65,4,812,0,0,0,5,0,5,0,0,0,16,12,25,34,26,13,4,24,12,3,147,29,28,70,34,35,32,41,38,48,356,1259,2438,2540,1660,1139,646,846,710,192,11437
SED52102,75,21,240,152,135,84,73,85,11,871,0,0,0,0,3,3,4,3,0,15,24,24,33,27,20,10,30,16,7,191,33,23,93,32,41,37,68,34,77,441,1392,2780,2945,1729,1729,661,1011,822,245,13307
SED52205,108,29,293,123,56,50,31,55,9,745,0,0,7,4,3,0,4,5,0,20,47,93,32,37,34,15,18,25,8,319,24,49,62,57,25,16,24,39,64,360,2526,6799,2457,1865,1462,636,494,750,247,17237
SED52301,67,12,198,123,76,67,43,71,4,660,0,0,6,0,0,3,0,7,0,17,28,18,19,29,15,8,9,15,3,142,35,33,58,37,30,20,31,43,45,330,1221,2810,2313,1654,1193,615,662,803,163,11435
SED52404,100,19,229,117,123,81,29,53,4,757,0,0,0,0,0,0,0,0,0,16,33,48,32,31,22,14,13,12,5,208,39,31,77,39,39,17,20,36,47,352,2442,5248,2847,1727,1860,697,437,628,195,16072
SED52505,127,36,371,168,156,88,112,73,15,1142,0,6,0,3,0,4,0,4,0,22,34,48,47,57,39,22,36,18,13,312,47,50,74,51,59,33,43,25,79,455,2761,7689,3369,2584,2765,1087,1107,956,307,22617
SED52604,98,37,248,163,121,77,23,54,4,821,0,0,0,5,3,3,0,9,0,25,29,45,32,34,37,19,10,6,10,228,39,47,62,39,30,23,18,31,67,364,2263,4639,2765,1924,1876,800,534,706,257,15758
SED52702,62,31,172,82,103,45,21,43,6,567,0,0,0,0,3,3,0,0,0,15,34,42,22,34,24,11,10,14,10,192,62,33,63,27,36,18,24,26,54,347,2216,4510,2384,1393,1596,529,496,520,203,13849
SED52803,71,24,192,89,92,51,127,60,5,709,0,0,0,3,0,5,3,0,0,19,15,12,44,23,5,3,43,12,7,171,30,22,99,52,32,16,92,53,65,456,1129,2305,3046,1060,1029,376,1382,635,181,11129
SED52903,77,20,135,102,79,42,23,59,6,536,0,5,0,0,0,0,0,3,0,16,24,25,21,25,21,3,4,23,8,164,40,73,52,83,47,37,28,68,85,517,1427,2791,1293,1452,1046,378,362,678,201,9623
SED53004,74,39,215,121,102,80,35,52,8,730,0,0,0,0,0,0,0,0,0,6,19,47,26,20,24,11,9,4,3,168,23,22,70,34,41,28,17,34,46,321,2015,5115,2595,1689,1960,733,504,612,163,15390
SED53105,92,39,319,177,136,100,110,94,9,1064,3,0,0,0,4,0,8,3,0,20,27,32,66,43,24,16,41,22,8,292,31,29,91,47,40,37,80,76,67,492,1586,3827,3300,2255,1953,820,1091,1049,228,16111
SED53204,115,17,315,193,170,109,59,85,4,1072,0,3,6,4,0,0,0,9,0,21,21,27,37,31,33,22,22,26,4,225,42,33,75,47,46,33,44,59,67,441,2158,4545,3048,2190,2289,990,865,937,235,17256
SED53306,92,28,278,147,70,98,70,111,11,895,5,0,6,0,0,0,0,10,0,19,13,25,32,24,17,6,31,16,5,166,28,17,62,53,25,19,62,48,54,371,1183,2325,2527,1933,1092,701,911,865,175,11712
SED53402,115,34,281,168,89,58,48,66,5,865,0,4,4,6,0,0,0,7,0,21,53,76,42,46,41,25,11,24,10,328,37,48,53,41,42,19,35,21,63,360,2733,7304,2182,1939,2058,818,576,795,229,18634
SED53502,78,29,266,165,119,106,70,100,13,944,4,0,3,3,0,0,3,6,0,31,25,40,43,43,22,16,40,20,5,257,42,27,64,51,24,29,58,54,93,439,1656,3677,2962,2096,1809,777,931,906,268,15079
SED53602,78,26,295,171,97,82,67,134,10,972,0,3,4,7,0,6,4,8,5,32,17,20,36,35,20,10,29,44,6,217,26,19,76,71,31,30,63,96,109,528,945,2440,2196,2268,1307,747,973,1349,251,12481
SED53701,80,6,141,76,78,48,64,76,10,574,0,0,0,7,0,0,0,0,0,11,29,13,24,14,11,6,16,16,3,135,96,17,70,30,28,28,60,97,50,478,2024,1664,1842,1023,1080,366,815,940,157,9907
SED53802,109,29,383,187,136,91,80,106,9,1126,0,0,0,0,4,4,0,7,0,21,17,41,34,26,41,19,19,33,7,240,39,51,94,65,41,31,31,44,90,488,1790,4497,2662,2106,2020,915,791,968,260,16003
SED53902,65,28,272,126,93,45,33,63,9,729,0,0,0,3,0,0,0,5,0,10,39,46,18,35,43,16,14,17,7,237,31,45,51,21,30,25,23,23,47,299,2518,6794,1940,1753,1961,894,468,729,234,17296
SED54006,62,24,227,140,76,75,87,88,3,770,0,0,0,6,0,3,0,10,0,25,12,25,44,24,18,9,40,16,14,201,51,17,76,32,24,25,71,66,61,415,1228,1951,3007,1561,1125,517,1033,1036,209,11662
SED54104,55,20,140,69,39,24,12,34,6,409,0,0,0,4,0,4,0,0,0,17,53,91,19,31,32,13,8,13,9,260,36,64,28,21,28,14,3,27,52,267,3334,10799,1053,1374,1815,788,241,529,259,20198
SED54203,60,11,136,50,43,24,54,67,13,469,0,0,0,0,0,0,0,0,0,8,15,10,33,14,6,5,34,13,10,132,24,23,54,24,14,14,51,54,47,316,842,1117,1593,682,563,243,751,650,167,6604
SED54304,165,25,531,226,80,73,31,81,13,1228,0,0,6,6,3,6,6,5,0,28,51,109,36,55,46,15,15,26,16,367,49,85,59,43,38,12,27,34,77,434,4116,11765,2529,2376,2634,1062,545,1086,338,26454
SED54403,91,31,220,99,110,57,116,97,15,830,5,0,3,0,4,0,3,3,0,17,25,32,77,26,25,12,54,30,11,298,38,39,181,45,44,23,106,86,96,667,1705,2930,5131,1285,1533,480,1641,1085,342,16131
SED54505,66,14,165,93,63,34,34,63,4,524,4,0,0,4,0,4,0,3,3,16,24,52,31,27,26,10,26,16,6,210,23,42,44,18,21,17,11,38,60,274,2249,7009,1863,1558,1899,728,533,660,231,16734
SED54605,60,16,229,159,61,59,49,63,18,715,0,0,3,4,0,5,0,8,0,22,15,17,40,33,24,7,23,18,3,181,27,25,83,69,30,25,51,43,58,410,1113,2200,2569,1923,1209,545,727,796,195,11280
SED54701,82,10,162,96,57,39,49,84,9,584,0,4,0,0,0,0,0,5,0,11,23,13,13,14,8,0,12,18,0,100,80,17,59,51,25,26,58,113,44,473,2274,1830,1704,981,969,398,737,1024,171,10085
SED54804,107,41,256,142,99,61,39,42,11,792,3,0,5,4,7,3,0,0,0,22,38,67,23,40,30,17,8,10,11,234,42,45,70,46,32,25,23,22,89,403,3204,7998,2522,1872,2084,876,474,670,284,19985
SED54905,63,13,203,91,85,44,18,45,4,564,0,0,0,3,0,0,0,0,0,11,40,79,19,28,38,12,5,7,10,236,33,52,37,35,31,13,5,25,60,293,2886,8161,1568,1531,1928,834,397,583,245,18140
SED55005,99,29,305,159,122,99,113,115,7,1053,0,0,6,3,3,0,3,3,0,16,30,30,33,41,35,16,49,23,7,268,38,35,62,51,40,23,47,44,95,435,1784,4557,2919,2181,2079,948,1077,1041,265,16841
SED55102,121,29,309,184,159,118,107,97,9,1116,0,0,0,0,9,7,3,6,0,20,38,24,36,53,19,12,32,19,4,239,36,36,100,51,48,35,54,45,90,499,1987,3096,3319,2187,1934,871,1110,879,259,15642
SED55202,67,18,310,153,102,84,83,138,10,952,0,0,0,0,0,3,8,10,0,23,27,35,45,28,25,16,45,26,4,247,26,18,108,47,28,26,64,81,80,480,1013,2655,2773,2102,1590,756,1132,1197,226,13445
SED55306,159,25,421,177,92,80,62,112,11,1130,0,0,5,6,0,4,0,0,0,19,28,35,32,23,16,19,11,21,7,180,57,27,74,44,40,52,40,55,46,431,2000,3280,2865,1749,1357,854,686,1162,205,14165
SED55405,102,44,411,188,101,72,75,102,9,1108,0,3,6,4,0,3,6,10,0,32,27,71,28,39,41,12,28,31,6,290,32,49,62,34,38,24,41,49,92,418,2391,7333,2576,2439,2117,1013,944,1404,321,20548
SED55504,99,42,345,212,167,117,70,100,12,1153,0,3,3,0,5,10,4,0,0,24,28,22,44,29,28,16,23,18,5,215,45,29,89,52,57,32,46,62,126,545,1927,3835,3514,2377,2060,927,873,1062,300,16882
SED55605,121,42,310,201,117,115,84,89,13,1093,5,0,4,4,0,4,0,3,0,22,37,32,58,35,18,8,33,17,9,250,33,24,116,52,38,37,57,53,61,473,1703,3056,3790,2473,1559,847,1031,1012,259,15723
SED55706,113,10,297,108,72,77,44,126,13,867,3,0,7,0,0,5,0,3,0,21,42,33,23,26,7,12,24,22,7,199,71,37,88,41,25,27,45,81,46,464,2321,2793,2341,1538,1060,688,689,1269,197,12888
SED55802,120,37,397,235,176,113,152,105,17,1350,0,4,4,0,3,3,0,0,0,21,26,37,62,53,38,20,46,31,6,316,45,22,73,64,56,33,46,50,101,490,1836,3618,3545,2860,2195,1056,1372,1092,272,17849
SED55905,78,14,276,135,84,70,27,67,3,756,0,4,3,4,5,5,4,0,0,18,22,38,30,20,20,17,13,20,8,192,41,37,92,32,38,24,29,45,82,415,1639,4384,2524,1634,1615,711,567,753,233,14056
SED59494,5,5,22,8,11,3,8,12,0,81,0,0,0,0,0,0,0,3,0,6,0,3,8,4,0,0,3,0,0,23,3,0,9,5,0,0,8,5,11,38,80,233,220,161,97,42,89,176,23,1126
SED59797,0,0,7,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,8,0,0,4,0,0,0,0,5,0,7,4,33,67,9,3,0,18,60,6,199
SED60105,71,22,167,92,41,44,30,68,3,527,0,0,0,0,0,4,0,0,0,6,19,23,12,16,9,10,3,13,12,112,17,14,33,19,36,15,18,14,20,180,1117,2870,1053,1119,881,424,323,448,103,8342
SED60106,21,5,46,19,13,8,7,30,4,155,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,20,15,3,5,0,4,4,12,13,9,76,409,305,318,217,157,85,119,233,31,1872
SED60113,89,19,240,132,85,84,49,77,11,795,0,0,0,0,0,6,0,0,0,12,24,33,28,22,21,16,13,6,4,160,31,35,49,30,32,27,39,38,39,319,1652,3791,2001,1768,1315,634,499,653,170,12492
SED60115,70,16,233,120,64,67,43,100,10,722,0,0,0,6,0,0,0,3,0,14,16,19,16,28,14,9,26,23,4,149,28,15,71,47,23,16,40,94,70,412,1120,2226,1754,1845,977,613,663,1053,196,10439
SED60207,94,19,257,150,65,79,36,103,4,818,0,0,0,0,0,0,0,0,0,5,21,14,13,17,17,11,21,9,7,125,42,18,57,57,27,33,46,72,51,406,1300,2222,1998,1816,1060,591,527,975,153,10639
SED60208,76,16,220,109,41,62,30,75,4,627,0,0,0,0,0,0,0,3,0,7,14,25,24,21,12,8,15,10,3,133,42,17,59,49,24,19,41,56,45,358,1161,2076,1717,1450,951,438,561,685,144,9189
SED60209,79,23,202,135,68,68,36,107,12,738,0,3,0,0,0,3,0,3,0,13,18,8,13,28,9,13,11,20,3,112,51,18,58,40,29,39,50,81,47,426,1452,2189,1712,1500,923,503,651,997,189,10112
SED60301,34,10,134,45,44,35,9,38,7,361,0,0,3,0,0,0,0,5,0,7,8,10,11,15,5,0,8,8,0,69,6,6,35,17,21,15,14,27,20,172,492,861,981,884,634,270,240,385,91,4833
SED60302,71,24,319,129,92,48,35,77,9,802,0,0,8,6,7,5,4,0,0,25,26,38,27,43,19,12,20,20,11,214,32,31,56,68,37,31,28,58,64,406,1187,2998,1958,2400,1446,855,597,1091,250,12779
SED60303,108,16,240,105,64,40,7,69,6,650,0,0,0,9,0,4,0,3,0,17,37,98,24,33,35,11,10,11,10,279,26,34,26,24,31,9,13,28,25,225,2320,7105,1463,1791,1498,699,247,690,187,15991
SED60304,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,59,19,12,11,4,8,12,3,144
SED60310,38,17,93,48,20,24,6,18,0,264,0,0,0,0,0,3,0,0,0,4,34,40,11,14,19,10,0,9,4,144,24,31,11,18,11,12,4,4,29,140,1380,3549,662,883,797,399,144,392,130,8339
SED60404,80,21,223,98,71,53,14,72,8,643,3,0,0,0,0,0,0,3,0,14,40,40,17,26,28,4,6,16,11,176,44,25,59,44,28,23,24,59,42,346,1839,3519,1940,1427,1231,477,376,775,206,11790
SED60410,43,12,100,59,44,36,7,27,0,323,0,0,0,0,0,0,0,0,0,9,13,22,9,8,13,12,6,0,5,83,13,14,20,12,9,8,4,14,26,114,832,1917,755,752,719,323,123,307,100,5823
SED60411,64,14,197,120,66,30,22,48,13,581,5,0,0,6,0,4,0,0,0,14,32,46,13,27,29,10,11,9,3,178,12,19,30,39,27,15,5,15,34,199,1595,3685,1511,1519,1356,530,268,535,165,11168
SED60414,67,26,173,101,91,43,22,46,8,572,0,0,0,0,0,0,0,0,0,3,23,27,19,22,20,8,9,8,7,132,17,23,30,25,24,16,12,25,18,191,1297,2580,1560,1296,1117,396,230,464,122,9066
SED60501,33,11,117,51,29,38,19,60,4,362,0,0,0,0,0,0,0,0,0,3,4,6,13,8,10,5,7,11,3,79,14,18,46,41,17,22,32,41,31,265,584,671,955,898,490,257,299,443,107,4706
SED60505,21,0,75,43,36,18,9,24,0,224,0,0,0,0,0,0,0,0,0,0,14,9,10,11,5,0,7,4,6,55,4,11,12,8,10,5,8,10,16,84,455,855,575,421,476,153,142,149,59,3275
SED60506,64,11,183,92,56,64,33,79,5,585,0,0,0,0,0,5,0,3,0,4,28,12,19,7,14,5,13,11,4,110,57,18,33,37,23,35,33,58,37,326,1423,1532,1417,1132,792,401,481,742,127,8043
SED60508,11,0,45,13,8,5,10,15,0,106,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,3,10,0,20,14,5,10,3,4,3,8,16,7,58,217,272,308,205,147,62,99,156,21,1482
SED60512,104,15,231,134,78,67,33,84,8,752,4,4,0,5,0,0,0,0,0,14,25,27,17,21,18,9,13,14,8,141,50,23,81,41,38,22,28,73,47,407,1419,1751,1974,1467,1140,488,427,794,183,9653
SED60514,40,10,70,46,53,23,13,21,3,273,0,0,0,0,0,0,0,0,0,4,4,9,7,7,11,5,8,0,0,53,11,7,15,9,9,6,6,10,13,93,495,794,623,501,537,152,133,185,63,3487
SED69494,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,0,0,0,0,0,0,9,12,45,34,22,20,10,7,28,5,181
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SED70001,7,4,30,14,9,3,0,9,0,68,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,3,0,13,6,33,11,20,9,0,5,14,13,108,185,331,142,223,95,25,30,72,9,1112
SED70002,30,15,74,40,39,21,12,22,3,259,0,0,0,0,0,0,0,0,0,8,9,14,7,23,0,5,0,5,4,67,14,17,14,36,7,9,9,9,25,145,516,1383,537,755,462,179,107,174,84,4195
SED70003,8,0,27,16,11,4,0,12,0,81,0,0,0,0,0,0,0,0,0,6,3,4,5,0,0,0,0,3,0,25,12,21,9,19,7,8,8,16,9,111,199,399,237,307,129,51,66,117,24,1527
SED70004,10,5,20,10,10,3,6,9,0,66,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,15,7,13,8,38,6,7,10,25,17,132,266,359,179,254,134,38,62,196,32,1517
SED70005,12,7,48,26,27,17,5,14,3,166,0,0,0,0,0,0,0,0,0,0,4,5,8,8,4,0,4,4,0,42,6,3,18,18,10,5,9,9,11,100,324,576,591,501,435,151,143,126,57,2895
SED70006,30,8,52,44,33,12,9,23,0,206,0,4,0,4,0,0,0,0,0,12,7,18,12,16,7,4,0,0,0,68,9,15,15,26,6,3,5,12,30,127,499,1155,447,619,365,123,87,145,84,3519
SED70007,27,3,51,34,35,20,21,27,4,220,0,4,0,0,0,0,0,0,0,8,8,8,12,15,17,0,0,4,0,70,10,4,7,16,17,3,10,12,16,97,408,666,629,562,519,160,146,148,58,3298
SED70008,18,11,56,34,20,11,3,13,0,169,0,0,0,0,0,0,0,0,0,7,11,8,15,9,5,0,0,5,4,51,3,13,11,12,8,0,12,8,20,85,441,1377,446,602,404,160,142,167,57,3809
SED70009,9,3,27,12,18,6,9,8,0,100,0,0,0,0,0,0,0,0,0,4,3,7,0,3,11,0,0,3,0,23,10,19,15,20,13,3,11,16,26,136,286,410,336,221,208,60,127,146,42,1839
SED70010,16,5,42,31,26,17,9,20,3,167,0,0,0,0,0,0,0,6,0,7,6,4,6,10,5,3,4,3,3,41,12,8,13,15,6,4,9,13,16,90,271,462,483,401,361,131,136,151,60,2460
SED70011,33,6,59,32,23,12,10,7,0,181,0,0,0,5,0,0,0,0,0,8,11,8,3,14,0,4,6,5,5,58,9,9,13,14,9,0,0,7,13,74,661,1297,392,416,384,176,78,108,53,3566
SED70012,27,13,85,36,22,9,10,12,0,212,0,0,0,0,0,0,0,0,0,0,8,14,13,6,3,0,6,4,0,53,11,11,9,11,20,4,6,14,14,103,650,1189,534,504,480,158,100,174,65,3843
SED70013,21,12,33,17,28,17,11,20,0,159,0,0,0,0,0,0,0,0,0,3,10,15,7,9,4,4,5,8,3,63,24,10,39,8,16,11,16,11,17,153,508,602,692,371,407,111,188,215,58,3144
SED70014,22,11,41,46,10,4,0,17,0,154,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,5,0,14,8,17,14,27,4,6,6,17,6,105,224,274,162,329,100,38,27,165,14,1328
SED70015,16,0,53,20,21,13,7,15,4,153,0,0,0,3,0,0,0,0,0,4,14,13,3,14,6,0,6,6,0,59,7,11,27,14,14,7,6,5,14,100,381,1014,454,468,356,157,125,179,56,3201
SED70016,9,6,39,21,28,13,3,11,0,131,0,0,0,0,0,0,0,0,0,4,3,7,7,0,4,0,0,4,0,36,0,4,17,17,8,5,5,14,16,91,269,586,433,347,369,124,77,142,48,2395
SED70017,20,4,45,22,23,0,4,18,0,142,0,0,0,0,0,0,0,0,0,3,9,6,9,14,0,0,0,5,0,34,11,9,17,20,15,11,9,17,24,132,401,663,458,481,331,108,75,151,69,2737
SED70018,9,3,19,12,8,6,3,3,0,69,0,0,0,0,0,0,0,0,0,4,5,7,0,4,8,0,7,3,0,29,4,15,16,15,12,5,9,4,19,101,212,550,285,234,178,44,106,59,34,1702
SED70019,11,9,29,27,30,13,4,17,3,148,0,4,0,0,0,0,0,0,0,5,3,6,3,8,7,0,0,0,0,41,8,4,18,25,9,3,4,21,25,124,374,748,356,445,328,78,66,166,72,2639
SED70020,20,7,42,28,26,7,13,12,7,157,0,0,0,0,0,0,0,0,0,4,17,4,13,11,10,0,0,6,0,65,14,11,35,20,11,6,12,9,19,134,532,595,801,465,480,120,160,136,91,3376
SED70021,10,9,47,22,18,17,7,18,0,150,0,0,0,4,0,0,0,0,0,3,13,18,7,11,14,4,3,3,6,68,11,13,12,13,10,5,4,17,14,104,508,1697,392,563,395,185,108,193,61,4093
SED70022,38,6,162,67,25,14,7,31,0,353,0,0,7,4,0,0,0,0,0,12,26,22,13,12,10,4,0,3,0,90,16,12,20,25,22,14,8,4,30,145,966,1745,682,849,678,274,151,320,105,5773
SED70023,8,5,49,19,16,9,5,13,0,129,0,0,0,0,0,0,0,0,0,3,5,10,13,20,10,0,0,3,0,67,8,7,17,10,9,3,5,12,16,81,413,749,419,384,403,120,79,171,46,2779
SED70024,32,7,73,59,47,22,11,20,6,277,0,0,0,0,0,0,0,0,0,5,18,9,6,23,12,0,10,5,4,88,12,4,21,26,13,7,12,6,21,119,585,1067,818,854,628,220,173,183,75,4600
SED70025,19,11,46,50,21,14,7,15,0,181,0,0,0,0,0,0,0,0,0,0,13,8,3,19,5,4,0,3,0,63,16,12,11,15,13,4,5,0,20,89,496,1347,491,517,459,161,114,145,50,3780
SED79494,0,0,6,0,0,0,3,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,11,0,0,0,5,0,0,0,12,8,26,44,104,33,42,35,18,16,73,13,378
SED79797,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,6,0,0,0,15,0,40
SED80001,187,72,422,215,308,106,56,94,27,1481,0,0,4,5,8,0,0,6,0,26,86,118,45,47,99,17,33,19,16,474,64,70,101,61,97,34,42,56,110,633,5505,9585,4040,3244,5132,1042,763,915,660,30900
SED80002,161,68,510,230,238,126,63,109,20,1532,0,5,4,0,3,3,3,5,0,24,130,151,43,86,119,33,26,31,24,636,65,95,70,78,88,39,35,50,141,662,6742,13809,4145,4202,5226,1663,784,1435,763,38763
SED80003,146,55,288,148,117,57,13,48,9,872,4,9,0,6,3,5,4,0,3,32,274,344,31,67,125,26,5,22,36,937,86,111,43,55,59,26,21,37,104,550,9932,18782,2117,2743,4521,1131,333,947,899,41405
SED80004,126,49,361,182,165,69,34,77,11,1083,6,3,0,4,0,3,0,5,0,19,193,187,33,50,100,15,15,31,27,650,72,104,48,61,68,23,18,36,110,547,7868,15329,2840,3087,4552,1128,498,1113,710,37137
SED80005,234,75,683,259,313,105,78,116,26,1904,4,5,5,7,5,10,3,3,0,36,163,149,51,92,113,37,28,33,28,696,97,123,105,109,98,47,31,66,212,876,7767,14700,4257,4710,6135,1773,875,1403,886,42502
SED89494,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,46,19,19,20,11,0,7,0,138
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,17,0,38,26,13,8,4,11,4,119,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,3,6,33,9,3,15,14,5,5,4,9,7,85,265,262,290,207,172,61,50,101,22,1435
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
