SED_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED25905,827,452,309,143,43,10,2596,43,208,206,197,167,94,23,5,934,719,2402,1912,1207,943,528,160,25,7895,413,1150,1296,1183,977,508,152,65,5745,807,1727,1528,1776,1717,939,307,111,8913,122,116,91,87,99,47,15,0,588,51,113,144,210,247,110,54,15,934,977,1961,1769,2073,2058,1099,373,128,10440,21,56,64,52,53,62,26,11,355,556,747,616,535,509,430,330,209,3933,2771,7290,6690,5704,5017,2864,1110,451,31896
SED26005,1449,698,269,135,38,0,3527,45,219,357,308,169,66,31,7,1201,788,2604,2879,1856,969,430,147,20,9698,537,1356,1889,1752,1029,449,135,17,7164,1129,1991,2084,2351,1740,747,239,51,10324,212,110,141,131,102,35,12,4,746,97,134,220,287,239,113,41,11,1143,1440,2235,2444,2776,2084,898,292,60,12217,35,65,77,80,66,49,22,0,391,648,758,719,664,502,377,221,63,3948,3533,8115,9817,8138,5088,2398,886,172,38148
SED26102,321,392,482,484,224,26,2211,18,96,206,281,373,374,121,13,1480,212,1237,1389,1411,1550,1670,740,163,8375,172,624,862,1096,1227,1353,693,179,6211,528,1459,1561,1909,2044,1614,824,258,10190,68,80,84,98,100,102,38,9,586,32,95,100,153,212,251,149,41,1035,628,1632,1745,2157,2356,1962,1019,311,11806,14,25,28,33,59,86,74,36,352,548,457,554,762,892,1190,1114,599,6116,1604,4352,5103,6132,6931,7117,3979,1332,36559
SED26207,926,547,335,177,43,9,2861,23,217,354,383,257,165,39,9,1443,795,2354,2628,1962,1172,692,210,48,9861,225,744,985,1127,859,528,253,57,4774,440,1145,1217,1509,1167,820,561,186,7040,58,80,65,70,77,36,20,3,403,41,70,133,219,213,121,89,26,916,538,1294,1415,1796,1451,978,670,212,8367,9,29,51,45,34,54,41,8,269,244,396,386,384,340,416,454,286,2908,1896,5799,6741,6244,4458,3010,1706,629,30482
SED26303,2384,1785,1073,490,116,19,8312,25,620,818,863,631,348,51,6,3357,977,5765,4435,3148,1644,795,205,54,17026,293,1061,1049,991,714,363,122,41,4637,410,1071,888,785,671,344,154,57,4375,78,70,60,60,33,35,0,0,341,30,87,94,148,133,77,26,16,616,515,1230,1041,992,838,450,183,77,5327,13,58,64,57,35,33,16,10,267,252,570,498,398,329,283,283,220,2844,2147,11674,10285,8234,5261,2759,971,421,41771
SED26406,2354,1140,647,325,101,23,8680,42,408,457,500,382,182,58,9,2041,1916,5625,3899,2614,1575,801,326,103,16866,651,1204,1108,1086,895,522,240,77,5791,565,1005,827,998,905,518,270,123,5202,92,57,59,67,47,33,14,0,372,52,79,106,179,156,108,60,39,780,698,1141,996,1248,1102,655,340,162,6349,52,97,78,57,60,47,22,18,435,654,971,506,378,306,346,308,249,3716,4306,13254,9409,7018,4970,2882,1402,638,43874
SED26504,260,231,222,139,41,10,1190,11,148,220,245,296,222,67,6,1219,179,1099,1197,1005,760,703,256,69,5258,160,606,762,958,863,793,329,86,4549,762,1753,1795,1897,1955,1304,564,138,10175,95,78,109,114,109,74,29,4,612,49,73,78,148,161,151,99,18,774,910,1902,1982,2166,2227,1540,688,156,11559,13,25,27,27,38,50,38,17,228,488,468,485,555,696,899,838,444,4862,1766,4522,4924,5182,5093,4340,2252,787,28870
SED26603,2234,935,451,167,48,5,6476,38,526,701,528,318,149,32,7,2299,1076,5261,4327,2250,1080,500,159,48,14699,589,1535,1591,1285,785,363,128,56,6330,626,1710,1368,1360,1147,556,276,169,7221,73,104,93,77,53,40,7,5,446,71,127,159,215,180,88,47,28,913,770,1940,1626,1654,1378,681,328,203,8580,32,101,101,53,50,34,28,14,413,515,979,668,563,453,422,442,452,4495,3131,12855,11245,7274,4515,2312,1164,779,43292
SED26708,321,305,372,291,93,5,1640,20,169,250,254,273,249,68,3,1289,209,1316,1328,1155,1047,988,341,68,6450,157,682,863,958,1040,880,329,78,4989,854,2106,2082,2146,2068,1181,424,103,10966,110,105,118,96,90,69,14,5,616,41,80,100,131,166,147,72,12,749,1010,2287,2300,2376,2324,1404,510,115,12330,6,37,26,32,38,59,31,12,242,516,518,590,665,795,915,676,403,5086,1935,5266,5678,5744,5894,4788,2053,689,32038
SED26806,2702,1212,928,598,312,62,10238,62,862,590,456,346,269,91,10,2684,1934,10224,4780,2442,1770,1346,677,175,23335,495,1774,1253,928,729,586,323,113,6198,443,1539,845,597,476,276,137,50,4365,60,107,64,46,37,25,4,7,351,41,154,129,139,149,127,67,14,816,536,1801,1039,781,653,430,219,72,5528,33,139,76,54,49,48,42,16,452,528,1571,956,655,547,501,507,423,5685,3784,20596,11395,6526,5029,3774,2165,865,54123
SED26903,1647,683,331,126,28,6,5003,38,418,575,423,237,98,24,3,1812,835,4553,3507,1839,836,417,125,38,12144,422,1417,1416,1125,712,335,90,29,5553,547,1567,1311,1282,978,553,257,103,6600,77,105,90,80,78,28,11,5,463,44,100,139,192,171,88,41,9,779,668,1772,1540,1553,1222,662,309,120,7842,24,75,77,50,44,36,18,11,341,433,889,679,565,490,495,444,407,4398,2539,11184,9436,6244,3871,2171,1032,607,37097
SED27003,2695,1440,1078,717,245,32,10682,49,994,683,586,493,343,93,7,3244,1945,10998,5070,2543,1663,1078,418,106,23826,364,1600,1168,829,612,439,206,39,5260,410,1515,893,644,533,238,123,43,4399,62,112,68,68,48,30,3,0,401,38,142,104,136,115,76,34,15,667,513,1775,1070,852,694,339,168,55,5468,22,130,72,38,36,26,17,6,357,477,1296,811,578,529,397,270,127,4484,3525,21121,11576,6875,5100,3341,1411,376,53319
SED27101,1841,898,444,256,92,23,5282,33,359,523,491,360,237,95,7,2100,715,3361,3800,2262,1225,875,365,101,12710,361,942,1163,1208,961,666,370,112,5783,590,1165,1089,1328,1137,589,369,133,6396,59,79,72,59,50,34,14,0,361,62,74,114,169,178,128,80,28,829,714,1309,1273,1556,1363,748,465,168,7594,11,44,72,43,46,52,42,20,327,223,413,446,373,312,314,351,201,2632,2103,8112,9115,6829,4715,3151,1782,633,36436
SED27208,272,226,199,183,56,8,1246,21,175,192,215,215,237,50,3,1102,228,1070,1067,896,792,698,265,45,5065,150,606,760,945,972,810,319,65,4633,794,2026,1813,2156,2256,1594,628,125,11399,115,137,123,108,130,100,37,7,766,34,86,106,116,177,178,47,22,772,949,2257,2046,2384,2567,1867,716,152,12937,13,33,25,24,34,53,33,11,223,578,573,641,848,1005,1160,942,473,6220,1949,4982,5007,5545,5780,5013,2385,756,31428
SED27305,919,583,450,185,51,0,2910,33,157,290,265,221,95,39,5,1100,734,2013,2194,1733,1239,602,188,46,8753,328,703,973,1291,1029,550,224,51,5141,596,1086,1079,1634,1539,726,378,71,7099,90,52,77,75,49,34,17,5,396,35,79,114,173,199,113,61,14,790,721,1213,1265,1881,1789,874,449,90,8287,15,33,40,52,51,37,24,9,266,221,263,266,266,290,262,253,104,1938,2108,5030,5945,6082,5075,2609,1222,320,28393
SED27406,1328,1397,872,515,227,43,5240,29,231,394,565,495,384,112,21,2230,737,2582,3171,3440,2272,1467,663,162,14494,222,639,992,1301,1152,954,554,186,6001,369,744,696,982,1091,635,390,148,5057,51,44,52,53,73,48,29,9,350,20,55,99,213,215,210,114,40,970,440,842,845,1246,1379,895,530,192,6369,3,23,51,71,57,74,54,35,372,180,284,368,382,338,405,420,349,2720,1656,5424,7150,8403,6565,4697,2562,986,37430
SED27504,403,253,184,113,34,7,1533,22,248,288,301,224,159,38,5,1289,309,1726,1341,926,743,562,181,45,5836,277,970,1039,980,916,630,266,59,5151,1097,2275,1994,2038,1892,1125,470,109,11004,167,151,131,120,71,72,17,0,734,74,115,126,170,144,118,58,16,817,1336,2533,2261,2326,2111,1311,550,130,12554,21,56,58,24,39,36,17,11,263,803,926,804,837,887,848,844,506,6461,2821,6955,6194,5659,5100,3664,1932,764,33087
SED27608,1308,887,536,346,144,15,4815,47,502,667,543,417,342,119,11,2654,1106,4178,4165,2562,1589,1309,476,119,15498,507,1449,1811,1680,1310,1059,553,158,8522,1191,2667,2526,2217,1931,1216,565,191,12505,136,110,135,90,93,62,20,3,652,87,129,190,201,188,214,104,42,1151,1414,2907,2855,2503,2213,1494,690,244,14310,25,52,69,39,59,54,70,17,393,600,648,546,499,446,581,559,371,4257,3821,11202,11420,8714,6573,5176,2610,932,50449
SED27708,351,302,296,219,60,9,1599,26,183,276,304,287,223,52,11,1358,232,1440,1444,1188,951,818,271,66,6405,136,727,873,947,968,829,323,73,4873,953,2131,2126,2166,1964,1166,421,100,11021,148,127,98,97,100,73,17,9,669,55,66,104,181,169,138,62,21,799,1157,2326,2329,2446,2238,1377,502,128,12497,9,22,23,22,38,36,32,12,204,546,527,605,593,687,816,678,420,4878,2115,5570,5911,5791,5465,4320,1912,720,31808
SED27807,663,264,158,81,27,0,2837,37,263,215,157,96,62,13,5,851,955,3311,1932,955,565,401,119,25,8266,523,1427,1149,779,549,357,113,18,4917,631,1410,1381,1172,1157,775,340,118,6986,93,134,127,98,106,44,6,0,610,71,136,155,187,201,98,50,11,905,794,1679,1662,1455,1466,922,401,127,8503,30,96,68,29,52,42,19,0,337,839,1403,1063,782,730,715,570,407,6518,3327,9677,6750,4426,3616,2586,1253,591,32226
SED27907,586,310,217,129,30,10,1871,34,315,294,233,191,138,38,6,1256,504,2202,1797,1159,727,486,161,40,7070,324,1222,1304,1116,917,597,201,40,5719,772,2495,2120,1994,1747,1059,460,115,10760,113,121,126,91,91,61,7,0,625,76,132,175,205,177,143,64,13,984,954,2745,2427,2294,2013,1265,534,134,12368,13,44,41,58,50,54,27,21,299,398,572,533,483,471,457,413,173,3499,2272,7656,6981,5659,4581,3132,1402,407,32092
SED28007,980,542,251,111,21,6,2861,52,278,357,303,168,61,10,0,1233,1101,3059,2752,2040,1018,476,109,25,10579,449,1313,1623,1520,950,327,109,27,6304,843,1762,2026,2232,1590,697,269,44,9473,122,91,130,120,91,49,3,0,601,88,154,252,349,247,112,34,10,1247,1052,2009,2413,2696,1934,858,307,60,11331,26,67,78,75,64,48,17,0,378,479,642,647,541,475,364,224,93,3461,3250,8234,8847,7707,4865,2243,802,208,36157
SED28107,5456,1117,364,171,46,0,11923,62,537,808,345,172,86,24,0,2038,1335,6696,7568,2331,1099,633,131,15,19816,830,3280,3528,1634,965,458,129,19,10841,1341,2693,2609,2015,1468,698,259,50,11131,142,168,172,112,77,54,8,0,736,108,241,366,261,208,110,37,7,1332,1589,3101,3141,2395,1752,863,296,59,13195,64,250,312,82,72,52,23,0,854,1260,2348,1922,873,623,452,222,85,7780,5423,20693,22747,8781,5047,2715,863,178,66449
SED28203,1590,388,137,66,18,5,4091,39,315,354,175,85,38,10,0,1021,834,3426,3027,1089,518,286,76,12,9275,498,1735,2014,1017,536,284,88,9,6174,810,1995,1823,1304,937,588,286,66,7812,86,124,122,94,77,33,3,0,548,73,159,224,204,151,104,27,10,948,969,2274,2167,1605,1166,733,319,75,9305,42,105,125,56,41,45,14,0,434,618,1031,863,620,516,488,374,141,4657,3129,10647,10144,4950,3004,1943,907,244,34957
SED28301,1550,1074,745,432,151,25,5053,27,186,330,452,405,278,98,14,1792,889,2139,3099,2853,1961,1212,522,138,12821,283,533,896,1187,1133,843,478,109,5468,479,641,722,1215,1121,624,471,153,5421,73,32,45,63,70,47,22,8,359,45,28,94,158,187,191,96,34,846,599,703,863,1436,1384,858,589,188,6626,19,36,61,78,74,58,52,22,388,228,245,307,346,307,340,383,242,2391,2115,4842,7105,7423,6008,4025,2265,746,34531
SED28408,661,575,420,293,125,14,2774,22,229,364,367,361,291,100,18,1753,439,1969,1894,1443,972,805,345,76,7938,230,780,840,890,845,672,309,90,4659,899,2038,1617,1556,1414,933,408,133,9004,135,161,88,75,78,64,14,4,614,44,97,100,120,130,120,81,29,717,1077,2295,1801,1755,1620,1121,509,165,10335,18,30,27,38,33,41,41,20,243,464,508,424,463,510,546,512,377,3802,2294,6459,6012,5531,4749,3761,1928,763,31507
SED28507,2188,534,253,132,41,3,4971,51,370,464,254,198,100,25,0,1464,678,3636,3589,1339,688,426,121,21,10498,483,1811,1839,1173,875,471,157,29,6837,1186,2911,2366,2076,1592,879,320,71,11397,175,190,156,111,116,39,12,0,798,96,180,241,204,181,125,38,12,1073,1455,3285,2756,2391,1886,1043,363,83,13267,26,118,124,66,60,54,26,7,476,782,1262,1048,689,541,542,408,276,5542,3529,12234,12005,6439,4501,2769,1152,420,43050
SED28607,1883,1378,823,334,94,11,5953,33,426,715,668,542,234,45,6,2655,770,4075,4736,3172,1635,691,210,52,15343,282,1028,1340,1390,894,474,185,37,5624,429,1311,1319,1258,1131,639,273,136,6489,70,69,74,81,68,36,18,0,420,42,90,136,210,191,99,41,18,829,542,1469,1526,1552,1388,777,329,156,7737,13,61,64,47,50,42,18,3,291,331,665,551,506,388,349,319,272,3379,2030,9085,10814,8710,5720,2894,1188,537,40978
SED28704,1599,709,362,207,63,11,4169,41,427,618,444,303,172,39,6,2064,696,3356,3876,2072,1052,687,187,37,11961,513,1942,2574,1918,1140,656,211,38,8986,1368,3658,3588,3047,2155,1122,426,86,15444,209,171,183,158,104,50,15,4,898,105,202,291,316,216,161,48,14,1353,1681,4036,4060,3520,2480,1331,489,103,17695,21,72,117,73,64,43,34,6,429,579,735,758,628,517,484,316,99,4118,3585,11722,13600,9364,5930,3567,1343,306,49425
SED28803,2641,718,301,147,24,6,6064,88,546,539,313,154,74,21,0,1744,1251,5384,4816,1943,1066,468,87,18,15031,783,3174,3291,1801,1071,437,97,16,10671,1459,3583,3021,2305,1883,743,233,35,13271,191,240,232,145,99,45,8,0,962,152,340,359,319,254,87,27,4,1546,1806,4157,3616,2774,2241,875,276,40,15783,56,139,218,99,70,50,19,0,655,1002,1599,1437,913,682,452,237,119,6441,5132,17081,16549,8563,5582,2510,761,201,56387
SED29494,77,37,26,13,0,0,239,4,20,25,17,21,9,0,0,98,44,280,153,107,71,37,8,0,701,25,95,66,56,79,42,7,0,372,100,227,210,170,141,83,20,0,949,29,26,20,17,13,7,0,0,112,3,13,17,25,11,11,0,0,90,131,270,243,211,161,104,20,0,1148,9,8,8,8,8,0,0,0,37,397,694,879,659,422,207,45,15,3316,608,1458,1448,1099,779,411,85,18,5907
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29,0,6,16,3,15,4,0,0,40
SED30001,1359,470,236,130,21,0,3264,19,231,266,189,121,82,18,0,928,582,2744,2687,1247,713,438,102,22,8536,462,1071,1274,963,698,374,92,27,4960,944,1676,1605,1490,1270,657,221,55,7910,224,130,106,68,74,36,9,0,652,90,116,161,169,156,112,37,13,852,1263,1916,1875,1727,1492,810,267,72,9419,27,62,79,49,54,41,32,6,347,466,709,587,435,322,275,237,149,3177,2866,7737,8132,5073,3633,2147,782,268,30621
SED30002,1066,676,452,286,98,16,3140,23,210,328,336,255,137,56,11,1358,648,2039,2575,1783,1186,743,350,91,9400,272,724,930,1029,840,527,273,83,4684,742,1267,1227,1178,1025,651,360,145,6603,147,79,54,65,46,38,25,7,458,66,73,122,179,152,134,63,31,824,957,1421,1400,1425,1226,824,444,188,7887,14,24,55,61,34,42,35,28,298,204,301,300,274,248,247,351,355,2287,2137,5238,6653,5585,4242,2812,1610,780,29047
SED30003,482,301,180,92,31,12,1339,18,159,222,190,120,59,21,5,796,336,1142,1617,1147,560,399,171,40,5405,297,872,1136,1105,714,451,190,29,4794,1315,2022,2016,2038,1385,899,473,100,10250,303,153,98,71,53,48,12,3,747,121,130,184,213,148,118,55,13,987,1739,2306,2300,2319,1592,1068,545,114,11988,18,30,41,58,51,45,32,10,291,398,526,499,452,345,367,374,255,3208,2821,5276,6298,5569,3558,2481,1367,453,27817
SED30004,564,542,488,257,79,7,2229,13,175,268,304,247,142,41,3,1196,237,1500,1809,1558,1153,698,241,27,7222,137,604,1071,1318,1098,680,220,30,5161,742,1485,1858,2047,1780,1075,376,79,9431,185,77,98,81,83,43,16,6,579,68,81,143,164,197,136,64,15,872,990,1643,2104,2295,2052,1253,452,92,10887,12,28,57,63,70,69,34,7,337,457,542,636,696,648,491,318,125,3909,1857,4774,6502,6781,5755,3589,1373,297,30937
SED30005,695,400,333,165,56,9,2589,38,213,166,206,149,93,30,8,895,786,2145,1540,1132,780,523,212,41,7157,582,946,904,977,857,533,239,57,5096,1005,1497,1357,1541,1449,1020,505,119,8488,194,104,57,79,70,69,27,0,601,98,116,144,159,221,191,81,15,1021,1298,1712,1563,1774,1738,1284,607,140,10111,33,52,42,47,59,72,37,15,366,637,768,580,607,559,640,645,434,4866,3427,6710,5486,5140,4478,3302,1829,698,31075
SED30006,428,426,378,277,103,17,1902,24,82,148,182,153,149,50,7,784,340,903,1164,1166,931,844,369,78,5792,367,498,734,1070,1011,806,399,63,4958,555,902,1049,1494,1529,1283,745,153,7710,106,48,55,62,89,74,33,3,469,49,61,97,167,215,257,115,31,993,712,1008,1200,1727,1835,1613,891,187,9171,16,11,43,50,73,67,54,31,356,333,328,384,554,547,665,607,299,3726,1807,3088,4101,5177,4935,4431,2476,676,26691
SED30007,559,528,325,243,99,24,2231,18,129,268,285,229,178,46,15,1171,432,1733,1924,1652,948,709,381,101,7893,268,687,964,1099,889,677,324,135,5042,1137,1439,1604,1628,1377,802,499,141,8617,267,103,56,64,66,50,24,0,621,90,83,144,173,148,150,95,40,926,1490,1631,1802,1864,1590,999,614,180,10165,22,30,35,44,42,50,53,20,293,487,472,408,379,293,370,394,361,3161,2737,5103,5948,5858,4318,3235,1913,841,29948
SED30008,1400,1109,628,251,78,7,4337,31,387,520,475,279,150,30,8,1883,1000,3657,3635,2555,1394,651,181,46,13114,363,915,1059,1108,735,403,138,24,4750,701,1489,1212,1000,855,438,199,72,5961,131,80,63,46,35,23,7,0,390,57,90,119,149,141,91,34,9,697,877,1657,1400,1203,1033,549,242,86,7051,16,58,67,52,44,30,25,4,293,302,532,432,364,287,234,180,157,2495,2626,8042,8512,6869,4391,2270,866,343,33923
SED30009,136,126,95,73,29,3,597,10,85,121,101,97,62,16,4,503,197,823,800,591,446,351,175,42,3436,114,384,461,551,553,377,205,47,2689,945,1717,1526,1408,1443,1093,576,143,8860,296,213,111,100,67,59,21,0,864,100,92,108,116,102,108,76,16,714,1343,2019,1749,1625,1618,1254,677,156,10439,18,35,21,17,30,45,42,11,219,448,560,430,491,488,520,634,333,3901,2143,4021,3725,3514,3323,2677,1773,610,21782
SED30010,436,191,109,65,18,0,1131,31,217,173,131,93,53,14,0,716,318,1526,1336,744,380,221,73,7,4616,374,1321,1241,879,590,311,93,15,4835,1679,3249,2446,1743,1316,682,269,49,11424,455,281,167,108,70,50,7,3,1134,128,189,219,198,143,85,40,6,1008,2263,3714,2829,2046,1532,818,307,59,13569,25,46,43,32,27,33,16,3,225,885,1111,874,634,463,367,213,89,4633,3904,8239,6940,4650,3203,1872,743,177,29720
SED30011,169,105,79,47,17,3,576,13,102,96,96,81,38,12,9,448,270,1025,816,592,357,237,69,16,3386,90,422,555,587,487,294,97,23,2555,850,2245,2064,1861,1639,879,321,48,9908,205,126,109,74,74,29,9,0,623,55,102,112,122,127,78,34,5,639,1113,2476,2287,2059,1846,989,359,51,11165,16,25,24,30,33,26,19,0,185,1194,1875,1374,1346,1149,660,399,142,8139,2705,6084,5310,4818,4037,2289,964,244,26459
SED30012,585,428,268,174,51,6,2015,29,222,200,199,162,128,27,0,969,445,2105,1966,1289,741,538,202,41,7332,339,786,1068,984,750,507,181,54,4669,725,1503,1476,1459,1272,934,387,113,7860,107,72,47,66,70,52,16,0,434,72,83,116,173,174,160,70,23,869,907,1659,1634,1694,1512,1143,474,135,9161,13,45,52,29,35,43,33,14,267,330,666,543,466,398,419,415,314,3554,2088,5964,6056,5089,3862,2958,1384,571,27972
SED30013,144,190,170,145,48,13,810,11,78,117,144,175,123,34,0,679,108,658,803,841,760,590,185,27,3962,77,295,424,670,889,641,249,32,3271,529,1172,1403,1830,2107,1707,664,104,9512,190,99,97,77,99,73,26,0,657,46,54,87,131,187,158,84,11,765,760,1326,1587,2030,2398,1944,776,121,10937,10,12,21,28,47,53,39,7,223,360,406,503,651,834,841,500,135,4230,1334,2877,3601,4553,5269,4335,1818,327,24120
SED30014,476,393,309,175,67,10,1973,22,232,219,285,184,116,29,0,1082,359,2023,1691,1345,896,565,220,61,7157,174,809,951,1037,853,508,206,49,4596,928,1692,1523,1641,1468,860,383,114,8614,281,137,128,112,87,56,15,4,819,64,109,122,141,156,122,50,17,788,1282,1939,1777,1896,1711,1042,447,141,10222,22,39,41,43,46,50,33,5,274,1063,1574,1076,1021,885,775,482,252,7138,2937,7134,6228,6019,4876,3227,1483,534,32441
SED30015,104,86,58,45,9,0,404,5,79,80,84,64,45,11,0,364,183,822,724,570,371,262,87,28,3048,86,357,498,549,546,334,113,16,2494,864,1826,1684,1529,1430,863,288,50,8535,247,142,110,92,96,44,9,6,741,49,85,104,124,125,96,22,3,607,1154,2058,1897,1741,1650,1006,315,54,9880,10,30,19,26,36,26,18,0,171,790,934,786,847,881,801,599,217,5859,2239,4382,4101,3917,3599,2519,1145,327,22222
SED30016,361,309,288,273,90,22,1610,18,132,191,221,228,164,56,5,1016,299,1306,1381,1166,876,758,327,71,6190,238,678,931,1067,989,733,302,67,5011,996,1770,1774,1884,1717,1221,585,157,10094,192,103,71,74,77,67,29,5,626,86,100,132,172,171,225,92,23,1003,1270,1980,1974,2130,1969,1512,703,184,11726,13,23,31,50,56,70,60,16,313,300,408,449,487,460,477,465,243,3293,2157,4768,5322,5434,4863,3993,2005,613,29156
SED30017,342,262,212,127,30,6,1184,18,162,197,167,140,91,21,0,802,318,1235,1284,949,670,497,147,29,5130,241,723,1016,940,824,503,158,25,4420,992,1901,1949,1744,1601,1107,413,89,9786,233,123,77,69,75,54,8,6,643,79,93,128,180,168,144,51,11,864,1305,2116,2158,1991,1840,1300,474,110,11289,15,26,33,41,45,38,27,3,222,236,334,329,307,308,325,312,348,2500,2133,4772,5353,4661,4045,2882,1166,534,25546
SED30018,1055,829,581,259,56,7,3360,10,262,347,360,249,141,40,3,1409,681,2227,2766,2107,1236,682,230,48,9962,309,634,937,1024,791,496,147,40,4381,640,977,1103,1102,942,610,297,72,5744,122,58,69,46,39,43,14,4,389,67,68,126,154,158,114,53,20,763,827,1099,1298,1302,1139,778,361,94,6898,14,22,43,41,44,36,28,7,237,195,276,306,271,221,199,176,96,1744,2070,5067,6757,5927,4258,2591,1033,298,27999
SED30019,1332,1056,684,308,122,15,4818,49,485,449,435,335,164,57,15,1988,1237,4482,3278,2578,1556,830,399,77,14425,519,1052,900,1007,757,477,198,61,4973,717,1501,933,834,762,409,183,56,5401,114,120,77,49,44,36,11,4,450,54,78,129,150,141,107,50,17,734,884,1699,1138,1031,950,556,246,77,6580,30,71,59,44,49,32,30,24,332,407,753,531,426,361,298,237,161,3177,3190,9775,7681,6569,4687,2670,1292,432,36292
SED30020,221,221,186,124,30,3,909,13,92,155,165,147,88,22,6,686,265,964,1146,874,658,445,134,20,4503,197,558,735,894,813,496,156,28,3876,1210,2163,1962,1884,1633,895,304,45,10088,263,149,96,80,74,51,14,0,737,80,82,117,185,147,113,34,7,761,1551,2400,2169,2147,1848,1065,354,57,11588,14,18,26,28,23,38,28,5,171,518,484,455,551,576,536,425,268,3808,2555,4635,4906,4873,4258,2784,1150,385,25548
SED30021,175,145,132,77,28,5,708,9,83,121,122,110,69,18,0,534,147,977,698,621,521,356,124,24,3474,101,464,542,664,666,344,124,24,2930,776,1745,1694,1732,1395,791,290,48,8467,278,224,160,140,100,46,12,0,963,66,104,116,117,143,103,37,0,685,1118,2075,1965,1992,1636,943,339,50,10114,8,26,15,22,39,21,16,3,157,985,1258,923,994,987,752,399,117,6414,2382,5025,4432,4564,4092,2562,1049,222,24334
SED30022,683,394,221,112,24,4,2145,33,316,291,235,117,60,16,0,1066,603,2301,2217,1322,652,380,102,3,7574,744,1824,1843,1596,892,433,123,12,7463,1863,3772,3356,2558,1667,916,328,39,14495,367,228,158,100,77,48,8,0,991,145,236,284,266,184,134,51,8,1311,2374,4234,3805,2928,1920,1099,388,49,16795,35,57,83,51,53,41,21,0,349,812,1291,1002,746,410,305,187,48,4804,4629,10701,9925,7262,4272,2425,854,116,40193
