SOSR_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SOSR722,45,0,0,0,436,481,181,9,3,0,273,473,435,13,13,5,462,926,427,29,35,5,259,750,333,31,36,20,216,642,273,34,45,26,134,508,150,18,53,30,62,314,43,6,16,16,9,99,8,0,0,7,0,17,1899,144,200,106,1854,4205,67,0,0,0,386,458,203,11,0,0,275,490,507,50,23,10,436,1028,438,49,28,19,273,807,359,22,75,47,236,739,268,27,57,99,147,599,110,17,46,116,48,341,23,0,8,47,11,91,0,0,0,9,0,11,1981,179,240,351,1817,4563,108,0,0,0,820,935,385,22,7,3,554,961,951,65,29,10,901,1957,872,77,58,22,530,1557,691,58,110,72,447,1381,538,58,101,124,284,1108,262,32,99,142,111,648,64,6,24,63,24,187,4,0,0,23,3,28,3878,321,437,463,3670,8767
SOSR731,42,6,0,0,1175,1218,176,9,3,0,1080,1271,814,53,29,3,1698,2607,1312,85,90,5,952,2446,1481,143,270,21,820,2733,1280,126,371,70,559,2408,848,110,267,84,209,1516,289,34,95,54,41,512,27,0,12,19,9,63,6274,569,1129,258,6546,14777,61,0,0,0,990,1050,178,7,0,4,823,1016,854,46,52,9,1297,2255,1313,95,143,31,749,2329,1405,121,242,65,584,2425,1127,103,293,162,326,2021,658,57,189,189,101,1184,148,9,51,125,14,346,17,0,3,40,9,60,5763,434,975,625,4896,12684,99,3,0,0,2166,2273,359,14,8,4,1906,2283,1672,98,81,16,3002,4862,2626,175,231,35,1699,4771,2892,262,510,88,1405,5154,2405,232,666,231,883,4426,1508,165,452,274,311,2704,441,43,142,179,51,856,40,0,10,55,15,123,12034,997,2103,888,11438,27458
SOSR779,0,0,0,0,4,4,0,0,0,0,6,6,4,5,0,0,9,16,6,0,4,0,4,22,5,0,0,0,7,18,6,0,15,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,17,0,42,83,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,11,0,0,0,0,4,4,3,0,0,0,6,6,4,5,0,0,14,23,6,0,4,0,4,22,12,0,0,0,7,19,3,0,15,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,19,0,39,94
SOSR799,0,0,0,0,30,30,9,0,0,0,74,84,41,0,6,0,248,292,97,17,16,0,178,305,78,12,27,14,178,311,106,6,53,6,130,300,111,13,42,10,36,205,17,3,11,5,6,33,0,0,0,0,0,6,456,45,144,38,879,1567,0,0,0,0,64,64,9,0,0,0,91,99,62,6,5,3,288,364,86,13,15,6,152,268,85,10,26,13,146,280,113,8,34,24,100,279,70,0,15,10,16,114,8,0,4,0,4,17,0,0,0,0,0,4,429,44,99,56,859,1486,0,0,0,0,95,95,16,3,0,0,163,183,105,9,8,3,536,661,185,24,34,4,325,573,168,24,52,27,317,591,219,13,88,32,233,579,180,18,54,17,52,318,19,3,13,6,4,49,0,0,0,4,0,7,886,88,251,91,1736,3052
SOSR802,5,0,0,0,13313,13327,378,12,9,4,16580,16986,12095,408,540,24,25482,38546,21858,989,1766,58,9519,34198,17828,1174,2843,116,5732,27701,14435,887,2956,284,3239,21798,11980,496,2127,662,1293,16561,6476,213,814,929,331,8767,1692,37,159,894,79,2861,86746,4222,11217,2963,75585,180737,11,0,6,4,12846,12864,893,35,31,4,16129,17090,15558,640,808,33,21882,38922,22205,1317,2461,151,8795,34934,17183,1433,3983,419,5239,28257,13864,963,4518,1068,2972,23389,10978,599,3690,2487,1213,18971,4794,185,1526,3652,382,10542,832,29,370,2950,127,4313,86318,5211,17401,10766,69580,189264,15,0,8,0,26165,26191,1269,45,44,9,32711,34073,27649,1041,1353,55,47364,77465,44067,2306,4230,211,18314,69135,35014,2616,6822,534,10971,55949,28300,1852,7480,1347,6210,45186,22954,1093,5818,3149,2510,35529,11268,397,2347,4577,714,19303,2523,65,530,3838,207,7174,173058,9432,28622,13728,145162,370000
SOSR822,0,0,0,0,27,27,0,0,0,0,9,9,10,0,5,0,13,30,31,3,0,0,17,48,41,0,0,0,8,47,24,0,0,0,0,30,25,0,0,3,0,28,11,0,0,3,0,15,0,0,0,0,0,0,139,9,9,10,81,242,0,0,0,0,22,22,0,0,0,0,17,17,9,0,0,0,10,20,34,0,3,0,10,49,37,0,8,5,6,50,33,0,7,0,0,42,27,0,0,0,0,29,8,0,0,6,0,13,0,0,0,3,0,3,146,5,17,9,64,240,0,0,0,0,45,45,0,0,0,0,25,25,21,0,4,0,24,49,63,3,7,0,26,96,76,0,7,5,14,100,55,4,8,6,0,73,56,0,3,3,0,58,16,0,0,5,0,30,0,0,0,3,0,6,284,11,32,20,140,481
SOSR831,0,0,0,0,30,30,0,0,0,0,47,47,9,3,0,0,54,65,13,6,8,0,10,27,22,0,3,0,13,41,30,6,3,0,0,36,21,0,6,0,0,31,4,0,4,0,0,6,0,0,0,4,0,6,99,12,19,3,154,292,0,0,0,0,15,15,0,0,0,0,27,27,15,0,0,0,36,48,14,5,4,0,9,29,22,0,0,0,13,33,30,4,3,0,0,38,14,0,3,0,0,19,7,0,0,0,0,3,0,0,0,0,0,5,98,9,16,4,93,221,0,0,0,0,51,51,0,0,0,0,75,75,19,4,0,0,91,115,26,6,10,0,15,61,44,3,3,0,18,75,55,8,6,0,5,72,35,0,11,0,0,52,7,0,4,0,0,9,3,0,0,4,0,5,201,20,32,4,250,519
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,23,23,0,0,0,0,43,44,5,0,0,0,55,60,0,4,0,0,54,62,10,8,12,0,28,53,7,3,7,0,7,38,7,3,10,0,9,21,0,0,0,0,0,6,0,0,0,0,0,0,32,19,35,7,221,315,0,0,0,0,37,37,0,0,0,0,42,40,9,0,0,0,40,53,8,4,3,0,21,33,3,0,7,0,16,30,9,4,11,6,8,35,3,0,7,0,0,10,0,0,0,3,0,8,0,0,0,0,0,0,40,10,30,8,158,249,0,0,0,0,58,58,0,0,0,0,83,82,14,0,0,0,91,108,11,9,6,0,75,104,8,3,20,4,46,77,23,8,24,3,17,78,10,3,8,6,9,34,6,0,0,3,0,10,0,0,0,0,0,4,76,32,68,15,375,560
SOSR915,0,0,0,0,23,23,0,0,0,0,28,27,40,0,0,0,70,116,52,0,6,3,27,90,63,9,19,0,29,115,59,7,15,0,12,97,74,4,8,0,13,107,7,4,0,4,0,15,4,0,0,0,0,4,304,25,58,8,193,577,0,0,0,0,34,34,0,0,0,0,17,19,38,5,0,0,47,88,78,3,6,0,26,112,60,3,13,3,16,98,57,3,13,0,9,84,30,0,3,8,3,42,10,0,0,0,0,9,0,0,0,0,0,0,275,17,36,15,145,494,0,0,0,0,51,51,0,0,0,0,46,45,75,5,3,0,120,202,131,4,17,3,48,206,123,8,26,3,43,209,118,11,26,0,21,181,102,10,16,11,18,150,18,5,0,0,0,26,4,0,0,0,0,4,580,36,93,25,340,1074
SOSR921,0,0,0,0,40,40,0,0,0,0,30,30,11,0,0,0,40,56,40,7,6,0,38,98,52,10,13,0,33,109,80,10,46,4,27,160,78,5,21,0,3,110,37,0,9,9,3,57,11,0,0,4,0,17,309,37,100,13,222,679,0,0,0,0,40,40,0,0,0,0,36,35,13,3,0,0,53,70,52,4,3,0,55,115,42,13,23,0,40,122,86,7,52,3,25,179,73,3,27,22,19,148,30,0,10,24,0,67,4,0,4,15,0,20,307,30,122,68,261,796,0,0,0,0,83,83,4,0,0,0,63,67,23,3,0,0,95,126,91,12,11,0,97,209,97,23,39,0,65,228,166,18,99,4,49,344,150,9,46,25,26,258,65,3,21,32,4,129,14,0,9,20,0,38,611,67,224,83,486,1472
SOSR922,0,0,0,0,7,7,5,0,0,0,18,21,21,0,0,0,9,35,39,0,5,0,7,54,27,0,5,0,3,38,52,0,4,0,5,65,31,0,0,3,0,32,14,0,0,5,0,19,0,0,0,0,0,3,194,0,16,9,59,275,0,0,0,0,18,18,9,0,0,0,20,25,24,0,0,0,15,43,36,0,0,0,11,46,20,0,8,0,0,33,51,0,7,0,5,59,27,0,0,0,0,28,14,0,0,0,0,13,0,0,0,0,0,0,189,9,14,4,63,274,0,0,0,0,25,25,14,0,0,0,33,49,44,0,0,0,25,76,75,0,7,0,19,102,51,0,6,0,6,69,104,10,10,0,11,129,55,0,0,3,4,57,29,0,0,3,0,40,0,0,0,7,0,11,377,14,26,17,121,550
SOSR931,0,0,0,0,17,17,3,0,0,0,30,38,23,4,0,0,102,137,42,4,4,0,44,94,44,3,8,0,27,87,35,0,5,4,14,58,44,4,9,5,7,71,20,5,0,6,0,32,0,0,0,7,0,6,209,29,31,20,246,536,0,0,0,0,15,20,0,0,0,0,17,17,11,0,0,0,25,40,19,0,3,0,12,33,32,3,10,4,11,70,28,3,7,4,12,60,26,0,8,10,3,47,20,0,0,16,0,39,0,0,0,6,0,4,147,11,32,34,102,330,0,0,0,0,31,31,4,0,0,0,51,52,36,6,0,0,129,173,60,10,5,0,52,125,79,13,19,4,45,158,64,9,14,5,25,119,75,9,18,15,12,119,33,5,3,24,0,66,0,0,0,9,0,15,356,42,67,53,342,859
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,11
