SOSR_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
SOSR612,9,11,41,103,285,461,642,441,162,2159,445,292,285,260,236,204,191,116,31,2057,0,7,9,17,59,122,228,207,69,726,0,0,0,0,7,4,31,61,46,154,7,16,36,80,188,282,406,312,75,1393,11,7,18,34,109,237,397,382,139,1338,7,3,9,10,25,46,85,90,35,314,11,7,8,21,85,143,202,159,45,681,126,310,387,348,407,324,231,98,32,2257,0,0,5,9,30,41,94,98,41,312,254,171,162,177,267,305,274,135,64,1809,2825,1675,1923,1370,1367,1183,764,362,68,11534,363,209,214,195,211,200,169,131,54,1747,3920,2548,2870,2305,2642,2690,2439,1540,472,21432,20,22,77,181,423,835,1083,774,361,3774,334,328,429,412,414,400,414,217,57,3006,7,4,11,31,94,180,285,175,59,852,5,0,0,0,4,14,15,68,96,199,13,22,59,70,198,301,390,243,94,1379,6,10,13,14,73,129,253,240,163,905
SOSR613,0,4,9,28,71,152,216,159,57,695,103,64,69,59,66,65,64,40,10,543,3,0,0,8,18,40,73,62,25,229,0,0,0,0,0,4,7,24,18,48,0,4,9,14,43,89,116,83,20,386,0,7,0,9,28,66,141,130,54,438,0,0,0,0,9,11,26,39,14,96,0,0,0,0,16,37,66,59,14,190,37,71,65,76,91,87,66,33,3,532,0,0,0,0,8,20,25,34,12,97,63,40,28,39,59,93,88,52,15,482,740,448,425,357,372,396,277,126,45,3187,100,67,44,71,63,57,72,46,24,535,1013,669,606,606,691,872,847,542,188,6037,0,0,18,40,121,264,387,298,116,1249,70,90,84,101,107,125,133,73,24,803,0,0,3,14,32,68,81,58,19,283,0,0,0,0,0,3,7,31,30,71,0,0,12,13,40,79,93,76,24,335,0,0,3,11,12,40,72,95,44,289
SOSR614,0,3,21,45,106,205,275,164,42,854,174,82,83,82,74,99,95,32,10,729,0,0,4,4,18,63,104,67,19,287,0,0,0,0,0,4,17,25,23,69,4,10,13,23,52,120,165,122,38,547,6,3,3,12,35,100,189,139,45,531,3,0,4,0,13,14,40,24,14,121,3,0,7,9,23,41,94,60,14,248,50,103,98,125,134,138,98,41,18,796,0,0,0,6,3,27,50,37,8,134,78,42,50,61,101,155,125,50,16,681,1111,608,629,548,439,537,322,127,22,4344,146,89,90,99,88,91,88,29,10,730,1534,897,938,912,912,1214,1059,527,144,8144,0,8,22,66,165,334,415,303,98,1414,106,80,121,148,136,151,155,90,22,1005,0,0,3,11,27,66,94,69,26,295,0,0,0,3,0,0,10,39,15,68,0,4,19,20,79,125,145,114,31,542,10,0,3,10,15,50,74,86,39,292
SOSR615,10,28,88,152,342,784,1175,836,226,3635,541,320,310,300,293,341,353,201,57,2709,0,9,8,28,63,172,446,327,107,1161,0,0,0,0,7,19,41,103,74,251,6,28,46,79,219,468,748,474,125,2195,9,12,19,44,150,352,667,638,208,2107,9,7,9,7,28,55,128,148,54,448,3,4,20,28,77,203,364,279,76,1049,209,321,418,406,473,491,371,161,52,2899,3,0,3,7,40,66,187,150,62,522,335,180,198,235,342,510,481,252,99,2635,4206,2279,2523,2029,1912,1836,1333,538,139,16790,498,302,283,301,314,325,343,194,91,2658,5685,3321,3688,3288,3552,4196,4374,2452,764,31321,7,31,106,200,618,1177,1814,1353,578,5884,391,364,552,491,509,543,609,369,95,3919,3,7,21,55,143,256,380,307,113,1288,0,0,0,0,6,12,41,118,156,342,8,17,57,99,218,389,554,385,138,1858,10,3,18,25,74,201,415,442,274,1460
SOSR621,5,9,23,40,101,294,417,260,64,1198,147,94,93,91,101,131,115,54,15,849,0,0,4,17,21,81,160,128,27,444,0,3,0,4,0,0,10,30,30,79,0,8,16,27,73,168,247,145,33,707,4,0,4,12,53,156,237,203,51,726,0,0,0,9,7,30,32,38,5,125,5,6,0,11,21,66,101,91,18,320,57,96,115,138,190,186,137,54,11,975,0,0,0,6,5,30,55,45,15,160,91,51,49,73,123,189,168,78,29,848,1350,709,784,760,766,780,557,222,33,5964,157,112,98,96,123,154,134,68,26,965,1783,1037,1136,1168,1370,1718,1663,878,201,10961,0,12,31,66,205,440,604,364,124,1844,109,103,114,126,164,213,206,88,22,1145,0,7,5,16,53,103,140,98,21,437,0,0,0,0,0,7,10,39,39,92,6,6,15,25,74,136,173,115,34,586,4,5,5,9,35,65,131,132,59,444
SOSR622,0,3,6,27,51,139,197,105,31,562,46,42,34,40,52,51,56,30,3,352,0,0,0,4,21,45,81,58,10,211,0,0,0,0,0,6,9,8,14,35,0,5,8,19,30,81,133,70,11,349,3,0,0,4,30,79,131,74,30,352,0,0,5,5,7,8,10,6,5,47,0,0,0,4,11,21,65,34,4,142,25,40,42,60,86,96,90,29,3,460,0,0,0,0,8,11,35,20,7,81,34,14,23,47,48,105,95,41,13,416,519,263,272,266,323,361,300,95,16,2404,63,42,37,33,59,57,81,41,29,440,681,394,396,441,593,807,866,388,98,4659,0,6,12,30,122,206,255,137,58,823,39,32,51,66,79,98,90,44,3,503,0,0,4,3,24,49,74,32,3,199,0,0,0,0,0,0,5,15,17,42,0,0,3,11,32,62,65,48,8,222,0,3,3,3,11,31,60,53,21,187
SOSR631,5,30,71,227,691,1579,2000,961,168,5723,696,456,398,460,515,643,575,200,35,3988,11,12,27,61,138,448,745,445,89,1979,0,0,0,0,3,22,46,79,35,190,19,40,30,115,315,761,991,492,96,2853,24,17,14,56,250,747,1211,718,160,3188,11,11,11,22,38,102,161,126,39,515,5,14,18,34,117,364,457,283,71,1362,222,438,451,632,818,946,602,173,28,4310,0,5,4,9,58,129,224,167,41,642,403,244,259,352,665,1028,847,285,61,4135,7196,4011,3637,3880,4529,4516,2911,891,120,31699,830,544,502,591,745,836,691,255,77,5055,9262,5613,5182,6007,7739,9634,8133,3249,600,55419,13,36,156,368,1000,2126,2260,1025,246,7225,502,462,578,738,835,909,718,214,56,5009,10,7,17,90,266,494,523,250,56,1718,0,0,0,0,0,9,26,58,60,167,16,24,63,129,288,525,574,269,63,1939,16,14,11,39,113,337,462,311,127,1428
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,8,8,10,18,7,6,0,54,0,10,11,6,10,4,5,0,0,51,0,0,0,4,3,9,4,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,13,0,0,32,0,0,0,0,3,6,16,0,0,35,0,0,0,0,3,3,0,0,0,8,0,0,0,3,5,5,0,0,0,14,0,31,27,25,24,22,10,0,0,143,0,0,0,0,0,0,5,0,0,5,4,9,3,10,15,10,3,0,0,60,56,55,54,34,47,27,21,3,0,290,12,28,43,28,29,38,46,4,0,221,74,108,135,99,130,104,90,18,0,758,0,0,0,6,14,16,10,4,4,64,5,21,12,16,7,13,4,0,0,72,0,0,0,0,5,6,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,23,0,0,0,0,0,5,4,0,0,10
SOSR703,3,30,138,245,456,636,646,311,67,2532,647,380,577,462,395,310,217,68,6,3066,10,14,31,57,122,272,384,200,31,1117,0,0,0,7,4,23,49,89,49,229,8,45,76,212,443,649,648,289,55,2431,25,26,41,81,229,449,593,303,91,1832,16,17,19,59,61,86,111,79,22,468,36,10,21,30,66,181,201,133,25,716,187,364,523,527,504,377,212,79,13,2784,0,4,3,15,36,89,133,83,23,383,608,320,394,511,557,584,436,209,68,3686,9959,5708,8535,6535,4632,2961,1453,412,58,40251,1314,1042,1697,1345,1090,724,405,140,52,7814,12651,7790,11752,9620,7817,6100,3989,1528,336,61583,10,41,134,284,600,918,975,548,161,3678,421,445,896,740,594,529,371,155,37,4198,3,9,39,94,230,269,276,151,23,1099,0,0,0,4,3,12,46,77,75,221,12,38,126,231,354,545,522,231,57,2116,21,21,46,58,135,241,279,204,94,1098
SOSR712,5,4,24,41,62,125,124,42,16,434,132,77,133,116,96,80,51,16,13,708,3,0,8,13,39,46,53,35,3,194,0,0,0,0,0,9,16,22,15,63,8,12,34,54,109,177,130,53,14,587,15,7,8,16,47,103,130,59,15,402,7,3,5,8,22,32,30,11,4,126,4,8,4,9,11,29,48,13,8,137,36,66,145,101,97,85,48,12,0,587,0,0,0,3,10,27,25,15,6,92,119,61,69,99,106,129,86,37,12,729,2193,1007,1633,1354,898,682,280,59,5,8116,220,136,201,182,138,140,71,23,4,1118,2713,1339,2184,1906,1466,1382,780,252,48,12075,3,9,32,53,136,194,180,103,56,766,89,101,203,177,144,160,71,32,8,994,0,3,7,12,32,79,58,32,8,242,0,0,0,0,0,5,21,20,33,79,4,20,47,81,138,167,132,62,30,675,12,9,12,27,46,70,62,61,28,325
SOSR714,0,0,8,10,6,34,27,19,0,106,30,20,24,23,19,22,19,8,0,162,0,0,3,3,6,10,8,4,0,38,0,0,0,0,0,0,3,5,0,19,0,0,7,17,28,41,32,16,5,146,4,0,7,3,12,32,33,19,0,112,0,0,0,0,7,0,7,9,0,19,0,0,4,0,6,5,6,5,0,35,5,13,21,18,29,16,15,8,0,127,0,0,0,3,3,10,3,5,0,19,36,18,18,14,22,31,17,12,0,173,529,276,404,263,170,115,71,14,0,1832,130,68,99,81,52,51,34,12,0,521,725,393,573,420,317,298,197,77,16,3009,0,4,6,6,24,53,28,15,5,138,29,22,36,29,34,38,18,3,0,204,0,0,0,0,11,18,12,3,0,42,0,0,0,0,0,0,7,4,6,21,0,0,3,12,38,44,33,9,0,153,4,5,5,6,19,19,4,7,0,72
SOSR715,0,7,0,21,17,42,25,11,0,117,69,19,33,56,69,58,26,11,0,337,0,0,0,5,12,14,17,5,0,58,0,0,0,0,5,3,6,4,0,17,3,11,15,40,72,77,45,9,0,279,55,69,34,60,94,82,61,7,0,463,7,5,11,15,21,33,18,3,0,120,9,4,3,10,17,20,10,9,0,87,21,47,56,94,50,33,12,3,0,316,0,0,0,0,12,11,13,4,0,48,93,59,51,75,85,90,39,7,0,494,1772,1184,1100,868,558,331,112,26,5,5963,271,133,214,152,123,102,43,11,3,1052,2294,1526,1498,1331,1013,739,327,77,10,8819,0,10,3,26,31,32,24,18,3,146,30,33,61,85,99,83,44,13,3,448,0,0,0,5,11,23,15,5,0,60,0,0,0,0,0,4,9,8,6,33,3,13,25,78,121,125,57,12,0,446,48,88,72,79,83,80,25,14,4,495
SOSR721,0,3,7,12,22,31,25,13,0,110,46,26,21,30,36,28,16,4,0,205,0,0,0,0,9,12,5,8,0,34,0,0,0,0,0,0,3,3,0,8,5,6,19,53,76,71,42,13,0,271,28,40,27,20,54,44,24,10,3,246,4,0,10,7,20,20,7,4,3,72,3,0,0,8,9,7,8,6,0,39,10,28,35,35,29,20,8,6,0,170,0,0,0,0,3,6,5,5,0,26,45,21,27,31,37,41,27,14,0,256,1290,865,841,601,443,266,102,9,0,4432,120,52,113,78,69,69,32,7,0,540,1535,1036,1074,855,735,538,247,67,11,6106,0,0,7,15,38,51,29,10,3,154,34,28,37,56,75,59,23,3,6,337,0,0,0,0,10,6,8,3,0,30,0,0,0,0,3,8,8,8,3,22,3,10,32,76,105,119,50,15,0,411,28,40,40,47,46,44,22,4,0,279
SOSR722,0,0,5,4,13,30,39,10,3,104,33,10,14,25,28,29,19,7,0,163,0,0,0,0,7,19,18,7,0,49,0,0,0,0,3,4,10,3,0,24,4,9,23,56,90,81,50,24,3,335,25,19,29,26,44,59,38,13,0,254,7,0,0,8,19,17,18,6,0,78,6,0,0,10,13,23,16,10,0,83,12,16,30,26,18,27,14,0,0,140,0,0,0,3,7,12,7,3,0,33,40,14,24,22,40,50,31,11,3,233,1288,813,724,535,367,221,95,28,4,4078,194,70,102,65,62,63,46,17,5,617,1607,950,926,750,642,508,314,99,17,5813,0,3,3,13,35,56,46,12,3,173,17,16,32,42,50,65,40,12,0,266,0,0,0,5,9,14,16,6,0,47,0,0,0,3,0,0,12,11,0,23,6,10,53,119,146,130,90,23,0,584,22,31,34,35,50,49,31,14,0,273
SOSR731,0,4,26,47,126,247,237,101,11,797,149,89,97,107,131,132,81,37,6,825,3,3,9,9,36,83,106,62,10,315,0,0,0,0,0,0,11,19,5,40,5,14,14,60,134,217,208,88,13,766,19,39,21,31,94,175,211,85,9,689,4,8,4,17,25,36,51,31,4,174,7,4,3,10,35,86,90,34,4,275,39,66,92,102,133,126,66,15,4,642,0,0,0,6,15,33,33,30,7,118,125,68,76,111,147,187,147,53,7,919,2636,1697,1644,1426,1499,1091,523,118,17,10657,477,527,664,604,582,436,243,89,11,3634,3444,2489,2607,2446,2733,2408,1516,512,63,18220,0,6,33,78,174,278,253,108,28,954,82,90,118,171,196,183,115,32,5,990,3,0,9,23,50,109,85,22,6,304,0,0,0,0,4,9,11,9,11,42,7,25,40,90,163,192,137,51,12,709,13,23,33,45,73,95,94,34,13,433
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,15,9,9,0,0,0,51,0,0,4,4,5,3,0,0,0,23,0,12,16,22,18,17,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,4,10,23,38,4,0,80,6,5,14,16,16,10,14,0,0,77,0,0,0,3,4,13,17,5,0,49,0,0,0,0,0,0,5,0,0,7,0,0,0,6,13,30,26,0,0,77,0,3,7,4,20,36,28,4,0,96,0,0,0,0,13,12,4,0,0,37,0,0,0,3,9,11,8,0,0,32,3,9,16,24,26,29,14,0,0,129,0,0,0,0,5,8,6,0,0,14,8,7,7,18,31,25,19,4,0,117,200,53,174,143,101,91,60,10,4,837,42,41,88,101,109,93,46,13,0,531,260,113,292,305,311,300,205,33,6,1826,0,0,0,8,15,33,23,5,0,84,6,6,28,17,18,25,9,0,0,105,0,0,0,4,7,7,8,3,0,29,0,0,0,0,0,0,0,0,0,6,0,0,9,9,27,29,12,0,0,86,0,4,7,10,16,27,10,3,0,81
SOSR802,43,119,449,974,1715,2600,3156,2193,843,12089,3246,2637,3083,2912,2094,1605,1285,661,205,17740,35,64,151,274,517,1118,1713,1332,440,5639,6,0,0,12,19,54,184,419,425,1126,47,160,346,804,1479,2183,2524,1470,398,9414,76,91,131,306,765,1598,2606,2093,894,8564,47,41,81,138,228,324,551,457,225,2093,40,41,57,127,259,476,812,734,283,2835,1119,2870,3639,3204,2754,1942,1131,520,187,17368,7,15,29,63,145,268,462,473,242,1708,2301,1551,2044,2516,2861,3003,2530,1351,485,18643,34090,21569,27761,23349,16683,10552,5776,2167,484,142432,2458,2411,2658,2009,1696,1280,874,499,208,14098,42635,30316,38546,34198,27701,21798,16561,8767,2861,223365,41,250,729,1489,2977,4927,6055,4474,1932,22876,2212,2941,4214,3828,3173,2678,2284,1199,410,22935,32,61,190,474,949,1369,1781,1195,438,6485,0,4,0,10,14,44,160,539,727,1497,84,142,363,729,1213,1742,1958,1317,484,8022,49,77,113,201,375,764,1333,1552,1014,5477
SOSR822,0,0,0,3,0,0,7,6,0,23,6,0,3,4,4,5,0,0,0,26,0,0,0,0,0,4,4,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,15,0,0,0,0,5,4,6,0,0,15,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,4,4,4,6,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,7,3,6,0,24,57,35,19,35,28,12,13,0,0,198,3,0,0,0,0,3,5,0,0,16,71,41,30,48,47,30,28,15,0,307,0,0,0,3,7,12,3,15,0,38,5,6,0,4,4,6,3,3,0,31,0,0,0,0,0,4,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,0,0,3,5
SOSR831,0,0,0,0,3,4,7,0,0,20,5,4,7,4,0,3,4,0,0,28,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,5,0,3,3,4,4,3,5,0,0,20,0,0,0,0,0,0,0,0,0,6,5,5,0,3,0,0,4,0,0,19,44,54,49,14,24,15,12,0,0,203,9,20,10,0,8,8,6,0,0,61,55,82,65,27,41,36,31,6,6,348,0,0,0,0,5,8,3,0,0,28,5,6,6,0,4,8,0,0,0,26,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,7
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,3,0,4,4,0,0,21,0,6,0,4,5,0,0,0,0,24,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,0,0,0,0,3,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,12,14,13,6,7,0,3,0,55,0,0,0,0,3,0,0,0,0,6,0,4,7,3,9,4,5,0,0,34,17,31,29,18,11,5,4,0,0,125,3,15,11,30,19,15,10,0,0,105,23,66,60,62,53,38,21,6,0,336,0,0,0,0,0,12,4,3,0,24,0,8,5,3,3,3,3,0,0,32,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,4,0,0,5
SOSR915,0,0,0,5,5,5,7,0,0,18,11,4,11,6,5,7,3,0,0,42,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,16,0,0,28,0,0,0,0,5,3,5,4,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,3,6,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,7,4,0,29,118,31,63,59,65,62,47,3,4,452,17,7,31,24,32,9,26,0,0,139,148,47,116,90,115,97,107,15,4,730,0,0,0,0,0,0,7,0,0,13,10,4,3,8,5,4,3,0,0,42,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,0,0,21,4,0,0,0,0,0,0,0,0,10
SOSR921,0,0,0,4,4,11,18,11,5,59,3,4,0,12,12,10,8,5,0,51,0,0,0,4,0,0,15,9,0,30,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,6,21,7,0,36,0,0,0,0,0,11,22,6,4,52,0,0,0,0,0,3,0,8,0,11,0,0,0,0,0,4,11,4,0,16,4,5,0,14,4,9,0,0,0,43,0,0,0,0,0,0,3,0,0,5,9,3,0,5,8,15,7,5,3,58,107,53,39,50,70,90,36,17,9,474,23,11,7,15,15,20,13,7,0,111,146,72,56,98,109,160,110,57,17,822,0,0,0,4,9,24,25,15,8,83,5,7,6,9,14,11,7,8,0,71,0,0,0,0,3,12,6,5,0,31,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,8,7,6,0,24,0,0,0,0,3,5,20,6,5,30
SOSR922,0,0,0,3,0,5,4,0,0,13,5,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,9,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,3,3,0,16,65,25,24,37,21,38,14,5,4,232,10,10,9,6,7,12,10,9,0,71,86,29,35,54,38,65,32,19,3,359,0,0,0,0,0,0,5,3,0,7,0,3,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,5
SOSR931,0,0,0,0,0,4,6,0,4,28,7,0,0,0,6,0,4,3,0,19,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,3,0,0,9,0,0,0,0,5,4,11,6,0,29,0,0,0,0,0,0,17,4,5,32,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,6,0,0,5,0,0,0,3,4,3,3,0,0,17,0,0,0,0,4,0,4,0,0,10,0,0,0,5,5,5,4,0,0,29,47,15,13,20,31,29,34,6,3,211,13,30,115,57,42,17,6,8,0,291,70,50,137,94,87,58,71,32,6,599,0,0,0,0,8,12,14,10,0,32,0,0,0,0,7,0,4,0,0,23,0,0,0,0,7,0,3,6,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,10,5,0,23,0,0,0,0,5,4,3,3,0,13
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
