SOSR_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SOSR612,243,20,356,0,0,11,24,76,6,119,0,0,7,13,9,0,38,6,3,13,28,56,8,104,0,0,5,29,36,5,79,22,13,72,36,85,8,235,10,4,24,35,104,12,186,24,14,97,88,149,9,384,88,84,401,133,255,20,984,171,110,556,399,877,67,2175,0,0,12,3,24,0,42,7,3,26,38,174,3,252,0,3,12,15,33,28,91,390,253,1434,1029,2759,260,6133,47,0,118,48,177,42,431,10,0,37,28,252,6,344,38,6,122,95,529,34,828,0,3,17,26,94,5,140,11,0,38,62,832,24,964,10,7,33,47,238,14,346,23,7,98,103,644,44,917,50,0,63,80,360,35,596,16,5,29,62,372,42,539,6,0,29,16,38,5,90,12,5,26,54,72,10,177,0,0,15,44,60,9,131,41,29,151,72,142,11,444,17,5,26,52,189,17,306,40,32,172,154,285,17,702,120
SOSR613,57,13,89,0,0,7,3,18,0,32,0,0,3,3,5,0,11,0,0,3,7,7,0,22,0,0,4,3,7,0,20,3,3,13,12,26,0,64,5,0,13,7,25,4,51,7,5,27,36,35,6,116,33,23,163,37,82,4,339,26,27,143,112,238,12,566,0,0,3,0,6,0,13,0,3,5,11,43,0,69,0,0,4,0,10,4,18,92,77,449,287,742,55,1707,10,0,21,13,44,9,89,0,0,3,5,50,5,64,13,4,24,24,180,3,250,0,0,0,6,33,0,40,0,5,16,19,285,6,340,0,0,16,8,62,3,93,8,0,32,22,140,13,212,0,0,9,17,102,13,148,0,0,11,15,97,10,130,0,0,4,6,7,0,18,0,0,0,14,13,0,37,0,0,4,10,20,0,31,14,9,42,22,53,0,149,9,0,16,11,46,0,79,13,12,47,56,92,6,221,49
SOSR614,84,4,109,0,0,5,4,18,0,26,0,3,3,0,3,0,9,0,0,6,6,17,0,31,0,0,0,9,24,0,29,10,6,33,20,34,3,100,4,4,13,17,27,5,63,14,11,48,35,65,3,169,40,20,121,50,110,7,355,36,38,160,152,328,36,747,7,3,21,0,14,0,39,0,3,12,23,50,0,92,3,0,6,5,14,10,36,127,95,479,368,954,94,2127,5,0,12,8,50,4,85,3,0,10,11,52,0,69,4,0,23,27,226,11,295,7,0,7,15,56,3,79,6,3,15,28,484,20,552,0,4,10,3,58,3,80,14,7,35,27,161,18,262,10,0,24,17,121,4,181,0,0,15,16,98,9,140,0,3,8,3,9,0,23,0,3,15,16,20,0,57,0,0,0,7,28,0,44,25,7,82,27,51,4,199,3,4,19,23,56,4,118,36,22,71,58,154,9,352,53
SOSR615,317,29,501,6,4,18,36,83,5,150,5,8,19,11,22,0,64,3,4,27,39,95,9,178,3,0,11,33,63,9,118,35,29,125,53,139,11,384,6,3,38,46,109,8,208,51,34,173,130,216,24,624,179,108,599,173,386,25,1472,166,142,752,485,1068,100,2716,10,3,27,19,50,4,113,10,7,31,76,271,3,404,8,5,23,29,65,48,170,566,378,2149,1436,3694,367,8594,55,6,136,100,386,35,721,8,4,19,25,189,16,258,64,14,141,109,899,64,1290,11,10,48,50,199,14,329,19,8,75,135,1540,45,1815,12,4,30,42,230,10,327,36,17,135,169,767,62,1188,51,16,127,105,483,48,814,20,3,65,87,440,43,658,10,6,38,33,66,3,150,9,10,56,63,128,18,283,3,0,19,46,103,12,188,88,43,271,117,233,18,766,11,8,49,72,223,16,382,89,60,303,243,453,39,1193,264
SOSR621,114,18,230,3,5,7,5,34,5,60,0,0,7,3,7,0,17,0,0,13,19,24,0,50,0,0,8,13,17,3,47,22,8,55,36,46,4,159,5,0,22,18,45,9,101,27,13,63,40,73,7,225,85,50,237,55,108,7,545,72,54,225,143,245,23,771,11,0,17,9,10,4,51,4,0,17,20,61,4,112,4,3,14,10,19,15,57,271,168,832,480,1064,136,2955,26,6,44,47,246,54,419,8,0,31,18,123,6,180,14,0,46,36,233,18,348,9,0,25,18,67,0,121,6,0,34,51,516,19,633,4,0,0,13,79,6,114,15,7,46,48,206,27,347,43,10,75,71,193,25,418,13,3,16,22,130,13,193,0,5,12,8,15,0,45,0,3,18,24,34,0,82,0,0,9,24,31,3,67,67,22,127,59,80,8,361,13,0,37,29,86,8,177,48,29,127,68,167,12,449,125
SOSR622,52,5,92,0,0,7,9,12,3,28,0,0,3,4,5,0,12,0,0,5,5,3,0,18,0,0,3,8,11,0,20,13,8,20,4,15,0,61,0,0,8,4,29,3,50,3,3,15,12,29,3,70,30,8,74,31,40,8,192,21,20,97,68,139,11,359,7,0,4,4,7,0,26,0,0,8,4,24,0,35,3,0,7,3,8,10,34,91,49,307,216,488,54,1202,5,0,21,21,73,13,128,0,0,0,3,47,0,58,3,0,26,29,120,11,186,4,0,3,6,19,0,37,0,0,14,14,169,6,206,0,0,3,5,36,0,53,6,6,15,16,93,8,141,4,6,29,20,77,13,148,0,0,13,18,54,4,94,0,3,3,6,4,0,18,0,0,3,10,7,0,28,0,0,6,7,19,0,28,26,8,54,24,21,0,133,3,4,11,7,49,10,81,14,10,32,35,68,3,156,42
SOSR631,433,59,927,9,8,32,44,146,17,250,21,10,30,26,30,3,120,14,13,58,72,105,8,271,6,6,33,58,77,16,190,120,52,323,160,217,31,902,18,10,88,89,175,17,387,128,82,398,230,355,25,1221,414,210,1089,351,586,49,2703,317,283,1333,852,1452,143,4383,38,20,83,58,95,13,304,39,9,70,91,382,18,607,20,8,64,56,115,64,321,1319,811,4590,2870,5753,677,16024,198,76,815,690,1908,234,3923,13,11,49,44,355,24,497,74,27,305,265,1492,106,2267,30,16,99,110,354,17,620,32,19,182,247,2847,90,3425,15,5,87,107,468,30,717,36,19,261,219,950,96,1584,109,23,312,238,727,79,1496,27,19,91,147,743,58,1091,25,16,67,56,94,3,257,25,24,111,105,139,19,427,11,10,58,100,157,23,356,277,97,741,313,385,53,1866,33,14,141,137,420,22,766,215,132,637,435,806,65,2290,582
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,3,0,0,3,0,3,0,11,0,0,3,0,0,0,5,0,3,10,6,3,0,19,0,0,0,0,0,0,7,0,0,0,0,4,0,4,0,0,0,0,4,0,3,4,4,33,17,33,4,92,0,0,3,0,5,4,12,0,0,0,0,0,0,7,0,0,0,0,7,0,4,0,0,0,0,0,0,5,0,0,0,0,21,0,26,0,0,0,0,0,0,0,0,0,0,4,8,0,12,0,0,3,0,6,0,8,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,4,0,10,0,4,0,0,3,0,11,0,0,3,0,3,0,11,0
SOSR703,400,67,1467,28,17,87,60,166,20,383,10,13,75,22,25,6,156,22,16,88,99,121,15,356,30,5,83,85,130,13,342,348,112,608,164,251,32,1519,62,15,173,129,205,38,624,610,418,1474,883,1118,99,4613,672,406,1398,375,596,55,3501,993,528,2552,789,975,171,6009,44,22,143,57,116,14,399,96,29,201,149,348,32,855,63,24,179,90,169,104,622,3444,1688,8405,3630,5619,781,23569,44,5,88,51,140,4,328,64,12,162,104,547,28,914,48,9,155,151,598,28,995,99,35,217,139,334,13,846,107,17,450,339,2379,89,3390,29,11,115,103,339,27,620,403,27,743,325,947,107,2558,410,38,999,572,845,127,2990,149,44,396,366,767,65,1790,41,23,152,65,100,11,396,43,34,161,162,152,21,564,53,15,156,134,249,17,622,721,203,1345,349,534,60,3205,118,21,318,233,436,59,1190,1202,675,2739,1941,2938,228,9720,1029
SOSR712,63,16,216,3,0,9,10,19,0,55,12,3,11,5,14,0,39,5,0,7,19,10,0,38,0,0,7,4,22,0,45,49,23,91,24,63,6,259,8,3,32,18,49,7,113,139,58,250,143,194,16,804,119,87,306,83,114,14,727,323,142,749,236,272,54,1773,13,11,45,17,36,0,119,23,20,63,34,77,7,213,8,0,38,18,40,35,144,761,371,1804,716,1146,174,4969,0,0,5,3,19,3,30,0,0,7,0,28,5,42,19,4,34,23,92,3,177,7,0,22,27,68,0,123,7,3,59,56,485,18,625,4,0,25,20,61,0,105,46,7,127,66,213,20,475,51,8,135,94,135,27,444,10,6,52,49,143,11,261,13,7,27,7,29,4,90,3,0,18,20,16,0,56,7,0,11,10,39,0,72,89,30,177,54,157,22,537,10,9,61,31,80,9,204,268,95,488,368,531,46,1794,176
SOSR714,13,13,44,0,0,0,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,9,5,0,15,6,8,0,35,0,0,8,3,6,4,22,22,4,49,38,51,0,170,27,16,84,24,41,7,191,46,24,130,67,83,11,347,0,0,5,9,3,0,12,0,0,8,3,14,0,27,0,5,10,4,9,8,33,109,52,354,174,259,49,1001,0,0,11,8,17,3,40,0,0,0,7,13,0,16,0,0,5,7,12,0,27,0,0,0,0,13,0,14,10,0,25,20,94,4,152,0,0,0,0,12,0,16,20,0,27,13,31,10,100,13,0,35,12,33,17,106,6,0,5,14,23,3,56,0,0,0,0,0,0,0,0,0,4,0,4,0,13,0,0,0,4,3,0,9,4,0,30,11,17,3,64,0,0,13,10,21,4,41,38,9,86,90,154,15,391,35
SOSR715,17,3,37,3,0,3,6,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,0,8,4,3,9,3,9,0,29,0,0,3,0,9,0,24,25,13,50,48,80,10,234,51,48,139,39,73,18,369,54,43,168,70,125,30,491,7,0,8,4,18,6,38,0,0,18,6,27,3,52,0,0,3,3,8,18,38,162,128,456,220,460,99,1528,0,0,5,3,13,0,19,13,3,39,31,165,11,268,0,0,3,6,50,0,53,0,0,0,0,26,3,26,4,0,5,13,150,14,188,0,0,0,0,3,0,3,13,6,40,23,56,9,145,5,0,21,12,38,7,85,7,4,16,22,29,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,4,5,0,9,7,3,25,8,9,9,61,0,0,10,6,28,0,49,50,28,94,97,198,25,487,77
SOSR721,97,10,169,0,0,7,3,6,0,19,0,0,0,3,0,0,9,0,0,0,3,7,0,8,0,0,0,0,5,0,7,0,0,5,3,5,0,14,0,0,3,7,9,0,32,14,10,44,42,63,11,186,28,28,114,27,61,14,286,12,18,49,30,63,17,197,3,0,11,7,8,0,33,11,8,5,9,12,0,43,0,0,7,8,6,5,26,97,74,324,195,421,65,1179,0,0,7,4,18,0,32,5,8,31,27,105,12,187,0,0,0,9,27,0,29,0,0,3,4,22,0,33,0,0,3,14,105,8,132,0,0,0,0,8,0,12,6,6,14,13,60,5,99,22,5,73,51,193,15,362,0,3,20,14,42,0,87,0,0,3,3,4,0,9,0,0,0,0,8,0,14,0,0,0,0,9,0,13,8,0,6,6,19,0,32,3,4,10,14,32,4,72,24,13,64,87,156,21,373,43
SOSR722,6,0,23,0,0,0,0,3,4,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,7,3,0,24,0,0,4,0,6,4,20,13,7,29,32,71,10,169,35,28,85,15,47,8,224,10,9,42,26,57,12,151,4,3,10,3,22,5,44,0,0,4,3,11,0,17,0,0,0,0,8,14,21,77,46,208,108,285,66,790,0,0,6,4,31,6,46,0,0,3,0,15,0,23,0,0,4,4,5,0,16,0,0,0,0,16,0,18,0,0,7,6,62,0,78,0,0,3,0,9,0,9,6,0,7,7,51,5,85,3,0,13,9,23,4,51,0,0,3,5,12,4,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,12,4,16,4,45,0,0,13,8,21,4,42,16,8,45,71,194,22,353,49
SOSR731,111,16,215,0,4,10,16,54,7,84,0,0,0,3,5,0,14,3,0,7,15,11,0,41,0,0,5,17,38,4,67,24,15,78,42,68,8,235,0,0,23,24,51,8,115,50,75,212,196,269,24,819,70,91,255,100,193,24,731,54,62,184,144,198,24,671,4,10,32,19,45,10,114,3,0,22,28,67,13,136,7,4,21,33,60,24,142,248,281,1067,857,1654,222,4332,25,8,127,132,486,44,820,7,5,34,38,321,18,427,4,0,20,31,187,13,253,6,5,15,35,116,4,193,5,4,62,97,919,39,1131,0,0,21,21,103,16,165,3,7,51,51,237,27,375,10,5,63,63,199,29,372,3,7,24,57,214,12,313,0,0,3,9,26,3,38,0,0,10,25,19,0,64,0,0,13,21,63,3,102,31,20,129,53,142,12,391,8,3,30,48,138,10,237,76,97,316,372,698,53,1610,96
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,12,3,17,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,8,3,38,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,8,3,0,0,17,0,0,5,4,0,0,9,0,0,7,3,3,0,20,5,4,6,4,0,0,20,3,0,12,3,3,0,32,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,8,11,24,12,82,33,31,13,196,0,0,8,8,11,4,29,0,0,3,0,4,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,3,19,5,37,0,0,0,0,0,0,6,0,0,6,0,6,0,20,7,7,21,7,22,3,63,0,0,3,5,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,6,3,0,13,5,5,0,33,0,0,3,4,3,0,13,4,0,15,3,9,0,29,7
SOSR802,829,103,3235,102,27,182,131,187,25,651,259,108,531,147,119,18,1183,301,102,476,291,231,48,1444,160,42,335,233,338,39,1137,2431,836,4406,966,946,143,9724,347,112,746,421,480,77,2184,7325,3234,13050,4285,3575,404,31878,3756,1486,5612,1217,1401,148,13619,3452,1408,7476,2628,2594,366,17925,316,137,703,205,289,26,1680,324,111,701,563,969,67,2736,278,48,448,180,153,233,1329,20701,7911,38090,13134,13884,1881,95599,76,29,115,68,112,11,408,22,7,35,11,34,3,109,362,50,715,379,1116,55,2678,258,62,426,191,446,25,1408,564,104,1775,1385,6979,247,11055,147,31,359,208,425,20,1194,1498,174,2584,1208,2233,242,7938,1328,110,2321,1450,2007,254,7465,611,98,841,584,1107,148,3387,554,212,1248,414,461,47,2938,622,175,1103,524,378,84,2892,308,75,683,460,623,55,2211,6236,1730,10675,2333,2083,371,23424,749,196,1391,724,1097,144,4295,16081,5572,24845,8386,7323,865,63069,6455
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,9,4,23,5,3,0,45,3,4,7,0,3,0,19,3,3,9,4,4,0,22,0,0,6,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,16,16,51,19,21,8,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,4,0,4,0,0,0,10,20,0,30,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,15,5,4,0,36,0,0,0,0,0,0,4,12,4,34,15,8,3,70,3
SOSR831,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,12,0,0,0,0,0,0,3,0,4,9,3,3,0,19,7,3,4,3,3,0,17,0,0,5,0,0,0,15,0,0,3,0,4,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,12,37,30,25,8,108,0,4,11,7,13,0,34,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,5,0,4,20,0,27,0,0,0,0,4,0,5,0,0,0,3,0,0,6,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,3,3,8,4,6,0,25,0,0,4,0,3,0,8,5,6,25,7,17,0,60,7
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,5,5,0,12,3,0,0,24,0,0,3,0,0,0,11,4,0,8,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,33,9,9,0,78,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,4,6,0,10,0,0,7,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,14,0,0,0,3,0,0,7,9,3,16,3,4,0,32,4
SOSR915,0,5,4,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,7,0,7,5,4,16,21,25,0,77,7,4,14,4,12,0,35,0,0,4,4,5,0,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,13,48,39,69,12,202,0,0,0,0,0,0,3,0,0,4,7,29,0,45,0,0,0,0,3,0,3,0,0,3,0,12,0,19,0,0,0,6,27,7,43,0,0,0,0,3,0,3,0,0,0,0,3,0,8,0,0,6,0,7,5,12,3,0,8,3,21,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,12,0,0,0,6,12,0,20,8,10,35,26,63,3,148,3
SOSR921,14,9,49,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,6,3,3,0,12,0,0,0,5,0,0,6,0,0,4,4,4,0,10,0,0,3,0,12,0,22,7,0,4,12,4,4,33,3,5,10,4,5,4,35,8,11,23,14,11,8,65,0,0,0,0,6,0,12,0,0,3,0,0,0,8,0,0,0,0,4,4,7,16,20,84,73,88,40,323,0,0,3,6,7,0,15,0,0,0,0,0,0,0,0,0,3,3,8,0,15,0,0,0,0,5,0,10,0,0,3,4,42,3,55,0,0,0,0,3,0,4,0,4,14,8,26,6,56,0,0,14,19,37,16,87,0,0,0,0,7,0,15,0,0,0,0,4,0,6,0,0,6,3,3,0,8,0,0,0,5,0,0,4,0,0,12,6,3,0,26,0,0,3,7,25,3,34,9,0,17,19,26,5,75,9
SOSR922,8,0,11,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,8,0,18,3,3,13,0,5,0,26,0,0,0,0,0,0,7,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,6,25,9,27,8,87,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,7,0,0,0,0,13,0,20,0,0,0,0,0,0,5,0,0,3,0,7,0,12,0,0,3,0,6,0,11,0,0,3,0,0,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,3,9,10,15,4,49,3
SOSR931,5,3,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,12,0,0,0,0,4,0,5,4,0,0,5,9,0,18,0,0,8,0,3,0,16,0,0,8,0,5,0,14,0,0,0,6,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,10,12,7,25,12,32,7,96,0,0,0,0,3,0,5,0,0,0,0,3,0,7,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,3,15,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,6,0,9,4,21,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4,0,0,0,10,0,0,0,0,7,0,7,9,0,6,9,23,0,44,0
