SOSR_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
SOSR603,5728,201,10,5940,37,9,0,0,45,11,0,12,58,17,0,71,91,25,0,0,118,3,3,7,127,11,0,137,127,29,0,0,164,18,4,24,185,22,0,212,4671,977,115,50,5811,74,32,105,5912,225,9,6152,730,195,27,18,970,38,10,46,1022,239,9,1262,8,0,0,3,7,0,0,0,10,0,12,30,5412,1172,142,73,6796,109,41,151,6945,463,35,7442,1253,224,30,3,1515,25,0,27,1540,82,5,1622,1530,322,21,10,1881,20,3,18,1906,67,0,1967,53,11,16,0,78,0,0,0,83,9,0,87,6,5,0,16,27,0,0,0,27,4,0,32,2843,553,70,35,3499,44,8,49,3553,158,6,3714,26,3,0,0,28,6,0,4,34,5,0,43,36,10,0,0,50,0,4,9,59,3,0,61,69,16,0,0,80,3,3,7,96,7,0,105,2912,563,70,35,3581,49,18,63,3644,164,6,3813,373,80,11,18
SOSR611,2180,88,9,2277,14,6,0,0,18,4,0,4,17,5,0,26,28,4,0,0,28,0,4,5,36,9,0,37,32,13,0,0,44,6,4,7,53,13,0,70,1800,332,43,18,2195,33,14,44,2233,105,9,2350,441,113,10,14,579,25,3,33,607,138,3,747,0,3,0,3,5,0,0,0,5,0,6,10,2241,447,55,31,2778,52,14,73,2848,242,17,3108,419,70,9,0,495,10,4,15,509,31,0,540,685,153,8,9,851,16,0,16,871,24,5,894,19,6,6,0,31,0,0,0,31,6,0,34,6,0,0,0,3,0,0,0,3,0,0,6,1121,230,15,12,1383,23,5,27,1412,58,4,1480,4,0,0,0,4,3,0,3,5,3,0,10,9,6,0,0,13,0,0,7,19,0,0,19,10,6,0,0,18,4,0,5,18,3,0,24,1139,233,15,12,1399,29,5,35,1432,67,4,1498,195,59,5,5
SOSR612,1014,48,6,1071,11,4,0,0,18,7,0,7,20,0,0,20,15,0,0,3,19,0,0,0,23,3,0,28,28,8,0,3,39,5,0,5,41,3,0,49,843,145,31,14,1034,10,13,25,1058,55,6,1114,194,50,7,7,260,11,0,16,274,97,0,377,0,0,0,3,4,0,0,0,4,0,0,6,1042,198,36,19,1296,27,14,45,1341,152,7,1494,216,33,14,0,264,3,0,3,263,20,0,283,307,52,9,0,369,9,3,7,371,24,0,396,20,0,0,0,26,0,0,0,26,0,0,26,5,0,0,6,10,0,0,0,10,0,0,12,546,83,22,8,660,13,5,16,672,39,0,714,4,3,0,0,6,0,0,0,6,4,0,6,5,0,0,0,14,0,0,0,14,0,0,10,12,5,0,0,15,0,0,0,15,3,0,21,559,84,23,8,676,13,5,16,690,40,0,731,108,24,6,0
SOSR613,312,14,0,328,3,0,4,0,8,3,0,3,9,0,0,9,4,0,0,0,4,4,0,6,9,0,0,9,8,0,4,0,7,3,0,3,17,0,0,17,266,33,8,0,314,7,4,18,329,14,0,344,63,15,3,0,75,4,3,8,88,26,0,108,0,0,0,0,0,0,0,0,0,0,3,3,328,49,12,0,392,15,10,27,414,40,3,455,48,11,0,0,61,0,0,0,61,3,0,63,91,7,3,0,100,3,0,3,98,8,0,108,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,145,15,4,0,164,3,0,3,169,11,0,172,3,0,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,6,0,0,6,148,15,6,0,166,4,0,4,170,11,0,181,29,8,0,0
SOSR614,441,23,0,466,4,0,0,0,4,0,0,0,4,0,0,4,4,5,0,0,3,0,0,0,3,0,0,3,5,5,0,0,6,0,0,0,11,0,0,11,356,75,13,11,446,5,0,6,450,23,0,476,82,14,5,0,101,6,0,3,103,25,0,130,0,0,0,0,0,0,0,0,0,0,0,0,436,85,14,10,546,7,3,9,558,49,0,603,61,12,4,0,80,0,0,0,79,5,0,88,146,24,0,0,174,3,0,0,176,8,0,190,9,5,0,0,13,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,221,38,11,0,273,3,0,4,274,16,0,288,9,0,0,0,8,0,0,0,12,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,0,0,0,7,0,0,7,228,45,11,3,281,4,0,6,287,16,0,302,42,13,0,0
SOSR615,1779,68,3,1848,9,0,0,0,9,7,0,7,14,0,0,14,21,9,0,0,30,4,0,4,30,3,0,36,26,9,0,0,37,10,3,13,48,3,0,53,1503,221,34,24,1780,32,15,46,1822,71,3,1900,349,70,22,11,451,22,5,31,485,96,0,579,9,0,0,0,9,0,0,0,9,0,8,15,1855,289,59,34,2237,59,16,79,2316,171,8,2491,311,49,8,0,371,4,3,9,378,21,0,393,530,80,12,6,621,14,0,14,634,30,0,660,17,13,6,0,39,0,3,5,41,0,0,41,3,0,0,3,9,0,0,0,9,0,0,10,856,143,18,11,1032,14,7,24,1056,52,0,1108,0,3,0,0,9,5,0,9,13,0,0,11,8,0,0,0,12,3,0,6,13,0,0,14,11,4,0,0,15,12,3,12,27,0,0,25,867,148,18,11,1050,24,7,34,1083,51,0,1134,172,26,3,6
SOSR621,597,29,0,622,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,9,0,0,10,10,0,0,0,13,0,0,0,13,0,0,16,485,88,23,10,600,3,0,9,611,29,0,640,107,27,4,8,141,0,0,0,145,30,0,173,0,0,0,0,0,0,0,0,0,0,4,4,591,118,28,16,748,5,0,6,752,61,4,812,113,12,6,0,131,5,0,5,133,5,0,137,201,47,9,4,254,0,0,0,256,12,0,271,5,5,0,0,12,0,0,0,12,0,0,11,0,0,0,4,4,0,0,0,4,3,0,7,318,61,16,10,403,0,0,0,409,23,0,429,3,0,0,0,3,0,0,0,3,0,0,3,4,5,0,0,6,0,0,0,6,0,0,6,7,5,0,0,12,0,0,0,12,0,0,12,322,65,11,10,410,0,0,0,416,23,0,441,49,12,0,0
SOSR622,203,13,0,220,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,3,0,0,3,3,0,0,0,3,3,0,0,4,0,0,4,162,38,5,6,208,3,0,5,212,13,0,223,52,16,0,0,66,0,0,0,67,21,0,94,0,0,0,0,0,0,0,0,0,0,0,0,213,53,0,6,273,0,0,9,282,35,0,317,51,10,8,0,59,0,0,0,64,4,0,70,63,21,0,0,79,0,0,0,79,10,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106,32,8,0,145,0,0,0,143,15,0,160,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,7,4,0,0,0,3,0,0,0,4,0,0,4,114,32,6,0,149,0,0,0,150,15,0,161,19,3,4,0
SOSR631,3427,173,3,3604,7,4,0,0,11,6,0,4,18,3,0,20,35,7,0,0,46,0,3,4,50,3,0,56,43,10,0,0,61,3,5,8,66,3,0,75,2803,502,70,73,3447,27,14,46,3494,178,3,3678,544,122,35,32,727,14,5,22,753,122,0,877,5,0,0,4,14,0,0,0,14,0,4,19,3352,627,102,102,4186,39,22,62,4254,305,13,4572,741,101,18,9,872,6,3,10,879,55,0,933,1037,197,32,16,1282,12,0,15,1296,75,0,1370,49,8,3,0,66,0,0,0,66,10,0,72,5,0,0,33,38,0,0,0,38,0,0,38,1835,314,59,53,2257,11,12,25,2285,133,0,2424,10,3,0,0,11,3,0,5,13,11,0,22,15,9,0,0,31,0,0,0,31,3,0,34,29,12,0,0,39,4,0,5,49,15,0,59,1863,322,59,54,2300,20,10,30,2334,144,0,2477,295,75,17,9
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,4216,145,7,4363,35,5,0,0,33,13,0,13,49,0,0,55,64,14,0,0,81,5,11,16,95,9,0,99,97,16,0,0,114,22,11,27,142,11,0,149,3618,505,90,52,4261,78,18,95,4361,151,7,4517,692,84,30,14,822,24,3,20,844,139,0,987,6,0,0,4,12,3,0,3,15,0,24,34,4320,590,121,69,5100,103,18,122,5219,290,34,5537,1269,133,37,3,1449,23,0,28,1468,53,0,1521,654,107,19,8,784,8,0,8,792,34,0,825,39,10,12,0,61,0,0,0,64,5,0,66,9,0,0,10,24,0,0,0,24,0,0,25,1978,249,67,20,2318,29,0,33,2343,95,0,2441,19,0,0,0,24,10,0,10,36,0,0,35,29,7,0,0,38,0,0,0,40,0,0,37,51,7,0,0,58,11,0,13,76,4,0,79,2028,255,70,20,2376,44,3,43,2421,96,0,2519,263,49,8,9
SOSR712,844,30,14,882,5,4,0,0,9,0,0,0,7,0,0,11,5,0,0,0,5,3,0,3,7,3,0,9,8,4,0,0,12,5,0,5,17,4,0,23,720,101,19,9,847,12,4,15,862,31,14,907,163,18,5,4,191,6,0,4,193,59,0,258,0,0,0,0,0,0,0,0,0,0,5,5,888,121,17,12,1035,16,9,15,1056,89,20,1167,257,23,5,0,290,3,0,3,292,5,0,300,134,28,3,0,165,0,5,3,169,3,0,172,7,4,3,0,18,0,0,0,18,0,0,18,3,0,0,0,9,0,0,0,7,0,0,8,405,57,12,8,480,4,5,10,488,14,0,501,3,0,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,10,3,0,3,5,0,0,10,407,55,12,8,480,7,5,12,491,17,0,514,68,12,0,0
SOSR714,190,20,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,4,0,0,4,153,17,5,8,186,5,0,8,190,20,0,209,17,5,0,0,21,0,0,0,21,19,0,43,4,0,0,0,4,0,0,0,4,0,18,16,170,20,5,11,206,8,0,9,214,42,18,270,51,6,3,0,62,3,0,3,65,3,0,73,20,4,0,0,23,0,0,0,23,0,3,24,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,3,0,7,73,8,6,3,94,3,0,3,100,11,3,108,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,4,73,8,6,3,94,6,0,9,102,11,3,112,15,0,0,4
SOSR715,363,47,0,408,4,0,0,0,5,34,3,36,44,4,0,41,4,6,0,0,10,7,0,11,19,9,0,30,10,4,0,0,13,34,3,42,55,16,0,74,269,63,15,11,352,59,8,64,417,61,0,477,65,35,0,6,112,30,4,36,151,361,3,515,0,0,0,0,0,0,0,0,0,0,9,15,337,102,9,15,465,91,9,103,567,423,19,1013,102,11,5,0,120,5,0,5,123,17,0,139,42,16,0,0,59,3,0,3,61,18,0,79,5,3,4,0,13,0,0,0,13,3,0,15,0,0,0,0,3,0,0,0,3,0,0,3,157,29,7,3,189,8,0,3,199,38,0,239,0,0,0,0,3,17,3,22,28,5,0,30,0,6,0,0,3,0,4,4,4,4,0,13,3,5,0,0,9,20,4,20,28,11,0,41,156,34,7,3,198,24,5,33,234,45,0,275,28,30,0,7
SOSR721,243,41,0,282,0,0,0,0,0,7,0,7,11,4,0,13,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,4,7,4,12,11,3,0,17,185,46,5,4,241,8,4,16,251,42,0,300,35,30,0,4,74,20,6,18,93,227,5,326,0,0,0,0,4,0,0,0,5,0,0,9,221,80,7,11,316,32,5,34,349,273,11,633,51,6,4,0,62,0,0,0,62,18,0,81,33,20,0,6,62,0,0,0,62,13,0,79,0,0,5,0,7,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,3,0,8,90,26,11,9,128,0,0,0,135,31,0,163,0,0,0,0,0,3,0,3,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,10,4,0,9,92,29,11,9,129,3,0,5,140,37,0,174,20,21,4,4
SOSR722,182,50,4,237,3,5,0,0,8,18,5,26,30,6,0,35,0,0,0,0,0,0,5,7,12,5,0,14,8,5,0,0,11,20,7,29,37,12,0,53,95,61,10,7,175,42,10,50,227,63,4,289,43,37,6,3,85,25,6,27,108,219,0,331,0,0,0,0,0,0,0,0,0,0,19,19,140,99,11,15,259,63,19,76,332,284,21,643,33,5,0,0,40,3,0,3,44,21,0,66,24,22,0,5,54,6,0,6,53,14,0,71,0,0,3,0,7,0,0,0,7,0,0,8,0,0,0,0,8,0,0,0,8,0,0,4,59,33,3,9,102,9,0,9,113,40,0,144,0,0,0,0,6,11,0,11,13,0,0,20,0,0,0,0,0,0,5,0,9,4,0,8,9,5,0,0,5,11,5,14,23,3,0,30,65,35,3,9,107,21,5,24,135,43,0,173,24,16,0,3
SOSR731,975,32,13,1019,8,3,0,0,19,28,0,29,39,6,0,46,4,3,0,0,9,0,0,0,12,0,0,12,12,5,0,0,21,28,4,29,50,9,0,60,853,86,22,22,978,47,4,48,1024,36,13,1081,109,41,8,9,169,19,3,22,190,250,0,440,3,0,0,4,9,0,0,0,9,0,30,38,968,127,33,37,1157,65,7,72,1227,291,40,1556,348,18,9,0,378,0,5,3,388,13,0,398,164,32,4,0,208,5,0,7,209,13,0,224,16,0,5,0,19,0,0,0,22,0,0,23,7,0,0,4,13,0,0,0,16,0,0,16,532,51,21,9,619,10,0,10,633,31,0,664,8,0,0,0,11,14,0,14,22,3,0,28,3,0,0,0,4,0,0,0,4,0,0,4,11,0,0,0,13,14,0,14,23,3,0,31,544,54,21,13,626,25,0,26,657,35,0,693,55,24,5,3
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,19096,459,28,19586,167,22,5,0,195,20,0,20,211,0,0,217,192,25,5,0,230,9,3,17,246,16,0,257,357,50,14,4,416,33,3,37,458,14,0,469,16628,2169,380,135,19312,180,51,235,19545,475,27,20052,2119,334,64,48,2567,59,8,62,2629,295,13,2936,19,9,0,25,57,0,0,0,55,3,37,98,18765,2515,445,207,21936,234,65,300,22234,773,84,23088,5706,596,97,18,6417,60,15,78,6497,220,3,6720,3375,469,68,13,3926,32,13,36,3967,100,3,4073,236,35,43,8,329,0,0,0,329,13,0,348,29,6,0,20,59,0,0,0,63,3,3,71,9351,1112,211,58,10735,94,28,117,10853,336,11,11206,87,9,7,0,95,4,0,5,101,0,0,107,94,6,0,0,103,11,0,11,109,0,0,115,179,17,7,0,202,12,6,15,218,3,0,225,9526,1131,214,64,10938,102,33,135,11073,341,14,11427,937,172,30,19
SOSR822,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,3,0,43,0,0,0,43,0,0,43,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,10,3,0,48,0,0,0,48,0,0,48,10,5,4,0,14,0,0,0,14,0,0,14,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,0,30,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,0,30,0,0,0,30,0,0,30,0,0,0,0
SOSR831,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,18,0,0,0,18,0,0,18,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
