SAL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SAL31303,6,3,12,5,13,20,11,5,5,77,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,6,0,0,0,0,14,0,0,0,0,4,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31304,0,0,0,0,5,0,0,5,0,9,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31305,83,124,278,358,380,231,53,7,4,1517,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,0,0,0,0,18,4,0,7,15,11,9,0,0,0,45,0,0,0,4,4,0,0,0,0,15,0,0,0,14,19,4,0,0,0,41,0,4,6,4,9,0,0,0,0,28,23,16,28,26,20,9,5,0,0,132,54,14,13,6,10,3,0,0,0,107,0,0,10,6,7,8,0,0,0,29,3,3,3,7,3,3,0,0,0,18,4,5,20,26,28,10,3,0,0,92,5,7,10,11,11,4,0,0,0,39,3,22,42,65,42,21,3,0,0,194,0,3,15,15,24,7,0,0,0,59,0,0,10,24,28,14,4,0,0,77,7,8,33,37,56,50,4,0,0,191,6,25,62,57,80,54,3,5,0,290,4,4,5,6,0,4,0,0,0,23,3,3,8,14,11,7,0,0,0,47
SAL31306,8,16,60,62,84,62,16,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,22,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,0,0,5,5,0,0,0,15,6,4,5,6,4,10,0,0,0,36,5,0,6,0,3,7,0,0,0,22,0,0,4,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,13,0,0,5,0,0,8,0,0,0,20,0,0,0,4,0,0,0,0,0,8,4,0,3,11,5,9,0,0,0,22,0,3,8,11,8,11,6,0,0,39,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,14
SAL31307,3,3,8,9,19,26,7,5,0,75,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,5,0,3,4,0,0,0,9,0,0,4,0,3,10,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL31308,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31309,0,0,7,3,0,7,6,5,0,21,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31310,34,33,104,125,107,88,13,3,0,512,0,0,0,0,0,0,0,0,0,0,5,0,18,18,12,7,0,0,0,52,4,0,5,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,17,0,10,7,13,4,0,0,0,49,8,0,4,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,7,4,3,0,0,0,0,13,0,5,5,10,9,4,0,0,0,29,0,0,18,39,31,17,3,0,0,101,4,8,20,38,18,16,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,18
SAL31311,65,92,341,475,248,119,22,0,0,1354,0,0,0,0,5,0,0,0,0,5,0,0,3,6,0,0,0,0,0,9,0,5,8,28,14,7,0,0,0,64,0,0,4,7,0,0,0,0,0,8,0,0,6,8,0,4,0,0,0,20,0,0,9,13,7,5,0,0,0,36,11,18,38,23,14,8,3,0,0,113,27,10,12,7,6,0,0,0,0,71,0,3,13,18,10,3,0,0,0,45,0,0,4,3,0,0,0,0,0,10,0,0,18,19,6,5,0,0,0,51,0,0,0,9,0,0,0,0,0,14,0,4,34,30,15,0,6,0,0,93,0,6,6,10,5,3,0,0,0,35,0,0,12,28,15,0,0,0,0,59,3,11,29,41,43,11,0,0,0,135,7,26,114,119,59,30,3,0,0,362,0,3,0,0,0,0,0,0,0,13,3,8,19,25,7,5,0,0,0,63
SAL31312,66,96,162,163,146,126,34,3,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,4,0,0,0,18,0,0,3,4,0,0,0,0,0,3,0,5,3,7,4,3,0,0,0,24,0,0,3,0,6,0,0,0,0,13,18,16,11,19,13,17,0,0,0,92,44,13,12,16,11,4,3,0,0,98,0,0,0,5,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,6,6,0,6,0,0,0,12,0,0,0,5,3,3,0,0,0,15,0,0,10,3,4,3,0,0,0,27,0,5,4,3,13,12,7,0,0,41,0,4,11,10,18,12,4,0,0,62,0,0,17,26,30,24,0,0,0,101,4,11,47,42,54,33,13,0,0,203,0,4,0,0,0,0,0,0,0,12,3,3,14,14,8,3,0,0,0,49
SAL31313,0,5,0,0,0,9,6,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31314,4,7,10,10,8,6,0,0,0,41,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31315,364,426,762,1004,1157,832,213,19,0,4779,0,0,0,0,3,0,4,0,0,15,0,0,0,0,6,0,0,0,0,8,15,8,16,36,43,18,15,0,0,144,0,0,3,0,4,3,3,0,0,16,6,6,36,46,53,37,0,0,0,191,0,0,13,19,28,23,0,0,0,97,96,83,78,85,116,61,24,0,0,551,156,47,43,51,52,19,4,0,0,362,0,7,12,13,23,21,0,0,0,79,3,7,6,11,4,5,3,0,0,39,0,7,36,37,33,27,5,0,0,135,0,11,18,34,39,13,11,3,0,128,0,20,59,76,85,45,20,0,0,312,3,13,30,40,51,40,12,0,0,194,0,9,30,41,55,29,6,0,0,173,11,32,90,143,184,96,16,0,0,572,19,87,211,250,290,201,51,0,0,1115,16,24,29,25,19,16,0,0,0,131,21,22,31,46,38,32,8,0,0,199
SAL31316,13,18,58,41,51,48,17,0,0,248,0,0,0,0,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,8,9,0,6,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,4,0,0,0,23,3,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,6,0,3,0,0,0,12,0,0,0,3,4,0,0,0,0,10,0,4,3,0,11,3,0,0,0,18,0,6,13,6,10,16,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5
SAL31317,12,10,24,22,24,27,3,5,0,134,0,0,5,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,4,11,4,0,0,0,22,4,0,3,3,14,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SAL31318,56,50,199,220,170,108,21,0,0,820,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,14,19,8,9,0,0,0,55,0,5,0,0,0,0,0,0,0,8,0,4,7,7,9,5,0,0,0,27,0,0,9,4,3,0,0,0,0,17,11,10,16,11,16,7,0,0,0,69,15,0,8,9,5,6,0,0,0,46,0,0,8,18,6,8,0,0,0,42,0,0,4,3,0,0,0,0,0,6,0,0,12,12,15,3,0,0,0,48,0,0,4,6,5,0,0,0,0,10,0,3,20,10,10,4,0,0,0,50,0,0,5,0,3,6,0,0,0,17,0,5,10,14,10,9,3,0,0,56,0,0,18,18,24,6,6,0,0,66,6,18,53,41,36,22,4,0,0,177,0,3,4,5,4,3,0,0,0,20,0,0,9,13,3,7,4,0,0,33
SAL31319,0,4,4,10,13,9,9,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31320,60,97,223,334,319,250,67,11,0,1371,0,0,0,0,0,0,0,0,0,8,0,0,8,4,3,0,0,0,0,16,0,3,6,16,12,11,0,0,0,44,0,0,3,6,9,0,0,0,0,17,0,5,11,18,12,3,0,3,0,47,0,0,5,3,9,3,0,0,0,24,33,18,17,18,13,10,6,0,0,112,23,9,7,5,7,3,4,0,0,66,0,3,10,11,6,11,3,0,0,49,0,0,6,5,6,0,0,0,0,16,0,6,5,20,20,10,4,0,0,61,0,0,3,18,10,8,0,0,0,44,7,16,28,55,33,19,8,4,0,156,0,4,4,5,9,5,6,0,0,33,0,4,11,16,27,11,4,0,0,83,6,7,18,30,50,40,5,0,0,162,3,23,39,68,52,47,13,4,0,251,0,5,5,6,9,4,4,0,0,34,4,3,9,3,17,5,3,0,0,43
SAL31321,10,7,16,15,26,27,14,0,0,116,0,0,5,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,12,4,0,0,4,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,4,0,0,0,10,0,0,4,0,0,0,0,0,0,5,0,0,0,3,14,12,0,0,0,27,0,0,4,8,8,17,7,0,0,36,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
SAL31322,84,108,246,259,309,216,46,9,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,24,22,16,0,0,0,74,0,0,0,0,0,3,0,0,0,4,0,0,5,8,10,10,0,0,0,34,0,0,4,3,10,9,0,0,0,28,22,19,25,26,32,23,5,0,0,148,37,12,9,5,6,15,0,0,0,86,0,0,6,12,17,4,0,0,0,49,0,0,0,0,0,0,0,0,0,6,0,0,8,12,11,0,0,0,0,32,0,0,10,7,4,5,0,0,0,25,0,3,5,9,7,7,0,0,0,44,0,3,4,12,15,10,0,0,0,49,0,3,17,19,31,12,0,0,0,80,0,17,31,51,49,39,3,0,0,177,12,21,43,54,70,63,5,4,0,260,7,0,0,4,3,0,0,0,0,10,3,3,8,11,14,8,0,0,0,47
SAL31323,59,93,197,153,150,127,42,4,0,839,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,0,5,4,4,0,0,0,0,19,0,0,0,0,0,5,0,0,0,3,0,4,6,4,6,0,0,0,0,23,0,0,0,0,5,0,0,0,0,4,14,18,20,9,16,11,0,0,0,91,33,19,20,11,9,0,4,0,0,95,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,3,3,4,0,0,0,0,0,16,0,6,8,3,0,5,0,0,0,18,0,10,18,20,15,9,0,0,0,67,0,0,3,4,8,3,0,0,0,24,0,0,18,25,22,15,0,0,0,86,3,3,15,29,45,18,7,0,0,117,11,26,61,55,55,43,18,0,0,271,4,4,6,0,0,0,3,0,0,22,3,5,4,7,0,5,5,0,0,27
SAL31324,22,92,212,136,88,63,17,6,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,3,0,4,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,0,3,3,0,3,0,0,0,0,6,0,0,5,0,0,4,0,0,0,13,7,21,21,3,3,0,0,0,0,50,11,25,10,3,0,4,0,0,0,54,0,0,3,6,3,0,0,0,0,11,0,0,6,3,0,0,0,0,0,9,0,0,13,3,7,0,0,0,0,28,0,0,4,0,4,0,0,0,0,8,0,9,26,11,12,6,0,0,0,67,0,9,16,0,4,3,0,0,0,36,0,6,10,10,7,3,0,0,0,35,6,13,15,16,14,5,0,0,0,67,7,34,55,38,33,16,5,0,0,185,0,6,3,3,5,0,0,0,0,18,0,3,4,7,0,0,4,0,0,16
SAL31325,6,3,13,10,16,16,3,0,0,74,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,5,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,0,4,0,3,0,0,0,0,5,0,0,0,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31326,0,0,3,4,6,5,0,3,0,29,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31327,16,19,49,43,47,21,11,0,0,206,0,3,3,3,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,8,4,0,0,0,0,16,9,0,4,0,6,0,0,0,0,17,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,10,0,0,10,5,10,0,0,0,0,15,0,3,9,5,4,9,0,0,0,26,0,8,8,11,5,8,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL31328,0,0,0,11,8,12,7,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
