SAL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
SAL30567,10,38,18,222,4,294,0,0,0,21,0,27,0,0,0,4,0,3,0,0,0,0,0,0,12,3,0,12,0,22,107,31,18,242,0,397,5,0,0,0,0,7,0,4,0,4,0,12,17,0,0,56,0,74,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,12,4,71,0,102,11,5,0,12,0,23,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,5,5,0,13,4,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,36,11,5,52,0,101,0,0,0,0,0,0,3,3,0,0,0,7,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,20,7,6,16,0,44,0,0,0,7,60,68,191,66,35,510,70,861
SAL30568,6,52,21,222,0,296,0,0,4,6,0,9,6,0,0,0,0,5,0,0,0,6,0,6,3,4,4,7,0,14,107,60,22,246,3,440,5,0,3,0,0,5,3,4,0,0,0,10,4,3,0,44,0,60,0,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,25,8,5,71,0,109,6,4,7,24,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,3,0,3,0,10,5,0,0,0,0,6,0,0,3,6,0,8,0,0,0,0,0,0,13,7,4,75,0,110,0,0,0,0,0,0,8,0,3,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,5,0,3,0,0,11,23,4,0,11,0,42,0,0,0,4,28,33,197,89,48,481,28,831
SAL30569,10,102,73,624,0,811,0,9,5,86,0,99,6,0,0,0,0,6,8,6,0,4,0,8,12,4,3,14,0,39,213,101,67,579,8,970,5,0,0,3,0,8,3,0,0,4,0,9,16,10,16,92,0,140,0,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,59,17,8,126,0,211,4,4,3,21,0,35,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,0,0,0,3,9,0,0,5,0,11,19,6,4,3,0,32,12,0,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,6,66,19,16,135,0,236,6,0,0,0,0,6,0,5,0,0,0,5,3,6,0,0,0,7,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,8,47,14,13,34,0,106,4,4,0,29,50,83,395,184,121,1233,62,1992
SAL30570,0,16,9,111,0,138,0,0,0,11,0,16,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,32,7,11,81,0,131,0,0,0,0,0,3,0,0,0,0,0,3,8,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,31,0,37,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,29,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,15,0,0,0,0,27,27,51,24,15,205,31,332
SAL30571,22,114,100,907,7,1153,0,3,3,114,0,123,8,0,4,10,0,23,0,3,0,5,0,14,36,6,3,10,0,56,269,110,94,798,11,1278,15,0,3,0,0,14,6,0,0,4,0,14,26,14,12,115,0,166,4,0,0,10,0,9,5,0,0,5,0,10,4,4,0,0,0,10,48,24,14,188,0,284,13,18,5,55,0,84,7,0,0,0,0,7,0,0,0,3,0,5,0,0,0,0,0,0,3,0,3,0,0,11,18,5,0,0,0,28,31,10,8,0,0,49,9,0,0,6,0,15,10,0,0,0,0,13,5,0,0,0,0,3,93,24,22,219,0,361,0,0,0,0,0,0,12,0,0,4,0,17,13,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,16,0,24,93,26,26,48,0,189,14,0,0,18,109,141,568,218,171,1762,136,2856
SAL30572,0,10,0,50,0,59,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,35,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,8,0,0,0,0,0,4,20,9,3,87,4,129
SAL30573,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11
SAL30574,20,185,124,1909,20,2259,0,10,4,205,0,227,134,0,4,6,0,157,8,0,0,3,0,8,36,6,3,34,0,79,286,177,134,1786,16,2405,71,4,11,0,0,87,7,3,0,19,0,27,56,38,14,536,3,643,8,0,0,3,0,9,4,0,0,0,0,3,75,0,0,0,0,81,63,45,20,762,8,893,28,10,4,56,0,97,13,0,6,0,0,11,3,0,0,13,0,14,0,0,0,0,0,0,0,0,0,3,0,3,15,3,0,3,0,27,14,10,5,7,0,34,13,10,0,13,0,32,9,3,5,10,0,19,4,0,0,0,0,3,84,73,33,613,4,809,0,0,0,0,0,0,18,5,6,0,0,27,9,0,0,9,0,24,12,0,0,0,0,12,10,0,0,0,0,10,10,3,0,12,0,26,459,43,28,109,0,640,14,0,5,35,196,249,1223,358,234,4104,237,6152
SAL30575,0,0,0,20,0,21,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,3,34
SAL30576,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,19,6,26
SAL30577,28,91,74,642,3,843,6,6,0,71,0,87,38,4,0,12,0,51,8,4,0,3,0,13,30,8,3,3,0,51,274,99,81,646,15,1115,22,0,0,3,0,31,6,0,0,7,0,12,28,9,3,104,0,151,3,0,0,8,0,14,11,4,0,0,0,19,16,0,0,0,0,20,46,17,15,158,0,231,18,13,6,19,0,56,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,20,28,5,0,0,0,34,20,7,0,6,0,31,7,0,0,5,0,13,8,6,0,4,0,17,17,0,3,0,0,29,78,24,21,162,0,280,4,0,3,0,0,8,0,0,0,0,0,0,4,0,0,5,0,8,9,0,0,0,0,9,38,0,0,0,0,44,4,0,0,3,0,17,265,27,12,46,0,348,24,0,7,10,163,205,850,192,138,1349,184,2718
SAL30578,0,0,0,84,0,84,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,140,17,158
SAL30579,12,50,36,369,9,481,0,0,0,16,0,16,50,0,4,10,0,66,6,0,0,0,0,10,11,4,5,7,0,29,111,67,35,375,4,586,7,0,0,0,0,9,5,0,0,8,0,11,15,3,8,65,0,88,13,6,4,25,0,50,5,0,4,0,0,9,37,0,0,0,0,40,30,13,8,100,0,153,26,8,10,41,0,85,7,0,5,0,0,14,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,6,0,0,0,18,0,0,0,7,0,5,4,0,0,0,0,6,5,0,0,0,0,5,29,16,15,109,0,170,3,0,0,0,0,3,17,3,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,12,4,0,0,0,0,4,5,0,0,3,0,11,87,14,6,20,0,133,3,4,0,0,43,52,418,118,80,802,52,1475
SAL30580,125,469,420,1983,3,3007,7,7,0,29,0,40,899,34,60,29,0,1022,22,7,0,7,0,35,122,32,17,44,0,213,1110,401,311,1992,7,3821,62,8,17,3,0,86,67,18,6,19,0,111,242,51,50,356,4,704,41,13,8,25,0,85,20,3,4,5,0,33,303,0,7,6,0,322,237,101,82,877,3,1301,101,12,22,93,0,225,141,0,7,0,0,146,4,0,4,9,0,23,3,3,0,0,0,4,0,3,0,10,0,19,28,5,3,3,0,37,77,23,22,8,0,132,70,7,6,20,0,99,36,6,0,11,0,51,13,0,0,0,0,12,293,109,93,687,0,1180,22,0,4,0,0,27,207,16,6,0,0,238,67,3,7,13,0,91,84,3,0,9,0,99,68,3,3,13,0,87,39,15,7,44,0,96,1116,117,159,162,9,1565,39,0,0,16,132,191,4567,832,737,4216,159,10511
SAL30581,0,0,3,41,0,41,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,0,3,60,15,79
SAL30582,15,45,48,1129,13,1246,0,3,6,370,5,383,21,3,0,10,0,38,0,0,0,0,0,0,3,0,0,12,0,23,73,38,40,751,19,919,20,0,12,0,0,35,0,0,0,3,0,4,9,6,4,136,0,156,0,0,0,3,0,7,0,0,0,4,0,3,0,0,0,0,0,0,15,5,12,294,4,331,0,3,0,21,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7,9,5,0,3,0,16,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,23,5,5,203,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,109,0,0,0,0,109,0,0,0,7,0,4,56,13,7,43,4,117,11,0,0,25,377,411,322,82,80,2092,417,2992
SAL30583,0,0,0,50,0,50,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,39,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,5,6,0,8,85,7,107
SAL30584,0,8,3,56,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,47,3,60,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,16,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,8,8,20,4,4,109,9,146
SAL30585,9,48,55,796,13,913,0,4,3,220,0,230,18,0,5,16,0,40,0,0,0,0,0,0,4,0,5,0,0,13,58,41,31,614,15,757,18,0,4,0,0,23,0,3,0,5,0,8,3,3,3,80,0,91,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,4,22,28,12,3,212,8,258,3,0,0,34,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,11,3,5,4,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,9,7,172,4,214,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,7,55,26,10,37,0,129,3,0,0,9,288,296,205,91,78,1525,315,2219
SAL30586,12,39,41,480,0,574,0,0,0,24,0,23,0,0,0,4,0,5,5,0,0,0,0,0,15,0,0,10,0,23,94,44,42,463,3,642,13,0,3,0,0,16,0,0,0,5,0,9,13,9,3,82,0,107,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,3,17,3,3,142,0,163,0,10,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,0,4,0,0,11,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,4,11,99,0,143,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,17,40,3,7,31,0,77,3,0,0,12,56,71,202,69,69,960,58,1353
SAL30587,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,15,0,16
SAL30588,24,176,122,750,25,1098,0,6,0,10,0,12,132,7,21,3,0,168,11,0,0,0,0,13,41,9,6,13,0,69,324,143,129,758,6,1353,15,0,4,0,0,17,20,0,0,15,0,37,38,15,14,110,0,174,6,7,0,28,0,41,3,0,0,0,0,8,55,0,0,0,0,56,73,41,38,414,3,565,26,14,9,66,0,113,19,0,3,0,0,22,0,0,0,8,0,7,3,0,0,5,0,3,0,0,0,11,0,13,5,0,0,5,0,10,27,23,9,0,0,64,19,0,0,7,0,31,9,3,3,0,0,12,10,0,0,0,0,10,87,27,41,348,0,503,0,0,0,0,0,5,28,4,5,0,0,34,16,0,4,0,0,24,13,0,0,0,0,12,32,0,0,0,0,44,24,4,6,18,0,46,193,29,41,53,0,318,7,3,0,4,108,124,951,289,252,1689,137,3325
SAL30589,0,3,3,46,4,55,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,9,9,7,5,3,76,11,100
SAL30590,0,0,0,52,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,29,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,17,17,8,4,3,87,14,120
SAL30591,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SAL30592,0,0,0,15,0,15,0,0,7,1136,10,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,52,0,0,0,4,30,34,6,0,7,1145,39,1194
SAL30593,100,359,307,2094,33,2896,4,27,15,284,5,339,547,19,22,24,0,610,14,6,0,14,0,30,42,18,11,43,0,110,667,324,244,2180,40,3452,432,5,42,0,6,495,36,8,3,10,0,62,72,31,20,396,3,524,28,8,0,25,0,70,19,3,0,10,0,32,512,9,10,0,0,529,156,70,53,936,4,1225,210,50,29,204,6,491,167,3,0,0,0,167,13,4,0,8,0,26,4,0,0,0,0,4,11,0,5,11,0,34,79,14,11,9,0,110,89,19,18,9,0,141,27,9,0,29,0,65,18,0,3,9,0,27,67,5,3,0,0,78,194,92,56,672,4,1016,16,4,0,3,0,26,22,0,3,0,0,24,59,0,0,9,0,79,32,0,0,3,0,40,67,0,0,0,3,74,25,5,0,34,0,68,1546,85,131,164,13,1949,74,6,0,56,817,959,4520,683,554,4749,918,11426
SAL30594,68,307,225,1674,7,2282,0,9,11,100,0,124,276,13,16,22,4,326,12,4,5,7,0,25,49,16,6,36,0,98,434,233,167,1555,7,2394,125,4,21,3,0,149,19,9,0,26,0,53,44,18,22,316,0,404,19,12,4,19,0,54,3,0,0,0,0,6,341,0,8,4,0,360,99,76,47,724,0,952,196,41,23,175,0,426,28,0,0,0,0,32,0,0,0,5,0,3,0,0,0,0,0,0,5,0,0,10,0,11,45,10,8,13,0,70,58,12,12,0,0,79,22,4,11,14,0,54,6,0,0,6,0,15,47,13,0,4,0,66,146,73,49,499,0,767,4,4,0,0,0,3,27,6,0,0,0,34,19,6,4,5,0,31,15,5,0,4,0,12,28,0,3,3,0,38,6,5,3,19,0,27,535,66,75,133,0,806,26,3,0,19,235,287,2214,529,407,3557,263,6965
